"vps","partid","CheckVps","R","CheckHolt","SwitchAll","SwitchH","SwitchL","SwitchLH","SwitchLL","SwitchGH","SwitchGL","SwitchPH","SwitchPL","R_all","CheckGamb","swp","MPLr"
1659,68046401,0,5,0,-6.6666667,-8.3333333,-5,-10,-10,-5,-5,-10,0,0.94642857,0,6,4
1660,68046501,0,1,0,15.833333,21.666667,10,15,5,50,25,0,0,0.48214286,0,10,0
1662,68046601,0,6,2,17.916667,25.833333,10,12.5,5,35,10,30,15,0.42857143,3,4,6
1663,68046701,0,5,0,5.8333333,6.6666667,5,5,5,5,5,10,5,0.69642857,0,6,4
1665,68046901,0,5,0,15.833333,20,11.666667,10,5,35,20,15,10,0.48214286,0,6,4
1666,68047001,0,5,0,24.166667,33.333333,15,15,5,55,30,30,10,0.30357143,0,6,4
1667,68047101,0,4,0,21.666667,26.666667,16.666667,10,10,30,30,40,10,0.35714286,0,7,3
1669,68047201,0,4,0,4.1666667,3.3333333,5,-10,0,10,5,10,10,0.75,3,7,3
1670,68047301,0,3,0,8.75,12.5,5,2.5,5,10,5,25,5,0.64285714,3,8,2
1672,68047401,0,4,0,20.833333,28.333333,13.333333,15,5,45,30,25,5,0.375,0,7,3
1673,68047501,0,2,0,15,20,10,20,5,20,15,20,10,0.5,0,9,1
1674,68047601,0,3,0,23.333333,35,11.666667,15,5,65,25,25,5,0.32142857,0,8,2
1675,68047701,0,3,0,20.833333,30,11.666667,15,0,55,25,20,10,0.375,0,8,2
1676,68047901,0,3,0,27.5,43.333333,11.666667,10,0,70,30,50,5,0.23214286,0,8,2
1678,68048001,0,4,0,1.6666667,1.6666667,1.6666667,0,0,0,0,5,5,0.78571429,0,7,3
1679,68048101,0,5,0,11.666667,15,8.3333333,15,0,15,15,15,10,0.57142857,0,6,4
1680,68048201,0,5,2,11.666667,16.666667,6.6666667,15,0,5,15,30,5,0.57142857,0,5,5
1681,68048301,0,6,0,5.8333333,8.3333333,3.3333333,10,0,0,0,15,10,0.69642857,0,5,5
1682,68048401,0,4,2,4.1666667,5,3.3333333,-10,0,0,5,25,5,0.73214286,0,6,4
1683,68048501,0,3,0,15.833333,20,11.666667,10,10,25,15,25,10,0.48214286,0,8,2
1685,68048601,0,2,0,20,26.666667,13.333333,20,5,30,15,30,20,0.39285714,0,9,1
1687,68048701,0,5,0,8.3333333,11.666667,5,10,0,15,10,10,5,0.64285714,0,6,4
1688,68048801,0,5,2,13.333333,16.666667,10,15,5,15,15,20,10,0.53571429,0,4,6
1689,68049001,0,1,0,25.833333,33.333333,18.333333,20,5,45,35,35,15,0.26785714,0,10,0
1690,68049101,0,3,0,5,8.3333333,1.6666667,5,0,10,0,10,5,0.71428571,0,8,2
1691,68049201,0,3,2,20.416667,30,10.833333,25,2.5,35,20,30,10,0.375,3,7,3
1692,68049301,0,8,2,20.833333,24.166667,17.5,5,2.5,37.5,25,30,25,0.44642857,3,1,9
1693,68049401,0,4,0,15.833333,23.333333,8.3333333,10,5,30,15,30,5,0.48214286,0,7,3
1694,68049501,0,3,0,19.166667,26.666667,11.666667,15,5,40,20,25,10,0.41071429,0,8,2
1695,68049701,0,5,0,4.5833333,10.833333,-1.6666667,-5,-10,15,-10,22.5,15,0.75,3,6,4
1696,68049801,0,4,0,4.1666667,5,3.3333333,5,0,5,5,5,5,0.73214286,0,7,3
1697,68049901,0,4,0,15.833333,18.333333,13.333333,15,5,25,20,15,15,0.48214286,0,7,3
1698,68050001,0,3,0,24.166667,33.333333,15,20,5,60,35,20,5,0.30357143,0,8,2
1699,68050101,0,5,2,18.333333,25,11.666667,10,5,15,15,50,15,0.42857143,0,2,8
1700,68050201,0,5,0,13.75,20.833333,6.6666667,15,0,32.5,15,15,5,0.53571429,3,6,4
1701,68050301,0,3,0,15,18.333333,11.666667,15,5,20,20,20,10,0.5,0,8,2
1702,68050401,0,4,0,11.666667,15,8.3333333,10,5,20,15,15,5,0.57142857,0,7,3
1703,68050501,0,6,0,13.333333,18.333333,8.3333333,10,5,30,10,15,10,0.53571429,0,5,5
1704,68050601,0,4,0,16.666667,21.666667,11.666667,15,5,25,20,25,10,0.46428571,0,7,3
1705,68050701,0,3,0,19.166667,31.666667,6.6666667,15,0,55,15,25,5,0.41071429,0,8,2
1706,68050801,0,3,0,17.5,23.333333,11.666667,20,5,40,25,10,5,0.44642857,0,8,2
1707,68050901,0,5,0,15,16.666667,13.333333,15,5,20,25,15,10,0.5,0,6,4
1708,68051101,0,4,0,17.5,23.333333,11.666667,10,5,30,20,30,10,0.44642857,0,7,3
1709,68051301,0,3,0,31.25,42.5,20,20,5,65,40,42.5,15,0.19642857,3,8,2
1710,68051401,0,6,0,5.8333333,6.6666667,5,5,5,5,5,10,5,0.69642857,0,5,5
