bibkey,paper,task,subject,age,gender,choice,r,country
Amador2021,Amador Hidalgo et al. 2021,HL,53,18,0,4,0.4418690476613119,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,54,18,0,8,1.798602271261625,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,55,20,0,6,0.9960710536455735,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,56,18,0,4,0.3730320891365409,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,57,22,1,6,0.9772249090950935,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,58,18,1,3,0.1540995465940796,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,59,18,1,5,0.8013994883047417,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,60,18,0,3,0.16614416597178208,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,61,29,1,7,1.4833533774176613,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,63,18,0,7,1.166724732890725,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,64,17,0,5,0.8148987584654241,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,65,18,0,6,1.067127428902313,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,66,25,0,4,0.40526884227758275,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,67,18,0,2,-0.20190456945449112,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,72,18,0,0,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,73,18,0,6,0.9374769241549075,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,75,18,0,6,0.9812772158300503,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,76,19,0,1,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,77,18,0,1,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,78,18,0,5,0.8459118135599419,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,79,18,0,7,1.4008427964989096,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,83,18,1,2,0.00545119188725951,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,84,18,1,3,0.3062598233949393,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,85,18,0,6,0.8772236141841858,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,86,18,1,5,0.6376773830503225,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,87,18,1,3,0.2588507404457778,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,88,17,1,4,0.3639163543446921,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,89,22,1,3,0.3017010956350714,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,90,18,1,2,-0.10818732760846611,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,91,18,1,6,1.0004587063565848,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,92,18,1,0,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,94,18,1,6,0.8733702885918319,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,96,18,1,3,0.13676154270302504,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,97,18,1,5,0.6216250461200252,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,98,23,1,5,0.8234558080835268,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,100,19,0,4,0.4702094515506178,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,101,19,1,5,0.7789199731405825,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,103,19,1,5,0.697760505285114,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,104,20,1,6,0.8836656243540346,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,105,19,1,1,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,107,18,0,6,0.865341782104224,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,108,21,0,1,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,109,18,0,6,0.8812777812825515,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,111,21,0,7,1.2891356504522262,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,112,17,1,3,0.09839855670230464,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,113,19,1,5,0.7696729009086266,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,116,18,1,4,0.4874210821301676,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,117,18,1,6,1.027047660993412,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,118,18,1,3,0.19546805309131743,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,119,20,0,7,1.2505991094745694,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,120,19,0,4,0.47511969385202973,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,121,18,1,3,0.1090722109982744,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,123,18,0,4,0.5665277849161066,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,124,18,0,6,0.8767640938749537,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,125,17,1,5,0.6042631592461839,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,126,23,0,2,-0.018501061554998144,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,127,18,1,2,0.01859587218612435,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,128,22,0,7,1.302274051075801,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,129,18,0,4,0.4091099740657955,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,130,18,0,6,0.9713354920269921,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,131,20,0,4,0.4555999467056244,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,132,21,1,6,1.1484380434500052,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,133,18,0,6,0.854196397238411,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,135,20,0,3,0.1706139396224171,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,136,23,1,7,1.2164895739080384,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,138,20,1,0,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,139,18,0,4,0.5430651150806807,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,140,18,1,6,0.9325208806898444,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,142,20,1,3,0.20660584326134995,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,143,26,0,4,0.3921626152121462,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,144,21,0,6,0.9566934457281604,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,145,29,0,5,0.7859517839504406,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,148,19,1,4,0.5545441360003315,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,149,19,1,3,0.0409105915017426,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,150,20,1,7,1.4505600478406995,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,151,18,0,7,1.4442430331092329,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,152,18,0,7,1.3292786151589826,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,153,18,1,6,1.038817625469528,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,154,18,1,4,0.5552546128095127,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,155,17,0,6,0.9219656390836461,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,156,18,1,3,0.14903859942452985,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,158,18,0,4,0.4707362194638699,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,159,18,0,7,1.19443698619958,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,160,18,0,5,0.6016844798298552,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,161,18,0,6,1.1335139033617452,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,163,21,1,4,0.514815736208111,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,164,27,1,4,0.491684618901927,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,165,18,0,4,0.35668146607000384,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,166,18,1,3,0.10942381379427389,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,167,19,0,7,1.3107726195501164,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,168,20,0,5,0.7050044489558785,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,169,18,0,3,0.1515996712469496,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,170,18,1,5,0.6396282492764294,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,171,18,1,5,0.7741030797269195,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,172,19,1,5,0.7860361434239894,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,173,18,0,10,2.71,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,175,18,1,8,1.698552239011042,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,177,20,0,7,1.2510134367877617,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,178,18,0,5,0.7971333821164444,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,179,20,0,3,0.06169510391540826,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,180,18,1,10,2.71,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,181,18,1,7,1.4053598280251025,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,182,20,0,6,0.9826615788508206,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,183,17,0,0,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,184,18,1,3,0.08099606982432306,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,187,18,1,3,0.19458563828840852,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,189,23,0,3,0.06166831797454506,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,190,17,0,8,1.82971067762468,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,191,21,0,6,1.1126925436314195,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,192,19,0,6,0.8773916290840134,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,193,20,1,6,0.9193280142499134,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,194,23,1,5,0.6946207346348092,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,195,20,0,3,0.2832959907059558,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,196,17,1,1,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,197,19,0,2,-0.208066709972918,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,198,21,1,1,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,202,21,1,2,-0.2489814439602196,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,203,18,0,6,1.0377348035806788,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,204,18,1,4,0.38170077407499775,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,205,20,1,3,0.22085476192878561,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,206,20,1,6,1.0062116760993376,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,208,19,1,6,1.128204605844803,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,209,18,1,4,0.4550055561959743,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,210,18,1,3,0.06633513762615621,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,211,20,1,5,0.8092117426684127,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,212,20,0,6,1.0147172219119964,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,213,18,1,1,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,214,18,1,4,0.4146547477901913,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,215,17,0,6,0.9756511783460154,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,216,18,1,6,1.1440786188235506,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,217,18,0,1,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,218,20,0,4,0.3487676276708953,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,219,18,1,6,0.9430216368520632,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,220,20,0,0,-0.37,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,221,18,0,2,-0.2581054887548089,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,222,18,1,6,0.9314442795701324,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,224,20,0,4,0.4476538424636237,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,225,18,1,5,0.6844717410812154,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,227,18,1,7,1.3206956283561886,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,228,21,1,2,-0.19403181474655865,Spain
Amador2021,Amador Hidalgo et al. 2021,HL,229,18,1,6,0.8977241141721606,Spain
