"partid","ABCTEU_OS","ABCTEU_CS","ABCTEU_DEV","ABCTEU_BIC","ABCT4P_OS","ABCT4P_PW","ABCT4P_LA","ABCT4P_CS","ABCT4P_DEV","ABCT4P_BIC","ABCT6P_OSg","ABCT6P_OSl","ABCT6P_PWg","ABCT6P_PWl","ABCT6P_LA","ABCT6P_CS","ABCT6P_DEV","ABCT6P_BIC","ABCTRN_DEV","MPLEU_OS","MPLEU_CS","MPLEU_DEV","MPLEU_BIC","MPL4P_OS","MPL4P_PW","MPL4P_LA","MPL4P_CS","MPL4P_DEV","MPL4P_BIC","MPL6P_OSg","MPL6P_OSl","MPL6P_PWg","MPL6P_PWl","MPL6P_LA","MPL6P_CS","MPL6P_DEV","MPL6P_BIC","MPLRN_DEV","CCTEU_OS","CCTEU_CS","CCTEU_DEV","CCTEU_BIC","CCT3P_OS","CCT3P_PW","CCT3P_LA","CCT3P_DEV","CCT3P_BIC","CCT4P_OS","CCT4P_PW","CCT4P_LA","CCT4P_CS","CCT4P_DEV","CCT4P_BIC","CCT6P_OSg","CCT6P_OSl","CCT6P_PWg","CCT6P_PWl","CCT6P_LA","CCT6P_CS","CCT6P_DEV","CCT6P_BIC","CCTRN_mp","CCTRN_DEV","CCTRN_BIC","BARTRN_pm","BARTRN_DEV","BARTRN_BIC","BART1_OS","BART1_alpha","BART1_mu","BART1_LA","BART1_CS","BART1_DEV","BART1_BIC","BART3_OS","BART3_alpha","BART3_mu","BART3_CS","BART3_DEV","BART3_BIC"
64000401,0.56179216,0.87285563,53.331758,61.155804,0.64710573,0.75771432,1.2208485,0.71140062,51.302511,66.950603,0.93043672,0.52701812,0.79119204,0.72581827,10,0.18249779,48.841683,72.313821,69.314718,0.65548102,0.45507855,68.405191,76.7845,2.964487,2.0143209,7.3034033,8.3736266e-05,24.701155,41.459774,0.86296728,1.1804724,1.5729215,0.23600682,0.61098006,1.2151443,22.159484,47.297412,91.495428,0.05407737,3.986681,235.17634,244.03797,0.06804438,0.24681912,0.61663566,201.70829,215.00074,0.068030658,0.24678992,0.61664948,10,201.70829,219.43156,0.086857526,0.0094305345,0.19585254,0.43348643,0.45654497,10,201.37343,227.95834,0.92776954,229.8121,234.24291,0.97385216,416.77281,420.14011,0.57037056,114.42541,114.48484,7.9231051,10,144.765,161.60148,0.70929372,206.04078,206.81689,0.10982862,146.71022,160.1794
64004701,1.6065906,0.0063542347,50.531653,58.355699,1.8565338,0.78188577,0.14976491,0.013283009,35.017241,50.665333,1.9316643,1.0626892,0.77279663,0.96077226,10,0.017975705,24.385913,47.858052,69.314718,0.50917061,2.0087941,48.053473,56.432783,0.79901432,0.75240669,1.4936156,1.1829306,28.194655,44.953274,0.38658471,0.40508353,10,0.64447238,2.1002904,6.3182427,22.457567,47.595495,91.495428,5.679851e-10,4.0353885,221.52144,230.38308,0.016186985,0.15437109,0.13357772,89.155358,102.44781,0.0044044164,0.18362532,4.2714876e-09,8.3277429,89.136245,106.85951,2.1769808e-11,4.1182844,0.18005883,1.4558832,10,8.7901113,85.455852,112.04075,0.98440594,92.750002,97.180819,0.98309366,476.72639,480.12759,1.6753058,7788.7004,7793.7107,0.313811,7.4753922,125.85388,142.85987,0.39905863,9257.8645,9287.3894,0.085001482,130.44787,144.05266
64006401,0.85442768,0.25726523,50.407193,58.231239,0.92842661,0.89832411,0.98580308,0.20007352,50.072816,65.720908,1.2130653,0.74968862,0.96650401,0.79816919,10,0.061906981,45.474486,68.946624,69.314718,0.4670328,1.4904577,63.680678,72.059987,0.52904923,0.35688272,1.3463269,6.3619609,22.799928,39.558547,0.43999651,0.33601419,0.66125219,0.025753666,2.7142825,10,19.949995,45.087924,91.495428,0.013232985,2.4209178,314.17498,323.03662,0.035229806,1.4803103e-10,0.24963464,219.14361,232.43606,0.035225075,7.2222228e-11,0.24964592,10,219.14361,236.86687,1.5104666e-07,0.2963784,0.0031661379,0.036048748,0.54154287,9.9999992,216.38759,242.97249,0.91601729,219.76582,224.19664,0.96997688,350.2687,353.66989,0.5911248,108.9005,109.92814,9.2250603,9.8937883,157.62821,174.63419,0.49599742,115.72635,116.93874,0.19085585,156.70826,170.31305
64006901,0.34098574,1.2254072,63.777144,71.60119,0.43308323,0.7924987,0.23661098,1.6948138,60.959909,76.608001,0.3315841,2.9723936,0.82497413,1.1387613,6.8936844e-07,3.2059559,59.039645,82.511783,69.314718,0.71011024,0.90014259,42.200007,50.579317,0.89686983,0.36382145,1.1343825,1.2986913,26.595703,43.354322,0.38469874,0.779792,8.8292753,0.41694213,0.28921428,10,18.184651,43.322579,91.495428,0.17188791,8.0646797,209.73184,218.59347,0.11785647,0.43327073,0.42133862,149.10453,162.39698,0.11785893,0.43328605,0.42132793,10,149.10453,166.8278,0.079529253,0.39343648,0.47360476,0.28618161,0.96968636,10,146.63678,173.22168,0.96222272,178.79898,183.2298,0.96695206,509.59633,512.99753,0.88728534,756.9607,763.81803,2.9137837,7.4175107,174.36014,191.36613,0.5721097,1180.6208,1191.6369,0.10673841,174.48534,188.09013
64007901,0.9124891,0.18425884,49.092603,56.916649,0.60063,1.7533917,2.3145355,0.56600179,38.564544,54.212636,0.52662497,0.70174174,2.3543067,1.7319787,1.00811,0.73576742,38.445987,61.918125,69.314718,0.3891563,2.2888329,63.673842,72.053152,0.44624486,0.41984919,1.2986739,4.3412313,43.399973,60.158592,0.36022565,0.11465081,0.86112568,5.9323372e-07,9.998897,7.7267143,38.178435,63.316363,91.495428,1.774203e-10,3.1103754,292.83984,301.70147,0.011897756,0.14066377,0.57988398,233.57652,246.86897,0.011899781,0.1406593,0.57987324,10,233.57652,251.29979,0.00027563817,0.019026251,0.20631755,0.00092964283,0.66645359,9.3587797,232.32318,258.90808,0.93714759,253.97699,258.4078,0.96495764,710.68699,714.08819,0.92660064,438.99962,439.39475,5.8966102,7.9115289,157.19506,174.20105,0.1886437,1147.4748,1149.6626,0.15585279,150.82056,164.42535
64008701,0.98026536,0.23654132,37.66245,45.486496,0.78663574,1.2642496,1.9232977,0.53152888,30.252426,45.900518,0.54904394,1.1933766,0.85484718,1.6234083,0.055169138,4.3588448,17.029373,40.501511,69.314718,0.66372655,1.7776297,31.484154,39.863464,1.7215687,0.94108814,1.5964838,0.19712724,13.448355,30.206974,0.89782532,1.3155383,1.8072893,0.17549641,0.32244024,9.9996484,0.48097741,25.618906,91.495428,0.36738002,10,267.40488,276.26651,0.2167882,0.39265812,0.64073011,249.06397,262.35642,0.24212193,9.6871536,0.16458019,5.1280946,252.75857,270.48184,0.15502264,1.0576364,9.0953104,0.72514341,4.1327216,5.2166561,235.29247,261.87737,0.86857229,272.36536,276.79617,0.97584802,442.85366,446.25486,0.97280216,2.4603335,2.0705733,1.1333035,7.9300897,143.4953,160.50128,0.91660556,206.57354,208.34799,0.10009551,143.67073,157.27552
64011501,1.2262076,0.044486642,48.843956,56.668002,1.279181,0.83726617,2.3341348,0.047226873,37.679778,53.32787,0.78053383,1.4840135,0.92833797,0.81952337,0.08309526,0.64443175,33.369339,56.841477,69.314718,0.31581165,0.7320109,87.200388,95.579697,0.30858765,0.31083578,1.1787747,2.0919395,84.651278,101.4099,0.098849649,0.15594186,9.999914,0.24467597,1.2254522,7.5084397,82.303293,107.44122,91.495428,0.041871666,3.4332795,258.23546,267.09709,0.023771965,0.19335797,0.86801883,252.98153,266.27398,0.023754346,0.19333419,0.86802652,10,252.98153,270.70479,1.5321078e-13,0.33339513,0.089453322,0.83603569,1.4653565,7.2700181,250.5437,277.1286,0.89169251,297.66807,302.09889,0.9723019,530.39952,533.80071,0.81297959,155.62646,157.16154,2.7438176,9.4640755,136.32669,153.33268,0.78449513,322.65704,325.86915,0.11748568,135.71652,149.32131
64015601,1.1263831,0.061073742,51.022066,58.846112,1.388594,0.70654571,1.1442772,0.030914285,44.711919,60.360011,1.7944155,1.2999382,0.56487392,0.78990425,10,0.0063231779,39.060124,62.532262,69.314718,0.51786431,1.7164685,51.400185,59.779494,0.6564672,0.43281433,1.2985871,3.3216183,24.801583,41.560202,1.0628186,1.6910766,0.20737794,1.1543877,0.099901416,10,3.8221649,28.960093,91.495428,4.3993142e-10,2.8363669,293.25764,302.11927,1.1270379e-09,0.12370614,0.68258115,253.39295,266.6854,2.8699265e-13,0.14725964,0.63449321,8.6194447,253.38336,271.10662,0.012925457,1.5645263e-11,0.21422181,2.7017832e-11,0.74564711,10,251.63145,278.21635,0.91386954,279.41384,283.84466,0.96602313,768.22102,771.62222,0.59704049,1.071364,0.58293608,8.1837322,9.995653,150.16214,167.16813,0.69178424,83.312976,83.31298,0.083073571,151.3695,164.97429
64016901,0.72656086,0.52229905,46.541559,54.365605,0.73398952,0.90547199,0.76303691,0.63615422,46.044611,61.692703,0.62846692,0.94095307,0.69574456,1.295798,0.093738688,1.7157037,41.402609,64.874747,69.314718,0.22953989,8.1873544,54.932202,63.311511,0.54297658,0.85161534,1.7534149,10,7.7592058,24.517825,0.79684959,0.90357022,0.35531969,2.9818393,0.84799133,10,2.4013633,27.539292,91.495428,0.039608213,3.3404341,285.35447,294.2161,0.022093279,0.1577703,0.73571733,263.4718,276.76425,0.022089812,0.15777021,0.73572806,10,263.4718,281.19506,5.1625371e-14,0.098204506,0.16891231,0.12752516,0.95502702,10,262.06026,288.64516,0.90538085,291.18925,295.62007,0.97228327,347.45081,350.85201,0.58717535,271.40127,275.98094,7.7042048,9.9245285,159.32108,176.32707,0.79448919,346.20981,352.62976,0.11427828,169.62937,183.23416
64018301,2.4871155,3.4572004e-05,62.75786,70.581906,4.1067744,1.3615146,8.6347595,4.3330428e-09,56.965182,72.613274,0.50594321,3.9812599,4.5753519,1.3585399,2.2954287e-07,0.3616872,53.772273,77.244411,69.314718,6.2325563,5.7120975e-12,67.311899,75.691209,0.76681439,0.20034983,1.1205664,0.86698971,52.608975,69.367594,0.73699319,0.47096897,0.40387426,1.2890744e-10,4.4595669,1.0018726,50.560691,75.69862,91.495428,1.1360207e-09,3.3517978,260.35847,269.2201,0.012257273,0.13787672,0.49290208,197.07642,210.36887,6.9999562e-13,0.2203705,0.25549686,6.4673104,196.95831,214.68158,2.1017288e-09,0.045823419,0.19194587,3.7731485e-11,0.64621719,10,195.65962,222.24452,0.95298734,209.73555,214.16637,0.97894748,582.01545,585.41665,0.89462999,499.43044,499.37752,9.750103,9.9999951,126.7708,143.77678,0.14882674,709.78654,710.49177,0.28582011,125.7725,139.37729
64020401,1.2183717,0.081383059,34.849572,42.673618,0.90921916,1.0928818,2.7857941,0.60267169,14.110507,29.758599,0.72174228,0.95110685,1.0931811,1.0994188,0.89559727,1.6146862,13.863763,37.335901,69.314718,0.3235888,0.072584645,91.440323,99.819632,1.1590979,0.64740776,3.5277742,0.050814861,51.87101,68.629629,1.0286142,0.713313,0.12790996,0.67482123,10,0.14193079,46.523908,71.661837,91.495428,0.14748577,5.2181488,276.06573,284.92736,0.080860814,0.2321919,0.6443312,245.11438,258.40683,0.080847126,0.23217127,0.64435636,10,245.11438,262.83765,0.052622099,0.085644211,0.29155767,0.051509469,0.7997985,10,244.92691,271.51181,0.91110749,269.9636,274.39441,0.97092503,642.29618,645.69738,1.9053431,0.011302658,0.011153617,0.028566727,8.0948288,119.18408,136.19007,0.74152058,27.561947,27.740986,0.11721281,120.96129,134.56608
64020501,0.64922033,0.83340577,47.225721,55.049767,0.71249043,0.88926754,2.0692102,0.58527915,42.055876,57.703968,0.45705242,0.89935137,1.0745469,0.81051764,0.2269014,2.3460302,40.218304,63.690442,69.314718,4.7225899,3.2614411e-10,81.784007,90.163317,0.38999832,0.08468292,1.0496087,5.992494,52.068926,68.827545,0.41083638,0.83057458,3.5527137e-13,0.36091874,0.13136868,5.7338897,50.309025,75.446954,91.495428,0.17769699,5.7893366,309.77075,318.63239,0.11521159,0.21036463,0.36419052,234.09855,247.391,0.11522647,0.21039682,0.3641783,10,234.09855,251.82181,0.11584931,0.52775985,0.21739013,0.44516233,0.79283788,10,231.93499,258.51989,0.93373961,242.89339,247.32421,0.95563154,319.23086,322.63206,0.95315608,25.846339,27.702762,2.3098832,9.9999998,137.03281,154.0388,0.45613085,35.183019,36.946255,0.43432064,132.26802,145.87281
64021901,1.3429931,0.026598513,45.236884,53.06093,0.68876496,1.5024709,2.9005829,0.37127628,38.297773,53.945865,1.0688786,0.79332287,0.73402529,2.1935323,4.7946246,0.11990552,32.352525,55.824663,69.314718,0.71775643,0.64287567,50.058833,58.438142,3.2974101,1.2498297,3.0064592,3.6622306e-05,26.591057,43.349676,0.53133689,1.0413561,4.5230083,0.08396619,0.22059315,10,12.625885,37.763814,91.495428,0.008681234,3.6144641,209.92801,218.78965,3.2397679e-09,0.17427731,0.67890051,179.12776,192.42021,8.6858298e-12,0.17427551,0.67889929,10,179.12776,196.85103,2.3814284e-12,0.14204972,0.15309639,0.4951755,0.76070087,8.3577145,178.65085,205.23575,0.93511233,214.72175,219.15257,0.93202203,555.37404,558.77524,1.9464822,54.910884,54.929625,0.12659547,9.8442849,113.29323,130.29922,0.31738345,196.76436,198.17903,0.42073674,121.52923,135.13402
64022901,0.31013503,1.610502,63.335846,71.159892,0.31793138,0.98627758,0.44059821,2.2027236,62.435612,78.083704,0.5253476,0.19626118,3.3477529,0.51082653,10,0.41231823,59.804022,83.27616,69.314718,0.48763327,2.1067425,50.116599,58.495908,0.8570149,0.55446577,1.5757462,10,3.2205634,19.979182,0.77599564,0.9914786,0.57533018,0.59023935,0.59143586,10,1.9577496,27.095678,91.495428,0.20665012,6.8858279,243.47038,252.33201,0.13084064,0.34812909,0.67936818,220.87657,234.16902,0.13084604,0.34815171,0.67935188,10,220.87657,238.59984,0.079685864,0.16958289,0.56909798,2.56063e-09,1.073082,10,218.73793,245.32283,0.90464617,257.46897,261.89978,0.95267509,555.68039,559.08159,0.60492385,263.19933,266.34978,9.9566641,8.9852328,161.98207,178.98806,0.44390407,270.90575,274.31871,0.17338162,157.94618,171.55097
64025601,0.58211616,1.4746255,42.560028,50.384074,0.45747784,1.2262655,1.3769716,2.2218844,41.25517,56.903262,0.40688316,0.5392398,1.111133,1.330937,0.51861944,3.3898414,40.892199,64.364337,69.314718,0.33838424,1.0538091,82.862205,91.241515,0.53346159,0.37987587,1.7367709,10,13.120014,29.878633,0.53130096,0.53629503,0.38674741,0.37417678,1.6978533,10,13.115618,38.253546,91.495428,1.2701146e-09,2.3796916,285.89635,294.75799,0.020620621,0.11655186,0.7244395,262.28385,275.5763,0.020630091,0.11656552,0.72445365,10,262.28385,280.00712,1.2839729e-12,0.070277425,0.17880731,5.5316862e-12,0.95407758,10,260.45115,287.03605,0.87635108,278.36493,282.79574,0.96405757,387.68801,391.08921,0.59293304,3.5439558,3.5998795,9.4723065,9.8518204,163.13984,180.14583,0.66512588,16.68734,16.941341,0.088881937,175.8935,189.49829
64026901,1.2295376,0.03856161,48.805627,56.629673,0.57753979,1.8676848,3.3229848,0.65917677,32.910325,48.558417,0.46158496,0.78283912,10,1.6826816,0.93512628,1.0313398,30.225786,53.697924,69.314718,6.1709879,4.9960036e-13,79.226496,87.605805,0.43754484,0.16635252,1.2727174,10,20.89134,37.649959,0.5557905,0.2032009,4.3185682e-08,0.22095918,9.9999975,9.9999998,12.527744,37.665672,91.495428,0.25500367,7.4226732,329.66453,338.52616,0.21640097,0.25651074,1.7958801e-10,219.20247,232.49492,0.21640042,0.25650853,1.9262369e-13,10,219.20247,236.92574,0.18372053,3.3579817,0.21152901,1.7101458,10,10,214.6487,241.2336,0.93890688,225.8433,230.27411,0.97594149,433.79258,437.19378,1.0216204,16.969999,18.103103,1.248782,8.6763393,145.049,162.05499,0.8614227,282.09017,287.06813,0.10361068,143.9442,157.54899
64027801,0.83292914,0.39545997,41.526188,49.350234,0.56668479,2.5317772,0.89934871,0.97801874,35.156822,50.804915,0.61066983,0.16742739,1.7760011,6.7096454,10,1.2672999,29.535829,53.007967,69.314718,6.5398052,1.2706503e-12,67.693105,76.072414,1.8123393,0.075250457,1.4232918,0.012439549,38.231077,54.989696,0.7168314,1.1961997,0.10994938,1.0610401e-11,0.13246668,2.4560565,34.910516,60.048444,91.495428,0.25441599,8.4537515,273.82954,282.69117,0.047534164,1.8723911e-11,2.4055408e-09,157.57633,170.86878,0.047534177,5.4603655e-10,3.6003756e-10,10,157.57633,175.2996,6.8520745e-11,0.91686845,0.136996,1.8369267e-09,1.2301596,10,133.12805,159.71295,0.95957394,159.13651,163.56733,0.98939393,387.87055,391.27174,0.71274823,4.6726932,4.2768028,2.7325883,8.8563722,123.43529,140.44128,1.3287122,34.922977,34.922978,0.071947231,122.79229,136.39708
64029901,0.96934643,0.0064642919,69.179157,77.003203,1.5610934,0.33319553,10,0.00065630226,62.226744,77.874836,0.035343121,1.4658988,2.7500066,0.34030744,9.7894232,0.0011306149,61.450124,84.922262,69.314718,0.07098764,9.4368957e-15,91.495428,99.874737,1.034068,0.1525422,10,0.059041403,19.70315,36.461769,0.19099274,9.9996583,2.4324257,1.801477,1.7887913e-10,10,7.7575126,32.895441,91.495428,4.0104474,10,159.68607,168.5477,0.05030548,0.11757509,1.5118085,132.17735,145.4698,0.050289657,0.11755607,1.5117747,10,132.17735,149.90061,0.032260758,0.048307667,0.23943964,5.0751907e-07,1.6951983,9.9999776,130.39554,156.98044,0.31032847,143.6953,148.12612,0.91720309,710.44605,713.84724,0.2376721,9642.6613,9949.7865,9.9896526,7.7976488,214.89474,231.90073,0.099297399,340.54028,341.44618,0.10910365,201.30773,214.91252
64031301,0.76877364,0.43378191,43.997807,51.821853,0.94885699,0.72349851,0.61794211,0.39195783,36.951164,52.599256,0.58492542,3.0449521,0.78865008,0.92961146,3.5609379e-06,2.8125934,33.657998,57.130136,69.314718,1.0064165,0.57767065,25.731157,34.110467,0.91230339,0.33840065,0.95153284,9.5939604,11.890791,28.64941,0.76440184,0.81397462,0.53799668,5.7770455e-11,0.85272448,10,10.612175,35.750103,91.495428,0.56104413,10,232.92776,241.7894,0.19544565,0.19520911,0.71052701,217.49698,230.78943,0.19541799,0.19517783,0.71054331,10,217.49698,235.22025,0.10431181,0.82280695,0.07006763,0.64515423,2.5652493,7.4590496,209.3134,235.8983,0.75488953,227.20926,231.64007,0.95255436,313.8776,317.24489,1.6244555,334.44644,344.2504,0.21583805,9.9686084,115.466,132.30247,0.51476699,691.43354,705.99114,0.51674712,114.48218,127.95137
64034901,0.99979965,0.071409413,58.585478,66.409524,0.6643467,1.0882478,3.3016598,0.2580206,52.56141,68.209502,0.2996287,1.1679143,0.60587869,1.2405683,0.018185296,4.4433057,46.236759,69.708897,69.314718,2.3520026,0.00010932252,70.923314,79.302624,0.80217935,0.090316451,1.0102276,0.7258216,56.413249,73.171868,0.55266611,0.88801869,4.6739752,4.9399262e-10,0.46892262,1.575577,50.599689,75.737618,91.495428,0.23893362,10,218.65957,227.5212,0.16789283,0.57153079,0.57237413,191.10166,204.39411,0.16788521,0.57150922,0.57237536,10,191.10166,208.82493,0.14772458,0.34499995,0.65008596,0.49827364,0.94996342,10,189.52628,216.11119,0.94355999,246.13493,250.56575,0.95520968,375.6377,379.03889,0.82943368,10.888316,11.613218,5.7263526,8.482195,153.9114,170.91739,0.35164809,50.574975,51.839953,0.19066107,165.62412,179.22891
64036201,0.014024692,0,69.314718,77.138764,0.8190428,0.23406213,0.46705148,0.30868511,58.697653,74.345745,1.1030639,0.52724198,0.26298355,0.21904677,10,0.077977338,57.736195,81.208333,69.314718,2.7005231,0.00090223846,22.672732,31.052042,0.62712952,3.2376898,0.6542081,4.73146,9.1861892,25.944808,0.72200782,1.1532848,2.7790147,2.2383002,0.11254967,9.9999997,3.0957604,28.233689,91.495428,0.38134267,10,280.09006,288.95169,0.18424266,0.1906622,0.24774293,207.1247,220.41715,0.18426091,0.19070005,0.24774879,10,207.1247,224.84796,0.077870082,0.73533595,0.25635801,4.7057358e-10,1.3573491,10,174.31559,200.90049,0.91398559,218.16691,222.59773,0.97999997,274.50952,277.91071,1.2986206,0.10220884,0.019252531,0.4691859,6.8406879,122.66428,139.67026,0.5320231,73.285585,74.269414,0.38030181,106.16429,119.76908
64036701,0.67327379,0.22128363,63.880227,71.704273,1.0528905,0.61299541,2.0739578,0.041051616,62.115257,77.763349,0.18989003,1.3067033,2.4253444,0.54052915,0.010194427,3.049367,58.365936,81.838074,69.314718,0.32218325,1.9673231,74.695676,83.074986,0.40778339,0.36730862,1.4508444,6.1805397,38.010097,54.768716,0.33347542,0.10778674,0.71615361,0.0095211135,9.9178996,9.99859,34.004706,59.142634,91.495428,0.25497344,10,233.77617,242.6378,0.11162682,0.35446317,0.5217736,186.26382,199.55627,0.11162608,0.35445635,0.52179347,10,186.26382,203.98709,0.11819045,2.1131563,0.87068221,1.4496663,10,6.1408106,185.2746,211.8595,0.94509755,216.95736,221.38818,0.97075207,379.44299,382.84419,0.68870936,178.60321,179.89277,7.0759157,9.9998447,151.13338,168.13936,0.46780614,159.64604,160.79469,0.17462322,149.73092,163.33571
64037701,0.83776371,0.57067022,33.395018,41.219064,0.60674878,1.3324788,0.69421945,2.0963541,29.065819,44.713911,0.30785885,0.81922894,1.8196216,1.1950004,0.050001488,10,27.88348,51.355618,69.314718,0.43672392,10,16.196661,24.57597,0.41053721,1.465861,0.96128745,10,13.93677,30.695389,0.42643897,0.56873304,1.2996679,3.314416,0.34505001,10,12.781735,37.919663,91.495428,0.42437821,10,274.58357,283.44521,0.23774836,0.29662607,0.45441324,226.97406,240.26651,0.2377542,0.29664721,0.45445107,10,226.97406,244.69733,0.16874502,0.81462019,0.61151184,0.0083381798,1.9452485,10,171.34284,197.92774,0.86834264,248.52198,252.95279,0.96746566,837.71295,841.11415,1.7947159,586.26764,587.37934,0.12934648,6.8640425,149.26087,166.26686,0.53618987,175.83473,177.13841,0.11384082,154.14043,167.74522
64039601,0.71384823,0.38744143,54.936339,62.760385,1.1249588,0.65753356,1.2569711,0.095442477,47.790742,63.438834,1.2940159,1.0086186,0.51257433,0.77017018,4.308571,0.05414362,43.839909,67.312047,69.314718,0.3295949,1.074771,83.08279,91.4621,0.75303892,0.60186591,2.2685849,10,6.7792733,23.537892,0.72927077,0.72574338,0.64033697,0.54167218,2.3081761,10,6.7612759,31.899204,91.495428,0.65618766,10,232.15489,241.01652,0.26115794,0.15458705,0.55873527,198.04011,211.33256,0.2611382,0.15458875,0.55878103,10,198.04011,215.76338,0.054522416,0.60953063,0.15608839,2.4653612e-11,2.0237024,9.1625697,167.16604,193.75094,0.74870458,219.85831,224.28912,0.96895264,427.82766,431.22885,1.9251843,350.53802,670.34499,0.00054654913,7.3343707,183.74227,200.74825,0.91377525,32.047031,32.124262,0.080611626,169.4801,183.08488
64042701,0.069911117,1.7514858,67.547211,75.371257,0.83208577,0.33781977,2.6543116,0.085102123,63.851848,79.49994,4.0691894e-11,0.82650249,5.2928256,0.37666377,0.068201145,3.7475513,62.241697,85.713835,69.314718,0.4701848,1.2892228,67.08688,75.46619,2.0897241,2.1905462,5.1249039,0.003193509,22.39801,39.156629,0.71207601,1.0460354,2.2631313e-09,1.2268259,0.27090992,4.4597073,16.62217,41.760098,91.495428,0.0046832883,3.175761,270.64744,279.50907,0.068087876,0.20538072,0.51451109,222.01768,235.31013,0.068073938,0.20535817,0.51453666,10,222.01768,239.74095,0.05968508,1.0630563e-09,0.27223615,8.4806051e-11,0.53617666,10,221.03545,247.62035,0.9360035,237.83468,242.26549,0.95907101,809.9859,813.3871,0.62025063,449.0238,450.20338,9.8372125,7.8698364,165.0673,182.07329,0.44705759,616.32035,618.69844,0.10851761,162.32888,175.93367
64046301,0.8434905,0.33497589,44.306616,52.130662,0.54411126,1.3739981,3.7122773,1.6715944,26.612499,42.260591,0.38725943,0.86161708,1.0053481,1.3678568,0.21730054,10,14.82162,38.293758,69.314718,0.78358463,0.9234418,33.816782,42.196091,0.70989828,0.26344381,0.92023118,5.1785045,18.61131,35.369929,0.63521796,0.88020527,0.4183975,1.6758817e-12,0.34298821,10,13.449372,38.5873,91.495428,0.330166,10,290.01475,298.87638,0.17557246,0.27949818,0.26295693,206.10488,219.39733,0.17557729,0.27950597,0.26293259,10,206.10488,223.82815,0.040170758,0.63849965,0.22197839,0.15084251,1.2968185,10,188.66564,215.25054,0.93424609,213.91118,218.342,0.96209142,493.39227,496.79346,1.9742397,9219.068,9234.6101,0.3232812,9.9905984,110.26967,127.27566,0.14710153,9966.2403,9998.843,0.42346251,111.01734,124.62213
64047801,1.2756877,0.010674873,63.859633,71.683679,1.9935236,1.5898202,10,0.00013357873,45.834806,61.482898,0.18815555,2.0596783,0.93829444,1.4724859,0.00032679171,5.0364785,40.582252,64.05439,69.314718,0.4622383,1.9163388,57.214476,65.593785,0.69359513,0.59259716,1.524226,2.0198985,28.62121,45.379829,0.31629261,0.47281845,9.3166548,0.6101047,1.0010421,9.9999977,21.458167,46.596095,91.495428,1.1427082e-09,3.2154448,224.10258,232.96422,1.3597456e-11,0.22458818,1.0575428,218.1609,231.45335,9.7033492e-13,0.22458384,1.0575126,10,218.1609,235.88416,2.4980018e-14,1.1826651e-11,0.37360709,0.051453115,1.1912676,10,217.63077,244.21567,0.88687708,312.04635,316.47717,0.97788817,643.26523,646.66642,0.55356924,192.7029,193.82985,8.2680592,8.3034429,158.89435,175.90034,0.79540621,509.39632,512.2944,0.062344454,157.2673,170.87209
64049601,0.95634703,0.047094564,65.396219,73.220265,0.41815456,2.5258023,1.1485722,0.69180961,59.78115,75.429242,0.64062575,0.23674165,2.3292504,3.1174236,10,0.228551,58.795933,82.268071,69.314718,0.57435667,1.5011243,46.594333,54.973642,0.27100768,3.1362734,0.749502,6.5518315,39.584806,56.343425,0.34200801,0.051857152,2.7794498,4.5328856,9.9979549,4.2921972,38.570331,63.70826,91.495428,0.29720995,8.3295682,309.30862,318.17026,0.15619856,0.15975134,0.14332479,211.62687,224.91932,0.15620986,0.15976308,0.14329921,10,211.62687,229.35014,0.18077909,3.5087646,0.15679394,1.7537928,10,10,209.95573,236.54063,0.92907481,216.59067,221.02148,0.96516715,416.59825,419.99944,0.77188698,69.554136,69.041375,6.5565476,9.9999986,148.1057,165.11169,0.38461462,120.88198,120.88198,0.17593599,153.9967,167.60149
64049701,0.97725271,0.10408108,54.373367,62.197413,0.22140372,8.4481424,2.8282624,3.4170627,39.514218,55.16231,0.17607663,0.35856941,4.3129711,9.5481728,0.71726999,5.4058547,38.946519,62.418657,69.314718,7.4262044,5.5511151e-15,73.328968,81.708278,0.70975567,0.18031922,1.2777247,0.75919868,62.450579,79.209198,0.27097295,0.099588663,4.976469,5.9280358e-12,10,10,40.488129,65.626058,91.495428,0.026874597,3.1859641,261.09981,269.96144,0.051258564,0.18169956,0.62169819,224.89702,238.18947,0.051248255,0.18167523,0.6216947,10,224.89702,242.62029,0.02672761,0.13021337,0.34398303,1.0067724e-10,0.83289126,7.9281641,224.58316,251.16806,0.91303693,244.62365,249.05447,0.96772516,556.56232,559.96352,0.58236831,695.67512,700.02554,9.992776,9.953645,150.36144,167.36742,0.70787417,552.55278,556.80023,0.0845181,152.19276,165.79755
