"partid","ABCTEU_OS","ABCTEU_CS","ABCTEU_DEV","ABCTEU_BIC","ABCT4P_OS","ABCT4P_PW","ABCT4P_LA","ABCT4P_CS","ABCT4P_DEV","ABCT4P_BIC","ABCT6P_OSg","ABCT6P_OSl","ABCT6P_PWg","ABCT6P_PWl","ABCT6P_LA","ABCT6P_CS","ABCT6P_DEV","ABCT6P_BIC","ABCTRN_DEV","MPLEU_OS","MPLEU_CS","MPLEU_DEV","MPLEU_BIC","MPL4P_OS","MPL4P_PW","MPL4P_LA","MPL4P_CS","MPL4P_DEV","MPL4P_BIC","MPL6P_OSg","MPL6P_OSl","MPL6P_PWg","MPL6P_PWl","MPL6P_LA","MPL6P_CS","MPL6P_DEV","MPL6P_BIC","MPLRN_DEV","CCTEU_OS","CCTEU_CS","CCTEU_DEV","CCTEU_BIC","CCT3P_OS","CCT3P_PW","CCT3P_LA","CCT3P_DEV","CCT3P_BIC","CCT4P_OS","CCT4P_PW","CCT4P_LA","CCT4P_CS","CCT4P_DEV","CCT4P_BIC","CCT6P_OSg","CCT6P_OSl","CCT6P_PWg","CCT6P_PWl","CCT6P_LA","CCT6P_CS","CCT6P_DEV","CCT6P_BIC","CCTRN_mp","CCTRN_DEV","CCTRN_BIC","BARTRN_pm","BARTRN_DEV","BARTRN_BIC","BART1_OS","BART1_alpha","BART1_mu","BART1_LA","BART1_CS","BART1_DEV","BART1_BIC","BART3_OS","BART3_alpha","BART3_mu","BART3_CS","BART3_DEV","BART3_BIC"
65004601,1.3095909,0.027041243,49.266754,57.090801,0.7600109,3.5191173,1.2837933,0.22281459,41.323133,56.971225,0.77381291,0.70128648,2.8013743,3.9904336,1.6700933,0.22433479,41.186132,64.65827,69.314718,0.71772368,0.91238276,40.957336,49.336646,1.2027888,10,1.4238905,0.061542616,33.030917,49.789536,1.401369,0.71867084,5.3330897e-08,9.9999999,9.9999997,0.089924942,26.017844,51.155772,91.495428,7.6673112e-11,3.5844952,210.88024,219.74187,7.1416761e-10,0.21191779,0.86352736,205.1753,218.46775,7.3052675e-13,0.3696508,0.79310472,6.3017942,205.10539,222.82866,6.1724792e-10,1.6913249e-10,0.32883711,1.7488489,0.54418803,4.8236181,204.50491,231.08981,0.92088787,272.71198,277.1428,0.92005184,425.20665,428.60784,0.72403489,99.128589,100.62168,9.7536563,8.1362335,140.31471,157.3207,0.14011724,1995.3764,2005.5453,0.28335566,154.67766,168.28245
65004701,0.87341739,0.53780153,29.215938,37.039984,1.0458454,0.77114687,0.35810799,0.90075078,19.007346,34.655438,0.8799984,1.2111784,0.83841345,0.72012759,0.09527967,1.7395289,17.445211,40.917349,69.314718,0.70059181,0.72064763,49.27303,57.65234,0.51273472,0.21812791,0.96428587,7.3318403,24.745172,41.503791,0.45423313,0.46477144,0.3665571,3.7120645e-09,0.9976835,9.9999978,23.257077,48.395006,91.495428,0.27146189,5.9958893,270.33761,279.19925,0.10735169,0.25934054,0.98045798,263.71251,277.00496,0.10732937,0.25930393,0.98043527,10,263.71251,281.43578,0.06794547,0.18706055,0.14846499,0.36893267,1.187433,10,262.33186,288.91676,0.80891619,306.33164,310.76246,0.92768849,545.63494,549.03613,1.9994901,9744.3069,9744.8492,1.4101324,5.6224046,168.38836,185.39435,1.3137058,9685.9653,9973.9092,0.15184597,171.4512,185.05599
65004801,0.34478516,2.8144517,54.402721,62.226767,0.46757149,0.75855908,0.62572554,2.6280741,50.436433,66.084525,0.27114178,1.4057827,0.81379985,0.69229164,0.0024078898,10,43.577812,67.04995,69.314718,2.7073307,0.00086999022,22.729005,31.108315,0.40121263,1.1772363,0.60862007,10,17.114982,33.873601,0.74573969,1.7373297,0.61978096,1.9880226,0.0082266064,9.999527,4.7111033,29.849032,91.495428,0.24830003,10,192.48365,201.34529,0.20270329,0.6599154,0.4560204,160.81947,174.11192,0.20269154,0.65985665,0.45602579,10,160.81947,178.54273,0.16852725,1.027359,0.9413713,0.79661065,3.3191993,10,146.36897,172.95387,0.95146446,200.03083,204.46165,0.96504117,615.70026,619.10145,0.77362047,78.361903,80.215201,2.977158,7.5841917,171.35678,188.36277,0.92118453,282.16832,286.19566,0.071968369,178.46597,192.07076
65004901,0.92272486,0.3218892,35.012722,42.836768,0.83484602,1.1224583,0.84131979,0.49818884,34.277261,49.925353,0.68617784,0.92801007,1.1567807,1.1277243,0.25457056,1.0602934,33.974569,57.446708,69.314718,0.4874559,1.3180966,63.997585,72.376895,0.79521558,0.5762067,1.7117977,1.8966185,22.171333,38.929952,0.7965711,1.2143343,2.3421648,0.51249258,0.44570063,9.9999999,0.3532789,25.491207,91.495428,0.34836849,10,234.10103,242.96267,0.38432607,10,0.12774928,197.17191,210.46436,0.38432602,10,0.12774794,10,197.17191,214.89518,0.26265892,0.95009843,10,0.46498477,1.9372529,10,170.33835,196.92325,0.90140517,228.60383,233.03465,0.97905983,475.84311,479.24431,0.66036593,5.4513127,4.6938868,5.7975429,9.7574613,149.04849,166.05448,0.67958618,98.725485,98.725497,0.11631677,149.82934,163.43413
65005001,0.77545171,0.33756319,50.199283,58.023329,1.083155,0.67598207,2.1803075,0.13494375,39.155288,54.80338,0.65928759,1.2403501,0.75197305,0.69729155,0.13090872,1.3021099,34.993413,58.465551,69.314718,0.32792647,1.5073903,78.630225,87.009535,0.58742759,0.48607714,1.8374087,10,8.893243,25.651862,0.95880506,0.96081125,0.13620093,1.3066596,1.934546,10,4.4939992,29.631928,91.495428,0.46796311,9.575195,244.91182,253.77345,0.28828537,0.50815148,1.1756253,239.22971,252.52216,0.28830672,0.50818607,1.1756174,10,239.22971,256.95298,0.11726746,0.19040092,1.1137155,4.4982351e-11,1.731048,10,227.7538,254.3387,0.72200467,284.89207,289.32288,0.96608396,541.46955,544.87074,1.5355991,7874.1351,7894.0078,0.67095505,9.9998757,121.99603,139.00202,0.24454531,9960.6147,9999.0325,0.23161526,122.67847,136.28325
65005101,1.1911236,0.14968589,25.439672,33.263718,1.2003053,0.95619888,0.55092574,0.21957322,22.824614,38.472706,1.0972498,1.3147162,0.99188338,0.93671097,0.21085521,0.34916882,22.336076,45.808214,69.314718,5.8365617,5.2776117e-11,64.649448,73.028757,0.66032981,0.070576669,0.84333338,1.7332741,54.6375,71.396119,0.34431491,1.0067008,6.859185,0.00047342068,0.081951267,4.9277776,48.247334,73.385262,91.495428,0.19484493,8.1523612,228.42586,237.28749,0.13897393,0.43291581,0.48373521,184.32662,197.61907,0.13895832,0.43286689,0.48373712,10,184.32662,202.04989,0.078204117,0.34178161,0.72645286,5.6099569e-10,1.1556262,10,177.59936,204.18426,0.95186662,216.50891,220.93973,0.97714911,400.44902,403.85021,1.3508746,3.6840681,3.019802,0.35016677,9.7909329,113.8228,130.82879,0.70288783,9.5963707,9.0028412,0.18729509,120.21787,133.82266
65005201,0.30164223,3.1191042,55.638863,63.462909,0.67883826,0.52190977,2.142834,0.89953875,42.482546,58.130638,0.30500764,0.95215349,0.65396628,0.50219884,0.06002581,10,34.306534,57.778672,69.314718,0.69066203,10,5.6298822,14.009192,0.64521046,0.94898976,0.95022109,10,4.2027367,20.961356,0.78021663,0.7754454,0.58130973,5.1445857,0.53720982,10,2.0948137,27.232742,91.495428,0.47256221,10,221.22073,230.08237,0.29913005,0.39457958,0.7336067,202.92563,216.21808,0.29915422,0.39460949,0.73353918,10,202.92563,220.6489,0.24083544,1.6359067,2.0400312,0.26689602,10,10,99.510522,126.09542,0.81421858,242.89623,247.32704,0.96252603,460.63437,464.03556,1.0073638,6653.8265,6668.284,9.9452848,9.6842287,144.7143,161.72029,0.11258373,9974.9199,9999.9701,0.22089582,149.15294,162.75773
65005301,0.9336638,0.53982659,23.692958,31.517004,0.91256,1.0265897,1.0546047,0.58271107,23.58328,39.231372,0.94340131,0.89719232,0.90041086,1.1148682,1.1768208,0.57024385,22.366824,45.838962,69.314718,0.3954675,1.886869,67.677634,76.056944,0.75110771,0.62829011,1.8765395,10,2.0110215,18.76964,0.78284559,0.80059308,0.56665127,0.72261645,1.7093526,10,1.9714192,27.109348,91.495428,0.24192444,10,162.50107,171.36271,0.23144886,0.88853546,0.55990019,146.48503,159.77748,0.23146013,0.88862561,0.55987769,10,146.48503,164.2083,0.17784503,0.78795125,1.5401296,0.7146435,2.4261204,10,133.14803,159.73293,0.94242768,206.57227,211.00309,0.98148147,497.96671,501.36791,0.42532518,0.71180815,0.20610284,9.0845829,9.1130176,126.98452,143.99051,1.4636221,45.617217,45.617218,0.057265427,130.8084,144.41319
65005401,0.77750207,0.58055926,37.985779,45.809825,1.0043555,0.70634951,0.92575043,0.43574668,29.175676,44.823768,0.79221027,1.1273483,0.79819036,0.64247328,0.21459924,1.2363149,26.00605,49.478188,69.314718,0.4242444,1.6664805,66.894015,75.273325,0.43487722,0.31769723,1.2544742,5.2670072,41.394006,58.152625,0.36849667,0.61461241,2.5787472,1.1715906e-10,0.63916278,6.6368894,36.37443,61.512359,91.495428,0.27409192,10,226.18837,235.05001,0.22804154,0.66903284,0.46030422,191.99634,205.28879,0.22804522,0.66904306,0.46032111,10,191.99634,209.7196,0.14722533,0.9535052,1.3601543,0.44316766,2.9461604,10,155.85764,182.44254,0.93713305,239.01425,243.44507,0.96575333,653.52698,656.92818,1.9995188,164.45303,165.03966,0.040667925,7.9147462,124.18073,141.18672,0.46547175,1090.1062,1096.6123,0.15386953,132.13387,145.73866
65005501,0.79372704,0.21797015,55.786368,63.610414,1.3175665,0.65863345,0.20846936,0.071146532,47.368436,63.016528,1.4254675,0.65102568,0.65048927,0.82270254,10,0.049626625,44.132657,67.604795,69.314718,0.59067903,0.82203122,61.649584,70.028893,3.7112578,3.1810346,10,1.5733702e-06,31.244542,48.003161,0.63688179,1.1997105,1.2916416,0.033709926,0.16710983,2.8498075,25.645731,50.783659,91.495428,0.34250618,10,284.81183,293.67347,0.17375453,0.32940552,0.58297179,249.16891,262.46136,0.1737246,0.3293569,0.58301157,10,249.16891,266.89218,0.14019399,0.43331598,0.36315604,0.32123999,1.1340961,10,244.27281,270.85771,0.8948553,275.02819,279.459,0.9525022,450.56884,453.97004,1.3087818,5.5625467,5.9700153,0.61287848,8.0719339,137.01698,154.02297,0.5483612,655.84041,664.57731,0.20047368,147.71613,161.32092
65005601,0.87666301,0.61265514,26.388048,34.212094,0.72217857,1.1855562,0.54268222,2.0106581,23.312835,38.960927,0.75066583,0.75565729,1.2852636,0.87323707,0.72892716,2.0563343,19.22736,42.699498,69.314718,0.4615479,0.67213193,81.188259,89.567569,0.78221886,0.48454424,1.9872346,1.4004375,27.86131,44.619929,0.4548521,0.84164248,3.7450273,0.29623818,0.45179499,10,12.712242,37.85017,91.495428,0.1651713,5.6025859,255.96832,264.82996,0.12496803,0.41334885,1.0934189,246.90615,260.1986,0.12499626,0.41341309,1.0934419,10,246.90615,264.62942,0.05859763,0.31231497,0.3604883,0.40488199,1.9411498,10,237.64842,264.23332,0.87699874,327.38284,331.81366,0.96345469,566.37449,569.74178,0.71031591,370.17644,372.75466,5.4371799,9.8862425,144.34896,161.18544,0.6289468,471.43744,475.06094,0.11741339,144.75973,158.22892
65005701,1.6459621,0.0024937738,61.895264,69.71931,1.3835885,0.62985317,0.61820204,0.022591894,55.96165,71.609742,1.4157587,1.3017966,0.64089574,0.59411955,1.1135892,0.019343763,55.922042,79.39418,69.314718,6.7820262,1.1712853e-13,73.234823,81.614132,0.6560452,0.11072528,1.1292661,1.3161761,56.537827,73.296446,0.26721619,0.25523102,5.6405526,1.7191804e-11,2.3723106,9.9999998,42.546512,67.68444,91.495428,0.20598065,7.5422237,271.54034,280.40198,0.068294627,0.047120588,0.018425597,167.52129,180.81374,0.068296442,0.047129553,0.018438297,10,167.52129,185.24456,0.15840274,1.1269147,0.7472135,1.833067e-10,0.96080565,10,154.66401,181.24891,0.9608578,168.8323,173.26311,0.98268245,393.68963,397.09083,1.1841168,8.297678,8.3098259,0.49027943,9.2640307,110.37867,127.38465,0.89189447,70.84256,71.469888,0.12422912,109.66534,123.27013
65005801,3.3247781,8.3762535e-07,60.468715,68.292761,0.46219061,1.0548956,4.8414304,0.49195418,55.322259,70.970351,1.132016,0.73009781,0.42911725,0.92328787,10,0.065641764,50.486316,73.958454,69.314718,0.29754547,10,36.075288,44.454597,0.40177814,1.326758,1.190871,5.6916192,31.97407,48.732689,0.31392411,0.10250781,2.0625004,0.10835468,10,10,27.884222,53.02215,91.495428,7.9446449e-10,2.6769001,272.13091,280.99255,0.011640171,0.11057529,0.63528671,235.50724,248.79969,0.010187032,0.14939011,0.52801201,7.6004951,235.4982,253.22147,0.0058229861,0.026848141,0.16460539,6.8874817e-07,0.74185493,9.9995467,234.72571,261.31062,0.90998476,248.73236,253.16318,0.96623947,690.67879,694.07999,1.3579008,98.708947,99.008093,0.6272542,7.5673681,155.26343,172.26942,0.41976543,163.07465,163.84902,0.16894382,153.96937,167.57416
65005901,3.8231188,5.367215e-08,64.400652,72.224698,0.19471005,3.875748,10,0.34013104,61.660515,77.308607,0.30866535,0.20439165,2.137611,3.960345,10,0.31263404,61.607496,85.079634,69.314718,0.48995423,1.4257246,61.414814,69.794124,0.59877137,0.37875494,1.3785005,7.3788614,15.506636,32.265255,0.50815172,0.51687078,0.62432109,0.098215504,1.4485686,10,13.824464,38.962392,91.495428,8.5237373e-12,2.9526263,266.44984,275.31147,0.0058165904,0.13366452,0.67454116,232.81721,246.10966,0.0058102267,0.1336576,0.67455027,10,232.81721,250.54047,3.8824499e-12,1.7092859,0.36859547,1.5498152,10,4.1757066,229.76123,256.34614,0.9181327,256.08959,260.52041,0.96448919,699.83202,703.23321,0.59424942,178.27653,179.8572,7.3338532,8.4612959,171.5237,188.52969,0.79952219,276.10527,278.51997,0.072258148,171.4181,185.02289
65006001,1.1313873,0.07120055,47.687563,55.511609,0.84642072,1.3988544,2.1106121,0.23344465,37.691058,53.33915,0.83812933,0.83143526,1.5382935,1.3435264,2.3639991,0.23139215,37.579504,61.051642,69.314718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37400767,10,223.46492,232.32655,0.25184471,0.47936948,0.74391506,210.94048,224.23293,0.25185567,0.47939923,0.74388448,10,210.94048,228.66375,0.18384138,0.73228018,1.217701,0.28833992,2.6393808,10,160.97647,187.56137,0.86350063,251.10123,255.53205,0.98016521,353.54435,356.94555,0.70429351,48.198524,49.324022,4.0460233,9.2753346,165.30945,182.31544,0.871387,101.59919,103.41014,0.098559793,167.69876,181.30355
65006101,1.0086924,0.27788418,29.340704,37.16475,0.80053245,1.2157658,0.8734581,0.75669228,27.180647,42.828739,1.108954,0.41940527,0.94430959,2.3906476,10,0.30403736,22.40162,45.873758,69.314718,0.41935717,3.4466407,46.495212,54.874521,0.56242594,0.53342161,1.318806,4.9973084,23.07406,39.832679,0.42587911,0.61138265,1.0471292,0.0088213279,0.64269947,10,19.146139,44.284068,91.495428,0.30291442,10,239.33279,248.19442,0.14808168,0.32414681,0.48698253,193.95785,207.2503,0.14809937,0.32417383,0.48694148,10,193.95785,211.68112,0.14895242,0.75877121,0.33031569,0.68813192,1.6069018,10,187.80624,214.39114,0.92593038,213.88216,218.31298,0.92531115,384.06039,387.46158,1.7160497,62.81083,63.921089,0.55517245,8.686813,118.71543,135.72142,0.20928486,338.86816,342.59532,0.55704172,120.96279,134.56758
65006201,2.7424285e-10,1.7171194,68.144796,75.968842,1.3690516,1.9517721e-12,4.7700147,0.0018325525,64.177217,79.825309,0.10523261,1.9299283,0.3706215,0.12660038,0.00022241688,2.7389931,63.126322,86.59846,69.314718,0.5918795,0.66595862,67.263486,75.642796,3.605561,2.3098193,10,1.9112697e-06,34.920553,51.679172,0.30503765,0.95990826,6.8624203,0.41393576,0.095985332,9.9678535,29.488943,54.626872,91.495428,4.7731041e-10,3.0946497,277.31333,286.17496,0.0044368183,0.13289922,0.62461846,235.92354,249.21599,8.7893581e-10,0.18921682,0.49643694,7.2540301,235.87442,253.59769,0.0063499745,5.57554e-12,0.20560828,7.8170803e-12,0.69992578,10,234.29697,260.88187,0.93163507,255.35932,259.79014,0.97406703,380.41118,383.81238,0.65673123,3.8542518,3.8662367,5.5881485,9.5837562,137.85113,154.85712,0.6421266,8.2881369,8.2881425,0.16570108,140.43873,154.04352
65006301,3.7604642e-10,0.88618777,68.833841,76.657887,0.99954479,1.1572798e-10,10,0.011195011,56.530594,72.178686,0.65207675,0.99599267,3.8489018,0.032183615,0.9023808,0.21013003,47.381269,70.853407,69.314718,0.38930277,5.9266958,35.209005,43.588315,0.70742599,0.7521588,1.4316824,10,5.3650071,22.123626,0.77802386,0.83272371,0.5732023,1.1498913,1.0386032,10,4.7393847,29.877313,91.495428,3.8271109e-10,3.6104739,260.68269,269.54432,3.9696024e-12,0.13243484,0.42109494,169.39026,182.68271,4.4046433e-11,0.22919599,0.16207348,6.7242532,169.20524,186.92851,1.7983948e-11,1.1683987e-10,0.1817725,3.8177683e-10,0.48456391,10,168.29297,194.87787,0.96422164,181.1207,185.55152,0.9650271,554.94327,558.34447,0.57235887,326.62517,328.65704,9.841037,9.9643416,164.50697,181.51295,0.61656702,358.69514,361.26006,0.10940681,165.83746,179.44225
65006401,1.1503159,0.07155093,45.379604,53.20365,1.2235034,0.82016693,1.0402987,0.06623292,43.290925,58.939017,0.46111664,1.7897091,1.0129258,0.83389587,0.0016026077,3.7363402,36.11729,59.589428,69.314718,0.76130943,0.20372723,74.353816,82.733125,0.8847427,0.34374342,1.6099344,10,4.3361458,21.094765,0.77943984,1.0590939,0.37157632,0.26512448,0.47026418,10,2.3548024,27.492731,91.495428,9.0791652e-10,1.6543508,278.76746,287.62909,0.10171895,1.0560081e-09,0.24612768,210.6218,223.91425,0.10173076,9.1388008e-12,0.24609206,10,210.6218,228.34507,0.055104672,0.49918725,3.3306691e-15,1.4531154e-11,0.51811559,9.1009102,207.71813,234.30303,0.8608913,214.56743,218.99825,0.97472799,671.80513,675.20633,0.74012098,45.765528,46.206838,8.0161109,9.5740408,146.99628,164.00227,0.36912823,100.52565,101.25254,0.13032829,153.969,167.57379
65006501,0.66223007,0.64806541,48.1036,55.927646,0.73135306,0.82908452,2.3152207,0.47885458,41.478703,57.126796,0.20283429,0.79336319,2.6690081,0.76430823,0.18918795,5.8185477,39.049029,62.521167,69.314718,2.6611339,1.7349113e-05,75.325129,83.704438,0.42644917,0.049961658,0.89878575,5.5601973,50.723808,67.482427,0.43380447,0.9710077,5.2429894e-10,0.24205367,0.071467983,5.7580434,48.347591,73.485519,91.495428,0.042688684,4.5152243,234.00677,242.8684,0.070109115,0.24368674,0.1648209,109.36975,122.6622,0.070108228,0.24369951,0.16485833,10,109.36975,127.09302,0.051542525,2.8962628,0.24057081,1.3480294,10,9.5384589,101.36714,127.95204,0.97894692,116.40309,120.83391,0.97117271,670.71733,674.11853,1.275936,139.48097,140.29119,0.34113608,9.607969,104.44357,121.44956,0.82970543,632.7337,637.96711,0.14883791,101.4795,115.08429
65006601,1.4161589,0.0074433701,61.35486,69.178906,0.79857719,3.8283658,1.9166825,0.084920952,53.272365,68.920457,0.57048314,0.85427076,4.3105635,3.8545963,0.4615043,0.27625077,53.095394,76.567533,69.314718,5.8801382,4.1595061e-11,65.279797,73.659107,0.59600268,0.040838654,0.83458959,2.7753446,50.715265,67.473884,0.58978189,1.1022715,1.5435431e-11,0.17848446,0.083431733,3.1925285,48.131326,73.269255,91.495428,0.018602641,3.5390636,245.86847,254.7301,0.12930678,0.2821973,0.183036,147.81451,161.10696,0.12931635,0.28222678,0.18303204,10,147.81451,165.53778,0.15101688,2.9978942,0.27210995,1.9500531,10,10,143.56542,170.15032,0.96234632,153.36611,157.79692,0.96436274,569.7559,573.1571,1.7527246,286.87841,289.54355,0.087922273,8.6158119,128.74057,145.74656,0.49874332,263.85103,266.11962,0.24514935,123.45741,137.0622
65006701,1.1820013,0.03775325,53.909422,61.733468,1.1332888,1.1208511,2.9073701,0.035697561,45.161363,60.809455,0.61796011,1.3302802,1.1628617,1.078815,0.081960743,0.55560164,43.936069,67.408207,69.314718,0.38776768,8.6421523,25.587903,33.967212,0.47021518,0.61430597,1.1232159,10,16.052385,32.811004,0.46379199,0.65182695,0.67089182,0.64566517,0.4553547,10,15.067016,40.204944,91.495428,0.27444002,10,239.15981,248.02145,0.31896375,1.6750197,0.43910162,218.94856,232.24101,0.18121772,3.3197831,0.30485356,5.6953734,217.08429,234.80755,0.10925203,0.31632216,3.1481263,0.39904838,0.95539833,5.6031915,214.92686,241.51176,0.91903056,256.93874,261.36955,0.97123151,417.12509,420.49239,1.8040129,15.791114,16.180908,0.080502207,8.6662476,116.95543,133.79191,0.4808746,231.75106,234.00403,0.25737726,118.38687,131.85605
65006801,0.60148214,1.7180357,35.485168,43.309214,0.6494122,0.93063685,1.2143401,1.3151572,34.997541,50.645633,0.38497,1.0957764,0.9754453,0.89662816,0.028227429,7.9566792,29.200124,52.672262,69.314718,0.63864713,0.79631859,55.31628,63.69559,0.76410556,0.34018426,1.26886,3.312519,19.259614,36.018233,0.63339646,0.92148065,0.66750601,1.5059731e-10,0.40471978,7.9059585,12.694272,37.832201,91.495428,0.19435775,9.2925073,190.29352,199.15515,0.087073489,0.40276534,0.61984235,160.83389,174.12634,0.087054757,0.40271916,0.61984989,10,160.83389,178.55716,0.074180399,0.17431556,0.37489168,0.44014741,0.78010617,10,160.52588,187.11078,0.95630034,213.63112,218.06194,0.98141849,378.19256,381.59376,0.63127567,45.191551,45.373443,5.9500681,9.7011444,124.8208,141.82679,0.73344864,69.922487,70.437932,0.13651225,121.00755,134.61234
65006901,0.46761258,1.0986355,58.503794,66.32784,0.78076834,0.65505594,0.81691107,0.38746562,55.885815,71.533907,0.93742705,0.58645792,0.70161457,0.59206265,5.4129149,0.1690598,55.408452,78.88059,69.314718,0.27279234,6.8502381,52.216965,60.596275,0.41109311,0.60974109,1.4081418,9.5891067,23.676623,40.435242,0.41613333,0.71463301,0.66197228,0.87927868,0.31528298,10,20.712762,45.85069,91.495428,8.9969088e-10,2.2402985,305.68611,314.54774,1.3495377e-09,0.060861773,0.62197749,263.76089,277.05334,2.6867397e-12,0.26127186,2.2488877e-09,3.4980936,263.34916,281.07243,2.5590641e-13,4.8386004,0.26003719,1.6580201,10,3.543025,263.11859,289.70349,0.88075776,269.67287,274.10368,0.96344418,266.00407,269.40527,0.85920577,481.83445,531.44786,0.75790942,9.9998783,141.1577,158.16368,2,520.63994,567.78271,0.24419604,151.2225,164.82729
65007001,0.51186358,2.0365238,41.004364,48.82841,0.4343242,1.1296341,0.95803017,2.9394193,40.730428,56.37852,0.31547691,0.079627906,9.7659884,1.7841918,9.9996444,3.6154439,38.434088,61.906226,69.314718,0.58334827,2.1097852,36.172644,44.551953,0.85713941,0.54500789,1.2568196,10,5.7572611,22.51588,0.82566936,0.60937505,0.85812336,0.18925996,3.9681497,10,1.3575921,26.495521,91.495428,0.082041751,4.3780599,259.08495,267.94658,0.012251235,0.19838114,0.88058688,257.52625,270.8187,0.067585997,0.86281039,0.73185084,4.3302612,255.90315,273.62641,0.069399292,2.153e-11,0.87774715,0.38361339,0.74776195,5.237121,255.55345,282.13835,0.89619148,314.71291,319.14373,0.97308116,432.52722,435.92841,0.55488499,61.579061,61.80632,9.9420826,9.4281488,161.25331,178.25929,0.68564289,88.964134,89.323458,0.08015588,170.88729,184.49207
65007101,1.017306,0.14059219,44.789572,52.613618,0.69462305,1.3975785,3.0730649,0.58170842,30.981516,46.629608,0.61740461,0.85685524,0.96644946,2.3809109,0.47616804,1.2664959,27.681355,51.153493,69.314718,0.01869064,7.7715612e-15,91.495428,99.874737,1.1618847,0.21067554,3.9113089,0.12982232,26.896878,43.655497,1.0404419,0.82974554,0.76730827,0.16505569,9.9997679,0.26926061,23.835586,48.973514,91.495428,0.5829464,8.846895,235.81164,244.67328,0.17433056,0.20384939,0.94078831,230.24865,243.5411,0.17430751,0.20381772,0.94075469,10,230.24865,247.97191,0.07667639,0.20975452,0.141143,0.13864504,1.2683502,10,228.50305,255.08795,0.66491601,243.60789,248.03871,0.89808918,206.77611,210.17731,1.5941959,5.2454037,6.196985,1.8840649,9.9585297,73.714292,90.720279,0.1413656,37.038785,38.303461,1.1244927,97.072433,110.67722
65007201,0.53641495,0.49389737,62.918918,70.742964,0.95631132,0.58881651,2.753036,0.082929966,56.391098,72.03919,0.15887328,0.99576449,10,0.58921955,0.081672115,3.4426437,51.039903,74.512041,69.314718,0.37633367,0.63245629,86.355373,94.734682,1.0697612,0.80079501,3.0588737,10,0.91270734,17.671326,0.77521501,0.88322834,2.4662748,0.52319984,2.1539929,10,0.34427526,25.482204,91.495428,1.5543122e-14,0.62740012,206.23826,215.09989,0.12861563,0.13141071,0.97734999,202.10405,215.3965,0.12864134,0.13143845,0.97737771,10,202.10405,219.82732,1.9889645e-12,1.364995,1.1960421,0.22857404,10,1.5890734,183.133,209.71791,0.60644323,207.79576,212.22657,0.96166858,576.92139,580.32259,1.676424,2.9847926,1.7161187,0.2094775,6.8448769,150.67738,167.68337,0.39118412,197.95973,198.152,0.17442305,151.62519,165.22998
65007301,1.8767608,0.00095703705,58.639827,66.463873,2.8337796,1.078445,3.0217739,5.6227968e-06,55.733473,71.381565,1.5440419,3.2541597,0.50887578,1.2171753,0.00043237633,0.0070334174,51.132526,74.604664,69.314718,0.52867602,0.4700523,81.50246,89.881769,0.69487827,0.36651295,1.7463175,5.1406569,15.280082,32.038701,0.82686519,0.59250953,0.46967353,0.37974184,5.8777083,10,7.4194311,32.55736,91.495428,0.21179279,9.1473501,217.99234,226.85397,0.074512238,0.32957617,0.60849608,180.73403,194.02649,0.074506884,0.32955934,0.60851653,10,180.73403,198.4573,0.060435185,0.19631176,0.31586463,0.36752277,0.83359631,10,180.05267,206.63757,0.95147817,224.05443,228.48525,0.97054184,685.51025,688.91145,0.53734836,13.266308,13.356823,8.6197442,8.4709588,162.01049,179.01647,0.79871356,95.824435,96.443552,0.074579385,159.99618,173.60097
65007401,0.89898499,0.37377815,34.920857,42.744903,0.97175649,0.85554679,1.4964394,0.29575981,31.885409,47.533501,1.0488716,0.95140306,1.0429318,0.74293235,2.7528634,0.22205615,28.564413,52.036551,69.314718,0.48058535,2.0260826,52.479739,60.859049,0.66085591,0.47812709,1.3807142,3.9829799,20.590434,37.349053,0.48130026,0.72009007,0.91519661,1.9817481e-13,0.51615993,10,16.142915,41.280843,91.495428,4.9317939e-10,2.8258586,306.46403,315.32567,0.022216099,0.097361389,0.44412754,223.44023,236.73268,0.022219175,0.097359541,0.44410087,10,223.44023,241.1635,2.862155e-12,3.5025058,0.18194867,1.6395084,10,5.4064401,221.70497,248.28987,0.93474141,229.14965,233.58046,0.9601097,487.36415,490.76534,1.4269353,124.50267,125.46706,0.5997161,9.8014896,122.69617,139.70216,0.31500192,316.80304,319.06475,0.39610565,113.94008,127.54487
65007501,2.1737088,0.00043344589,48.730138,56.554184,1.665525,2.038695,2.3917399,0.0020433273,43.321652,58.969744,2.3399228,1.8570995,0.90164482,2.8522902,10,0.0002593114,35.765867,59.238005,69.314718,0.44235884,8.1381867,20.818957,29.198266,0.62119545,0.95085267,1.218225,7.4556424,9.703042,26.461661,0.75686624,0.42869928,1.018597,0.61705932,6.973562,10,4.0504285,29.188357,91.495428,0.41878622,10,288.1662,297.02783,0.21864595,0.27462592,0.41533804,225.68519,238.97764,0.21867301,0.27468146,0.41534698,10,225.68519,243.40845,0.13200211,0.63399497,0.34980717,0.087303318,1.3203042,10,203.29141,229.87631,0.87653415,242.19407,246.62489,0.97961856,302.73828,306.13948,1.5315395,69.761678,73.558849,0.13423607,8.4564674,113.46035,130.46634,0.73149996,185.64141,190.45281,0.33732443,111.38243,124.98722
