"partid","trial","block","pumps","exploded","payoff"
65065501,18,2,1,1,0
65065501,19,2,89,0,89
65065501,20,2,73,1,0
65065501,21,3,77,0,77
65065501,22,3,72,1,0
65065501,23,3,58,1,0
65065501,24,3,37,1,0
65065501,25,3,50,1,0
65065501,26,3,56,1,0
65065501,27,3,54,0,54
65065501,28,3,28,1,0
65065501,29,3,59,0,59
65065501,30,3,30,1,0
65065601,1,1,73,1,0
65065601,2,1,58,0,58
65065601,3,1,60,0,60
65065601,4,1,58,1,0
65065601,5,1,49,0,49
65065601,6,1,54,0,54
65065601,7,1,13,1,0
65065601,8,1,22,0,22
65065601,9,1,33,0,33
65065601,10,1,30,0,30
65065601,11,2,1,1,0
65065601,12,2,36,0,36
65065601,13,2,37,1,0
65065601,14,2,24,0,24
65065601,15,2,30,0,30
65065601,16,2,33,0,33
65065601,17,2,30,1,0
65065601,18,2,29,0,29
65065601,19,2,27,0,27
65065601,20,2,29,0,29
65065601,21,3,32,0,32
65065601,22,3,34,0,34
65065601,23,3,34,0,34
65065601,24,3,18,1,0
65065601,25,3,40,0,40
65065601,26,3,51,0,51
65065601,27,3,22,1,0
65065601,28,3,28,1,0
65065601,29,3,20,0,20
65065601,30,3,45,0,45
65065701,1,1,18,0,18
65065701,2,1,26,0,26
65065701,3,1,32,0,32
65065701,4,1,33,1,0
65065701,5,1,25,0,25
65065701,6,1,24,0,24
65065701,7,1,1,1,0
65065701,8,1,26,0,26
65065701,9,1,18,1,0
65065701,10,1,24,0,24
65065701,11,2,16,0,16
65065701,12,2,20,0,20
65065701,13,2,28,0,28
65065701,14,2,29,0,29
65065701,15,2,22,0,22
65065701,16,2,30,1,0
65065701,17,2,27,0,27
65065701,18,2,24,0,24
65065701,19,2,26,0,26
65065701,20,2,24,0,24
65065701,21,3,29,0,29
65065701,22,3,28,0,28
65065701,23,3,31,0,31
65065701,24,3,28,0,28
65065701,25,3,33,0,33
65065701,26,3,33,0,33
65065701,27,3,13,1,0
65065701,28,3,31,0,31
65065701,29,3,36,0,36
65065701,30,3,22,1,0
65065801,1,1,101,0,101
65065801,2,1,22,0,22
65065801,3,1,37,0,37
65065801,4,1,16,0,16
65065801,5,1,13,0,13
65065801,6,1,16,0,16
65065801,7,1,21,0,21
65065801,8,1,22,1,0
65065801,9,1,81,1,0
65065801,10,1,70,0,70
65065801,11,2,40,0,40
65065801,12,2,26,0,26
65065801,13,2,26,0,26
65065801,14,2,30,0,30
65065801,15,2,28,0,28
65065801,16,2,13,1,0
65065801,17,2,33,1,0
65065801,18,2,60,0,60
65065801,19,2,24,0,24
65065801,20,2,28,0,28
65065801,21,3,11,0,11
65065801,22,3,42,0,42
65065801,23,3,18,1,0
65065801,24,3,50,0,50
65065801,25,3,50,0,50
65065801,26,3,54,0,54
65065801,27,3,18,0,18
65065801,28,3,13,0,13
65065801,29,3,36,0,36
65065801,30,3,1,1,0
65065901,1,1,87,0,87
65065901,2,1,95,0,95
65065901,3,1,81,1,0
65065901,4,1,18,1,0
65065901,5,1,95,0,95
65065901,6,1,50,1,0
65065901,7,1,98,1,0
65065901,8,1,28,1,0
65065901,9,1,61,1,0
65065901,10,1,22,1,0
65065901,11,2,87,0,87
65065901,12,2,73,1,0
65065901,13,2,13,1,0
65065901,14,2,55,1,0
65065901,15,2,49,1,0
65065901,16,2,30,1,0
65065901,17,2,33,1,0
65065901,18,2,79,1,0
65065901,19,2,56,1,0
65065901,20,2,37,1,0
65065901,21,3,60,0,60
65065901,22,3,60,0,60
65065901,23,3,60,0,60
65065901,24,3,47,1,0
65065901,25,3,1,1,0
65065901,26,3,58,1,0
65065901,27,3,60,0,60
65065901,28,3,60,0,60
65065901,29,3,60,0,60
65065901,30,3,60,0,60
65066001,1,1,73,1,0
65066001,2,1,22,1,0
65066001,3,1,17,0,17
65066001,4,1,26,0,26
65066001,5,1,30,0,30
65066001,6,1,37,0,37
65066001,7,1,40,0,40
65066001,8,1,32,0,32
65066001,9,1,45,0,45
65066001,10,1,50,0,50
65066001,11,2,30,0,30
65066001,12,2,40,0,40
65066001,13,2,50,0,50
65066001,14,2,55,0,55
65066001,15,2,32,0,32
65066001,16,2,37,1,0
65066001,17,2,28,1,0
65066001,18,2,20,0,20
65066001,19,2,30,0,30
65066001,20,2,1,1,0
65066001,21,3,34,0,34
65066001,22,3,18,1,0
65066001,23,3,15,0,15
65066001,24,3,30,0,30
65066001,25,3,35,0,35
65066001,26,3,13,1,0
65066001,27,3,12,0,12
65066001,28,3,30,1,0
65066001,29,3,19,0,19
65066001,30,3,21,0,21
65066101,1,1,49,1,0
65066101,2,1,25,0,25
65066101,3,1,30,0,30
65066101,4,1,35,0,35
65066101,5,1,28,1,0
65066101,6,1,23,0,23
65066101,7,1,19,0,19
65066101,8,1,1,1,0
65066101,9,1,29,0,29
65066101,10,1,29,0,29
65066101,11,2,38,0,38
65066101,12,2,40,0,40
65066101,13,2,13,1,0
65066101,14,2,30,0,30
65066101,15,2,36,0,36
65066101,16,2,31,0,31
65066101,17,2,39,0,39
65066101,18,2,39,0,39
65066101,19,2,22,1,0
65066101,20,2,25,0,25
65066101,21,3,18,1,0
65066101,22,3,26,0,26
65066101,23,3,30,0,30
65066101,24,3,35,0,35
65066101,25,3,33,1,0
65066101,26,3,20,0,20
65066101,27,3,29,0,29
65066101,28,3,25,0,25
65066101,29,3,23,0,23
65066101,30,3,30,0,30
65066201,1,1,1,1,0
65066201,2,1,12,0,12
65066201,3,1,27,0,27
65066201,4,1,59,0,59
65066201,5,1,49,1,0
65066201,6,1,33,0,33
65066201,7,1,43,0,43
65066201,8,1,53,0,53
65066201,9,1,55,1,0
65066201,10,1,41,0,41
65066201,11,2,56,0,56
65066201,12,2,56,0,56
65066201,13,2,56,1,0
65066201,14,2,55,0,55
65066201,15,2,55,0,55
65066201,16,2,59,0,59
65066201,17,2,58,0,58
65066201,18,2,28,1,0
65066201,19,2,13,1,0
65066201,20,2,14,0,14
65066201,21,3,22,1,0
65066201,22,3,12,0,12
65066201,23,3,20,0,20
65066201,24,3,28,0,28
65066201,25,3,30,1,0
65066201,26,3,20,0,20
65066201,27,3,25,0,25
65066201,28,3,30,0,30
65066201,29,3,32,0,32
65066201,30,3,18,1,0
65066301,1,1,70,1,0
65066301,2,1,50,1,0
65066301,3,1,37,0,37
65066301,4,1,41,0,41
65066301,5,1,18,1,0
65066301,6,1,36,0,36
65066301,7,1,38,0,38
65066301,8,1,43,0,43
65066301,9,1,35,0,35
65066301,10,1,22,1,0
65066301,11,2,24,0,24
65066301,12,2,29,0,29
65066301,13,2,32,0,32
65066301,14,2,30,0,30
65066301,15,2,35,0,35
65066301,16,2,45,0,45
65066301,17,2,25,0,25
65066301,18,2,27,0,27
65066301,19,2,33,1,0
65066301,20,2,28,1,0
65066301,21,3,20,0,20
65066301,22,3,27,0,27
65066301,23,3,13,1,0
65066301,24,3,30,0,30
65066301,25,3,29,0,29
65066301,26,3,1,1,0
65066301,27,3,38,0,38
65066301,28,3,33,0,33
65066301,29,3,31,0,31
65066301,30,3,27,0,27
65066401,1,1,18,0,18
65066401,2,1,42,0,42
65066401,3,1,44,0,44
65066401,4,1,18,1,0
65066401,5,1,22,0,22
65066401,6,1,21,0,21
65066401,7,1,28,0,28
65066401,8,1,27,0,27
65066401,9,1,24,0,24
65066401,10,1,26,0,26
65066401,11,2,21,0,21
65066401,12,2,25,0,25
65066401,13,2,20,0,20
65066401,14,2,26,0,26
65066401,15,2,24,0,24
65066401,16,2,24,0,24
65066401,17,2,23,0,23
65066401,18,2,26,0,26
65066401,19,2,27,0,27
65066401,20,2,26,0,26
65066401,21,3,26,0,26
65066401,22,3,26,0,26
65066401,23,3,1,1,0
65066401,24,3,22,1,0
65066401,25,3,11,0,11
65066401,26,3,15,0,15
65066401,27,3,15,0,15
65066401,28,3,13,1,0
65066401,29,3,16,0,16
65066401,30,3,17,0,17
65066501,1,1,35,0,35
65066501,2,1,81,0,81
65066501,3,1,110,1,0
65066501,4,1,37,1,0
65066501,5,1,70,1,0
65066501,6,1,13,1,0
65066501,7,1,49,1,0
65066501,8,1,47,1,0
65066501,9,1,44,0,44
65066501,10,1,56,1,0
65066501,11,2,50,0,50
65066501,12,2,58,0,58
65066501,13,2,67,1,0
65066501,14,2,28,1,0
65066501,15,2,18,1,0
65066501,16,2,1,1,0
65066501,17,2,50,0,50
65066501,18,2,60,0,60
65066501,19,2,54,0,54
65066501,20,2,55,1,0
65066501,21,3,60,0,60
65066501,22,3,70,0,70
65066501,23,3,40,0,40
65066501,24,3,50,1,0
65066501,25,3,65,0,65
65066501,26,3,22,1,0
65066501,27,3,82,0,82
65066501,28,3,73,1,0
65066501,29,3,33,1,0
65066501,30,3,30,1,0
65066601,1,1,37,1,0
65066601,2,1,20,0,20
65066601,3,1,36,0,36
65066601,4,1,33,1,0
65066601,5,1,64,0,64
65066601,6,1,47,1,0
65066601,7,1,54,0,54
65066601,8,1,18,1,0
65066601,9,1,48,0,48
65066601,10,1,34,0,34
65066601,11,2,87,0,87
65066601,12,2,42,0,42
65066601,13,2,67,1,0
65066601,14,2,40,0,40
65066601,15,2,22,1,0
65066601,16,2,56,1,0
65066601,17,2,45,0,45
65066601,18,2,74,0,74
65066601,19,2,61,1,0
65066601,20,2,29,0,29
65066601,21,3,13,1,0
65066601,22,3,41,0,41
65066601,23,3,70,1,0
65066601,24,3,66,0,66
65066601,25,3,39,0,39
65066601,26,3,28,1,0
65066601,27,3,79,0,79
65066601,28,3,79,1,0
65066601,29,3,1,1,0
65066601,30,3,30,1,0
65066701,1,1,14,0,14
65066701,2,1,38,0,38
65066701,3,1,14,0,14
65066701,4,1,13,1,0
65066701,5,1,27,0,27
65066701,6,1,39,0,39
65066701,7,1,28,1,0
65066701,8,1,1,1,0
65066701,9,1,22,1,0
65066701,10,1,18,0,18
65066701,11,2,31,0,31
65066701,12,2,28,0,28
65066701,13,2,23,0,23
65066701,14,2,30,1,0
65066701,15,2,13,0,13
65066701,16,2,10,0,10
65066701,17,2,24,0,24
65066701,18,2,40,0,40
65066701,19,2,27,0,27
65066701,20,2,33,0,33
65066701,21,3,18,1,0
65066701,22,3,19,0,19
65066701,23,3,31,0,31
65066701,24,3,40,0,40
65066701,25,3,43,0,43
65066701,26,3,42,0,42
65066701,27,3,34,0,34
65066701,28,3,33,1,0
65066701,29,3,21,0,21
65066701,30,3,30,0,30
65066801,1,1,100,1,0
65066801,2,1,18,1,0
65066801,3,1,38,0,38
65066801,4,1,49,1,0
65066801,5,1,37,1,0
65066801,6,1,22,1,0
65066801,7,1,30,0,30
65066801,8,1,38,0,38
65066801,9,1,44,0,44
65066801,10,1,49,0,49
65066801,11,2,55,0,55
65066801,12,2,1,1,0
65066801,13,2,28,1,0
65066801,14,2,55,1,0
65066801,15,2,54,0,54
65066801,17,2,67,0,67
65066801,18,2,69,0,69
65066801,19,2,70,0,70
65066801,20,2,30,1,0
65066801,21,3,61,1,0
65066801,22,3,52,0,52
65066801,23,3,47,1,0
65066801,24,3,33,1,0
65066801,25,3,41,0,41
65066801,26,3,39,0,39
65066801,27,3,44,0,44
65066801,28,3,34,0,34
65066801,29,3,35,0,35
65066801,30,3,13,1,0
65066901,1,1,95,1,0
65066901,2,1,60,0,60
65066901,3,1,70,0,70
65066901,4,1,70,0,70
65066901,5,1,55,1,0
65066901,6,1,40,0,40
65066901,7,1,32,0,32
65066901,8,1,55,0,55
65066901,9,1,55,0,55
65066901,10,1,50,1,0
65066901,11,2,13,1,0
65066901,12,2,11,0,11
65066901,13,2,38,0,38
65066901,14,2,33,0,33
65066901,15,2,37,1,0
65066901,16,2,25,0,25
65066901,17,2,33,1,0
65066901,18,2,21,0,21
65066901,19,2,42,0,42
65066901,20,2,28,1,0
65066901,21,3,25,0,25
65066901,22,3,18,1,0
65066901,23,3,31,0,31
65066901,24,3,28,0,28
65066901,25,3,42,0,42
65066901,26,3,1,1,0
65066901,27,3,30,1,0
65066901,28,3,20,0,20
65066901,29,3,35,0,35
65066901,30,3,40,0,40
65067001,1,1,49,0,49
65067001,2,1,49,1,0
65067001,3,1,43,0,43
65067001,4,1,45,0,45
65067001,5,1,47,0,47
65067001,6,1,18,1,0
65067001,7,1,45,0,45
65067001,8,1,51,0,51
65067001,9,1,47,1,0
65067001,10,1,43,0,43
65067001,11,2,47,0,47
65067001,12,2,37,1,0
65067001,13,2,43,0,43
65067001,14,2,22,1,0
65067001,15,2,47,0,47
65067001,16,2,33,1,0
65067001,17,2,46,0,46
65067001,18,2,13,1,0
65067001,19,2,49,0,49
65067001,20,2,32,0,32
65067001,21,3,30,1,0
65067001,22,3,48,0,48
65067001,23,3,53,0,53
65067001,24,3,28,1,0
65067001,25,3,53,0,53
65067001,26,3,1,1,0
65067001,27,3,33,0,33
65067001,28,3,66,0,66
65067001,29,3,58,1,0
65067001,30,3,48,0,48
65067101,1,1,79,1,0
65067101,2,1,47,0,47
65067101,3,1,33,1,0
65067101,4,1,22,0,22
65067101,5,1,35,0,35
65067101,6,1,42,0,42
65067101,7,1,30,1,0
65067101,8,1,1,1,0
65067101,9,1,31,0,31
65067101,10,1,36,0,36
65067101,11,2,13,1,0
65067101,12,2,32,0,32
65067101,13,2,42,0,42
65067101,14,2,39,0,39
65067101,15,2,47,0,47
65067101,16,2,18,1,0
65067101,17,2,60,0,60
65067101,18,2,70,0,70
65067101,19,2,47,0,47
65067101,20,2,58,1,0
65067101,21,3,54,0,54
65067101,22,3,55,0,55
65067101,23,3,55,1,0
65067101,24,3,45,0,45
65067101,25,3,53,0,53
65067101,26,3,47,1,0
65067101,27,3,31,0,31
65067101,28,3,55,0,55
65067101,29,3,28,1,0
65067101,30,3,22,1,0
65067201,1,1,10,0,10
65067201,2,1,20,0,20
65067201,3,1,35,0,35
65067201,4,1,13,1,0
65067201,5,1,25,0,25
65067201,6,1,30,0,30
65067201,7,1,40,0,40
65067201,8,1,50,0,50
65067201,9,1,1,1,0
65067201,10,1,27,0,27
65067201,11,2,37,0,37
65067201,12,2,45,0,45
65067201,13,2,33,1,0
65067201,14,2,37,0,37
65067201,15,2,30,0,30
65067201,16,2,37,0,37
65067201,17,2,30,1,0
65067201,18,2,37,0,37
65067201,19,2,40,0,40
65067201,20,2,18,1,0
65067201,21,3,22,1,0
65067201,22,3,24,0,24
65067201,23,3,29,0,29
65067201,24,3,35,0,35
65067201,25,3,28,1,0
65067201,26,3,25,0,25
65067201,27,3,33,0,33
65067201,28,3,34,0,34
65067201,29,3,35,0,35
65067201,30,3,32,0,32
65067301,1,1,29,0,29
65067301,2,1,55,0,55
65067301,3,1,47,1,0
65067301,4,1,18,1,0
65067301,5,1,17,0,17
65067301,6,1,13,1,0
65067301,7,1,33,0,33
65067301,8,1,49,1,0
65067301,9,1,35,0,35
65067301,10,1,1,1,0
65067301,11,2,30,1,0
65067301,12,2,15,0,15
65067301,13,2,55,0,55
65067301,14,2,67,0,67
65067301,15,2,55,1,0
65067301,16,2,36,0,36
65067301,17,2,37,1,0
65067301,18,2,40,0,40
65067301,19,2,50,0,50
65067301,20,2,28,1,0
65067301,21,3,50,1,0
65067301,22,3,30,0,30
65067301,23,3,41,0,41
65067301,24,3,49,0,49
65067301,25,3,48,0,48
65067301,26,3,70,0,70
65067301,27,3,22,1,0
65067301,28,3,30,0,30
65067301,29,3,51,0,51
65067301,30,3,49,0,49
65067401,1,1,22,1,0
65067401,2,1,61,1,0
65067401,3,1,50,0,50
65067401,4,1,56,1,0
65067401,5,1,60,0,60
65067401,6,1,58,1,0
65067401,7,1,40,0,40
65067401,8,1,47,1,0
65067401,9,1,50,1,0
65067401,10,1,40,0,40
65067401,11,2,60,0,60
65067401,12,2,33,1,0
65067401,13,2,13,1,0
65067401,14,2,30,0,30
65067401,15,2,1,1,0
65067401,16,2,35,0,35
65067401,17,2,41,0,41
65067401,18,2,59,0,59
65067401,19,2,70,1,0
65067401,20,2,28,1,0
65067401,21,3,33,0,33
65067401,22,3,30,1,0
65067401,23,3,18,1,0
65067401,24,3,9,0,9
65067401,25,3,32,0,32
65067401,26,3,67,1,0
65067401,27,3,64,0,64
65067401,28,3,37,1,0
65067401,29,3,61,0,61
65067401,30,3,60,0,60
65067501,1,1,52,0,52
65067501,2,1,72,1,0
65067501,3,1,52,0,52
65067501,4,1,18,1,0
65067501,5,1,41,0,41
65067501,6,1,28,1,0
65067501,7,1,22,1,0
65067501,8,1,20,0,20
65067501,9,1,33,1,0
65067501,10,1,33,0,33
65067501,11,2,13,1,0
65067501,12,2,31,0,31
65067501,13,2,1,1,0
65067501,14,2,48,0,48
65067501,15,2,47,0,47
65067501,16,2,51,0,51
65067501,17,2,30,1,0
65067501,18,2,27,0,27
65067501,19,2,37,1,0
65067501,20,2,32,0,32
65067501,21,3,41,0,41
65067501,22,3,43,0,43
65067501,23,3,40,0,40
65067501,24,3,49,0,49
65067501,25,3,62,0,62
65067501,26,3,40,0,40
65067501,27,3,55,0,55
65067501,28,3,46,0,46
65067501,29,3,52,0,52
65067501,30,3,47,1,0
65067601,1,1,54,0,54
65067601,2,1,49,1,0
65067601,3,1,28,1,0
65067601,4,1,43,0,43
65067601,5,1,44,0,44
65067601,6,1,47,1,0
65067601,7,1,45,0,45
65067601,8,1,18,1,0
65067601,9,1,45,0,45
65067601,10,1,46,0,46
65067601,11,2,51,0,51
65067601,12,2,22,1,0
65067601,13,2,50,0,50
65067601,14,2,53,0,53
65067601,15,2,50,1,0
65067601,16,2,33,1,0
65067601,17,2,45,0,45
65067601,18,2,30,1,0
65067601,19,2,45,0,45
65067601,20,2,37,1,0
65067601,21,3,44,0,44
65067601,22,3,46,0,46
65067601,23,3,48,0,48
65067601,24,3,47,0,47
65067601,25,3,53,0,53
65067601,26,3,1,1,0
65067601,27,3,13,1,0
65067601,28,3,51,0,51
65067601,29,3,50,0,50
65067601,30,3,55,0,55
65067701,1,1,18,1,0
65067701,2,1,18,0,18
65067701,3,1,27,0,27
65067701,4,1,22,1,0
65067701,6,1,30,0,30
65067701,7,1,28,1,0
65067701,8,1,28,0,28
65067701,9,1,29,0,29
65067701,10,1,33,0,33
65067701,11,2,34,0,34
65067701,12,2,34,0,34
65067701,13,2,1,1,0
65067701,14,2,31,0,31
65067701,15,2,31,0,31
65067701,16,2,33,0,33
65067701,17,2,32,0,32
65067701,18,2,33,0,33
65067701,19,2,32,0,32
65067701,20,2,34,0,34
65067701,21,3,110,1,0
65067701,22,3,106,1,0
65067701,23,3,70,1,0
65067701,24,3,60,0,60
65067701,25,3,67,1,0
65067701,26,3,30,1,0
65067701,27,3,50,0,50
65067701,28,3,56,1,0
65067701,29,3,50,1,0
65067701,30,3,49,1,0
65067801,1,1,23,0,23
65067801,2,1,35,0,35
65067801,3,1,55,1,0
65067801,4,1,30,1,0
65067801,5,1,38,0,38
65067801,6,1,51,0,51
65067801,7,1,50,1,0
65067801,8,1,40,0,40
65067801,9,1,1,1,0
65067801,10,1,43,0,43
65067801,11,2,33,1,0
65067801,12,2,35,0,35
65067801,13,2,22,1,0
65067801,14,2,30,0,30
65067801,15,2,35,0,35
65067801,16,2,30,0,30
65067801,17,2,30,0,30
65067801,18,2,40,0,40
65067801,19,2,45,0,45
65067801,20,2,45,0,45
65067801,21,3,40,0,40
65067801,22,3,40,0,40
65067801,23,3,13,1,0
65067801,24,3,40,0,40
65067801,25,3,40,0,40
65067801,26,3,28,1,0
65067801,27,3,18,1,0
65067801,28,3,30,0,30
65067801,29,3,40,0,40
65067801,30,3,40,0,40
65067901,1,1,72,1,0
65067901,2,1,28,1,0
65067901,3,1,51,0,51
65067901,4,1,56,1,0
65067901,5,1,34,0,34
65067901,6,1,13,1,0
65067901,7,1,55,0,55
65067901,8,1,37,1,0
65067901,9,1,60,0,60
65067901,10,1,48,0,48
65067901,11,2,18,1,0
65067901,12,2,22,1,0
65067901,13,2,58,0,58
65067901,14,2,33,1,0
65067901,15,2,61,1,0
65067901,16,2,59,0,59
65067901,17,2,30,1,0
65067901,18,2,65,0,65
65067901,19,2,1,1,0
65067901,20,2,45,0,45
65067901,21,3,25,0,25
65067901,22,3,50,0,50
65067901,23,3,58,1,0
65067901,24,3,25,0,25
65067901,25,3,49,1,0
65067901,26,3,25,0,25
65067901,27,3,40,0,40
65067901,28,3,55,0,55
65067901,29,3,45,0,45
65067901,30,3,55,1,0
65068001,1,1,95,1,0
65068001,2,1,55,1,0
65068001,3,1,48,0,48
65068001,4,1,54,0,54
65068001,5,1,50,1,0
65068001,6,1,22,1,0
65068001,7,1,45,0,45
65068001,8,1,55,0,55
65068001,9,1,61,0,61
65068001,10,1,13,1,0
65068001,11,2,58,0,58
65068001,12,2,37,1,0
65068001,13,2,44,0,44
65068001,14,2,28,1,0
65068001,15,2,32,0,32
65068001,16,2,40,0,40
65068001,17,2,44,0,44
65068001,18,2,33,1,0
65068001,19,2,41,0,41
65068001,20,2,18,1,0
65068001,21,3,30,1,0
65068001,22,3,34,0,34
65068001,23,3,39,0,39
65068001,24,3,43,0,43
65068001,25,3,45,0,45
65068001,26,3,56,0,56
65068001,27,3,57,0,57
65068001,28,3,56,0,56
65068001,29,3,1,1,0
65068001,30,3,48,0,48
65068101,1,1,10,0,10
65068101,2,1,1,1,0
65068101,3,1,15,0,15
65068101,4,1,10,0,10
65068101,5,1,20,0,20
65068101,6,1,16,0,16
65068101,7,1,21,0,21
65068101,8,1,11,0,11
65068101,9,1,27,0,27
65068101,10,1,30,0,30
65068101,11,2,13,1,0
65068101,12,2,15,0,15
65068101,13,2,20,0,20
65068101,14,2,22,0,22
65068101,15,2,21,0,21
65068101,16,2,25,0,25
65068101,17,2,30,0,30
65068101,18,2,28,1,0
65068101,19,2,20,0,20
65068101,20,2,26,0,26
65068101,21,3,24,0,24
65068101,22,3,29,0,29
65068101,23,3,27,0,27
65068101,24,3,18,1,0
65068101,25,3,21,0,21
65068101,26,3,22,0,22
65068101,27,3,24,0,24
65068101,28,3,24,0,24
65068101,29,3,23,0,23
65068101,30,3,25,0,25
65068201,1,1,33,1,0
65068201,2,1,30,0,30
65068201,3,1,31,0,31
65068201,4,1,31,0,31
65068201,5,1,32,0,32
65068201,6,1,32,0,32
65068201,7,1,32,0,32
65068201,8,1,32,0,32
65068201,9,1,30,1,0
65068201,10,1,29,0,29
65068201,11,2,29,0,29
65068201,12,2,29,0,29
65068201,13,2,29,0,29
65068201,14,2,29,0,29
65068201,15,2,13,1,0
65068201,16,2,14,0,14
65068201,17,2,17,0,17
65068201,18,2,1,1,0
65068201,19,2,14,0,14
65068201,20,2,23,0,23
65068201,21,3,23,0,23
65068201,22,3,18,1,0
65068201,23,3,10,0,10
65068201,24,3,15,0,15
65068201,25,3,14,0,14
65068201,26,3,22,0,22
65068201,27,3,22,1,0
65068201,28,3,16,0,16
65068201,29,3,21,0,21
65068201,30,3,26,0,26
65068301,1,1,98,1,0
65068301,2,1,90,0,90
65068301,3,1,13,1,0
65068301,4,1,91,0,91
65068301,5,1,33,1,0
65068301,6,1,18,1,0
65068301,7,1,30,1,0
65068301,8,1,20,0,20
65068301,9,1,45,0,45
65068301,10,1,1,1,0
65068301,11,2,50,0,50
65068301,12,2,56,1,0
65068301,13,2,50,0,50
65068301,14,2,55,0,55
65068301,15,2,55,1,0
65068301,16,2,50,0,50
65068301,17,2,65,0,65
65068301,18,2,75,0,75
65068301,19,2,28,1,0
65068301,20,2,67,0,67
65068301,21,3,70,1,0
65068301,22,3,22,1,0
65068301,23,3,5,0,5
65068301,24,3,61,0,61
65068301,25,3,61,1,0
65068301,26,3,65,0,65
65068301,27,3,58,1,0
65068301,28,3,49,1,0
65068301,29,3,20,0,20
65068301,30,3,37,1,0
65068401,1,1,25,0,25
65068401,2,1,49,1,0
65068401,3,1,45,0,45
65068401,4,1,50,0,50
65068401,5,1,60,0,60
65068401,6,1,50,1,0
65068401,7,1,60,0,60
65068401,8,1,55,0,55
65068401,9,1,22,1,0
65068401,10,1,78,1,0
65068401,11,2,55,0,55
65068401,12,2,60,0,60
65068401,13,2,60,0,60
65068401,14,2,13,1,0
65068401,15,2,70,0,70
65068401,16,2,50,0,50
65068401,17,2,1,1,0
65068401,18,2,18,1,0
65068401,19,2,30,1,0
65068401,20,2,28,1,0
65068401,21,3,47,1,0
65068401,22,3,60,0,60
65068401,23,3,37,1,0
65068401,24,3,33,1,0
65068401,25,3,50,0,50
65068401,26,3,58,1,0
65068401,27,3,40,0,40
65068401,28,3,60,0,60
65068401,29,3,50,0,50
65068401,30,3,60,0,60
65068501,1,1,67,1,0
65068501,2,1,55,0,55
65068501,3,1,59,0,59
65068501,4,1,66,0,66
65068501,5,1,76,0,76
65068501,6,1,33,1,0
65068501,7,1,56,1,0
65068501,8,1,53,0,53
65068501,9,1,36,0,36
65068501,10,1,28,1,0
65068501,11,2,50,1,0
65068501,12,2,1,1,0
65068501,13,2,7,0,7
65068501,14,2,29,0,29
65068501,15,2,35,0,35
65068501,16,2,49,1,0
65068501,17,2,18,1,0
65068501,18,2,8,0,8
65068501,19,2,29,0,29
65068501,20,2,13,1,0
65068501,21,3,43,0,43
65068501,22,3,53,0,53
65068501,23,3,22,1,0
65068501,24,3,15,0,15
65068501,25,3,32,0,32
65068501,26,3,50,0,50
65068501,27,3,61,0,61
65068501,28,3,37,1,0
65068501,29,3,36,0,36
65068501,30,3,52,0,52
65068601,1,1,38,0,38
65068601,2,1,60,0,60
65068601,3,1,70,1,0
65068601,4,1,49,1,0
65068601,5,1,1,1,0
65068601,6,1,33,1,0
65068601,7,1,35,0,35
65068601,8,1,50,0,50
65068601,9,1,53,0,53
65068601,10,1,58,1,0
65068601,11,2,51,0,51
65068601,12,2,60,0,60
65068601,13,2,37,1,0
65068601,14,2,28,1,0
65068601,15,2,30,0,30
65068601,16,2,50,1,0
65068601,17,2,22,1,0
65068601,18,2,44,0,44
65068601,19,2,55,1,0
65068601,20,2,47,1,0
65068601,21,3,30,1,0
65068601,22,3,28,0,28
65068601,23,3,43,0,43
65068601,24,3,48,0,48
65068601,25,3,18,1,0
65068601,26,3,44,0,44
65068601,27,3,49,0,49
65068601,28,3,13,1,0
65068601,29,3,53,0,53
65068601,30,3,58,0,58
65068701,1,1,75,0,75
65068701,2,1,58,1,0
65068701,3,1,47,1,0
65068701,4,1,33,1,0
65068701,5,1,25,0,25
65068701,6,1,40,0,40
65068701,7,1,1,1,0
65068701,8,1,45,0,45
65068701,9,1,30,1,0
65068701,10,1,45,0,45
65068701,11,2,73,1,0
65068701,12,2,18,1,0
65068701,13,2,20,0,20
65068701,14,2,35,0,35
65068701,15,2,59,0,59
65068701,16,2,56,0,56
65068701,17,2,60,0,60
65068701,18,2,85,0,85
65068701,19,2,49,1,0
65068701,20,2,49,0,49
65068701,21,3,46,0,46
65068701,22,3,22,1,0
65068701,23,3,41,0,41
65068701,24,3,72,1,0
65068701,25,3,28,1,0
65068701,26,3,40,0,40
65068701,27,3,49,0,49
65068701,28,3,70,0,70
65068701,29,3,13,1,0
65068701,30,3,40,0,40
65068801,1,1,67,1,0
65068801,2,1,54,0,54
65068801,3,1,53,0,53
65068801,4,1,52,0,52
65068801,5,1,60,0,60
65068801,6,1,60,0,60
65068801,7,1,13,1,0
65068801,8,1,65,0,65
65068801,9,1,55,1,0
65068801,10,1,58,1,0
65068801,11,2,50,0,50
65068801,12,2,51,0,51
65068801,13,2,52,0,52
65068801,14,2,53,0,53
65068801,15,2,53,0,53
65068801,16,2,47,1,0
65068801,17,2,50,1,0
65068801,18,2,28,1,0
65068801,19,2,30,1,0
65068801,20,2,22,1,0
65068801,21,3,51,0,51
65068801,22,3,37,1,0
65068801,23,3,49,1,0
65068801,24,3,33,1,0
65068801,25,3,1,1,0
65068801,26,3,50,0,50
65068801,27,3,18,1,0
