"partid","gen_valence","gen_arousal","gen_arouspos","gen_arousneg","gen_happy","gen_afraid","gen_sad","gen_angry","gen_motivat","gen_concentr","gen_timepr","gen_tired","pre_valence","pre_arousal","pre_arouspos","pre_arousneg","pre_happy","pre_afraid","pre_sad","pre_angry","pre_motivat","pre_concentr","pre_timepr","pre_tired","mid1_valence","mid1_arousal","mid1_arouspos","mid1_arousneg","mid1_happy","mid1_afraid","mid1_sad","mid1_angry","mid1_motivat","mid1_concentr","mid1_timepr","mid1_tired","mid2_valence","mid2_arousal","mid2_arouspos","mid2_arousneg","mid2_happy","mid2_afraid","mid2_sad","mid2_angry","mid2_motivat","mid2_concentr","mid2_timepr","mid2_tired","post_valence","post_arousal","post_arouspos","post_arousneg","post_happy","post_afraid","post_sad","post_angry","post_motivat","post_concentr","post_timepr","post_tired"
65045701,60,10,58,11,70,11,59,1,85,60,84,79,55,0,43,0,56,0,4,0,88,80,11,89,59,20,42,10,47,1,5,24,79,80,0,70,57,5,33,1,54,0,25,1,79,72,10,89,53,11,10,1,45,1,9,0,35,20,0,39
65045801,83,38,68,14,89,52,51,11,74,71,57,77,60,42,31,3,79,3,0,0,77,66,0,53,60,46,50,9,54,0,0,13,58,55,13,25,19,49,10,52,8,0,0,63,18,47,52,61,26,50,16,61,36,0,0,54,23,29,96,37
65045901,59,60,61,75,55,39,55,89,81,75,60,40,70,45,60,30,45,1,1,10,80,85,0,0,60,40,68,21,59,10,10,19,70,79,40,21,45,40,46,54,46,10,10,53,40,34,30,55,36,59,39,68,42,21,20,60,30,20,71,58
65046001,80,40,60,41,69,20,30,30,69,60,30,59,60,29,41,20,29,19,59,30,70,41,61,71,40,70,70,39,62,10,10,60,80,70,59,60,21,61,34,57,39,32,60,65,62,68,66,46,40,39,41,40,59,20,20,59,41,30,29,71
65046101,61,40,39,40,60,60,40,40,100,90,29,71,100,10,70,0,80,0,11,0,100,100,0,0,0,81,0,100,0,0,0,100,100,100,0,0,20,70,19,80,71,0,21,70,90,90,0,12,68,31,69,0,72,0,0,8,78,81,20,69
65046201,60,60,79,59,70,30,41,40,47,21,69,60,60,70,60,60,60,60,19,20,40,21,40,31,64,59,49,49,64,53,47,49,54,41,59,35,41,41,43,43,40,30,28,38,55,31,39,71,72,43,60,44,59,38,47,45,38,22,39,73
65046301,60,35,73,0,70,0,11,0,88,76,11,75,80,52,70,0,59,0,10,1,100,87,6,70,25,70,26,17,30,0,5,0,68,78,9,78,4,63,10,97,16,48,67,90,42,38,79,75,70,54,32,26,38,17,28,14,59,36,77,67
65046401,60,64,37,40,38,22,57,62,63,65,26,25,28,71,62,56,38,27,55,60,39,61,14,57,39,65,34,61,38,25,61,56,62,65,22,55,32,69,17,65,17,14,63,73,29,61,16,73,40,41,41,25,30,16,41,61,23,25,16,79
65046601,65,22,71,28,71,13,19,12,79,55,14,10,76,13,53,5,65,0,0,0,97,88,0,0,35,62,24,60,41,21,53,68,30,71,13,12,60,10,66,35,60,8,10,10,79,77,6,19,47,38,31,3,65,0,20,6,61,85,9,61
65046701,69,65,72,43,57,65,40,56,43,45,59,60,55,25,37,30,57,34,26,25,55,65,0,69,20,70,32,69,18,29,17,69,60,72,31,31,35,29,30,31,40,27,30,31,40,15,22,13,34,40,43,46,46,45,46,42,60,46,59,47
65046801,80,59,73,24,85,14,19,49,78,66,20,60,70,10,9,10,80,0,0,0,81,82,7,21,13,72,18,77,77,4,25,67,68,68,17,25,55,29,21,32,67,25,26,21,67,15,14,61,65,42,30,12,33,22,32,24,21,32,69,24
65046901,79,20,83,9,82,10,21,19,84,82,30,21,90,5,21,0,92,0,0,0,88,91,0,25,90,22,6,0,87,0,0,0,95,95,0,52,85,24,16,4,89,2,0,0,79,79,2,37,83,17,44,8,74,0,0,0,76,72,4,65
65047001,79,30,68,18,72,34,29,6,69,75,64,53,69,33,71,0,71,3,3,0,95,77,38,72,11,83,31,74,37,11,61,80,45,43,58,48,62,44,27,59,37,24,48,32,79,64,44,59,42,38,33,13,44,12,14,13,28,10,65,72
65047101,79,21,70,21,80,70,21,10,100,89,80,60,89,30,80,20,90,31,20,0,100,89,11,69,29,81,30,79,20,21,11,70,78,90,20,20,80,68,58,0,77,19,1,0,91,70,21,60,80,21,58,0,92,0,1,3,71,68,0,28
65047201,89,9,92,8,96,75,21,2,90,89,64,53,96,3,59,0,95,0,0,0,86,100,0,80,88,73,90,79,69,0,0,60,90,100,89,0,82,9,19,0,71,0,0,0,60,70,86,18,60,0,27,0,59,0,0,0,24,35,67,97
65047301,59,40,60,40,59,30,47,31,70,60,70,60,70,39,40,19,60,11,39,20,69,60,20,60,31,30,46,54,47,0,53,54,59,56,0,57,55,20,39,47,54,11,40,30,30,31,0,93,62,40,58,38,63,40,40,36,56,59,36,63
65047401,65,59,70,65,69,40,54,55,89,80,65,65,89,59,91,0,79,1,0,0,89,75,55,80,46,54,53,0,47,0,61,60,59,61,30,79,23,12,34,58,34,1,46,64,15,33,1,97,43,10,61,30,62,0,0,15,20,9,10,95
65047501,90,20,70,10,100,50,20,31,99,79,80,70,100,50,61,0,100,0,0,0,99,90,0,60,100,11,60,0,100,0,0,0,100,89,0,60,61,60,40,59,90,0,10,60,100,89,0,41,100,12,61,0,79,0,0,0,79,70,0,60
65047601,59,20,88,30,80,61,20,10,100,89,61,39,100,1,70,0,90,0,0,0,100,79,0,0,21,53,23,62,16,2,60,96,38,82,39,58,32,26,16,46,34,1,48,44,30,22,82,75,78,66,73,32,64,1,26,54,10,1,98,77
65047701,79,53,69,60,80,52,10,40,80,71,10,30,80,30,21,0,100,0,0,0,89,55,0,60,70,39,0,0,81,0,0,0,71,79,0,52,39,20,0,0,60,0,0,0,30,29,0,29,70,40,0,0,70,0,0,0,39,30,0,80
65047901,75,30,35,11,70,62,45,30,30,36,69,70,59,77,63,70,28,64,38,16,12,17,0,88,44,23,11,59,42,55,72,61,13,76,0,100,38,13,6,75,43,55,59,37,8,5,0,0,27,28,3,19,27,54,81,63,11,16,0,100
65048001,59,71,64,35,50,32,36,35,65,41,63,38,70,42,42,30,58,25,35,24,60,53,31,80,58,44,57,27,62,32,46,17,46,58,41,59,65,37,66,35,62,28,43,37,58,58,42,78,63,40,24,35,60,35,37,32,60,44,23,72
65048101,89,39,69,29,90,30,10,61,80,80,50,30,89,21,90,1,89,1,1,0,70,60,1,31,31,71,31,63,30,22,59,61,71,61,0,66,68,24,79,20,78,0,18,1,22,69,2,77,69,12,58,1,82,2,1,3,20,26,0,73
65048201,70,40,26,52,68,82,37,20,92,22,73,58,70,82,83,33,69,67,8,1,94,80,40,42,31,89,35,62,56,9,43,79,95,72,81,10,31,82,24,20,19,69,28,90,31,20,97,19,98,40,99,21,75,11,10,11,6,11,100,100
65048301,81,50,80,20,80,9,20,30,70,40,31,60,71,39,40,11,69,11,10,10,61,60,11,89,41,61,41,59,60,31,20,59,60,59,10,70,60,60,60,19,71,10,9,19,61,59,10,60,41,41,31,55,42,14,57,41,55,60,29,59
65048401,80,59,70,31,79,50,21,30,90,89,20,54,41,30,35,19,44,5,19,54,89,89,9,25,75,45,54,0,70,6,0,6,90,95,0,15,70,66,59,0,74,5,0,0,80,84,16,11,40,60,42,61,64,0,0,27,33,65,54,86
65048501,53,78,89,80,59,8,34,36,62,60,82,40,80,40,39,0,41,0,0,0,38,59,0,79,31,18,0,0,21,0,56,59,29,47,0,70,73,20,0,1,0,0,0,0,29,57,7,43,52,0,0,1,18,0,0,0,0,9,59,80
65048601,79,58,88,59,79,69,41,58,69,70,90,61,79,55,60,10,79,40,11,10,69,71,69,55,32,70,12,79,59,89,40,32,41,70,11,69,20,42,0,82,30,69,70,59,25,30,31,59,32,48,0,59,66,39,58,43,10,22,42,87
65048701,80,41,69,14,75,21,21,15,90,70,44,25,66,25,45,2,55,3,10,4,65,75,17,70,70,58,56,28,58,16,10,25,76,72,56,37,53,57,56,32,54,10,24,26,70,41,60,39,41,59,60,21,47,10,11,24,69,68,69,30
65048801,82,12,70,0,95,20,24,0,79,11,76,61,27,21,60,41,73,8,66,36,74,72,22,85,7,78,21,100,13,0,22,98,86,99,2,3,65,73,79,12,65,0,0,7,100,100,26,33,92,14,64,15,86,0,22,14,77,49,89,91
65048901,80,40,89,31,89,21,10,20,89,80,70,69,68,30,28,0,70,0,0,0,79,90,0,69,40,81,70,62,69,0,20,65,89,70,0,31,81,78,74,11,76,0,0,21,89,79,0,21,68,30,38,35,70,0,0,15,66,63,33,73
65049001,82,61,89,30,89,60,10,10,90,60,61,60,79,33,56,5,80,56,6,1,75,66,20,65,70,61,54,26,68,31,23,25,59,59,27,40,21,79,35,81,33,31,62,64,38,27,64,58,48,23,19,20,46,29,21,15,20,19,71,67
65049101,89,59,87,29,89,30,15,40,77,66,61,39,80,60,75,10,74,0,0,0,100,89,55,21,61,77,54,70,67,39,0,58,78,80,74,27,60,56,54,12,54,0,4,20,77,64,68,43,45,55,60,59,73,0,0,54,48,54,95,63
65049301,69,20,35,18,70,9,10,10,90,60,20,24,86,10,21,0,53,0,0,0,89,80,0,66,89,78,80,15,80,0,0,0,88,89,0,0,53,15,18,0,44,0,0,0,36,78,0,78,79,0,66,0,68,0,0,0,34,33,0,75
65049401,81,86,95,36,77,71,25,66,71,65,60,73,68,25,63,5,65,60,21,4,90,91,72,87,23,86,10,85,20,15,78,82,41,70,16,24,73,30,42,30,75,26,27,28,85,91,28,34,63,62,30,59,46,58,53,65,42,44,61,82
65049501,81,35,88,30,75,30,20,21,83,74,49,25,74,25,79,4,74,35,6,6,70,84,6,52,40,61,81,13,90,24,20,31,79,88,12,46,69,60,79,30,69,31,9,11,70,69,12,64,59,49,54,14,69,21,20,39,40,59,41,61
65049601,41,60,55,31,45,59,56,24,59,42,65,55,53,56,55,0,59,27,0,0,55,55,60,39,42,59,42,56,48,0,11,55,54,54,17,61,18,72,31,35,35,57,27,76,43,53,40,53,55,48,48,24,53,40,12,0,41,57,56,74
65049701,90,30,80,0,100,70,0,0,90,60,60,19,80,40,60,0,80,0,0,0,100,100,0,0,29,69,80,43,71,20,0,70,100,100,0,0,69,0,43,0,61,0,0,0,60,60,0,60,100,0,92,0,100,0,0,21,8,20,100,88
65049801,51,20,47,48,47,19,60,20,51,31,58,41,69,20,58,7,66,6,52,5,77,76,0,54,63,27,64,5,61,4,45,12,70,71,10,51,73,60,53,10,59,0,41,9,78,57,3,59,74,24,73,17,59,0,0,0,71,71,0,67
65049901,45,60,63,41,62,61,42,59,40,40,69,61,57,43,49,31,47,42,34,39,59,68,36,68,31,66,59,41,61,32,11,35,79,68,26,29,57,66,61,17,62,9,32,30,81,79,20,17,42,66,35,57,31,57,68,60,68,65,60,64
65050001,79,40,80,33,75,68,31,29,87,79,78,56,38,26,40,30,68,30,70,61,79,81,11,69,28,72,60,41,65,8,66,75,84,84,67,8,79,79,77,27,77,13,16,38,82,80,23,6,20,80,36,81,42,70,83,32,43,82,18,13
65050101,80,20,80,9,69,4,10,19,79,70,50,69,69,0,53,0,69,0,0,0,79,59,0,89,52,0,80,0,54,0,0,0,70,60,0,69,53,2,40,0,48,0,0,0,46,47,0,65,59,0,53,0,54,0,0,0,30,19,0,100
65050301,79,31,74,14,74,71,20,20,80,60,90,47,70,59,55,55,55,55,5,5,30,45,10,60,65,74,30,52,54,61,30,11,80,70,9,68,69,25,42,15,59,20,31,9,80,87,11,69,54,19,34,26,59,20,37,20,62,59,23,72
65050401,41,70,59,70,60,69,58,68,69,40,89,20,89,19,80,0,9,0,0,1,100,99,5,0,35,74,16,61,20,6,6,75,100,100,5,0,60,14,1,1,53,1,0,1,90,90,1,0,59,20,0,1,11,1,0,0,65,79,14,80
65050501,70,51,60,29,70,31,40,31,46,49,80,55,75,60,56,5,65,19,0,0,70,75,10,60,30,59,45,35,49,26,54,55,55,73,46,40,50,55,31,55,51,54,39,44,31,35,31,66,60,40,60,21,56,35,30,10,59,56,35,57
65050601,69,60,60,20,81,19,10,21,79,81,70,30,70,80,70,0,81,11,9,10,80,81,10,11,17,80,21,83,6,2,61,84,100,86,28,0,40,68,39,40,38,39,61,40,62,61,69,21,54,48,42,44,59,22,42,34,42,57,1,59
65050701,74,18,74,30,87,29,7,22,100,88,84,74,79,7,79,0,83,7,0,0,97,99,9,13,30,70,80,60,70,20,20,10,100,100,11,1,15,69,30,59,41,29,70,58,35,37,71,55,69,11,66,20,69,1,0,0,74,66,29,0
65050801,70,61,89,40,79,60,70,70,90,79,11,60,90,41,71,0,70,0,5,0,100,89,0,91,31,39,59,60,41,40,61,82,80,70,0,60,100,54,73,0,89,0,0,0,95,75,0,60,79,9,72,0,59,0,0,0,36,24,0,72
65050901,80,40,64,40,74,45,30,45,69,69,40,54,90,31,69,0,89,10,10,0,79,90,30,70,41,60,50,56,55,10,30,59,80,80,60,60,71,34,69,11,90,4,0,20,81,69,40,70,58,32,39,41,60,0,9,55,31,43,59,78
65051001,69,40,71,30,69,30,30,17,61,59,61,30,39,19,40,21,30,21,70,19,59,49,20,31,41,70,39,40,39,20,59,40,61,68,29,17,39,20,3,58,40,19,57,20,53,49,20,71,39,25,32,28,41,21,60,40,23,18,16,19
65051101,79,79,92,51,90,78,28,1,100,79,92,29,40,56,69,0,60,0,0,0,93,78,0,69,24,88,99,76,28,77,74,80,100,95,0,23,28,82,71,89,96,77,71,34,37,57,80,98,79,78,74,43,71,65,22,66,28,84,19,79
65051201,81,29,56,10,88,32,20,19,79,69,60,59,87,10,60,0,68,0,0,40,79,59,10,68,31,70,30,58,21,21,30,78,58,61,9,40,20,58,31,59,30,0,0,19,31,40,20,80,58,21,30,0,61,0,1,1,20,30,59,90
65051301,60,41,83,21,76,11,24,20,50,20,71,71,66,16,69,9,78,10,8,5,73,51,50,93,50,39,56,56,60,15,14,57,45,46,61,70,25,23,25,46,47,4,59,79,7,5,32,94,56,30,56,37,60,5,13,33,14,17,65,76
65051401,70,41,69,10,81,8,65,0,92,84,69,31,88,63,70,3,72,0,5,4,81,80,54,64,65,77,59,61,83,10,5,44,39,59,65,11,30,72,29,82,31,11,56,79,1,9,75,7,72,30,59,12,66,0,3,27,20,66,73,67
65051501,79,40,59,10,61,20,22,27,69,59,40,40,90,21,80,10,79,9,20,1,91,90,10,20,71,31,40,14,70,10,8,19,78,70,18,30,70,29,30,10,72,12,11,23,59,70,11,62,23,78,25,60,27,18,29,16,76,64,69,67
65051601,81,30,90,9,80,71,20,9,91,60,31,20,89,10,61,0,78,0,0,0,97,97,0,1,35,70,47,55,58,1,0,59,28,56,0,29,27,71,33,65,32,1,3,55,71,27,0,68,19,81,29,74,66,0,0,73,59,37,11,61
65051701,80,36,60,10,81,25,16,20,79,70,60,53,96,69,80,0,89,0,0,0,86,85,54,66,57,59,61,10,74,9,3,11,77,63,79,77,75,66,67,10,62,9,11,11,77,75,59,79,89,59,73,0,82,0,0,0,61,66,35,76
65051901,72,49,68,11,82,24,36,19,86,70,22,18,91,74,87,0,94,0,12,0,91,94,0,15,84,74,69,0,75,0,0,2,88,80,0,10,78,72,74,0,89,0,0,2,80,69,1,36,74,68,68,0,71,0,0,0,37,34,69,34
65052001,74,19,70,27,78,21,25,12,90,69,75,31,90,74,30,20,80,19,10,0,80,74,61,10,84,77,76,31,75,4,14,21,76,79,15,10,72,36,28,22,31,12,11,31,40,26,24,71,82,22,43,24,70,25,13,10,25,22,67,67
65052101,80,40,100,9,100,31,17,21,90,69,74,74,88,22,60,0,78,0,0,22,81,100,0,79,81,87,76,38,84,8,0,0,100,90,4,35,77,37,55,0,99,0,20,0,100,82,0,66,65,36,18,0,81,0,0,0,68,42,0,68
65052201,70,60,70,3,75,31,34,25,71,60,78,33,80,80,75,0,77,8,5,1,79,76,0,23,39,62,54,31,54,0,21,40,60,61,20,49,45,58,50,6,67,0,29,59,53,44,25,71,66,19,55,16,62,3,22,22,36,32,75,72
65052301,84,64,59,19,81,52,60,32,70,46,37,43,69,31,69,9,79,9,9,9,81,79,0,90,40,76,59,58,58,64,43,60,66,86,38,72,68,81,59,43,70,21,44,58,71,91,66,81,36,41,39,58,68,30,48,18,37,70,79,92
65052401,69,79,79,20,70,31,40,41,79,69,81,11,100,21,75,0,93,45,34,0,95,95,0,25,88,89,75,3,86,4,9,6,88,84,0,28,78,40,28,5,75,8,10,25,76,60,1,6,94,25,65,1,79,2,3,7,67,39,74,33
65052501,70,60,75,32,72,42,26,22,68,55,77,80,80,72,91,5,82,31,4,3,85,87,6,4,33,61,43,70,47,0,0,75,70,70,0,0,69,59,63,0,60,0,0,0,78,71,0,17,45,45,55,37,39,6,0,57,45,23,57,56
65052601,79,38,79,6,80,40,7,30,60,41,80,22,80,30,58,0,89,0,0,0,89,90,0,1,36,54,42,59,37,15,26,66,96,86,0,0,73,21,60,5,87,1,0,1,90,78,0,1,72,27,64,25,75,0,38,8,73,63,0,3
65052701,40,36,58,30,65,21,20,21,76,54,63,66,46,60,56,24,10,3,14,8,31,78,2,81,60,67,59,36,69,18,10,30,87,88,30,70,20,64,13,68,25,13,15,35,27,63,65,82,24,73,22,63,22,0,2,59,25,67,61,86
65052801,85,23,83,10,94,10,10,10,97,64,52,19,90,11,94,0,89,0,5,10,100,92,0,0,92,31,78,0,90,0,0,0,79,68,0,0,96,7,95,0,96,0,0,0,77,69,0,56,95,20,86,1,84,0,0,0,79,57,0,60
65052901,80,65,75,31,79,16,15,30,89,69,80,20,79,74,69,9,75,10,1,0,84,88,10,29,42,70,40,57,45,9,20,59,68,60,35,30,70,69,61,10,61,5,10,20,60,61,9,20,60,29,60,24,73,2,9,5,67,69,73,84
65053001,89,60,70,10,90,45,10,25,90,71,79,55,64,60,60,9,89,15,10,6,74,95,15,25,76,77,80,15,81,19,12,24,80,87,22,18,55,17,69,25,69,9,11,12,70,64,21,69,71,37,64,27,61,10,0,27,67,64,62,30
65053101,80,31,80,0,79,0,21,6,89,33,20,26,75,20,79,0,80,0,0,0,89,81,0,79,23,68,68,16,38,0,0,69,77,90,8,22,89,19,83,1,76,0,0,0,85,82,0,22,82,18,76,0,63,1,0,0,77,44,0,7
65053201,47,78,59,31,40,64,60,61,82,69,89,73,60,30,40,21,43,0,0,0,80,59,39,40,44,55,45,55,47,29,9,55,78,67,21,17,58,33,56,2,62,3,3,9,60,65,2,10,45,26,29,2,41,1,26,2,22,8,5,76
65053301,79,65,70,18,87,1,22,11,86,77,89,57,76,40,57,7,58,1,1,1,65,70,1,33,67,54,56,5,63,4,4,2,72,71,48,39,62,54,56,9,54,0,0,3,80,67,11,57,18,62,9,81,25,2,31,74,44,23,94,67
65053401,79,41,75,30,85,35,40,10,93,80,40,20,90,20,60,0,89,0,0,0,100,99,0,10,100,60,60,0,89,0,0,0,55,40,10,55,92,31,40,0,79,0,0,0,31,30,64,35,81,12,25,0,79,0,0,0,5,44,10,20
65053501,90,30,59,11,80,30,21,20,80,69,59,80,80,10,40,0,69,0,10,0,60,81,0,90,41,60,20,60,60,20,11,80,80,61,9,60,79,19,55,10,71,0,0,10,70,41,0,41,89,10,79,0,90,0,0,0,29,30,70,60
65053601,69,89,80,65,71,90,70,54,89,41,100,50,45,40,19,9,54,20,48,0,56,59,0,71,30,60,41,54,47,53,48,63,81,79,0,41,60,21,9,0,58,56,21,0,59,24,0,91,44,43,40,40,59,42,32,9,21,40,58,61
65053701,70,31,80,20,60,0,69,21,90,79,30,80,90,70,71,0,80,10,10,0,80,79,10,53,35,78,74,58,83,13,71,60,72,44,27,22,86,89,74,41,80,10,8,16,78,69,62,16,80,27,60,11,95,3,11,0,59,27,19,33
65053801,83,69,89,16,69,12,40,20,86,48,61,83,60,30,60,26,55,0,53,0,71,60,19,85,54,60,53,64,54,14,30,58,39,43,24,29,59,41,54,43,57,5,19,15,44,52,7,63,46,24,47,34,45,7,46,30,37,3,20,100
65053901,79,61,59,23,76,66,56,32,59,31,65,58,70,33,66,6,70,7,2,4,50,42,17,74,67,79,73,75,69,20,16,70,77,72,18,26,31,78,32,66,70,13,19,80,31,15,12,76,63,20,46,22,66,14,17,25,23,18,23,74
65054001,70,30,80,70,80,70,60,60,89,31,90,89,69,30,71,0,60,10,10,0,81,31,0,81,36,58,61,66,38,14,35,73,71,21,17,47,70,94,80,37,74,11,0,27,72,27,27,43,69,38,43,36,56,0,27,2,28,23,30,18
65054101,70,69,100,23,79,33,6,21,100,75,98,85,90,91,99,0,85,16,0,0,100,98,6,6,35,86,71,66,74,2,4,57,99,99,0,1,100,100,95,0,88,0,0,0,97,89,0,0,82,84,91,0,84,2,1,1,80,92,2,22
65054201,71,49,85,10,75,3,45,4,89,89,6,35,94,9,49,0,89,0,3,0,79,89,51,52,49,54,52,52,52,0,9,68,75,92,3,6,82,71,53,0,87,0,0,0,77,73,50,59,78,44,44,0,65,0,0,0,39,48,5,69
65054301,81,30,70,30,80,30,21,20,76,70,41,31,89,1,40,0,100,0,0,0,69,80,0,59,79,21,70,0,87,0,0,0,81,86,0,19,87,18,40,0,88,1,1,0,80,70,7,5,100,0,52,0,94,0,0,0,70,72,10,66
65054401,79,8,66,4,85,6,12,11,80,81,10,32,78,3,1,0,64,0,0,0,100,96,5,21,41,4,3,3,70,0,0,8,93,77,0,9,75,5,0,0,44,0,8,6,92,93,0,6,85,2,0,0,62,0,0,0,82,69,87,65
65054501,53,59,79,20,58,31,43,10,79,80,20,11,90,59,52,2,85,0,0,0,80,82,4,3,53,41,4,8,53,2,4,9,53,50,53,14,35,68,50,55,26,3,56,54,84,87,9,43,57,52,45,53,56,11,23,53,45,33,80,60
65054601,60,40,71,20,90,20,10,10,89,80,11,61,90,59,100,0,89,0,0,0,100,90,0,10,10,72,21,72,40,9,49,80,97,90,0,0,40,30,52,40,53,0,6,60,30,19,0,80,48,30,53,48,53,10,49,41,31,30,55,90
65054701,69,33,53,17,70,55,31,49,71,60,31,61,72,20,52,15,52,50,23,14,73,77,7,70,53,31,52,29,53,14,7,30,78,79,1,69,34,25,38,34,36,12,9,9,57,79,17,41,49,62,26,32,52,22,16,29,31,48,62,56
65054801,53,45,61,54,40,39,71,11,81,67,40,29,70,30,53,8,54,9,52,4,90,88,0,32,68,32,56,3,56,5,54,25,85,78,0,2,62,29,60,20,58,0,57,10,93,84,0,37,61,34,62,0,43,0,58,4,82,74,0,67
65054901,30,20,67,78,29,30,42,62,79,59,58,73,20,39,65,69,31,0,61,20,77,83,9,69,59,68,61,26,59,22,11,34,88,86,33,59,57,84,64,61,74,17,32,60,61,100,60,61,36,61,33,59,36,1,43,57,38,73,35,40
65055001,94,37,79,15,97,44,5,14,98,70,80,44,83,19,62,0,82,5,0,0,100,95,14,71,89,36,59,18,71,0,0,6,73,78,16,69,73,20,45,10,79,0,0,7,66,43,0,71,21,38,0,77,58,24,0,46,16,12,63,86
65055101,70,40,20,40,70,18,70,20,40,41,30,40,70,30,40,30,71,0,60,20,70,70,20,60,68,61,60,30,70,0,41,41,91,71,0,30,30,60,56,69,40,0,10,68,79,61,0,59,10,70,21,70,31,2,59,79,30,20,69,60
65055201,70,69,79,30,70,40,31,21,81,41,80,21,69,69,70,31,70,1,30,31,81,70,60,79,31,78,25,56,70,0,17,32,69,69,90,23,72,70,63,12,64,0,23,22,77,73,74,21,68,61,59,17,65,19,25,39,70,63,75,40
65055401,74,55,70,20,70,30,21,53,70,60,70,10,53,47,21,8,70,0,10,1,64,81,10,20,73,66,54,24,55,2,42,4,55,77,46,26,76,69,45,45,69,2,1,2,97,75,3,59,73,15,53,23,56,1,6,2,82,69,31,56
65055501,70,75,70,59,70,65,43,45,53,49,60,53,41,53,41,0,55,0,20,20,55,53,0,69,53,54,53,0,53,0,0,0,66,70,54,23,41,30,26,0,52,0,0,0,39,28,58,65,28,54,27,54,31,0,0,65,13,14,74,82
65055601,75,58,70,5,70,56,40,10,69,59,31,31,61,70,91,0,70,11,29,0,91,88,0,0,43,74,91,73,56,60,55,70,64,63,5,5,46,46,42,59,47,42,31,55,30,25,37,10,87,59,63,1,77,24,36,3,43,61,13,69
65055701,69,31,70,21,60,60,61,31,70,46,61,69,39,29,59,34,30,57,71,36,61,60,35,64,27,65,41,40,35,43,57,70,63,63,43,64,40,27,39,39,37,38,64,53,35,37,60,68,58,34,53,47,53,40,62,38,38,31,56,81
65055801,99,41,91,10,91,10,11,10,70,74,60,9,100,20,59,0,90,0,9,0,70,70,0,59,79,80,64,0,70,0,0,11,60,60,11,66,59,40,20,21,59,0,0,0,30,30,10,80,89,73,71,0,100,0,0,0,31,48,70,53
65055901,56,67,67,29,70,48,54,20,89,94,62,68,86,70,97,0,88,2,2,0,100,100,60,62,30,53,60,58,48,57,35,56,58,45,7,88,33,28,14,70,18,14,23,69,16,21,59,97,38,23,31,66,23,37,47,41,36,41,71,89
65056101,60,51,48,57,60,70,65,56,79,80,55,61,80,61,59,31,70,60,29,0,89,50,60,10,52,70,71,61,71,70,19,39,91,69,70,21,70,30,19,10,50,41,61,10,65,60,21,76,50,60,39,60,40,61,60,30,60,71,70,35
65056201,41,60,62,35,60,24,59,63,90,74,85,59,65,35,40,29,60,54,40,30,89,95,10,21,69,79,61,36,58,43,56,44,69,71,64,26,63,12,34,15,34,17,30,32,56,72,46,73,68,35,62,18,60,18,18,10,70,44,20,64
65056301,70,30,79,26,74,44,27,37,59,63,56,66,80,18,47,11,83,13,7,8,55,61,4,73,56,26,63,45,72,6,9,19,78,64,15,68,46,28,60,37,56,13,21,32,56,41,15,68,42,15,49,28,54,16,54,36,21,35,10,88
65056401,87,55,53,46,89,55,21,49,54,40,59,60,21,71,41,40,30,55,60,8,42,35,2,85,46,38,21,14,45,35,45,17,57,32,11,65,46,14,19,14,18,15,30,11,18,3,13,87,13,5,14,65,0,3,33,67,0,0,83,100
65056501,80,25,86,17,80,20,12,20,82,74,20,59,90,15,82,13,75,0,17,0,92,90,10,70,86,21,85,13,79,12,11,14,87,87,7,68,78,14,84,10,76,0,0,5,100,80,12,73,70,19,28,20,62,0,0,26,70,85,16,81
65056601,87,31,90,0,96,0,0,0,85,69,35,30,89,39,69,0,89,1,0,0,100,90,0,0,40,41,67,26,74,2,2,8,78,76,3,14,79,16,60,59,89,4,0,42,62,80,13,30,100,10,58,0,93,0,0,11,10,29,10,76
65056701,70,37,52,38,66,22,16,40,78,67,43,52,80,70,80,11,80,5,6,5,82,85,2,50,58,75,71,24,71,6,28,17,82,78,15,30,68,70,69,30,66,13,14,28,76,69,27,60,71,38,62,23,67,13,24,18,60,61,42,69
65056801,80,26,78,15,78,60,20,15,68,68,63,42,63,25,59,33,61,22,22,19,55,59,38,89,89,59,72,25,75,21,18,11,65,67,34,43,57,47,65,37,70,46,33,35,42,38,39,95,42,57,58,53,56,35,47,57,28,31,59,85
65056901,94,49,76,25,94,10,10,11,100,81,64,44,89,19,60,0,90,0,2,0,87,81,1,72,88,13,52,17,85,2,3,3,72,85,3,65,86,27,52,15,75,4,0,2,61,63,62,85,85,23,39,16,68,4,4,7,63,57,11,88
65057101,70,61,58,39,85,9,31,21,88,77,88,80,79,22,53,31,63,9,5,23,79,70,4,68,3,84,26,79,25,8,49,86,44,60,72,43,45,30,39,13,45,8,9,21,31,22,15,97,78,31,37,37,53,45,35,45,39,41,37,41
65057301,41,20,60,9,69,79,40,10,100,69,21,80,59,0,18,0,59,0,19,0,89,100,0,59,70,0,58,0,57,0,0,0,90,98,0,51,41,31,0,41,9,0,10,60,80,78,0,89,60,21,31,41,48,0,4,0,69,67,41,79
65057401,89,59,70,10,100,11,7,4,80,31,40,60,89,40,59,12,89,0,5,11,33,59,11,63,69,31,61,0,65,0,0,0,56,42,13,70,30,19,29,69,40,13,39,70,19,20,21,87,75,0,0,0,83,0,0,9,0,0,0,82
