"partid","gen_valence","gen_arousal","gen_arouspos","gen_arousneg","gen_happy","gen_afraid","gen_sad","gen_angry","gen_motivat","gen_concentr","gen_timepr","gen_tired","pre_valence","pre_arousal","pre_arouspos","pre_arousneg","pre_happy","pre_afraid","pre_sad","pre_angry","pre_motivat","pre_concentr","pre_timepr","pre_tired","mid1_valence","mid1_arousal","mid1_arouspos","mid1_arousneg","mid1_happy","mid1_afraid","mid1_sad","mid1_angry","mid1_motivat","mid1_concentr","mid1_timepr","mid1_tired","mid2_valence","mid2_arousal","mid2_arouspos","mid2_arousneg","mid2_happy","mid2_afraid","mid2_sad","mid2_angry","mid2_motivat","mid2_concentr","mid2_timepr","mid2_tired","post_valence","post_arousal","post_arouspos","post_arousneg","post_happy","post_afraid","post_sad","post_angry","post_motivat","post_concentr","post_timepr","post_tired"
64000401,67,44,72,34,61,15,36,16,65,58,55,81,55,38,12,9,59,5,16,4,64,66,43,62,47,57,12,10,44,5,5,6,59,72,7,84,40,61,15,9,48,2,4,7,48,62,7,93,44,70,4,34,50,0,9,15,6,82,21,96
64004701,10,29,11,81,25,69,84,67,19,30,80,62,36,33,16,31,35,31,50,7,70,80,24,19,39,29,38,27,34,13,43,12,32,32,13,40,11,64,0,80,12,37,80,91,20,30,30,20,25,19,6,17,24,16,76,24,31,73,29,19
64006401,20,39,54,53,56,19,56,41,71,54,30,59,74,29,20,30,47,18,39,10,69,59,19,61,19,69,16,75,34,33,15,79,63,82,63,30,55,80,41,57,54,7,26,22,71,88,70,18,41,61,18,64,36,20,38,56,63,91,21,11
64006901,82,41,73,17,72,29,31,16,82,75,27,29,29,67,60,39,59,0,62,64,69,63,16,40,53,33,55,31,56,3,3,38,71,54,21,25,54,45,51,30,48,0,0,37,49,10,23,55,53,31,57,24,64,0,0,35,38,37,38,67
64007901,59,36,80,14,63,0,21,10,66,40,31,37,60,39,39,0,49,0,0,0,69,61,29,71,60,59,60,0,40,0,0,0,65,80,31,10,30,72,42,58,47,0,2,59,43,39,57,44,49,30,62,0,55,0,0,0,31,29,0,74
64008701,46,18,66,48,55,54,57,26,44,75,25,60,41,20,52,36,41,37,47,5,90,100,4,43,59,38,56,38,45,26,37,43,74,76,31,40,56,42,36,37,44,18,44,13,64,63,16,55,54,32,57,38,55,21,29,5,65,66,24,36
64011501,85,59,82,20,85,18,17,21,76,79,65,22,68,40,66,26,74,27,20,28,69,73,13,82,78,70,68,28,69,17,24,36,77,81,63,25,83,58,58,23,79,17,12,21,66,74,60,29,61,63,55,41,71,0,8,20,43,61,68,71
64015601,75,25,74,40,69,60,24,21,70,74,79,69,20,29,60,10,29,20,69,30,66,70,10,69,69,22,60,10,49,5,29,20,88,85,12,61,74,20,59,11,60,4,26,8,77,83,11,13,55,55,34,42,31,10,60,34,39,47,64,59
64016901,61,54,66,35,67,9,34,6,76,64,70,75,83,25,68,0,81,0,0,0,84,88,0,68,89,87,71,13,85,0,11,19,75,28,11,81,62,70,64,33,58,1,4,10,30,79,37,78,57,76,32,62,36,4,1,58,28,38,63,93
64018301,83,58,70,31,74,30,20,30,60,60,79,69,69,40,59,0,100,0,0,0,59,69,0,71,80,41,31,21,79,1,0,9,70,61,0,80,80,39,42,0,89,0,0,0,69,40,0,40,70,40,44,11,77,0,19,0,72,71,0,67
64020401,80,9,70,25,90,22,0,0,100,91,90,61,20,68,40,49,60,32,31,60,69,90,50,58,40,60,41,50,47,47,61,54,79,70,46,55,75,59,59,41,62,10,41,31,70,80,20,60,40,24,44,39,27,39,34,61,73,73,58,65
64020501,82,57,84,18,81,24,16,18,75,37,66,69,75,16,57,0,77,0,4,5,33,37,40,87,36,59,56,44,45,0,7,41,49,56,23,58,28,31,27,61,37,0,48,63,23,21,35,86,65,15,67,13,78,7,15,13,34,71,66,45
64021901,52,40,42,48,49,56,55,30,54,46,60,73,61,30,1,0,15,5,5,0,70,77,14,60,42,44,7,56,37,25,43,45,55,53,53,65,36,37,0,27,0,0,0,44,40,31,48,90,46,49,3,38,3,15,42,42,28,22,76,88
64022901,66,24,56,20,81,0,0,10,60,60,6,75,70,25,59,31,89,0,21,10,70,60,31,75,32,11,41,58,66,4,10,37,65,62,0,60,67,32,54,27,86,10,2,15,68,68,7,71,56,28,50,19,78,9,14,10,60,71,11,75
64025601,59,60,61,43,55,41,48,47,59,37,52,47,56,57,65,32,65,22,23,39,76,75,12,60,55,40,58,38,58,33,33,60,58,57,32,46,55,56,59,45,55,30,63,32,55,67,29,66,37,59,38,40,60,26,34,63,7,37,93,64
64026901,72,37,100,9,91,0,8,0,84,61,59,37,63,31,71,0,75,0,0,0,100,100,0,78,63,70,72,20,76,0,0,7,95,100,37,74,83,70,64,0,77,0,0,0,79,79,25,72,95,82,90,0,93,0,0,0,78,90,14,79
64027801,30,59,59,60,40,0,70,60,80,61,31,30,30,59,35,60,40,0,61,59,72,71,11,29,42,72,44,64,46,9,42,67,69,69,5,19,41,58,39,55,30,0,61,61,57,60,13,67,42,41,43,25,25,2,34,34,38,62,23,59
64029901,71,59,59,41,69,79,20,39,60,79,70,69,69,61,61,40,71,41,10,10,79,88,79,10,80,54,59,6,75,17,10,12,81,80,85,9,80,39,59,9,79,20,10,19,79,79,78,11,58,32,32,25,66,28,36,32,40,46,75,60
64031301,80,55,90,1,71,70,21,31,100,80,30,10,100,0,0,0,79,0,0,0,69,100,0,11,89,81,80,0,80,0,0,0,100,100,0,0,80,20,47,9,78,0,1,1,100,98,0,10,60,52,54,0,71,0,0,0,80,80,0,39
64034901,70,80,69,10,89,20,40,21,90,89,60,31,100,30,80,0,69,1,9,11,100,89,0,70,20,89,10,80,0,11,30,99,91,78,10,29,69,90,30,80,20,0,9,80,70,21,10,90,91,31,68,9,80,1,1,9,79,90,0,31
64036201,88,35,65,19,88,20,7,4,96,82,25,21,65,15,30,3,64,0,0,0,68,64,9,66,36,41,23,73,40,0,13,65,40,43,32,59,78,29,56,14,65,0,0,0,64,76,4,23,85,12,48,0,75,0,0,4,57,78,6,41
64036701,82,6,42,2,90,8,17,8,70,74,66,24,69,39,64,22,79,27,21,15,72,80,21,21,0,77,0,95,17,29,85,97,27,90,28,30,69,21,59,40,74,12,4,33,87,66,17,30,98,15,73,28,100,21,18,7,100,100,13,17
64037701,75,30,69,30,65,25,40,45,60,65,30,39,74,64,59,15,69,24,20,30,44,60,53,59,64,69,75,40,73,27,20,30,70,72,53,74,70,55,74,26,63,24,25,40,74,89,55,40,38,83,41,59,33,49,46,59,67,74,80,54
64039601,49,41,44,35,53,44,36,21,71,55,16,46,54,35,44,21,50,25,10,9,89,80,2,13,59,43,58,19,55,21,12,2,87,80,4,12,53,55,52,57,53,11,12,57,52,56,10,23,43,59,38,60,43,39,36,57,36,32,55,60
64042701,31,59,60,58,38,30,59,60,100,41,100,100,40,19,60,0,40,0,28,59,100,99,20,80,11,79,61,72,30,43,41,69,67,98,18,99,39,28,40,69,41,0,40,69,28,30,31,87,59,41,59,42,62,28,41,37,40,70,59,72
64046301,89,29,69,31,89,11,11,10,89,69,10,60,79,11,53,0,89,0,10,2,89,79,0,21,83,10,53,0,62,5,0,0,82,81,0,28,69,9,58,1,78,0,0,0,70,63,1,19,89,0,22,0,74,0,0,0,70,68,0,8
64047801,80,39,50,31,79,59,0,30,80,90,100,41,60,20,54,0,59,0,0,1,89,100,10,11,19,68,61,50,49,0,9,70,70,99,0,30,24,59,13,60,40,0,31,67,42,39,90,70,54,30,38,45,53,0,46,43,89,67,100,62
64049601,79,61,55,10,69,20,47,20,69,70,39,29,58,20,30,0,46,0,21,0,69,68,0,69,69,70,44,0,55,0,0,0,75,70,1,25,46,2,2,1,41,0,38,0,19,17,0,77,62,29,61,3,58,20,42,1,64,69,3,15
64049701,68,76,78,40,61,20,33,24,74,6,87,67,86,63,74,0,68,0,0,0,86,74,1,10,28,63,33,72,32,0,0,68,83,86,0,0,64,22,58,0,65,0,0,0,85,91,0,0,65,26,64,0,71,0,0,34,74,64,0,72
64051301,79,30,70,20,79,15,31,12,79,70,21,29,80,30,69,0,83,10,0,0,89,80,9,60,64,70,79,10,70,9,10,19,79,81,0,29,71,30,60,1,79,11,0,1,60,59,2,69,78,22,69,0,85,9,0,0,60,59,0,29
64051501,80,69,80,19,79,20,30,41,70,40,59,50,80,59,81,29,81,11,0,21,61,50,20,70,69,60,61,31,81,0,20,44,41,42,55,70,79,66,60,11,79,0,20,15,35,41,41,74,78,33,39,39,78,0,0,22,25,22,39,75
64052901,88,69,59,8,94,60,9,20,95,70,58,0,100,42,73,1,90,1,1,1,98,100,56,1,59,58,54,58,70,56,9,69,100,94,9,1,38,67,42,59,42,61,60,67,80,80,60,9,69,42,49,11,75,58,30,42,88,62,33,39
64053701,96,20,100,42,99,41,0,0,100,90,74,0,73,19,0,0,11,0,0,0,80,89,0,1,66,55,12,0,39,0,2,21,66,82,29,11,56,58,56,31,41,0,0,0,79,86,11,11,59,17,0,0,41,0,0,0,63,59,24,61
64055001,80,29,79,6,100,69,0,5,81,67,70,69,88,70,69,10,78,0,0,0,79,91,0,60,86,89,73,11,87,0,10,59,82,100,1,59,34,69,28,76,41,63,60,74,42,64,0,88,80,25,61,0,81,0,0,0,29,35,0,82
64056701,70,50,60,40,71,20,21,60,92,41,66,50,81,10,34,19,49,4,0,41,15,89,0,100,80,0,38,15,71,0,22,18,54,55,23,94,77,21,47,13,78,0,17,12,71,68,13,13,68,26,38,21,57,18,14,23,66,66,18,29
64057101,90,10,84,0,84,17,7,8,81,76,17,17,88,12,79,3,87,5,0,1,83,90,10,73,69,30,70,1,79,0,4,0,71,68,19,79,85,9,81,0,86,0,1,0,65,68,7,84,89,11,72,0,82,0,0,0,28,59,12,79
64057201,79,69,65,20,79,20,69,41,30,58,100,55,79,31,61,10,80,20,10,10,20,79,0,70,39,61,41,52,60,10,19,60,6,20,5,81,58,55,35,54,59,23,56,56,15,30,44,69,11,80,34,73,19,0,77,77,0,0,39,100
64057901,86,29,67,7,84,65,32,7,80,54,28,45,70,20,30,0,58,1,0,1,46,46,1,96,46,64,44,53,60,1,38,60,44,59,41,73,68,54,31,1,65,1,1,0,47,44,16,76,66,42,43,7,77,0,1,40,47,46,87,73
64058101,70,43,69,52,66,15,11,53,19,40,34,64,79,33,76,11,75,1,6,1,70,66,24,54,61,53,74,17,74,0,6,6,84,76,0,26,75,32,65,11,76,0,0,0,86,72,3,20,51,69,40,69,49,30,31,31,82,78,0,61
64058701,69,41,54,30,53,60,45,31,69,57,56,73,30,29,40,59,30,60,69,29,61,69,30,61,31,58,30,56,30,11,39,54,31,28,9,59,68,29,46,7,53,5,30,11,28,31,9,40,69,10,47,1,31,0,10,1,48,30,4,77
64059001,69,59,69,25,60,9,10,16,71,76,23,30,79,58,58,20,61,23,9,9,74,73,31,49,62,66,55,20,56,16,6,6,78,77,38,38,64,63,56,20,52,16,22,8,65,71,54,39,61,54,58,39,59,8,6,8,62,61,39,61
64060701,74,27,81,23,82,29,7,13,74,72,67,20,81,14,42,15,93,9,12,7,86,65,14,42,73,32,59,18,81,25,26,25,71,63,28,43,77,28,55,39,74,28,21,37,56,58,30,64,61,34,36,52,74,25,34,60,56,56,28,81
64061701,81,60,79,40,90,30,60,31,70,60,41,60,100,69,60,0,90,0,0,0,100,69,0,60,91,90,80,10,69,11,0,10,89,89,0,0,56,39,41,40,40,0,11,20,53,40,0,89,58,59,59,41,59,0,0,29,20,31,70,69
64061901,79,75,74,18,80,24,24,20,73,68,90,55,70,26,66,65,54,6,0,0,85,100,0,7,36,86,24,87,42,60,4,84,82,34,47,30,65,80,33,63,67,29,24,31,71,77,36,95,73,13,49,8,69,10,4,8,90,93,10,97
64063501,75,25,82,39,81,31,20,38,29,31,31,60,74,22,30,29,70,9,11,10,28,30,50,84,50,69,55,60,55,8,16,56,23,29,0,61,80,68,53,8,69,0,20,13,60,80,29,29,64,30,18,16,70,0,17,0,21,0,71,72
64063601,80,61,60,60,70,90,60,40,89,80,30,10,89,10,71,0,78,0,0,0,100,100,0,0,11,80,20,80,20,0,69,74,100,6,70,81,76,11,77,10,100,0,0,0,0,9,89,100,0,100,9,100,8,0,0,100,0,9,100,100
64066601,55,30,55,45,56,25,41,18,28,31,69,90,59,29,47,45,54,27,41,40,29,31,67,80,71,62,66,46,67,62,40,39,16,46,59,89,35,29,34,70,55,54,48,44,11,3,65,99,0,27,23,88,19,9,21,76,14,18,100,81
64067701,84,65,73,0,74,10,0,1,69,66,67,50,81,54,76,0,78,0,0,0,83,90,53,25,82,53,53,0,62,0,0,0,80,80,52,40,64,53,55,0,64,0,0,0,69,71,53,39,63,30,37,0,63,0,0,0,48,58,0,40
64068201,89,19,89,0,90,21,0,10,90,90,11,11,79,10,69,10,69,0,0,0,80,79,0,19,59,61,79,0,70,0,10,30,81,61,0,39,69,30,69,19,69,0,1,19,69,59,30,41,70,29,60,20,61,0,11,30,71,58,0,68
64069001,79,69,77,19,90,59,0,0,79,80,79,80,89,29,89,0,80,0,0,0,91,90,0,21,89,59,89,19,89,0,0,0,90,91,0,11,88,9,79,0,89,0,0,0,80,81,0,30,86,12,70,0,80,0,0,0,88,71,0,60
64069401,89,39,60,23,88,20,19,26,92,81,77,25,69,61,53,21,58,10,20,12,81,79,53,38,43,46,22,53,42,8,13,57,59,66,35,42,52,55,54,33,54,12,10,17,69,58,41,53,61,38,61,20,57,9,13,11,56,30,29,55
64069501,47,23,47,46,60,47,44,41,58,55,67,65,58,66,35,23,57,56,23,27,55,77,66,80,30,70,27,74,46,36,35,70,59,68,25,46,37,24,30,66,39,57,42,79,42,44,61,36,61,32,59,35,57,31,41,40,40,60,60,61
64069601,67,49,74,28,67,27,36,25,70,40,43,65,87,46,67,1,81,20,2,4,78,75,3,60,44,74,36,56,27,0,39,64,32,40,43,76,45,53,24,62,47,1,5,73,8,14,12,16,86,9,71,9,76,15,14,9,41,78,65,36
64070201,85,54,85,11,85,16,31,12,90,80,65,39,94,40,65,3,90,2,3,11,86,90,2,24,76,55,61,40,86,0,0,38,65,69,31,55,77,63,70,17,87,1,0,8,82,80,0,71,29,39,40,66,31,0,0,73,16,39,3,68
64070601,90,35,71,10,89,20,7,20,70,70,0,11,70,0,50,0,70,0,0,0,79,81,0,20,41,41,80,9,69,0,0,11,100,100,0,0,69,58,49,9,59,0,0,10,71,70,0,25,81,0,35,0,61,0,0,0,43,28,0,9
64071401,72,31,63,23,66,79,59,34,66,33,10,22,82,13,69,6,70,0,12,0,72,78,14,9,70,83,77,59,69,0,0,57,80,70,65,0,56,60,24,54,58,0,0,14,30,39,40,67,35,62,37,61,56,0,0,64,39,66,71,73
64072601,20,40,60,41,59,69,40,60,70,69,69,69,30,39,61,60,43,41,69,69,62,68,38,79,53,56,58,66,70,37,41,53,69,65,66,68,30,72,38,38,41,36,33,71,27,34,67,69,71,60,40,48,65,40,33,63,63,65,81,30
64072701,53,11,42,4,78,9,21,16,53,42,11,53,53,23,44,5,45,4,23,11,46,44,16,58,53,53,53,17,56,8,12,11,48,46,29,63,41,0,11,0,20,0,21,1,31,30,0,100,61,59,63,33,57,13,0,20,36,39,61,56
64072901,94,35,92,0,100,0,2,2,85,72,37,56,90,22,75,0,88,0,0,0,100,100,0,60,78,73,79,0,100,0,0,6,88,98,0,71,89,66,27,9,75,0,0,18,81,70,0,69,91,91,74,14,2,0,0,4,91,85,0,7
64073001,79,62,67,34,75,1,19,19,99,83,50,30,79,21,21,1,71,0,10,1,84,90,0,10,49,40,10,30,70,0,10,21,62,69,8,31,59,1,28,30,52,0,10,19,40,41,20,68,65,62,34,22,59,12,14,29,42,38,90,60
64073201,42,60,40,60,30,51,59,69,1,49,69,70,29,40,1,60,0,60,60,51,29,40,19,59,70,36,1,13,14,19,38,64,64,55,0,48,41,52,1,71,4,14,59,65,49,64,1,64,31,74,0,63,13,1,63,65,33,65,76,65
64073501,89,30,89,10,100,11,0,10,90,89,30,10,90,10,79,0,90,0,0,0,90,90,20,10,89,31,70,0,80,0,0,0,89,89,20,11,89,41,74,12,89,0,0,0,90,75,12,20,91,9,75,0,90,0,0,0,89,83,11,30
64075601,84,31,70,13,99,0,12,14,88,91,16,11,76,38,66,7,65,7,6,5,97,92,7,64,42,65,63,45,60,11,5,59,85,82,7,22,41,65,27,59,39,14,21,58,38,26,30,75,74,25,73,20,74,23,14,24,65,70,18,17
64075801,69,60,70,14,79,40,16,9,79,47,58,80,34,39,25,11,59,27,8,30,63,34,4,79,37,93,29,78,26,13,40,61,70,36,21,88,28,30,23,22,28,38,18,64,18,16,14,100,80,37,68,24,73,20,26,19,23,62,6,67
64076301,85,65,76,30,86,41,20,23,63,60,16,17,70,62,58,6,61,3,10,6,72,73,11,23,70,59,57,13,64,4,6,36,67,70,5,18,81,56,56,10,60,8,5,10,69,72,8,8,63,42,58,6,71,7,16,9,62,66,20,10
64079401,80,9,83,19,79,29,30,10,79,79,31,79,65,19,26,0,70,1,1,0,78,69,68,79,38,30,42,38,60,0,1,41,69,72,64,66,34,70,38,69,33,0,0,65,64,64,42,34,63,62,61,35,62,0,1,36,42,36,69,41
64079601,70,80,60,38,71,39,28,31,90,90,85,70,74,60,59,10,66,26,8,2,70,65,20,71,71,78,61,37,70,24,9,40,79,71,30,69,60,23,70,37,60,15,22,23,67,40,11,65,62,11,42,16,64,20,38,19,61,37,22,82
64079801,79,29,65,10,77,29,14,23,79,70,49,68,20,19,30,63,31,67,72,62,73,80,2,66,58,39,38,50,47,40,57,51,69,71,28,57,39,30,41,41,60,39,58,54,60,41,29,56,50,34,43,42,58,36,57,40,37,40,32,58
64080101,96,19,95,10,92,0,3,6,80,69,30,14,90,18,62,0,90,0,0,0,69,80,0,40,81,14,51,0,91,0,0,11,62,58,0,5,92,15,50,0,93,0,0,6,66,61,0,8,92,10,44,1,100,1,0,2,52,38,0,22
64081701,76,40,65,18,79,28,57,12,76,78,57,49,77,56,68,6,56,3,38,6,88,70,33,68,18,56,32,64,46,11,58,64,29,35,62,69,45,26,61,67,36,31,29,37,97,89,10,40,58,65,46,20,88,10,62,7,25,26,9,81
64082001,60,46,57,30,65,23,20,42,68,54,76,56,66,42,45,0,69,24,14,2,68,65,16,40,54,57,45,30,58,20,21,22,63,64,16,29,44,57,45,53,36,16,41,54,55,43,46,41,53,38,46,20,55,14,28,19,59,46,20,56
64082301,80,40,78,10,84,6,45,26,92,75,57,62,73,43,42,0,57,0,43,5,97,89,0,59,27,70,36,65,53,0,53,74,87,96,40,10,79,40,54,47,60,0,54,10,77,91,3,64,76,68,61,3,58,0,19,0,85,95,25,88
64083001,70,21,60,20,60,80,31,11,60,60,30,70,75,30,53,10,60,31,22,0,78,71,2,70,39,39,49,36,55,21,16,62,47,49,0,80,54,16,13,15,54,4,2,3,39,42,2,97,44,7,20,10,49,0,1,4,36,46,2,100
64083901,70,30,61,20,65,31,61,40,61,70,50,80,60,30,30,19,60,60,30,29,40,60,10,80,71,56,71,41,70,20,20,39,60,71,30,30,70,59,30,30,61,39,19,0,30,31,60,60,49,41,41,61,41,58,21,30,22,33,18,79
64084601,81,39,60,29,79,60,21,31,80,71,40,60,80,30,59,1,69,0,0,0,59,90,0,20,60,59,64,55,59,0,20,65,54,60,2,72,60,59,60,38,67,20,29,64,41,29,20,76,69,63,27,27,64,0,30,67,20,21,69,68
64085501,30,20,69,45,69,20,70,21,41,42,39,71,69,69,69,10,20,10,30,9,80,60,21,66,69,74,76,25,40,20,63,25,68,66,61,45,69,77,64,21,63,16,23,12,69,71,40,43,46,62,64,30,35,24,17,35,29,30,31,31
64086301,39,59,63,62,52,36,40,47,64,69,88,73,60,43,56,7,60,14,6,9,61,82,27,34,22,56,29,59,49,11,54,57,56,61,28,46,28,69,41,69,42,14,57,80,40,32,53,25,55,54,39,55,46,35,16,56,12,20,64,65
64088601,70,40,60,10,80,0,9,0,70,70,29,50,60,20,53,0,70,0,0,0,60,70,0,30,70,60,53,0,68,0,0,0,81,77,0,66,78,40,60,0,80,0,0,0,75,90,0,43,55,54,53,0,58,0,0,0,54,59,37,48
64089401,80,41,59,21,80,60,20,21,59,50,30,60,70,40,48,40,80,11,0,0,60,59,38,79,80,31,60,28,67,31,16,9,69,59,40,77,57,60,59,16,62,25,18,20,65,43,20,64,69,31,37,28,69,32,25,34,45,42,32,62
64089701,55,49,46,54,60,39,42,57,41,45,39,70,61,55,61,37,46,39,8,39,61,60,39,60,61,73,74,0,49,0,0,51,75,65,0,50,44,72,35,38,39,0,0,0,46,43,0,80,76,86,21,82,100,0,52,88,0,0,0,100
64090101,90,60,80,12,81,31,21,20,90,80,30,20,81,30,69,11,71,9,9,11,81,90,10,20,70,71,68,20,73,8,15,18,78,77,23,47,60,69,49,23,60,13,18,29,73,65,53,33,77,41,57,11,70,21,10,4,70,79,17,53
64090301,75,15,38,20,79,20,22,20,78,89,19,61,89,23,23,8,88,2,9,13,69,79,1,74,79,51,61,37,76,4,7,32,86,87,7,7,71,50,52,24,75,8,11,20,71,75,13,19,79,65,68,15,81,0,14,0,77,77,33,33
64090901,69,70,79,31,74,44,32,31,65,40,51,44,80,39,66,21,74,17,14,12,68,84,34,20,34,36,28,66,43,25,37,64,71,69,33,44,60,18,40,18,82,7,7,32,60,33,34,75,9,30,24,68,22,6,35,79,27,17,33,85
64092901,80,10,49,0,68,19,19,0,60,60,0,30,70,10,53,0,85,10,10,0,68,69,0,20,89,8,65,0,85,0,0,0,76,66,0,22,89,22,60,0,86,0,2,0,60,63,0,32,70,43,47,14,55,0,4,4,40,10,21,77
64093501,80,49,79,10,79,40,19,20,90,79,10,71,81,30,71,12,51,0,11,1,69,71,1,65,57,14,20,19,20,1,10,11,21,31,1,80,57,0,1,1,60,0,2,2,24,13,16,90,60,0,21,0,57,0,1,0,10,18,0,91
64094201,79,30,83,20,93,11,11,10,70,42,39,50,100,10,90,0,89,0,0,0,79,95,0,0,26,62,42,57,32,0,43,56,90,69,10,0,85,39,52,0,80,0,0,10,86,79,0,11,78,21,10,11,80,0,0,0,58,40,0,60
64096601,81,31,60,31,70,39,0,0,81,71,41,11,71,60,60,0,73,0,0,0,89,72,0,8,78,62,61,0,70,0,0,0,89,60,0,0,31,61,54,0,53,0,1,71,80,78,0,0,62,21,40,0,60,2,0,0,39,60,0,59
64098201,80,49,59,40,81,11,21,19,61,79,10,58,59,60,41,0,60,0,11,0,90,61,1,69,1,90,0,91,12,0,20,87,3,0,0,39,31,2,0,1,23,0,20,9,29,40,1,98,0,79,0,77,0,0,1,73,21,27,24,76
64099201,84,31,69,8,81,21,20,12,80,88,57,30,40,33,12,34,38,32,70,12,63,46,0,71,60,58,59,16,41,20,43,0,69,47,12,31,44,32,31,34,30,18,64,31,61,62,9,43,61,20,40,26,44,0,61,0,76,75,12,27
64100101,79,30,40,60,80,80,30,60,50,29,61,89,70,20,40,10,80,10,0,0,60,50,20,70,70,59,40,40,60,41,0,39,40,40,50,41,59,40,1,9,61,9,11,1,29,20,60,61,50,30,51,0,59,0,0,0,30,19,70,70
64100701,66,18,58,9,65,4,15,11,63,69,31,64,41,13,13,10,12,12,3,11,21,25,10,78,33,68,29,31,18,11,10,37,55,34,12,26,56,58,9,67,18,15,22,60,25,36,27,25,70,33,14,22,28,13,15,24,25,17,72,66
64100901,70,62,60,62,60,39,39,63,39,80,60,79,70,40,62,30,70,31,31,30,80,69,60,39,44,71,58,72,39,31,42,72,67,67,70,47,59,43,40,31,57,28,36,61,46,60,43,71,61,40,40,40,60,22,45,41,31,25,28,23
64101101,71,41,65,30,80,65,40,19,75,79,59,19,79,29,59,0,75,0,0,0,85,80,21,10,70,60,59,0,70,0,0,0,69,70,0,0,65,25,50,0,70,0,0,0,80,80,0,10,70,35,34,0,66,0,0,0,64,65,0,55
64102101,79,56,76,20,91,28,21,21,83,79,7,16,86,31,70,11,89,0,0,12,93,90,8,22,66,21,68,14,84,5,9,19,82,79,20,61,89,14,59,8,86,0,0,4,78,77,2,67,88,25,68,0,92,8,0,5,80,81,0,69
64102401,58,35,65,37,61,63,42,26,54,42,27,49,69,18,67,0,66,0,0,17,71,74,2,53,72,27,67,23,63,5,3,8,70,77,1,62,98,5,89,0,92,1,2,2,79,72,2,62,66,56,67,32,76,35,16,58,35,36,58,63
64102801,85,75,90,9,90,5,10,10,90,80,70,60,80,20,70,0,80,30,0,0,90,70,0,65,70,70,67,0,75,0,0,0,78,60,20,89,59,59,60,0,60,0,0,0,59,44,40,94,85,15,70,0,89,0,0,0,69,74,69,65
64103301,62,29,61,38,69,76,39,35,69,72,58,59,57,64,37,63,53,35,20,58,42,59,58,30,5,66,18,76,28,15,38,74,37,33,68,74,58,35,23,20,50,29,17,17,33,36,28,77,60,42,53,20,65,15,29,32,26,65,18,79
64103801,40,31,59,20,58,10,30,0,100,69,60,29,68,0,20,0,29,0,0,0,90,80,0,21,20,80,40,73,49,0,40,80,80,80,0,30,41,31,19,30,45,3,54,55,42,42,8,74,49,11,21,18,30,0,12,31,97,91,60,99
64104501,49,63,54,46,47,38,53,35,62,46,44,37,59,36,47,55,53,37,37,35,54,56,54,63,56,37,45,47,54,36,46,54,41,43,42,87,39,38,47,45,37,41,54,43,28,30,45,84,45,42,42,47,46,43,43,39,38,40,54,46
64104601,69,19,60,21,71,41,40,21,70,60,20,60,90,30,80,0,82,0,0,0,89,89,0,19,70,69,69,0,70,0,0,0,61,80,0,59,60,80,60,0,70,0,0,0,61,60,0,61,70,31,30,0,60,0,0,0,21,20,0,70
64105101,77,45,79,13,84,58,19,20,77,59,58,64,75,38,69,9,76,20,6,3,83,67,15,79,77,29,74,21,60,0,10,28,85,88,56,65,62,34,47,39,44,0,33,13,58,29,18,86,79,16,47,23,71,0,6,0,26,32,86,82
64109601,79,15,79,10,91,60,11,21,82,70,10,69,79,20,69,9,79,9,0,2,67,64,10,82,70,39,66,29,71,3,4,23,44,40,11,81,67,31,38,22,63,25,12,16,42,38,9,83,84,28,41,39,77,6,3,44,38,33,60,65
64110701,85,50,89,11,88,10,22,10,79,71,56,11,80,55,66,9,81,11,0,10,92,89,10,10,82,60,63,3,79,1,1,31,69,66,28,29,64,54,52,1,78,0,2,1,62,59,38,53,74,58,56,0,98,0,0,0,64,55,7,55
64111001,80,41,69,31,74,20,31,31,79,69,60,60,81,20,60,0,69,0,0,0,70,89,10,60,41,29,58,53,60,0,0,39,79,79,9,66,70,31,53,10,65,0,2,0,78,72,9,61,69,30,60,0,74,0,0,0,70,70,11,65
64111201,69,39,70,31,69,60,69,30,80,80,70,59,68,29,20,0,68,29,30,20,70,71,10,69,68,31,29,0,83,28,19,19,78,69,30,59,80,30,28,0,78,10,11,0,60,58,20,66,69,31,30,38,70,1,12,9,71,61,28,59
64112901,75,20,89,28,92,10,47,9,87,59,56,60,81,21,66,0,77,1,35,1,75,62,0,70,61,59,45,14,57,0,55,10,55,53,0,57,54,54,48,0,69,0,10,0,41,38,10,58,55,8,0,0,58,0,34,0,55,55,0,55
64113001,75,40,70,30,80,21,21,25,70,65,55,10,75,15,60,11,65,0,0,0,69,40,0,15,48,59,47,56,48,0,47,55,41,38,53,60,60,43,40,0,67,0,0,9,30,26,60,59,49,67,59,54,47,0,0,55,59,48,65,59
64114801,51,32,60,20,59,58,42,16,44,54,37,60,85,19,64,1,68,0,0,0,84,70,3,54,68,66,46,56,53,16,33,58,64,42,3,56,77,16,63,15,71,10,17,20,71,82,3,41,55,74,33,63,35,11,9,61,24,29,64,82
64115101,82,32,80,21,77,33,26,8,69,69,39,45,71,10,45,0,70,0,0,0,75,81,0,33,40,61,43,57,57,5,2,59,80,80,18,20,60,60,39,63,46,0,0,0,65,75,60,21,72,13,34,0,69,0,0,0,36,34,0,61
