"partid","MTr","MTr.1","MTr.2","MTr.3","dif.perc.bound","dif.amb.fx.bound","dif.risk.fx.bound","dif.amb.fx.bias","dif.risk.fx.bias"
65007501,0.752487562189055,0.720149253731344,0.764925373134329,0.772388059701492,0.19172,0.037932,-0.062251,-0.039312,-0.039312
65007601,0.731343283582089,0.712686567164179,0.735074626865671,0.746268656716418,0.2288,0.038598,-0.058357,0.072014,0.072014
65007701,0.730099502487562,0.742537313432836,0.705223880597015,0.742537313432836,0.27568,0.022594,-0.096675,0.0066085,0.0066085
65007801,0.756218905472637,0.783582089552239,0.746268656716418,0.738805970149254,0.19266,-0.030107,0.030934,0.024044,0.024044
65007901,0.762437810945274,0.75,0.764925373134329,0.772388059701492,0.31715,0.080508,-0.20576,-0.19451,-0.19451
65008001,0.748756218905473,0.742537313432836,0.757462686567164,0.746268656716418,0.34117,0.098913,-0.17916,0.049223,0.049223
65008101,0.751243781094527,0.753731343283582,0.723880597014925,0.776119402985074,0.3038,-0.058243,0.0045164,0.0094243,0.0094243
65008201,0.768656716417911,0.798507462686567,0.787313432835821,0.720149253731344,0.19628,-0.075531,0.068314,0.090716,0.090716
65008301,0.814676616915423,0.783582089552239,0.828358208955224,0.832089552238806,0.22976,-0.053209,-0.055133,0.13457,0.13457
65008401,0.725124378109453,0.735074626865671,0.731343283582089,0.708955223880597,0.23819,-0.061371,0.051803,0.024916,0.024916
65008501,0.757462686567164,0.746268656716418,0.731343283582089,0.794776119402985,0.35597,-0.06447,-0.050602,-0.044071,-0.044071
65008601,0.752487562189055,0.764925373134329,0.75,0.742537313432836,0.53945,-0.14407,-0.15379,0.028889,0.028889
65008701,0.699004975124378,0.697761194029851,0.723880597014925,0.675373134328358,0.26172,-0.017996,-0.059135,-0.053493,-0.053493
65008901,0.742537313432836,0.753731343283582,0.742537313432836,0.731343283582089,0.2193,0.10217,0.064822,-0.028359,-0.028359
65009001,0.733830845771144,0.708955223880597,0.753731343283582,0.738805970149254,0.2185,0.025984,-0.066988,0.18649,0.18649
65009101,0.738805970149254,0.746268656716418,0.742537313432836,0.727611940298508,0.23034,-0.081982,-0.0095418,0.17482,0.17482
65009201,0.713930348258706,0.723880597014925,0.682835820895523,0.735074626865671,0.26538,-0.11553,0.028394,0.13794,0.13794
65009301,0.743781094527363,0.75,0.753731343283582,0.727611940298508,0.23044,-0.09501,0.025082,0.12685,0.12685
65009401,0.756218905472637,0.761194029850746,0.761194029850746,0.746268656716418,0.30009,-0.089257,0.027852,0.17704,0.17704
65009501,0.715174129353234,0.757462686567164,0.716417910447761,0.671641791044776,0.3471,-0.017406,-0.081759,0.21895,0.21895
65009601,0.725124378109453,0.705223880597015,0.738805970149254,0.731343283582089,0.40066,-0.12039,-0.065107,-0.047493,-0.047493
65009701,0.674129353233831,0.697761194029851,0.66044776119403,0.664179104477612,0.31189,-0.023249,-0.078049,-0.23375,-0.23375
65009801,0.746268656716418,0.746268656716418,0.75,0.742537313432836,0.27095,-0.01569,0.036312,0.097735,0.097735
65009901,0.735074626865671,0.75,0.746268656716418,0.708955223880597,0.30739,-0.12131,0.013027,0.11608,0.11608
65010001,0.756218905472637,0.772388059701492,0.742537313432836,0.753731343283582,0.15442,-0.032017,0.024407,0.049549,0.049549
65010101,0.761194029850746,0.776119402985074,0.746268656716418,0.761194029850746,0.31684,-0.15606,-0.019811,0.17423,0.17423
65010201,0.74502487562189,0.723880597014925,0.727611940298508,0.783582089552239,0.22387,-0.0099766,-0.028237,0.0098821,0.0098821
65010301,0.736318407960199,0.753731343283582,0.720149253731344,0.735074626865671,0.28707,-0.028194,-0.0075477,0.14334,0.14334
65010401,0.732587064676617,0.731343283582089,0.723880597014925,0.742537313432836,0.20673,-0.0069015,-0.021031,0.053677,0.053677
65010601,0.766169154228856,0.764925373134329,0.779850746268657,0.753731343283582,NA,NA,NA,NA,NA
65011001,0.742537313432836,0.776119402985074,0.723880597014925,0.727611940298508,0.25272,0.009561,-0.096312,0.13978,0.13978
65011101,0.699004975124378,0.682835820895523,0.705223880597015,0.708955223880597,0.18277,0.095693,-0.071829,0.17304,0.17304
65011201,0.75497512437811,0.753731343283582,0.761194029850746,0.75,0.37468,-0.11185,0.037194,0.03857,0.03857
65011301,0.784825870646766,0.764925373134329,0.817164179104477,0.772388059701492,0.355,-0.0036086,-0.11222,-0.059421,-0.059421
65011401,0.732587064676617,0.723880597014925,0.705223880597015,0.768656716417911,0.28183,-0.070127,-0.015137,0.085743,0.085743
65011501,0.75497512437811,0.772388059701492,0.731343283582089,0.761194029850746,0.49109,-0.15513,-0.12421,-0.12638,-0.12638
65011601,0.774875621890547,0.791044776119403,0.768656716417911,0.764925373134329,0.14324,-0.057262,-0.0068934,-0.041751,-0.041751
65011701,0.732587064676617,0.731343283582089,0.727611940298508,0.738805970149254,0.3586,0.1487,-0.17688,-0.32105,-0.32105
65011801,0.743781094527363,0.731343283582089,0.731343283582089,0.768656716417911,0.21746,0.071552,-0.060646,-0.069539,-0.069539
65011901,0.740049751243781,0.742537313432836,0.716417910447761,0.761194029850746,0.22195,-0.0024166,-0.043103,0.15017,0.15017
65012001,0.738805970149254,0.727611940298508,0.75,0.738805970149254,0.18832,0.034059,-0.052164,0.1971,0.1971
65012101,0.736318407960199,0.757462686567164,0.716417910447761,0.735074626865671,0.30102,-0.089784,0.003649,-0.0048572,-0.0048572
65012201,0.677860696517413,0.67910447761194,0.690298507462687,0.664179104477612,0.22615,-0.020545,-0.059384,0.23901,0.23901
65012301,0.715174129353234,0.701492537313433,0.746268656716418,0.69776119402985,0.26914,-0.069531,-0.010662,-0.019705,-0.019705
65012401,0.716417910447761,0.708955223880597,0.723880597014925,0.716417910447761,0.31519,-0.079175,-0.03177,0.018841,0.018841
65012501,0.753731343283582,0.738805970149254,0.746268656716418,0.776119402985074,0.28761,0.14305,-0.25755,0.066122,0.066122
65012601,0.761194029850746,0.742537313432836,0.787313432835821,0.753731343283582,0.24709,-0.033779,0.031776,-0.068527,-0.068527
65012701,0.747512437810945,0.75,0.723880597014925,0.768656716417911,0.31969,-0.083436,0.05308,0.15348,0.15348
65012801,0.652985074626866,0.645522388059702,0.667910447761194,0.645522388059702,0.20544,0.0082275,0.02594,0.087915,0.087915
65012901,0.712686567164179,0.697761194029851,0.742537313432836,0.697761194029851,0.42264,-0.22291,-0.010357,0.136,0.136
65013001,0.741293532338309,0.735074626865671,0.742537313432836,0.746268656716418,0.22127,-0.0568,-0.058965,-0.19509,-0.19509
65013101,0.738805970149254,0.746268656716418,0.723880597014925,0.746268656716418,0.19965,0.019185,-0.015676,-0.083519,-0.083519
65013201,0.75,0.753731343283582,0.753731343283582,0.742537313432836,0.20304,0.016556,-0.0050071,0.27277,0.27277
65013301,0.730099502487562,0.716417910447761,0.716417910447761,0.757462686567164,0.1701,0.0090819,-0.011303,0.090711,0.090711
65013401,0.743781094527363,0.735074626865671,0.757462686567164,0.738805970149254,0.23593,-0.075826,-0.034217,-0.083323,-0.083323
65013501,0.788557213930348,0.783582089552239,0.783582089552239,0.798507462686567,0.17099,-0.021889,-0.028813,0.091661,0.091661
65013601,0.763681592039801,0.757462686567164,0.764925373134329,0.768656716417911,0.16645,0.04929,-0.034712,-0.043673,-0.043673
65013701,0.703980099502488,0.705223880597015,0.694029850746269,0.712686567164179,0.2874,0.026934,-0.12749,0.043005,0.043005
65013801,0.746268656716418,0.727611940298508,0.742537313432836,0.768656716417911,0.23627,0.089728,0.0052962,0.066453,0.066453
65013901,0.743781094527363,0.75,0.738805970149254,0.742537313432836,0.32461,-0.07951,0.066161,0.030102,0.030102
65014001,0.757462686567164,0.75,0.768656716417911,0.753731343283582,0.29563,-0.14334,0.0016042,-0.1294,-0.1294
65014101,0.751243781094527,0.768656716417911,0.742537313432836,0.742537313432836,0.19712,0.027513,-0.081495,0.026071,0.026071
65014201,0.733830845771144,0.757462686567164,0.720149253731344,0.723880597014925,0.14455,-0.02095,0.031721,0.090576,0.090576
65014401,0.747512437810945,0.798507462686567,0.757462686567164,0.686567164179104,0.1785,0.07846,-0.06758,-0.12918,-0.12918
65014501,0.718905472636816,0.720149253731344,0.75,0.686567164179104,0.4071,-0.14682,-0.055361,-0.039814,-0.039814
65014601,0.732587064676617,0.742537313432836,0.735074626865671,0.720149253731344,0.37156,-0.067163,-0.067619,-0.21953,-0.21953
65014701,0.782338308457712,0.809701492537313,0.768656716417911,0.768656716417911,0.39416,-0.10829,0.036853,0.029229,0.029229
65014801,0.74502487562189,0.757462686567164,0.723880597014925,0.753731343283582,0.26121,-0.026077,-0.055964,0.11239,0.11239
65014901,0.751243781094527,0.75,0.738805970149254,0.764925373134329,0.2249,-0.089281,0.020283,-0.12232,-0.12232
65015401,0.686567164179104,0.66044776119403,0.727611940298508,0.671641791044776,0.32343,-0.17454,-0.041379,-0.020242,-0.020242
65015501,0.772388059701492,0.817164179104477,0.75,0.75,0.14527,-0.02479,-0.034602,0.25025,0.25025
65015601,0.756218905472637,0.75,0.757462686567164,0.761194029850746,0.30723,-0.079929,0.052304,0.084145,0.084145
65015801,0.767412935323383,0.776119402985074,0.761194029850746,0.764925373134329,0.28867,0.088086,-0.056305,0.0096178,0.0096178
65015901,0.75497512437811,0.731343283582089,0.764925373134329,0.768656716417911,0.27651,-0.1154,0.11956,-0.0043527,-0.0043527
65016001,0.716417910447761,0.716417910447761,0.731343283582089,0.701492537313433,0.31063,-0.10454,-0.015749,-0.16821,-0.16821
65016101,0.737562189054726,0.727611940298508,0.75,0.735074626865671,0.21889,-0.051204,-0.0085724,-0.14079,-0.14079
65016201,0.771144278606965,0.746268656716418,0.791044776119403,0.776119402985074,0.33257,-0.10679,0.016124,-0.1194,-0.1194
65016301,0.748756218905473,0.768656716417911,0.720149253731344,0.757462686567164,0.23649,-0.088598,0.0048513,0.1318,0.1318
65016401,0.691542288557214,0.671641791044776,0.694029850746269,0.708955223880597,0.34969,-0.112,-0.054049,0.013454,0.013454
65016501,0.730099502487562,0.712686567164179,0.727611940298508,0.75,0.21728,-0.014485,0.053922,0.054673,0.054673
65016601,0.69776119402985,0.697761194029851,0.686567164179104,0.708955223880597,0.43217,-0.060472,-0.01819,-0.037389,-0.037389
65016701,0.72139303482587,0.716417910447761,0.731343283582089,0.716417910447761,0.43313,-0.10195,-0.010005,-0.049954,-0.049954
65016801,0.735074626865671,0.735074626865671,0.708955223880597,0.761194029850746,0.32157,-0.0806,0.030135,0.16679,0.16679
65016901,0.776119402985074,0.768656716417911,0.768656716417911,0.791044776119403,0.25352,-0.018741,-0.016782,-0.24735,-0.24735
65017001,0.75,0.753731343283582,0.738805970149254,0.757462686567164,0.34115,-0.074548,-0.088704,-0.05063,-0.05063
65017101,0.742537313432836,0.75,0.746268656716418,0.731343283582089,0.204,-0.0023762,-0.053026,0.16527,0.16527
65017201,0.718905472636816,0.723880597014925,0.705223880597015,0.727611940298508,0.31736,-0.1125,0.018306,-0.13672,-0.13672
65017301,0.735074626865671,0.75,0.735074626865671,0.720149253731344,0.12806,0.018854,-0.02171,-0.12893,-0.12893
65017401,0.711442786069652,0.686567164179104,0.712686567164179,0.735074626865671,0.36756,-0.17358,-0.041888,0.13046,0.13046
65017501,0.77363184079602,0.798507462686567,0.75,0.772388059701492,0.13624,0.0075534,-0.016863,0.11231,0.11231
65017601,0.706467661691543,0.694029850746269,0.723880597014925,0.701492537313433,0.30838,-0.11089,-0.041131,0.049552,0.049552
65017701,0.774875621890547,0.735074626865671,0.742537313432836,0.847014925373134,0.28034,-0.045292,-0.078598,-0.04407,-0.04407
65017801,0.672885572139303,0.656716417910448,0.686567164179104,0.675373134328358,0.24827,-0.061119,0.017168,-0.035561,-0.035561
65017901,0.747512437810945,0.757462686567164,0.787313432835821,0.69776119402985,0.21567,-0.044608,0.038316,0.056097,0.056097
65018001,0.741293532338309,0.723880597014925,0.742537313432836,0.757462686567164,0.25561,-0.123,0.06295,-0.32861,-0.32861
65018101,0.764925373134329,0.82089552238806,0.761194029850746,0.712686567164179,0.3074,-0.017571,-0.041706,-0.077344,-0.077344
65018201,0.740049751243781,0.735074626865671,0.731343283582089,0.753731343283582,0.40203,-0.21659,-0.028694,-0.083371,-0.083371
65018301,0.723880597014925,0.697761194029851,0.712686567164179,0.761194029850746,0.34559,-0.14981,0.047009,-0.0082206,-0.0082206
65018401,0.761194029850746,0.764925373134329,0.753731343283582,0.764925373134329,0.25024,-0.086539,0.0031889,-0.019284,-0.019284
65018501,0.748756218905473,0.753731343283582,0.735074626865671,0.757462686567164,0.2345,0.041666,-0.049362,0.1839,0.1839
65018601,0.758706467661691,0.735074626865671,0.764925373134329,0.776119402985074,0.19194,-0.048143,0.003662,0.16561,0.16561
65018701,0.710199004975125,0.705223880597015,0.727611940298508,0.697761194029851,0.34316,-0.058334,-0.098998,0.014065,0.014065
65018801,0.764925373134329,0.768656716417911,0.783582089552239,0.742537313432836,0.2279,-0.024447,0.03851,-0.032379,-0.032379
65018901,0.741293532338309,0.746268656716418,0.738805970149254,0.738805970149254,0.28192,-0.012028,-0.026636,-0.15985,-0.15985
65019001,0.715174129353234,0.708955223880597,0.712686567164179,0.723880597014925,0.51589,-0.25237,0.1568,0.061921,0.061921
65019101,0.757462686567164,0.764925373134329,0.768656716417911,0.738805970149254,0.3133,-0.10521,0.060389,-0.09537,-0.09537
65019201,0.753731343283582,0.764925373134329,0.738805970149254,0.757462686567164,0.31876,-0.12901,0.076401,0.049958,0.049958
65019301,0.748756218905473,0.735074626865671,0.753731343283582,0.757462686567164,0.15707,-0.016973,0.0075322,0.055597,0.055597
65019401,0.743781094527363,0.723880597014925,0.742537313432836,0.764925373134329,0.38833,-0.11472,-0.027967,-0.036302,-0.036302
65019501,0.75497512437811,0.768656716417911,0.738805970149254,0.757462686567164,0.30727,-0.059299,0.020386,0.17131,0.17131
65019601,0.75497512437811,0.753731343283582,0.742537313432836,0.768656716417911,0.14559,0.12046,-0.056077,0.062392,0.062392
65019701,0.723880597014925,0.746268656716418,0.712686567164179,0.712686567164179,0.24762,-0.038476,-0.0080475,0.0054543,0.0054543
65019801,0.717661691542289,0.746268656716418,0.667910447761194,0.738805970149254,0.2512,0.0085417,-0.12562,0.013899,0.013899
65019901,0.746268656716418,0.742537313432836,0.757462686567164,0.738805970149254,0.28157,-0.054545,0.023203,0.17073,0.17073
65020001,0.725124378109453,0.712686567164179,0.712686567164179,0.75,0.30277,-0.1168,0.013686,0.030607,0.030607
65020101,0.751243781094527,0.757462686567164,0.742537313432836,0.753731343283582,0.18294,-0.0026225,0.029495,0.0099184,0.0099184
65020201,0.752487562189055,0.768656716417911,0.742537313432836,0.746268656716418,0.22551,0.10205,-0.09699,0.029526,0.029526
65020301,0.75497512437811,0.764925373134329,0.764925373134329,0.735074626865671,0.13871,-0.013369,0.01434,-0.016168,-0.016168
65020401,0.713930348258706,0.731343283582089,0.708955223880597,0.701492537313433,0.34979,-0.10603,-0.082448,-0.069264,-0.069264
65020501,0.752487562189055,0.735074626865671,0.764925373134329,0.757462686567164,0.32873,0.015298,-0.1653,-0.027658,-0.027658
65020601,0.832089552238806,0.809701492537313,0.824626865671642,0.861940298507462,0.2583,-0.027401,-0.081213,0.017325,0.017325
65020701,0.747512437810945,0.753731343283582,0.746268656716418,0.742537313432836,0.278,0.06216,-0.083629,-0.012551,-0.012551
65020801,0.75497512437811,0.757462686567164,0.757462686567164,0.75,0.33731,-0.14205,0.069378,0.025788,0.025788
65020901,0.75,0.764925373134329,0.735074626865671,0.75,0.23207,-0.011979,0.029727,0.16348,0.16348
65021001,0.685323383084577,0.738805970149254,0.645522388059702,0.671641791044776,0.25475,-0.050212,0.083023,0.16844,0.16844
65021101,0.727611940298508,0.720149253731344,0.723880597014925,0.738805970149254,0.2305,-0.003462,-0.0017901,0.023471,0.023471
65021201,0.747512437810945,0.761194029850746,0.742537313432836,0.738805970149254,0.30889,-0.091485,-0.070398,-0.02757,-0.02757
65021301,0.725124378109453,0.727611940298508,0.712686567164179,0.735074626865671,0.17873,0.012974,-0.036172,0.19124,0.19124
65021401,0.725124378109453,0.705223880597015,0.716417910447761,0.753731343283582,0.18775,-0.059816,0.030601,0.052616,0.052616
65021501,0.743781094527363,0.723880597014925,0.761194029850746,0.746268656716418,0.16158,-0.0050799,-0.015278,-0.10321,-0.10321
65021601,0.753731343283582,0.746268656716418,0.738805970149254,0.776119402985074,0.20056,0.095374,-0.026745,0.066192,0.066192
65021701,0.742537313432836,0.735074626865671,0.768656716417911,0.723880597014925,0.37494,-0.214,-0.011943,-0.24168,-0.24168
65021801,0.720149253731344,0.723880597014925,0.705223880597015,0.731343283582089,0.15343,-0.0091157,0.010938,0.0003081,0.0003081
65022001,0.720149253731344,0.701492537313433,0.735074626865671,0.723880597014925,0.29762,0.077391,-0.16425,0.024625,0.024625
65022101,0.79228855721393,0.690298507462687,0.83955223880597,0.847014925373134,0.27051,-0.051888,-0.071487,-0.24916,-0.24916
65022201,0.75,0.742537313432836,0.746268656716418,0.761194029850746,0.22967,-0.036769,0.044304,0.23224,0.23224
65022301,0.717661691542289,0.701492537313433,0.708955223880597,0.742537313432836,0.36996,-0.071325,-0.11867,-0.18652,-0.18652
65022401,0.741293532338309,0.720149253731344,0.75,0.753731343283582,0.23815,-0.033378,-0.04471,-0.11157,-0.11157
65022501,0.716417910447761,0.716417910447761,0.731343283582089,0.701492537313433,0.31272,-0.10016,0.01232,0.045065,0.045065
65022601,0.706467661691543,0.701492537313433,0.720149253731344,0.697761194029851,0.23349,-0.045501,0.028671,0.043885,0.043885
65022701,0.740049751243781,0.738805970149254,0.746268656716418,0.735074626865671,0.23714,0.015168,0.025663,0.032946,0.032946
65022801,0.715174129353234,0.738805970149254,0.712686567164179,0.694029850746269,0.30063,-0.080936,-0.022606,0.003706,0.003706
65022901,0.746268656716418,0.742537313432836,0.753731343283582,0.742537313432836,0.41931,-0.16812,-0.034846,0.028585,0.028585
65023001,0.757462686567164,0.761194029850746,0.75,0.761194029850746,0.248,-0.10523,-0.03506,-0.093729,-0.093729
65023101,0.723880597014925,0.768656716417911,0.716417910447761,0.686567164179104,0.20546,0.040915,0.062465,0.064787,0.064787
65023201,0.740049751243781,0.731343283582089,0.723880597014925,0.764925373134329,0.28937,-0.10616,0.22666,0.035414,0.035414
65023301,0.756218905472637,0.761194029850746,0.723880597014925,0.783582089552239,0.19739,0.063751,0.038892,-0.056138,-0.056138
65023401,0.752487562189055,0.768656716417911,0.720149253731344,0.768656716417911,0.30181,-0.13814,-0.010007,-0.117,-0.117
65023501,0.733830845771144,0.742537313432836,0.735074626865671,0.723880597014925,0.297,-0.057084,0.019605,0.065791,0.065791
65023601,0.712686567164179,0.712686567164179,0.735074626865671,0.690298507462687,0.20451,0.073264,-0.073358,-0.054387,-0.054387
65023701,0.725124378109453,0.720149253731344,0.712686567164179,0.742537313432836,0.25708,-0.0057963,-0.066669,0.067149,0.067149
65023801,0.756218905472637,0.757462686567164,0.772388059701492,0.738805970149254,0.2953,-0.054055,0.0023238,0.023107,0.023107
65023901,0.764925373134329,0.791044776119403,0.735074626865671,0.768656716417911,0.33448,-0.10437,-0.043954,0.18334,0.18334
65024001,0.742537313432836,0.712686567164179,0.746268656716418,0.768656716417911,0.33175,-0.077545,0.034099,0.096794,0.096794
65024101,0.751243781094527,0.761194029850746,0.753731343283582,0.738805970149254,0.42309,-0.1206,0.035475,0.1189,0.1189
65024201,0.730099502487562,0.742537313432836,0.712686567164179,0.735074626865671,0.11592,0.035708,-0.0032861,0.27562,0.27562
65024301,0.736318407960199,0.701492537313433,0.783582089552239,0.723880597014925,0.25786,-0.10032,0.007992,-0.059199,-0.059199
65024401,0.728855721393035,0.731343283582089,0.735074626865671,0.720149253731344,0.33762,-0.08826,-0.078009,-0.073231,-0.073231
65024501,0.804726368159204,0.791044776119403,0.805970149253731,0.817164179104477,0.28532,0.028817,-0.12611,0.2042,0.2042
65024601,0.776119402985074,0.787313432835821,0.772388059701492,0.768656716417911,0.32404,-0.098032,0.051773,0.13305,0.13305
65024701,0.736318407960199,0.701492537313433,0.735074626865671,0.772388059701492,0.13277,-0.02382,0.021539,0.061588,0.061588
65024801,0.75497512437811,0.738805970149254,0.75,0.776119402985074,0.19547,0.0045407,0.02776,0.12237,0.12237
65024901,0.756218905472637,0.731343283582089,0.791044776119403,0.746268656716418,0.23756,-0.054776,-0.032481,0.098838,0.098838
65025001,0.740049751243781,0.727611940298508,0.746268656716418,0.746268656716418,0.17212,0.047337,-0.052023,0.098106,0.098106
65025101,0.74502487562189,0.738805970149254,0.75,0.746268656716418,0.29586,-0.14248,0.14625,0.010601,0.010601
65025201,0.787313432835821,0.802238805970149,0.787313432835821,0.772388059701492,0.47359,-0.21096,-0.017397,-0.014131,-0.014131
65025301,0.75,0.720149253731344,0.757462686567164,0.772388059701492,0.37519,-0.12484,-0.043641,0.10601,0.10601
65025401,0.753731343283582,0.768656716417911,0.753731343283582,0.738805970149254,0.30561,-0.14436,0.013816,0.1551,0.1551
65025601,0.738805970149254,0.727611940298508,0.738805970149254,0.75,0.48473,-0.20829,-0.050408,-0.19467,-0.19467
65025701,0.720149253731344,0.723880597014925,0.723880597014925,0.712686567164179,0.28342,-0.11334,-0.010497,-0.060597,-0.060597
65025801,0.746268656716418,0.716417910447761,0.772388059701492,0.75,0.20233,0.013101,-0.10203,-0.042893,-0.042893
65025901,0.743781094527363,0.757462686567164,0.753731343283582,0.720149253731344,0.27468,0.0013736,-0.092226,0.086343,0.086343
65026001,0.75497512437811,0.772388059701492,0.746268656716418,0.746268656716418,0.55435,-0.16514,-0.10797,0.085993,0.085993
65026101,0.711442786069652,0.697761194029851,0.723880597014925,0.712686567164179,0.2596,-0.043209,-0.058362,0.11935,0.11935
65026201,0.70273631840796,0.708955223880597,0.67910447761194,0.720149253731344,0.28596,0.093734,0.10124,-0.10435,-0.10435
65026301,0.725124378109453,0.723880597014925,0.708955223880597,0.742537313432836,0.43663,-0.20419,0.05298,0.00081944,0.00081944
65026401,0.735074626865671,0.735074626865671,0.731343283582089,0.738805970149254,0.39689,-0.17431,0.022924,-0.06077,-0.06077
65026501,0.762437810945274,0.772388059701492,0.75,0.764925373134329,0.16997,0.036899,-0.02794,-0.15771,-0.15771
65026601,0.778606965174129,0.772388059701492,0.772388059701492,0.791044776119403,0.34218,-0.12454,0.015461,-0.046885,-0.046885
65026701,0.748756218905473,0.746268656716418,0.753731343283582,0.746268656716418,0.2233,-0.022432,0.0056658,0.1255,0.1255
65026801,0.759950248756219,0.757462686567164,0.764925373134329,0.757462686567164,0.24667,-0.0025043,0.15732,-0.16348,-0.16348
65026901,0.718905472636816,0.735074626865671,0.705223880597015,0.716417910447761,0.24858,-0.012851,0.078411,0.1326,0.1326
65027001,0.732587064676617,0.757462686567164,0.716417910447761,0.723880597014925,0.084986,0.0092257,0.006938,0.15878,0.15878
65027101,0.747512437810945,0.723880597014925,0.720149253731344,0.798507462686567,0.29797,-0.13759,-0.018282,-0.11515,-0.11515
65027201,0.803482587064676,0.809701492537313,0.776119402985074,0.824626865671642,0.18625,0.090808,-0.08354,0.12138,0.12138
65027301,0.751243781094527,0.761194029850746,0.742537313432836,0.75,0.2028,-0.025409,0.013728,0.1319,0.1319
65027401,0.737562189054726,0.731343283582089,0.746268656716418,0.735074626865671,0.26735,-0.014259,-0.014849,0.12708,0.12708
65027501,0.747512437810945,0.753731343283582,0.727611940298508,0.761194029850746,0.22587,-0.016518,-0.0044843,0.19933,0.19933
65027601,0.75,0.75,0.75,0.75,0.23141,0.0011281,-0.08829,-0.21358,-0.21358
65027701,0.752487562189055,0.731343283582089,0.783582089552239,0.742537313432836,0.30039,-0.082182,-0.0075998,0.079749,0.079749
65027801,0.742537313432836,0.746268656716418,0.731343283582089,0.75,0.35315,-0.13664,-0.021204,-0.15096,-0.15096
65027901,0.747512437810945,0.746268656716418,0.742537313432836,0.753731343283582,0.25386,-0.067063,0.10365,0.15104,0.15104
65028001,0.77363184079602,0.779850746268657,0.753731343283582,0.787313432835821,0.32136,-0.080975,-0.047842,0.19685,0.19685
65028101,0.747512437810945,0.753731343283582,0.742537313432836,0.746268656716418,0.20328,-0.017622,-0.057363,-0.043803,-0.043803
65028201,0.756218905472637,0.757462686567164,0.75,0.761194029850746,0.21729,-0.074401,0.010769,0.08042,0.08042
65028301,0.715174129353234,0.712686567164179,0.712686567164179,0.720149253731344,0.2426,0.26177,-0.14747,0.16694,0.16694
65028401,0.74502487562189,0.742537313432836,0.727611940298508,0.764925373134329,0.2193,0.30666,-0.21638,0.035094,0.035094
65028501,0.742537313432836,0.731343283582089,0.753731343283582,0.742537313432836,0.32811,-0.086662,-0.0069924,-0.14483,-0.14483
65028601,0.72139303482587,0.705223880597015,0.708955223880597,0.75,0.16841,-0.049485,-0.00040303,0.10218,0.10218
65028701,0.694029850746269,0.690298507462687,0.690298507462687,0.701492537313433,0.33001,-0.088544,-0.014255,-0.03199,-0.03199
65028801,0.764925373134329,0.761194029850746,0.761194029850746,0.772388059701492,0.17223,0.031523,-0.066307,0.0093842,0.0093842
65028901,0.728855721393035,0.731343283582089,0.735074626865671,0.720149253731344,0.27682,0.10473,-0.084115,0.11484,0.11484
65029001,0.759950248756219,0.783582089552239,0.753731343283582,0.742537313432836,0.41303,-0.19182,-0.039926,0.077334,0.077334
65029101,0.74502487562189,0.75,0.731343283582089,0.753731343283582,0.20289,0.17068,-0.22573,0.22354,0.22354
65029201,0.743781094527363,0.723880597014925,0.753731343283582,0.753731343283582,0.22872,-0.033774,-0.073819,0.079692,0.079692
65029301,0.743781094527363,0.742537313432836,0.723880597014925,0.764925373134329,0.39804,-0.065759,-0.01246,0.030731,0.030731
65029401,0.784825870646766,0.869402985074627,0.735074626865671,0.75,0.21774,-0.038948,0.021479,0.13952,0.13952
65029501,0.75,0.753731343283582,0.761194029850746,0.735074626865671,0.11573,0.080414,0.1071,0.056966,0.056966
65029601,0.753731343283582,0.757462686567164,0.735074626865671,0.768656716417911,0.24993,0.060202,-0.11951,0.28493,0.28493
65029701,0.733830845771144,0.705223880597015,0.757462686567164,0.738805970149254,0.18168,0.0050856,0.05149,-0.039942,-0.039942
65029801,0.733830845771144,0.768656716417911,0.682835820895523,0.75,0.18975,-0.045459,0.0046286,0.31737,0.31737
65029901,0.717661691542289,0.735074626865671,0.716417910447761,0.701492537313433,0.25075,0.17445,-0.15763,0.032746,0.032746
65030001,0.764925373134329,0.746268656716418,0.757462686567164,0.791044776119403,0.23991,-0.013584,0.037751,0.14282,0.14282
65030101,0.74502487562189,0.742537313432836,0.742537313432836,0.75,0.45116,-0.22188,0.013637,0.13598,0.13598
65030201,0.741293532338309,0.716417910447761,0.768656716417911,0.738805970149254,0.35073,-0.1458,0.026649,-0.091103,-0.091103
65030301,0.77363184079602,0.768656716417911,0.791044776119403,0.761194029850746,0.21872,-0.0099231,-0.031391,-0.11436,-0.11436
65030401,0.725124378109453,0.727611940298508,0.723880597014925,0.723880597014925,0.40839,-0.15004,-0.10098,0.21205,0.21205
65030501,0.725124378109453,0.716417910447761,0.731343283582089,0.727611940298508,0.40137,-0.15926,-0.020823,0.052,0.052
65030601,0.738805970149254,0.727611940298508,0.757462686567164,0.731343283582089,0.1619,-0.0082555,-0.034908,0.081131,0.081131
65030701,0.746268656716418,0.738805970149254,0.746268656716418,0.753731343283582,0.34502,-0.019411,-0.12568,0.20671,0.20671
65030801,0.742537313432836,0.753731343283582,0.738805970149254,0.735074626865671,0.39145,-0.08325,-0.092597,0.19428,0.19428
65030901,0.74502487562189,0.75,0.731343283582089,0.753731343283582,0.2283,-0.020626,-0.037439,0.011064,0.011064
65031001,0.725124378109453,0.705223880597015,0.735074626865671,0.735074626865671,0.3563,-0.14337,0.10455,-0.027139,-0.027139
