"","num_mem","P1_proj1","P1_proj2","P1_proj3","ins_g","mor_g","h_l","g_p","ta_1","ta_2","do_1","do_2","e_g","age","income","male","realestate","insurance","self_emp","mulSwitch_hl","deductible","inv_ris","valsavings"
"748",867492,50,40,10,3,2,5,NA,NA,NA,NA,NA,NA,30,2.9,1,NA,NA,0,FALSE,NA,NA,NA
"749",867547,20,30,50,1,3,NA,NA,NA,NA,6,6,NA,33,0.55,0,NA,NA,0,NA,NA,NA,NA
"750",867745,20,70,10,5,2,1,NA,NA,NA,NA,NA,NA,67,0.681,0,0,0,0,FALSE,NA,NA,25.5
"751",867794,30,35,35,5,2,NA,NA,NA,NA,NA,NA,3,67,0.685,0,0,0,0,NA,0,NA,4
"752",867965,0,100,0,4,1,NA,NA,6,5,NA,NA,NA,20,0,1,0,0,0,NA,1,0,12
"753",867993,20,50,30,3,2,NA,NA,13,3,NA,NA,NA,49,1.829,1,0,0,0,NA,0,NA,0
"754",868096,40,40,20,4,2,NA,NA,NA,NA,NA,NA,3,66,1.75,1,NA,NA,0,NA,0,NA,NA
"755",868289,100,0,0,3,1,NA,NA,6,6,NA,NA,NA,52,1.75,1,0,0,0,NA,NA,NA,NA
"756",868316,100,0,0,5,1,NA,NA,15,15,NA,NA,NA,63,1.7,0,NA,NA,0,NA,0,0,NA
"757",868328,40,30,30,1,1,NA,NA,NA,NA,5,3,NA,43,NA,0,NA,NA,0,NA,1,NA,NA
"758",868353,0,0,100,5,2,NA,NA,NA,NA,3,3,NA,58,1.1,1,0,1,0,NA,0,NA,212.17
"759",868423,100,0,0,5,2,NA,NA,NA,NA,NA,NA,1,46,NA,0,0,0,0,NA,0,NA,NA
"760",868661,20,40,40,2,2,6,NA,NA,NA,NA,NA,NA,58,1.35,0,0,0,0,FALSE,0,NA,0
"761",868756,33,33,34,3,2,NA,NA,NA,NA,6,6,NA,65,1.4,1,0,0,0,NA,0,NA,2
"762",868771,30,40,30,5,3,NA,NA,NA,NA,2,2,NA,56,0.659,0,0,1,0,NA,NA,NA,NA
"763",868817,30,50,20,1,2,NA,NA,8,10,NA,NA,NA,45,0.75,0,NA,NA,0,NA,0,0,NA
"764",868920,35,50,15,2,1,NA,NA,NA,NA,3,2,NA,62,1.168,0,NA,NA,0,NA,0,0,NA
"765",869046,50,30,20,1,2,NA,NA,NA,NA,NA,NA,1,65,0.75,0,0,0,0,NA,0,NA,NA
"766",869256,50,50,0,3,2,NA,NA,NA,NA,NA,NA,2,43,1.2,0,0,0,0,NA,0,NA,3
"767",869308,30,40,30,3,2,NA,NA,NA,NA,4,2,NA,56,1.076,0,NA,NA,0,NA,NA,NA,NA
"768",869363,50,30,20,1,1,NA,NA,10,1,NA,NA,NA,33,0,0,NA,NA,0,NA,0,NA,NA
"769",869424,0,40,60,3,3,NA,NA,NA,NA,NA,NA,1,63,1.25,1,0,0,0,NA,0,NA,0
"770",869427,40,50,10,1,2,NA,600,NA,NA,NA,NA,NA,36,0,0,0,0,0,NA,0,10,NA
"771",869531,50,50,0,4,2,1,NA,NA,NA,NA,NA,NA,71,0.685,0,0,0,0,FALSE,0,10,10
"772",869644,70,20,10,1,1,NA,300,NA,NA,NA,NA,NA,63,1.6,1,0,0,0,NA,0,NA,1.667
"773",869869,50,50,0,1,1,6,NA,NA,NA,NA,NA,NA,29,1.9,0,NA,NA,0,FALSE,NA,NA,NA
"774",869937,100,0,0,3,2,NA,800,NA,NA,NA,NA,NA,65,1,1,NA,NA,0,NA,0,NA,NA
"775",870013,55,35,10,2,2,7,NA,NA,NA,NA,NA,NA,46,1.3,0,NA,NA,0,FALSE,1,NA,NA
"776",870056,20,30,50,1,1,NA,80,NA,NA,NA,NA,NA,68,0,0,0,0,0,NA,0,0,30
"777",870062,50,25,25,2,1,NA,400,NA,NA,NA,NA,NA,56,1.495,0,0,0,0,NA,0,0,0
"778",870104,50,50,0,1,1,NA,NA,NA,NA,6,4,NA,18,0,1,0,0,0,NA,NA,NA,NA
"779",870144,50,25,25,3,1,NA,NA,1,1,NA,NA,NA,61,1.75,0,NA,NA,1,NA,0,NA,NA
"780",870205,60,30,10,1,1,NA,NA,NA,NA,6,6,NA,18,0,1,0,0,0,NA,NA,NA,0
"781",870254,33,33,34,1,2,1,NA,NA,NA,NA,NA,NA,48,0.75,1,0,0,0,FALSE,NA,NA,-0.1
"782",870272,100,0,0,1,1,NA,NA,NA,NA,NA,NA,1,74,2.1,0,0,0,0,NA,0,0,15
"783",870300,100,0,0,1,1,4,NA,NA,NA,NA,NA,NA,71,3,0,0,1,0,TRUE,0,NA,35.58
"784",870306,60,30,10,2,2,11,NA,NA,NA,NA,NA,NA,68,1,1,0,0,0,FALSE,1,NA,0.1
"785",870327,50,25,25,1,1,NA,NA,NA,NA,NA,NA,3,50,1.303,0,0,0,0,NA,0,NA,NA
"786",870382,0,0,100,1,2,NA,NA,NA,NA,NA,NA,3,60,NA,1,0,0,0,NA,NA,10,NA
"787",870590,25,50,25,3,1,NA,NA,12,15,NA,NA,NA,47,1.05,0,0,1,0,NA,0,0,10
"788",870620,20,60,20,5,2,NA,NA,2,1,NA,NA,NA,76,1.7,1,0,0,0,NA,0,2,28
"789",870690,100,0,0,1,1,NA,NA,15,15,NA,NA,NA,57,1.4,1,0,0,0,NA,NA,NA,NA
"790",870700,80,20,0,5,1,NA,NA,1,15,NA,NA,NA,34,1.065,0,0,0,0,NA,0,0,35
"791",870703,30,30,40,2,3,NA,NA,NA,NA,NA,NA,2,39,0,0,0,0,0,NA,0,NA,NA
"792",870904,60,30,10,1,2,NA,NA,NA,NA,NA,NA,3,58,1.142,1,0,0,0,NA,0,0,1
"793",871252,30,30,40,1,1,5,NA,NA,NA,NA,NA,NA,32,1.837,1,NA,NA,0,FALSE,0,0,NA
"794",871411,50,30,20,5,1,NA,NA,NA,NA,NA,NA,3,43,0,0,NA,NA,0,NA,0,NA,NA
"795",871414,10,20,70,3,2,NA,NA,NA,NA,6,6,NA,80,2.4,1,0,0,0,NA,0,20,40
"796",871435,40,50,10,5,2,NA,NA,NA,NA,6,5,NA,19,0,1,NA,NA,0,NA,NA,NA,NA
"797",871438,70,30,0,5,2,NA,NA,13,9,NA,NA,NA,62,3,1,NA,NA,0,NA,1,70,NA
"798",871551,20,40,40,4,1,NA,NA,3,2,NA,NA,NA,65,2.66,1,0,0,0,NA,0,0,NA
"799",871554,30,50,20,5,3,NA,NA,NA,NA,4,2,NA,38,0.88,0,NA,NA,0,NA,NA,NA,NA
"800",871566,60,20,20,5,3,NA,NA,NA,NA,NA,NA,4,63,0,0,NA,NA,0,NA,0,0,NA
"801",871646,30,40,30,4,1,NA,NA,NA,NA,NA,NA,2,19,0.15,1,0,0,0,NA,NA,0,0.2
"802",871780,50,25,25,1,1,NA,NA,2,2,NA,NA,NA,62,0,0,0,0,0,NA,0,NA,0.446
"803",871847,30,40,30,5,2,NA,NA,NA,NA,4,3,NA,39,1.6,0,0,0,0,NA,0,0,NA
"804",871853,40,40,20,2,1,NA,NA,2,3,NA,NA,NA,72,1.85,1,0,0,0,NA,0,NA,NA
"805",871902,40,60,0,2,3,5,NA,NA,NA,NA,NA,NA,26,0.75,0,0,0,0,TRUE,0,0,-0.75
"806",871939,50,20,30,2,1,11,NA,NA,NA,NA,NA,NA,61,2.4,1,0,0,0,FALSE,1,0,9
"807",872546,50,25,25,5,2,NA,NA,1,1,NA,NA,NA,46,1.3,0,0,1,0,NA,0,0,NA
"808",872613,0,0,100,1,3,5,NA,NA,NA,NA,NA,NA,21,0,1,NA,NA,0,FALSE,0,0,NA
"809",872680,0,0,100,1,1,NA,NA,NA,NA,NA,NA,5,22,0.2,0,0,0,0,NA,NA,NA,2.5
"810",872702,30,30,40,5,3,NA,NA,14,14,NA,NA,NA,68,1.496,1,NA,NA,0,NA,0,NA,NA
"811",872711,50,20,30,1,2,7,NA,NA,NA,NA,NA,NA,56,0.18,0,0,1,0,FALSE,0,0,32
"812",872760,60,25,15,1,1,NA,NA,2,2,NA,NA,NA,66,2.5,1,NA,NA,0,NA,0,0,NA
"813",872854,25,25,50,1,1,NA,NA,2,2,NA,NA,NA,83,0.975,0,0,0,0,NA,0,0,71
"814",872857,0,100,0,1,2,NA,NA,NA,NA,8,6,NA,39,1.65,0,0,0,0,NA,0,0,45
"815",873016,0,100,0,1,2,NA,NA,NA,NA,6,6,NA,43,2.29,1,0,0,0,NA,0,20,7
"816",873141,70,10,20,2,1,6,NA,NA,NA,NA,NA,NA,44,1.2,0,0,0,0,FALSE,1,50,-0.9
"817",873257,60,20,20,4,1,NA,400,NA,NA,NA,NA,NA,40,0,0,0,0,0,NA,NA,NA,20
"818",873269,60,20,20,1,2,NA,NA,NA,NA,4,2,NA,58,3.214,1,0,1,0,NA,0,50,NA
"819",873324,50,25,25,3,3,NA,800,NA,NA,NA,NA,NA,69,0.75,0,0,0,0,NA,0,0,80
"820",873352,60,40,0,1,2,NA,NA,NA,NA,3,2,NA,37,0.7,0,NA,NA,0,NA,NA,NA,NA
"821",873486,33,33,34,3,3,NA,400,NA,NA,NA,NA,NA,59,0.75,0,0,0,0,NA,0,NA,0
"822",873541,40,40,20,3,1,7,NA,NA,NA,NA,NA,NA,60,1.137,0,0,0,0,TRUE,0,NA,0
"823",873706,70,0,30,5,3,NA,NA,7,9,NA,NA,NA,21,0.27,0,0,0,0,NA,NA,0,2
"824",873889,100,0,0,1,1,6,NA,NA,NA,NA,NA,NA,61,2.28,1,0,0,0,FALSE,1,0,15
"825",874002,50,30,20,4,2,NA,NA,5,7,NA,NA,NA,61,0,0,0,0,0,NA,0,0,11
"826",874060,100,0,0,5,1,NA,200,NA,NA,NA,NA,NA,39,1.05,1,0,0,0,NA,0,NA,-0.987
"827",874066,30,35,35,1,1,NA,400,NA,NA,NA,NA,NA,18,0,0,0,0,0,NA,1,NA,NA
"828",874093,0,100,0,3,1,NA,NA,NA,NA,NA,NA,2,28,0.75,0,NA,NA,0,NA,0,NA,NA
"829",874191,50,25,25,5,2,NA,NA,NA,NA,NA,NA,1,66,1.003,0,NA,NA,0,NA,NA,NA,NA
"830",874234,40,30,30,5,3,NA,NA,NA,NA,7,7,NA,70,0.685,0,0,0,0,NA,0,NA,1.122
"831",874264,0,0,100,2,2,NA,NA,1,1,NA,NA,NA,35,0,0,0,0,0,NA,NA,NA,0
"832",874316,20,30,50,2,1,5,NA,NA,NA,NA,NA,NA,57,2.6,1,0,0,0,FALSE,0,50,64
"833",874349,30,30,40,1,2,NA,NA,NA,NA,7,7,NA,59,3.25,1,0,0,0,NA,0,0,40
"834",874374,40,40,20,1,2,7,NA,NA,NA,NA,NA,NA,55,0.75,0,0,1,0,FALSE,0,70,NA
"835",874475,10,80,10,4,2,NA,500,NA,NA,NA,NA,NA,84,1.335,1,0,0,0,NA,0,NA,NA
"836",874645,0,50,50,1,3,5.5,NA,NA,NA,NA,NA,NA,78,1.03,1,0,0,0,TRUE,0,0,100
"837",874655,70,20,10,1,1,NA,NA,NA,NA,NA,NA,1,60,1.75,1,0,0,0,NA,0,0,0.25
"838",874679,25,50,25,3,2,8,NA,NA,NA,NA,NA,NA,75,1.88,1,0,0,0,TRUE,0,90,15
"839",874737,50,25,25,5,2,NA,NA,NA,NA,NA,NA,6,59,1.465,1,0,1,0,NA,0,0,21
"840",874792,40,30,30,3,1,5,NA,NA,NA,NA,NA,NA,66,1.661,0,0,0,0,FALSE,0,0,8.423
"841",874822,35,35,30,1,1,NA,NA,2,2,NA,NA,NA,67,1.25,1,0,0,0,NA,0,NA,0
"842",874948,80,10,10,5,2,NA,NA,11,15,NA,NA,NA,50,1.25,0,0,0,0,NA,0,0,5.431
"843",875057,30,30,40,5,3,4,NA,NA,NA,NA,NA,NA,34,0.75,0,NA,NA,0,TRUE,NA,NA,NA
"844",875204,90,10,0,5,1,NA,100,NA,NA,NA,NA,NA,30,0.86,0,0,0,0,NA,0,NA,0.006
"845",875347,50,50,0,1,2,NA,NA,NA,NA,NA,NA,4,59,0,0,0,0,0,NA,NA,NA,NA
"846",875418,100,0,0,2,2,NA,400,NA,NA,NA,NA,NA,78,2.335,0,0,0,0,NA,0,0,26
"847",875442,55,40,5,1,2,NA,NA,NA,NA,NA,NA,4,52,1.75,1,0,0,0,NA,0,0,NA
"848",875482,0,80,20,3,2,NA,NA,NA,NA,NA,NA,6,27,2.1,1,0,0,0,NA,1,NA,2
"849",875540,30,30,40,5,1,NA,NA,1,1,NA,NA,NA,25,NA,0,0,0,0,NA,NA,NA,0
"850",875622,45,30,25,2,1,NA,NA,NA,NA,NA,NA,1,49,0.94,0,0,0,0,NA,0,NA,7.1
"851",875753,50,20,30,3,2,NA,NA,NA,NA,7,5,NA,32,1.5,1,0,0,0,NA,0,0,1
"852",875857,5,70,25,3,2,NA,NA,NA,NA,4,4,NA,30,1.7,0,0,0,0,NA,NA,NA,20
"853",875863,35,35,30,2,1,NA,NA,9,7,NA,NA,NA,39,1.65,0,0,0,0,NA,0,NA,0.25
"854",875878,25,30,45,5,2,NA,NA,1,1,NA,NA,NA,65,1.75,1,0,0,0,NA,0,NA,-0.4
"855",875918,40,40,20,2,2,7,NA,NA,NA,NA,NA,NA,54,3.1,1,0,1,0,FALSE,NA,NA,NA
"856",875927,80,20,0,3,1,NA,NA,NA,NA,NA,NA,1,32,1,0,NA,NA,0,NA,NA,NA,NA
"857",876080,40,40,20,1,2,NA,600,NA,NA,NA,NA,NA,35,1.937,1,0,0,0,NA,1,1,22
"858",876095,50,30,20,4,1,NA,NA,NA,NA,NA,NA,1,55,1.7,1,NA,NA,0,NA,0,0,NA
"859",876113,7,5,88,3,1,NA,250,NA,NA,NA,NA,NA,39,1.25,0,NA,NA,0,NA,1,NA,NA
"860",876144,75,25,0,4,2,10,NA,NA,NA,NA,NA,NA,68,2.7,1,0,0,0,FALSE,NA,90,11.579
"861",876318,50,25,25,1,3,NA,800,NA,NA,NA,NA,NA,50,2.2,0,NA,NA,0,NA,0,NA,NA
"862",876324,20,30,50,2,2,NA,NA,NA,NA,NA,NA,2,72,0.68,1,0,0,0,NA,1,NA,0
"863",876364,10,40,50,3,2,7,NA,NA,NA,NA,NA,NA,63,1.18,0,0,0,0,TRUE,0,NA,0
"864",876409,50,25,25,1,1,NA,NA,2,2,NA,NA,NA,68,2.2,0,0,0,0,NA,NA,NA,NA
"865",876632,0,100,0,2,1,11,NA,NA,NA,NA,NA,NA,64,0,0,0,0,0,FALSE,0,0,NA
"866",876638,100,0,0,2,1,NA,NA,15,15,NA,NA,NA,50,1.61,1,NA,NA,0,NA,0,0,NA
"867",876708,25,25,50,5,3,7,NA,NA,NA,NA,NA,NA,75,1.8,1,0,0,0,TRUE,0,NA,NA
"869",876809,50,0,50,3,3,NA,NA,1,1,NA,NA,NA,70,2.3,1,0,0,0,NA,0,10,3
"870",876846,75,20,5,5,1,NA,NA,NA,NA,3,3,NA,62,1.75,0,NA,NA,0,NA,0,NA,NA
"871",876913,30,30,40,5,1,NA,NA,NA,NA,5,5,NA,49,1.25,1,0,0,0,NA,0,NA,0
"872",876992,20,35,45,1,2,7,NA,NA,NA,NA,NA,NA,53,2.4,1,0,0,0,FALSE,0,NA,NA
"873",877053,25,50,25,3,2,NA,NA,NA,NA,NA,NA,2,43,1.917,1,NA,NA,0,NA,0,20,NA
"874",877090,60,10,30,1,2,NA,NA,NA,NA,NA,NA,1,47,2.2,1,NA,NA,0,NA,0,NA,NA
"875",877108,75,10,15,1,2,NA,NA,NA,NA,4,4,NA,24,0.25,1,0,0,0,NA,1,0,NA
"876",877206,50,25,25,4,2,7,NA,NA,NA,NA,NA,NA,68,2,0,0,0,0,FALSE,1,0,NA
"877",877355,0,0,100,1,1,NA,NA,7,4,NA,NA,NA,62,0,1,0,1,0,NA,0,NA,153
"878",877416,100,0,0,1,1,NA,5,NA,NA,NA,NA,NA,61,0.85,1,0,0,0,NA,0,NA,-6
"879",877468,30,35,35,5,2,NA,300,NA,NA,NA,NA,NA,54,1.607,1,0,0,0,NA,0,NA,0
"880",877511,0,100,0,5,1,NA,NA,15,15,NA,NA,NA,44,2.12,1,0,0,0,NA,0,0,NA
"881",877517,40,30,30,1,1,8,NA,NA,NA,NA,NA,NA,23,0.8,0,0,0,0,FALSE,0,0,16
"882",877526,50,35,15,4,2,NA,400,NA,NA,NA,NA,NA,50,1.4,0,0,0,0,NA,0,NA,NA
"883",877548,20,30,50,2,2,6,NA,NA,NA,NA,NA,NA,63,0,0,0,0,0,FALSE,0,NA,0
"884",877575,40,40,20,3,1,NA,NA,NA,NA,NA,NA,1,53,0.617,0,0,0,0,NA,0,0,0
"885",877578,25,35,40,5,1,NA,NA,1,1,NA,NA,NA,64,0.75,0,0,0,0,NA,1,NA,NA
"886",877612,33,33,34,1,3,NA,NA,15,15,NA,NA,NA,82,2,1,0,0,0,NA,0,NA,0
"887",877636,60,30,10,1,1,NA,NA,8,7,NA,NA,NA,43,1.5,1,0,1,0,NA,1,0,30
"888",877661,50,30,20,1,1,NA,NA,NA,NA,4,2,NA,45,1.72,1,0,1,0,NA,0,0,43
"889",877770,0,50,50,1,3,NA,800,NA,NA,NA,NA,NA,67,2.397,1,0,0,0,NA,0,0,22.149
"890",877957,50,30,20,1,1,NA,NA,NA,NA,NA,NA,3,49,3.24,1,0,1,0,NA,1,0,20.122
"891",878027,60,40,0,2,2,NA,NA,NA,NA,4,4,NA,67,2,1,0,1,0,NA,0,15,175
"892",878103,50,30,20,5,1,7,NA,NA,NA,NA,NA,NA,46,0.672,0,NA,NA,0,FALSE,NA,NA,NA
"893",878125,75,0,25,5,1,NA,NA,NA,NA,1,0,NA,76,0.698,0,0,0,0,NA,0,0,6.5
"894",878134,100,0,0,5,3,NA,NA,NA,NA,NA,NA,1,54,0,1,0,1,1,NA,0,NA,-23
"895",878149,50,25,25,1,2,NA,NA,NA,NA,NA,NA,4,46,0.2,0,0,0,0,NA,0,NA,NA
"896",878582,0,40,60,1,1,7,NA,NA,NA,NA,NA,NA,61,2.1,1,0,0,0,FALSE,0,0,12
"897",878656,0,0,100,5,1,NA,NA,NA,NA,4,3,NA,48,NA,1,0,1,0,NA,0,NA,10
"898",878671,25,50,25,1,1,NA,NA,NA,NA,NA,NA,3,33,0,0,NA,NA,0,NA,1,NA,NA
"899",878860,50,25,25,1,1,3.5,NA,NA,NA,NA,NA,NA,79,1.537,1,NA,NA,0,TRUE,0,NA,NA
"900",878894,20,40,40,3,3,NA,NA,6,4,NA,NA,NA,34,1.55,1,0,0,0,NA,0,5,15
"901",878945,50,50,0,1,1,NA,NA,NA,NA,2,2,NA,37,1.4,0,0,0,0,NA,NA,NA,8
"902",878955,70,15,15,1,1,NA,100,NA,NA,NA,NA,NA,40,1.1,0,0,0,0,NA,NA,NA,NA
"903",878985,40,40,20,5,2,NA,NA,15,7,NA,NA,NA,41,4.1,0,0,1,0,NA,0,20,192.135
"904",879037,60,20,20,5,2,NA,NA,NA,NA,NA,NA,2,60,0.876,1,0,0,0,NA,1,NA,NA
"905",879095,50,30,20,5,2,NA,NA,NA,NA,NA,NA,3,56,0,0,0,0,0,NA,0,NA,0
"906",879196,50,50,0,1,3,NA,NA,1,2,NA,NA,NA,71,0.697,0,NA,NA,0,NA,0,NA,NA
"907",879296,30,30,40,2,2,NA,NA,NA,NA,6,5,NA,30,1.6,1,NA,NA,0,NA,NA,NA,NA
"908",879306,0,0,100,2,1,NA,NA,NA,NA,3,3,NA,57,2.45,1,0,0,0,NA,1,0,-11
"909",879336,100,0,0,5,1,10,NA,NA,NA,NA,NA,NA,20,0.4,0,NA,NA,0,FALSE,NA,NA,NA
"910",879388,80,10,10,5,2,NA,NA,15,15,NA,NA,NA,49,2.985,1,NA,NA,0,NA,0,0,NA
"911",879574,100,0,0,3,1,11,NA,NA,NA,NA,NA,NA,27,NA,0,NA,NA,0,FALSE,0,NA,NA
"912",879592,60,30,10,3,2,NA,400,NA,NA,NA,NA,NA,62,0.86,0,0,0,0,NA,0,NA,13.156
"913",879632,35,35,30,1,2,NA,NA,NA,NA,NA,NA,6,81,1.818,0,0,0,0,NA,1,0,0
"914",879669,30,30,40,5,1,NA,800,NA,NA,NA,NA,NA,58,1.05,0,1,0,0,NA,1,0,14.057
"915",879772,0,0,100,1,2,NA,NA,NA,NA,NA,NA,2,68,0.68,0,0,0,0,NA,1,100,6
"916",879794,25,25,50,5,3,NA,NA,NA,NA,NA,NA,6,66,3.716,1,0,0,0,NA,0,NA,3.8
"917",879806,70,20,10,2,2,NA,NA,NA,NA,5,0,NA,29,1.25,0,NA,NA,0,NA,NA,NA,NA
"918",880010,70,15,15,1,1,NA,NA,NA,NA,1,1,NA,48,0,0,NA,NA,0,NA,0,0,NA
"919",880084,0,0,100,5,2,NA,NA,NA,NA,NA,NA,6,19,0,1,0,0,0,NA,0,0,1.04
"920",880111,10,10,80,1,2,6,NA,NA,NA,NA,NA,NA,40,2,1,0,0,0,FALSE,NA,0,-5
"921",880413,30,30,40,5,1,NA,NA,NA,NA,7,6,NA,19,0.4,0,0,0,0,NA,NA,NA,0
"922",880612,0,60,40,3,2,NA,500,NA,NA,NA,NA,NA,58,1.8,0,0,1,0,NA,0,0,30
"923",880969,35,35,30,4,2,NA,300,NA,NA,NA,NA,NA,44,1.823,1,1,1,0,NA,1,0,NA
"924",881069,40,20,40,2,2,NA,NA,NA,NA,7,6,NA,57,1.75,1,0,0,0,NA,0,0,4
"925",881100,60,20,20,4,1,NA,NA,NA,NA,NA,NA,1,40,0.95,0,NA,NA,0,NA,1,NA,NA
"926",881237,50,15,35,1,2,NA,NA,NA,NA,NA,NA,2,30,1.25,0,0,0,0,NA,0,0,NA
"927",881323,30,50,20,1,3,11,NA,NA,NA,NA,NA,NA,50,2.13,0,NA,NA,0,FALSE,0,0,NA
"928",881375,100,0,0,5,1,NA,NA,NA,NA,NA,NA,1,49,0,0,0,0,0,NA,NA,NA,NA
"929",881408,40,10,50,5,2,8,NA,NA,NA,NA,NA,NA,24,1.1,1,0,0,0,FALSE,0,0,8.2
"930",881524,80,10,10,1,1,NA,NA,NA,NA,8,7,NA,41,1.7,1,NA,NA,0,NA,0,0,NA
"931",881542,60,20,20,2,1,NA,NA,NA,NA,NA,NA,2,36,0.45,0,0,1,0,NA,0,NA,NA
"932",881597,45,45,10,1,1,NA,NA,NA,NA,3,2,NA,67,1.84,1,0,0,0,NA,1,0,30
"933",881713,40,30,30,4,2,8,NA,NA,NA,NA,NA,NA,75,1.012,1,0,0,0,FALSE,0,50,NA
"934",881729,40,30,30,1,3,NA,NA,6,11,NA,NA,NA,34,4,1,0,0,1,NA,NA,0,NA
"935",881884,34,33,33,4,2,NA,NA,NA,NA,3,3,NA,53,0.9,0,0,0,0,NA,0,0,2
"936",881890,100,0,0,2,2,NA,NA,10,5,NA,NA,NA,53,1.556,1,0,0,0,NA,0,NA,25
"937",881973,33,50,17,2,2,NA,NA,NA,NA,7,3,NA,34,1.3,1,0,0,0,NA,NA,NA,NA
"938",882037,70,30,0,5,2,NA,200,NA,NA,NA,NA,NA,45,0,0,0,0,0,NA,0,0,NA
"939",882046,10,30,60,1,3,NA,NA,NA,NA,5,5,NA,79,1.5,0,0,0,0,NA,0,0,0
"940",882437,70,30,0,1,3,NA,NA,NA,NA,NA,NA,1,44,2.3,1,NA,NA,0,NA,0,80,NA
"941",882489,100,0,0,1,1,5,NA,NA,NA,NA,NA,NA,89,1.75,1,0,0,0,FALSE,0,0,169.99
"942",882775,70,25,5,1,2,NA,NA,NA,NA,4,2,NA,45,1,1,NA,NA,0,NA,0,0,NA
"943",882876,20,30,50,3,1,NA,50,NA,NA,NA,NA,NA,59,1.2,1,NA,NA,0,NA,0,NA,NA
"944",882907,50,50,0,1,1,NA,0,NA,NA,NA,NA,NA,33,2.221,0,NA,NA,0,NA,0,NA,NA
"945",882922,10,50,40,4,2,NA,NA,NA,NA,5,5,NA,50,0.8,0,0,0,0,NA,1,NA,NA
"946",883013,0,50,50,5,1,NA,1,NA,NA,NA,NA,NA,62,NA,1,1,1,0,NA,0,NA,-600
"947",883032,25,25,50,2,1,NA,400,NA,NA,NA,NA,NA,59,0,0,NA,NA,0,NA,0,0,NA
"948",883169,20,30,50,1,1,NA,NA,14,14,NA,NA,NA,65,1.737,1,0,0,0,NA,0,0,26
"949",883187,40,40,20,1,2,NA,400,NA,NA,NA,NA,NA,63,2.846,1,0,1,0,NA,0,NA,138.104
"950",883221,25,50,25,4,3,NA,400,NA,NA,NA,NA,NA,35,2.001,1,0,0,0,NA,1,30,NA
"951",883303,100,0,0,5,2,NA,NA,15,15,NA,NA,NA,47,1.75,1,0,1,0,NA,0,NA,4
"952",883349,0,0,100,1,3,NA,NA,NA,NA,8,6,NA,48,3.8,1,0,1,0,NA,0,20,57.983
"953",883432,34,33,33,1,2,6,NA,NA,NA,NA,NA,NA,42,1.9,0,0,0,0,FALSE,1,NA,3
"954",883489,100,0,0,1,1,NA,NA,NA,NA,5,5,NA,37,1.12,1,NA,NA,0,NA,NA,NA,NA
"955",883566,30,40,30,1,2,NA,400,NA,NA,NA,NA,NA,50,2.75,1,0,0,0,NA,0,0,NA
"956",883590,80,10,10,5,2,5,NA,NA,NA,NA,NA,NA,64,2.2,0,0,0,0,FALSE,0,0,17.516
"957",883593,50,30,20,5,1,NA,NA,2,4,NA,NA,NA,18,0,1,NA,NA,0,NA,NA,NA,NA
"958",883651,0,0,100,1,1,6,NA,NA,NA,NA,NA,NA,63,2.5,1,0,0,0,FALSE,1,NA,2
"959",883789,50,30,20,1,2,7,NA,NA,NA,NA,NA,NA,62,0,0,0,0,0,FALSE,0,0,NA
"960",883801,33,33,34,1,1,NA,NA,15,15,NA,NA,NA,60,3.25,1,0,1,0,NA,0,0,NA
"961",883850,20,50,30,5,3,NA,NA,4,4,NA,NA,NA,57,NA,1,0,0,0,NA,NA,NA,NA
"962",884472,0,75,25,4,2,7,NA,NA,NA,NA,NA,NA,73,0.75,0,NA,NA,0,FALSE,NA,NA,NA
"963",884481,40,30,30,1,3,NA,NA,11,1,NA,NA,NA,77,2,1,0,0,0,NA,0,0,21
"964",884747,40,10,50,5,1,NA,NA,NA,NA,2,2,NA,35,0.666,0,0,0,0,NA,0,NA,NA
"965",884750,50,30,20,5,1,NA,NA,4,15,NA,NA,NA,56,0.25,0,NA,NA,0,NA,0,NA,NA
"966",884826,50,50,0,5,2,NA,NA,8,4,NA,NA,NA,49,0.35,0,0,0,0,NA,0,0,0.7
"967",884918,20,60,20,5,2,NA,NA,NA,NA,5,6,NA,29,1.6,1,0,1,0,NA,0,0,10
"968",884970,50,50,0,5,1,NA,200,NA,NA,NA,NA,NA,66,1.068,0,0,0,0,NA,0,0,0
"969",885025,10,10,80,5,2,NA,NA,NA,NA,0,0,NA,71,1.2,0,NA,NA,0,NA,0,NA,NA
"970",885101,50,30,20,5,2,11,NA,NA,NA,NA,NA,NA,56,1.3,0,0,0,0,FALSE,0,1,24
"971",885113,0,0,100,1,3,NA,NA,NA,NA,NA,NA,5,44,2.3,1,0,0,0,NA,1,40,65.7
"972",885153,50,50,0,5,1,NA,NA,NA,NA,NA,NA,1,20,0.2,0,0,0,0,NA,0,0,NA
"973",885198,0,0,100,5,2,NA,NA,1,1,NA,NA,NA,60,0,0,NA,NA,0,NA,0,0,NA
"974",885214,50,20,30,2,1,NA,NA,3,13,NA,NA,NA,37,1.4,0,NA,NA,0,NA,0,0,NA
"975",885226,80,20,0,1,1,NA,NA,NA,NA,NA,NA,2,62,1.417,1,0,0,0,NA,0,0,14
"976",885290,20,50,30,2,2,NA,NA,10,12,NA,NA,NA,58,2.25,1,0,1,1,NA,0,0,-2
