"","num_mem","P1_proj1","P1_proj2","P1_proj3","ins_g","mor_g","h_l","g_p","ta_1","ta_2","do_1","do_2","e_g","age","income","male","realestate","insurance","self_emp","mulSwitch_hl","deductible","inv_ris","valsavings"
"232",820471,20,60,20,4,1,NA,NA,NA,NA,3,2,NA,31,0.75,0,0,0,0,NA,0,NA,NA
"233",820556,20,40,40,5,1,11,NA,NA,NA,NA,NA,NA,62,1.9,0,0,0,0,FALSE,1,NA,30
"234",820755,30,70,0,1,1,NA,800,NA,NA,NA,NA,NA,41,2.75,1,0,0,0,NA,0,NA,8
"235",820767,40,60,0,1,1,NA,NA,NA,NA,2,1,NA,61,2.7,1,0,0,0,NA,0,30,90
"236",821069,60,20,20,4,1,NA,200,NA,NA,NA,NA,NA,29,NA,1,0,0,0,NA,0,0,NA
"237",821157,50,50,0,1,1,5,NA,NA,NA,NA,NA,NA,47,0,0,0,0,0,FALSE,0,0,NA
"238",821176,50,50,0,1,1,NA,NA,NA,NA,NA,NA,6,54,1.2,0,NA,NA,0,NA,0,NA,NA
"239",821212,100,0,0,2,1,10,NA,NA,NA,NA,NA,NA,49,1.25,0,0,0,0,FALSE,0,NA,36.086
"240",821432,12,40,48,1,2,NA,800,NA,NA,NA,NA,NA,54,NA,1,NA,NA,0,NA,NA,NA,NA
"241",821484,100,0,0,1,1,NA,NA,NA,NA,6,5,NA,23,0.8,0,0,0,0,NA,NA,NA,NA
"242",821493,100,0,0,1,1,8,NA,NA,NA,NA,NA,NA,45,1,1,0,0,1,FALSE,1,NA,9.08
"243",821508,50,50,0,2,2,NA,NA,14,15,NA,NA,NA,21,0,1,0,0,0,NA,1,NA,NA
"244",821624,60,40,0,5,2,NA,NA,NA,NA,5,5,NA,64,2.25,1,NA,NA,0,NA,0,NA,NA
"245",821765,30,50,20,1,2,NA,NA,NA,NA,NA,NA,1,29,1.1,0,0,0,0,NA,0,0,2
"246",821774,50,20,30,5,1,5,NA,NA,NA,NA,NA,NA,19,0.25,0,0,0,0,TRUE,0,20,0
"247",821792,40,50,10,1,2,NA,NA,NA,NA,6,6,NA,52,3.02,1,NA,NA,0,NA,0,0,NA
"248",821948,50,25,25,5,2,NA,NA,NA,NA,NA,NA,6,50,1.105,0,NA,NA,0,NA,1,NA,NA
"249",822091,50,50,0,2,2,NA,NA,15,15,NA,NA,NA,67,1.026,0,0,0,0,NA,0,0,NA
"250",822348,20,80,0,1,1,NA,NA,NA,NA,NA,NA,2,20,0.52,0,NA,NA,0,NA,1,NA,NA
"251",822354,100,0,0,1,1,NA,NA,NA,NA,NA,NA,1,53,1.35,0,0,0,0,NA,1,NA,5
"252",822470,30,30,40,3,2,NA,200,NA,NA,NA,NA,NA,77,0.68,0,0,0,0,NA,1,NA,NA
"253",822497,25,50,25,1,2,NA,100,NA,NA,NA,NA,NA,51,3.5,1,0,0,0,NA,1,NA,45
"254",822521,20,40,40,3,1,NA,NA,NA,NA,NA,NA,1,59,2.3,1,0,0,0,NA,0,0,29
"255",822583,75,25,0,1,2,NA,400,NA,NA,NA,NA,NA,73,2.6,1,0,0,0,NA,0,0,83.55
"256",822628,20,60,20,2,1,NA,NA,NA,NA,5,5,NA,36,0.25,0,NA,NA,0,NA,NA,NA,NA
"257",822634,20,20,60,1,1,NA,NA,NA,NA,8,7,NA,57,0.8,0,0,0,1,NA,0,0,70
"258",822637,33,33,34,1,1,NA,NA,NA,NA,2,3,NA,74,0.75,0,NA,NA,0,NA,0,NA,NA
"259",822796,50,25,25,3,2,11,NA,NA,NA,NA,NA,NA,33,2.4,0,NA,NA,0,FALSE,NA,NA,NA
"260",822808,50,25,25,1,2,5,NA,NA,NA,NA,NA,NA,46,1.499,0,0,1,0,FALSE,0,0,7
"261",822814,50,40,10,1,2,NA,NA,NA,NA,NA,NA,3,28,2.198,1,0,0,0,NA,1,0,15.835
"262",822836,70,20,10,5,1,NA,NA,NA,NA,NA,NA,1,49,3,1,0,1,0,NA,0,0,NA
"263",822882,50,40,10,1,1,11,NA,NA,NA,NA,NA,NA,65,2,1,0,0,0,FALSE,0,5,30
"264",822927,60,25,15,1,1,NA,0,NA,NA,NA,NA,NA,30,2.25,1,0,0,1,NA,0,100,NA
"265",822949,30,30,40,5,1,NA,400,NA,NA,NA,NA,NA,69,1.1,0,0,0,0,NA,0,NA,60
"266",823037,50,50,0,5,2,NA,NA,10,11,NA,NA,NA,22,1.2,0,0,0,0,NA,0,0,NA
"267",823205,0,0,100,1,1,NA,NA,NA,NA,NA,NA,3,32,2.4,1,0,0,0,NA,0,5,10
"268",823287,100,0,0,5,1,NA,NA,NA,NA,3,1,NA,57,1.3,0,NA,NA,0,NA,0,0,NA
"269",823327,0,50,50,5,2,NA,400,NA,NA,NA,NA,NA,50,0,0,0,0,0,NA,0,NA,0.206
"270",823529,50,50,0,1,1,NA,400,NA,NA,NA,NA,NA,69,2,0,NA,NA,0,NA,0,0,NA
"271",823535,50,25,25,3,2,NA,0,NA,NA,NA,NA,NA,55,NA,1,1,0,0,NA,0,NA,NA
"272",823635,0,100,0,3,3,NA,NA,11,1,NA,NA,NA,43,1.65,0,NA,NA,0,NA,0,5,NA
"273",823672,50,25,25,1,1,NA,NA,NA,NA,NA,NA,1,78,1.65,1,0,0,0,NA,0,NA,-5
"274",823736,50,30,20,1,2,NA,NA,9,15,NA,NA,NA,27,1.7,1,NA,NA,0,NA,NA,0,NA
"275",823849,20,50,30,4,3,NA,500,NA,NA,NA,NA,NA,36,1.25,0,NA,NA,0,NA,NA,NA,NA
"276",823864,30,70,0,1,2,NA,NA,7,12,NA,NA,NA,18,0.7,1,0,0,0,NA,0,NA,0
"277",823880,33,34,33,4,2,NA,NA,6,10,NA,NA,NA,38,1.877,1,0,0,0,NA,NA,0,17.8
"278",823910,30,60,10,3,2,NA,800,NA,NA,NA,NA,NA,62,2.48,1,0,0,0,NA,1,0,170
"279",823965,35,35,30,1,2,NA,NA,2,1,NA,NA,NA,59,0,0,NA,NA,0,NA,0,NA,NA
"280",824057,0,0,100,1,1,NA,NA,NA,NA,7,7,NA,53,NA,1,NA,NA,0,NA,0,5,NA
"281",824365,0,0,100,5,1,NA,NA,NA,NA,2,2,NA,61,1.435,1,0,0,0,NA,0,NA,17.5
"282",824386,50,25,25,3,1,11,NA,NA,NA,NA,NA,NA,51,0.922,0,0,0,0,FALSE,0,NA,0.013
"283",824438,60,15,25,2,2,NA,NA,1,1,NA,NA,NA,43,1.3,0,NA,NA,0,NA,0,40,NA
"284",824499,0,0,100,1,2,NA,800,NA,NA,NA,NA,NA,50,1.8,1,0,1,0,NA,0,NA,12.5
"285",824551,40,30,30,5,1,NA,NA,14,14,NA,NA,NA,63,0.877,0,0,0,0,NA,1,NA,0.559
"286",824597,20,40,40,5,2,NA,NA,1,1,NA,NA,NA,45,0.18,0,0,0,0,NA,NA,NA,NA
"287",824633,70,20,10,5,1,NA,NA,NA,NA,NA,NA,1,33,2.75,1,0,0,0,NA,NA,7,21
"288",824670,50,30,20,5,2,1,NA,NA,NA,NA,NA,NA,70,2,0,0,0,0,FALSE,0,0,15
"289",824679,30,20,50,5,2,NA,NA,10,10,NA,NA,NA,69,1.23,1,0,0,0,NA,0,NA,14
"290",824707,0,0,100,5,1,NA,NA,NA,NA,NA,NA,3,58,2.2,0,0,1,0,NA,1,0,12
"291",824758,30,30,40,3,2,NA,NA,NA,NA,NA,NA,4,27,0.6,0,NA,NA,0,NA,NA,NA,NA
"292",824789,10,60,30,1,1,NA,NA,10,15,NA,NA,NA,50,2.25,1,0,0,0,NA,0,0,22.5
"293",824798,25,25,50,5,3,NA,NA,NA,NA,0,0,NA,38,2.1,1,NA,NA,0,NA,0,0,NA
"294",825241,33,33,34,5,3,NA,NA,NA,NA,5,5,NA,44,0.4,0,0,0,0,NA,1,NA,0
"295",825247,60,25,15,5,1,8,NA,NA,NA,NA,NA,NA,56,4.517,1,0,1,0,FALSE,0,0,NA
"296",825262,50,30,20,2,2,NA,NA,NA,NA,5,5,NA,62,0.5,0,0,0,0,NA,1,NA,3
"297",825292,50,30,20,5,1,NA,0,NA,NA,NA,NA,NA,19,0,0,0,0,0,NA,1,0,NA
"298",825302,50,50,0,4,2,NA,NA,NA,NA,NA,NA,1,72,2,1,1,0,0,NA,0,10,120
"299",825570,50,30,20,1,2,7,NA,NA,NA,NA,NA,NA,43,2.25,1,NA,NA,0,FALSE,1,40,NA
"300",825787,30,50,20,5,2,NA,NA,NA,NA,3,3,NA,52,2,1,0,0,0,NA,0,NA,NA
"301",825875,50,35,15,5,2,NA,NA,NA,NA,NA,NA,6,72,NA,1,0,1,0,NA,0,0,NA
"302",825921,10,20,70,1,1,5,NA,NA,NA,NA,NA,NA,26,1.5,1,NA,NA,0,FALSE,1,0,NA
"303",826110,0,0,100,1,3,5,NA,NA,NA,NA,NA,NA,36,2.18,1,0,0,0,FALSE,NA,NA,NA
"304",826153,40,40,20,4,3,NA,NA,NA,NA,6,6,NA,47,2.25,0,0,1,1,NA,0,0,NA
"305",826159,40,40,20,1,1,NA,NA,NA,NA,NA,NA,1,30,1.2,0,NA,NA,0,NA,0,10,NA
"306",826177,100,0,0,1,1,NA,10,NA,NA,NA,NA,NA,75,0.681,0,0,0,0,NA,NA,0,NA
"307",826217,50,50,0,4,2,NA,400,NA,NA,NA,NA,NA,52,0.25,0,NA,NA,0,NA,0,NA,NA
"308",826266,100,0,0,1,1,NA,NA,NA,NA,NA,NA,1,68,2.22,0,NA,NA,0,NA,1,NA,NA
"309",826293,10,10,80,1,3,NA,NA,NA,NA,6,6,NA,52,0.9,0,0,0,0,NA,0,0,NA
"310",826306,25,25,50,3,2,7,NA,NA,NA,NA,NA,NA,63,0,0,NA,NA,0,TRUE,0,0,NA
"311",826403,0,100,0,5,2,NA,NA,10,1,NA,NA,NA,35,1.7,1,0,1,0,NA,NA,NA,4.203
"312",826446,50,50,0,3,2,NA,NA,NA,NA,NA,NA,1,40,NA,1,0,0,0,NA,0,0,NA
"313",826550,0,50,50,4,2,NA,400,NA,NA,NA,NA,NA,57,1.6,1,1,1,0,NA,0,NA,NA
"314",826672,50,25,25,1,2,NA,NA,NA,NA,7,3,NA,48,1.85,0,0,1,0,NA,0,NA,NA
"315",826733,20,50,30,3,2,NA,NA,NA,NA,NA,NA,1,70,0.9,0,NA,NA,0,NA,NA,NA,NA
"316",826748,0,0,100,2,1,6,NA,NA,NA,NA,NA,NA,82,2.358,1,NA,NA,0,FALSE,0,0,NA
"317",826751,40,20,40,3,2,NA,NA,NA,NA,4,5,NA,18,0,0,0,0,0,NA,NA,NA,0
"319",826956,30,40,30,5,2,NA,2,NA,NA,NA,NA,NA,56,0.16,0,0,0,0,NA,1,NA,NA
"320",826986,0,0,100,1,1,NA,0,NA,NA,NA,NA,NA,64,0,0,0,1,0,NA,0,0,5.6
"321",827023,20,50,30,1,2,NA,NA,7,15,NA,NA,NA,35,1.3,1,0,1,0,NA,NA,NA,-25
"322",827038,60,40,0,4,1,7,NA,NA,NA,NA,NA,NA,38,2.519,1,0,0,0,FALSE,0,0,6.796
"323",827075,25,60,15,1,1,NA,200,NA,NA,NA,NA,NA,26,1.55,1,0,1,0,NA,1,0,35
"324",827084,100,0,0,5,1,8,NA,NA,NA,NA,NA,NA,40,2,1,0,0,0,FALSE,0,NA,1.2
"325",827105,100,0,0,5,1,NA,NA,NA,NA,2,1,NA,72,0.9,0,NA,NA,0,NA,0,0,NA
"326",827178,40,30,30,2,2,11,NA,NA,NA,NA,NA,NA,27,1.3,0,NA,NA,0,FALSE,NA,NA,NA
"327",827209,40,30,30,2,2,NA,NA,NA,NA,6,6,NA,63,0.5,1,0,0,0,NA,NA,NA,0
"328",827368,100,0,0,5,1,10,NA,NA,NA,NA,NA,NA,64,2.5,1,1,0,0,FALSE,0,50,NA
"329",827447,100,0,0,2,1,NA,NA,NA,NA,0,0,NA,71,0.75,0,0,0,0,NA,0,NA,NA
"330",827471,0,0,100,1,3,NA,NA,NA,NA,7,7,NA,45,2.75,1,0,0,0,NA,1,0,10
"331",827557,35,40,25,1,2,NA,400,NA,NA,NA,NA,NA,71,4,1,0,1,0,NA,0,0,NA
"332",827587,50,40,10,3,2,NA,0,NA,NA,NA,NA,NA,62,4,1,1,1,0,NA,0,0,NA
"333",827633,60,20,20,5,1,NA,NA,11,11,NA,NA,NA,81,1.312,0,0,0,0,NA,NA,NA,0
"334",827783,0,0,100,5,1,NA,NA,7,8,NA,NA,NA,70,3.01,1,1,0,0,NA,0,10,81
"335",827877,20,40,40,4,2,6,NA,NA,NA,NA,NA,NA,78,0.624,1,0,0,0,FALSE,0,0,82
"336",827969,50,25,25,1,2,11,NA,NA,NA,NA,NA,NA,77,1.855,1,0,0,0,FALSE,NA,NA,NA
"337",828018,100,0,0,5,1,NA,NA,NA,NA,0,0,NA,42,0,0,NA,NA,0,NA,0,NA,NA
"338",828048,75,25,0,1,1,NA,NA,NA,NA,NA,NA,3,56,1.163,0,0,0,0,NA,0,0,14
"339",828164,20,60,20,4,1,NA,NA,NA,NA,4,3,NA,60,0.95,0,0,1,0,NA,0,0,3.598
"340",828381,20,20,60,5,1,NA,NA,NA,NA,6,7,NA,55,1.105,1,0,0,0,NA,0,NA,0
"341",828387,100,0,0,5,1,NA,NA,NA,NA,1,1,NA,72,2.75,1,1,0,0,NA,NA,NA,0.35
"342",828469,40,30,30,3,1,NA,NA,NA,NA,NA,NA,1,50,1.324,1,NA,NA,0,NA,0,NA,NA
"343",828536,20,30,50,5,2,NA,600,NA,NA,NA,NA,NA,69,0.69,0,0,0,0,NA,NA,90,2
"344",828668,100,0,0,5,3,10,NA,NA,NA,NA,NA,NA,69,0.75,0,0,0,0,FALSE,1,10,139
"345",828701,30,40,30,3,2,NA,400,NA,NA,NA,NA,NA,49,0,0,0,0,0,NA,0,0,8
"346",828729,80,15,5,1,1,NA,NA,NA,NA,1,0,NA,42,1.3,0,0,0,0,NA,NA,NA,0.15
"347",828970,0,100,0,4,2,7.5,NA,NA,NA,NA,NA,NA,51,1.305,0,0,0,0,TRUE,0,NA,0
"348",829061,35,35,30,5,2,NA,400,NA,NA,NA,NA,NA,63,1.86,0,0,0,0,NA,0,NA,112.345
"350",829385,30,30,40,5,3,NA,NA,2,9,NA,NA,NA,56,0.93,1,0,0,0,NA,0,NA,0.2
"351",829434,15,30,55,3,2,1,NA,NA,NA,NA,NA,NA,56,0.96,0,0,0,0,FALSE,0,NA,40
"352",829449,70,20,10,2,2,5,NA,NA,NA,NA,NA,NA,65,2.7,1,0,0,0,FALSE,NA,NA,4
"353",829510,50,50,0,3,2,NA,NA,NA,NA,NA,NA,1,74,2.08,0,0,0,0,NA,0,NA,50
"354",829797,60,30,10,1,1,NA,400,NA,NA,NA,NA,NA,65,2.987,1,0,0,0,NA,NA,0,NA
"355",830136,50,30,20,5,2,NA,200,NA,NA,NA,NA,NA,64,2.9,1,1,1,1,NA,0,0,51
"356",830252,100,0,0,5,1,NA,NA,NA,NA,2,2,NA,72,2.25,1,0,0,0,NA,0,NA,25.906
"357",830621,33,33,34,5,3,NA,NA,10,7,NA,NA,NA,51,0.876,0,0,0,0,NA,0,NA,7
"358",830651,20,50,30,1,2,NA,NA,13,1,NA,NA,NA,54,1.906,1,0,0,0,NA,0,20,60
"359",830712,50,30,20,1,1,6,NA,NA,NA,NA,NA,NA,39,1.214,0,0,0,0,TRUE,0,NA,NA
"360",830825,0,50,50,5,1,NA,800,NA,NA,NA,NA,NA,67,2.8,1,0,0,0,NA,0,0,40
"361",830838,5,90,5,1,2,NA,NA,NA,NA,6,6,NA,52,1.5,0,0,0,0,NA,0,0,NA
"362",830877,60,35,5,1,2,NA,NA,NA,NA,3,4,NA,69,2.899,1,0,0,0,NA,0,30,118.364
"363",830889,50,30,20,3,2,NA,NA,NA,NA,NA,NA,6,50,1.7,1,0,0,0,NA,1,NA,5
"364",830950,100,0,0,1,1,NA,NA,NA,NA,NA,NA,1,30,0.45,0,0,0,0,NA,1,0,20
"365",830966,50,30,20,3,1,NA,NA,NA,NA,NA,NA,2,50,2.25,1,0,1,0,NA,NA,NA,NA
"366",831207,70,20,10,3,1,NA,NA,NA,NA,NA,NA,1,60,1.545,0,0,1,0,NA,0,0,5.035
"367",831301,0,70,30,1,3,NA,NA,NA,NA,5,3,NA,56,1.25,0,NA,NA,1,NA,NA,NA,NA
"368",831359,30,40,30,3,2,6,NA,NA,NA,NA,NA,NA,37,2,1,NA,NA,0,TRUE,1,0,NA
"369",831500,30,30,40,2,1,NA,NA,NA,NA,NA,NA,2,44,0.75,0,NA,NA,0,NA,NA,NA,NA
"370",831503,60,20,20,1,1,NA,NA,NA,NA,NA,NA,1,60,2,1,0,1,1,NA,0,NA,1.5
"371",831594,50,30,20,2,1,5,NA,NA,NA,NA,NA,NA,34,1.5,0,0,0,0,FALSE,NA,NA,NA
"372",831665,50,25,25,1,1,NA,NA,NA,NA,1,1,NA,50,2.655,1,NA,NA,0,NA,1,0,NA
"373",831677,50,50,0,1,2,NA,NA,15,1,NA,NA,NA,51,0.95,0,1,0,0,NA,0,50,14
"374",831680,50,30,20,2,1,NA,NA,NA,NA,2,1,NA,65,2.043,1,0,0,0,NA,0,0,4.373
"375",831884,50,25,25,4,2,NA,600,NA,NA,NA,NA,NA,64,2.021,0,NA,NA,0,NA,NA,NA,NA
"376",831912,60,20,20,1,2,NA,NA,NA,NA,NA,NA,3,37,1.8,0,0,1,0,NA,0,15,28.485
"377",831967,30,50,20,2,1,NA,400,NA,NA,NA,NA,NA,29,1.75,1,0,0,0,NA,0,20,NA
"378",832119,20,30,50,5,2,NA,NA,NA,NA,6,3,NA,25,1.25,0,0,0,0,NA,NA,0,NA
"379",832144,50,30,20,5,2,NA,NA,NA,NA,NA,NA,1,61,0,0,0,1,0,NA,0,0,NA
"380",832156,50,50,0,1,2,5,NA,NA,NA,NA,NA,NA,80,2.044,0,0,0,0,TRUE,1,0,NA
"381",832287,30,40,30,3,1,NA,NA,NA,NA,0,0,NA,36,0.5,0,NA,NA,0,NA,0,0,NA
"382",832312,75,25,0,1,1,NA,NA,NA,NA,1,0,NA,67,1.829,1,0,0,0,NA,0,0,60.904
"383",832360,75,20,5,3,1,NA,NA,NA,NA,NA,NA,3,42,1.25,1,NA,NA,0,NA,0,NA,NA
"384",832455,50,25,25,5,1,NA,NA,NA,NA,2,2,NA,51,1.3,0,0,1,0,NA,NA,NA,NA
"385",832516,20,30,50,3,3,NA,NA,NA,NA,1,1,NA,65,1.5,1,0,0,0,NA,1,50,10
"386",832540,30,50,20,5,3,NA,NA,1,1,NA,NA,NA,78,1.5,1,0,0,0,NA,0,NA,NA
"387",832980,70,20,10,3,2,NA,NA,NA,NA,NA,NA,4,41,2,0,0,0,0,NA,0,NA,20.677
"388",833013,50,50,0,1,1,NA,NA,15,15,NA,NA,NA,62,2,1,NA,NA,0,NA,0,NA,NA
"389",833047,40,50,10,1,2,NA,NA,NA,NA,NA,NA,4,53,0.73,0,0,0,0,NA,0,0,12
"390",833108,40,30,30,1,1,NA,NA,NA,NA,NA,NA,2,19,0,0,NA,NA,0,NA,0,NA,NA
"391",833306,60,20,20,5,1,NA,NA,NA,NA,3,2,NA,30,NA,0,0,0,0,NA,NA,NA,NA
"392",833364,25,25,50,2,1,5,NA,NA,NA,NA,NA,NA,48,2.3,1,NA,NA,0,FALSE,1,0,NA
"393",833508,30,30,40,2,2,NA,400,NA,NA,NA,NA,NA,43,0.7,0,0,0,0,NA,1,0,0
"394",833547,20,30,50,1,2,NA,NA,2,1,NA,NA,NA,50,1.066,0,NA,NA,0,NA,0,20,NA
"395",833636,50,25,25,1,1,NA,NA,NA,NA,NA,NA,2,51,3.7,1,1,0,0,NA,1,0,110
"396",833679,0,0,100,1,1,NA,NA,NA,NA,NA,NA,1,54,1.7,0,0,0,0,NA,1,NA,NA
"397",833691,50,30,20,3,2,NA,NA,NA,NA,3,3,NA,53,2.36,1,NA,NA,0,NA,0,NA,NA
"398",833724,20,30,50,5,1,NA,400,NA,NA,NA,NA,NA,60,2,0,0,0,0,NA,1,NA,NA
"399",833779,50,25,25,1,3,6,NA,NA,NA,NA,NA,NA,58,NA,1,1,1,0,FALSE,0,0,NA
"400",833807,100,0,0,3,2,11,NA,NA,NA,NA,NA,NA,69,2.5,1,0,0,0,FALSE,NA,NA,NA
"401",833883,50,0,50,1,1,5,NA,NA,NA,NA,NA,NA,58,0.3,0,0,0,0,FALSE,1,NA,NA
"402",833905,50,25,25,1,1,4,NA,NA,NA,NA,NA,NA,30,1.1,0,0,0,0,TRUE,NA,NA,0.5
"403",833917,100,0,0,5,2,10,NA,NA,NA,NA,NA,NA,61,3.625,1,NA,NA,0,FALSE,1,0,NA
"404",833972,75,25,0,1,1,11,NA,NA,NA,NA,NA,NA,46,0.8,0,0,0,0,FALSE,0,NA,2.031
"405",833993,50,30,20,1,1,NA,200,NA,NA,NA,NA,NA,57,1.8,1,0,0,0,NA,0,0,0
"406",834051,50,50,0,1,1,NA,NA,NA,NA,5,5,NA,38,2.25,1,0,0,0,NA,0,0,NA
"407",834094,20,70,10,5,1,NA,NA,NA,NA,NA,NA,2,36,0.859,0,0,0,0,NA,0,0,NA
"408",834106,70,20,10,1,1,6,NA,NA,NA,NA,NA,NA,59,2.7,1,1,0,0,FALSE,0,0,225
"409",834143,100,0,0,5,1,NA,NA,2,1,NA,NA,NA,64,0.69,0,NA,NA,0,NA,0,NA,NA
"410",834240,50,50,0,2,1,NA,NA,NA,NA,3,2,NA,71,2.75,1,NA,NA,0,NA,NA,NA,NA
"411",834341,50,25,25,1,1,NA,NA,NA,NA,4,3,NA,47,1.965,0,0,0,0,NA,0,0,1.76
"412",834475,60,30,10,5,1,NA,NA,NA,NA,7,6,NA,19,0.25,1,0,0,0,NA,NA,0,NA
"413",834521,30,30,40,2,3,NA,NA,4,10,NA,NA,NA,24,1.25,1,0,0,0,NA,NA,NA,NA
"414",834576,0,0,100,5,2,NA,800,NA,NA,NA,NA,NA,52,1,1,NA,NA,0,NA,0,NA,NA
"415",834594,25,75,0,1,2,NA,400,NA,NA,NA,NA,NA,48,2.148,0,NA,NA,0,NA,0,0,NA
"416",834600,50,45,5,5,2,NA,NA,NA,NA,NA,NA,2,36,0.939,0,0,0,0,NA,0,NA,NA
"417",834759,20,50,30,4,2,NA,NA,NA,NA,NA,NA,2,55,1.5,1,0,1,0,NA,0,0,4
"418",834765,100,0,0,5,1,NA,300,NA,NA,NA,NA,NA,67,0.698,0,NA,NA,0,NA,0,NA,NA
"419",834771,60,30,10,4,1,11,NA,NA,NA,NA,NA,NA,43,0,0,0,0,0,FALSE,1,NA,1
"420",834786,40,40,20,5,2,NA,NA,NA,NA,6,6,NA,71,1.89,1,0,0,0,NA,NA,NA,NA
"421",834869,0,50,50,1,1,NA,NA,NA,NA,NA,NA,1,32,1.25,1,0,0,0,NA,NA,NA,NA
"422",835034,10,60,30,2,1,4,NA,NA,NA,NA,NA,NA,24,1.4,1,0,0,0,FALSE,0,0,8.5
"423",835144,25,75,0,1,1,NA,NA,NA,NA,NA,NA,1,35,1.95,0,1,0,0,NA,NA,NA,NA
"424",835339,30,60,10,3,1,NA,NA,NA,NA,NA,NA,1,29,1.949,1,NA,NA,0,NA,0,NA,NA
"425",835388,20,40,40,1,2,NA,NA,NA,NA,NA,NA,5,33,3.3,1,NA,NA,0,NA,1,75,NA
"426",835397,0,50,50,4,2,NA,NA,NA,NA,NA,NA,5,57,NA,0,NA,NA,0,NA,1,0,NA
"427",835498,50,40,10,4,2,NA,NA,4,7,NA,NA,NA,62,1.45,1,0,0,0,NA,1,NA,NA
"428",835504,30,40,30,4,1,NA,NA,NA,NA,1,1,NA,73,1.5,1,0,0,0,NA,0,0,183.717
"429",835537,60,20,20,2,3,NA,NA,NA,NA,NA,NA,1,19,0,0,0,0,0,NA,NA,NA,4
"430",835623,100,0,0,5,2,NA,NA,NA,NA,2,2,NA,60,1.35,0,0,1,0,NA,1,NA,185
"431",835772,25,50,25,3,2,NA,NA,NA,NA,5,5,NA,72,1.75,0,0,0,0,NA,0,NA,NA
"432",835858,20,30,50,1,3,NA,NA,NA,NA,NA,NA,6,64,0.85,1,NA,NA,1,NA,1,NA,NA
"433",835925,50,25,25,5,1,NA,NA,NA,NA,1,0,NA,63,0,0,0,0,0,NA,0,NA,35
"434",836148,25,50,25,3,2,6,NA,NA,NA,NA,NA,NA,72,2.807,1,0,0,0,FALSE,0,0,NA
"435",836151,50,50,0,5,1,NA,NA,NA,NA,NA,NA,2,35,NA,0,0,0,0,NA,0,NA,NA
"436",836199,50,30,20,2,2,NA,NA,2,15,NA,NA,NA,61,1.7,0,0,0,0,NA,1,NA,88.413
"438",836285,50,25,25,1,2,6,NA,NA,NA,NA,NA,NA,63,1.83,1,0,0,0,FALSE,0,NA,35
"439",836434,25,25,50,5,1,11,NA,NA,NA,NA,NA,NA,45,1.6,1,0,0,0,FALSE,1,0,NA
"440",836505,100,0,0,1,1,NA,NA,2,1,NA,NA,NA,60,2.47,1,0,0,0,NA,1,0,15
"441",836532,20,50,30,5,2,10,NA,NA,NA,NA,NA,NA,24,1.2,0,0,0,0,FALSE,NA,NA,NA
"442",836611,0,100,0,5,1,NA,NA,NA,NA,6,6,NA,63,2.3,1,0,0,0,NA,0,0,NA
"443",836746,20,60,20,3,2,NA,NA,NA,NA,NA,NA,6,31,1.95,0,NA,NA,0,NA,1,0,NA
"444",836819,0,30,70,1,3,NA,NA,NA,NA,5,3,NA,39,1.5,1,0,1,1,NA,0,0,NA
"445",836993,100,0,0,1,1,NA,400,NA,NA,NA,NA,NA,68,1.9,1,0,0,0,NA,0,0,7
"446",837011,50,50,0,3,1,NA,30,NA,NA,NA,NA,NA,64,1.3,0,0,0,0,NA,NA,NA,30
"447",837112,80,15,5,2,2,11,NA,NA,NA,NA,NA,NA,56,1.6,0,NA,NA,0,FALSE,0,NA,NA
"448",837252,20,80,0,1,2,NA,NA,NA,NA,2,1,NA,42,1.75,0,0,0,0,NA,0,0,19
"449",837261,0,100,0,1,3,NA,NA,NA,NA,8,5,NA,49,1.2,1,0,0,0,NA,0,0,-0.4
"450",837469,100,0,0,5,1,NA,NA,1,14,NA,NA,NA,58,2,0,NA,NA,0,NA,0,0,NA
"451",837698,50,40,10,1,2,NA,NA,NA,NA,NA,NA,1,53,3.2,1,0,0,1,NA,0,0,0.067
"452",837957,30,50,20,1,1,7,NA,NA,NA,NA,NA,NA,50,1.6,1,0,0,0,FALSE,NA,0,67
"453",838076,30,30,40,5,1,NA,NA,NA,NA,NA,NA,1,80,0.722,0,0,0,0,NA,0,NA,23
"454",838159,25,25,50,1,1,NA,200,NA,NA,NA,NA,NA,61,0.25,1,0,0,0,NA,NA,NA,NA
"455",838296,0,25,75,2,2,NA,600,NA,NA,NA,NA,NA,68,0.99,1,0,0,0,NA,1,40,35
"456",838342,50,25,25,1,1,NA,NA,NA,NA,8,6,NA,27,2.75,0,0,0,0,NA,1,15,2.156
"457",838360,25,25,50,1,1,NA,NA,1,1,NA,NA,NA,53,2,1,0,0,0,NA,0,0,NA
"458",838400,25,75,0,4,1,NA,NA,NA,NA,0,5,NA,46,0,0,NA,NA,0,NA,NA,NA,NA
"459",838732,50,0,50,1,1,NA,400,NA,NA,NA,NA,NA,38,0.86,0,0,0,0,NA,1,0,8
"460",838735,0,100,0,1,3,NA,NA,9,15,NA,NA,NA,26,1.75,1,0,0,0,NA,NA,NA,6.3
"461",838806,33,33,34,1,1,NA,NA,2,2,NA,NA,NA,64,NA,1,0,0,0,NA,0,50,NA
"462",838909,20,35,45,5,3,6,NA,NA,NA,NA,NA,NA,53,1.297,0,0,0,0,TRUE,1,0,4
