"partid","location","gamble_lab","domain","gamble_ind","samples","switches","swrate","A_mean","A_var","B_mean","B_var","rare_n","rt_sample","rt_decision","H","Hexp","R","Rexp","decision"
"64177901","Basel","he04_4","loss",1,36,2,0.06,-3,0,-2.89,3.4,5,1386,1372,0,1,1,1,"B"
"64177901","Basel","he04_6inv","loss",2,36,1,0.03,-0.25,0.75,-1.33,42.67,1,1230,916,1,1,0,0,"A"
"64177901","Basel","he04_6","gain",3,59,2,0.03,0,0,0.82,1.96,0,1248,1019,0,1,0,1,"B"
"64177901","Basel","he04_2inv","loss",4,37,2,0.06,-0.29,0.81,-0.75,2.6,3,1246,693,1,1,0,0,"A"
"64177901","Basel","he04_2","gain",5,31,1,0.03,0,0,1.71,2.57,0,1100,705,0,1,0,1,"B"
"64177901","Basel","he04_3","loss",6,22,2,0.1,-3,0,-4.27,126.78,2,1226,745,0,0,1,1,"B"
"64177901","Basel","he04_5","gain",7,27,2,0.08,4.57,135.03,3,0,2,1168,675,0,0,0,0,"B"
"64177901","Basel","he04_1","gain",8,21,1,0.05,2.29,4.57,3,0,3,1183,638,0,1,0,0,"B"
"64178801","Basel","he04_6","gain",1,16,5,0.33,0,0,1.33,2.5,0,1640,924,0,1,0,1,"B"
"64178801","Basel","he04_4","loss",2,15,1,0.07,-3,0,-4,0,0,1317,558,1,1,0,NA,"A"
"64178801","Basel","he04_6inv","loss",3,29,2,0.07,-1.11,2.21,0,0,0,1254,790,0,1,1,0,"B"
"64178801","Basel","he04_5","gain",4,21,2,0.1,0,0,3,0,0,1343,766,0,1,0,NA,"B"
"64178801","Basel","he04_2","gain",5,20,1,0.05,1.2,3.73,0.6,1.6,3,1438,651,1,1,1,1,"A"
"64178801","Basel","he04_2inv","loss",6,20,1,0.05,-0.3,0.9,-1.2,3.73,3,1413,591,1,1,0,0,"A"
"64178801","Basel","he04_3","loss",7,20,1,0.05,-3,0,-3.2,102.4,1,1425,1853,0,0,1,1,"B"
"64178801","Basel","he04_1","gain",8,31,2,0.07,2.8,3.54,3,0,6,1563,480,0,1,0,0,"B"
"64179101","Basel","he04_1","gain",1,23,2,0.09,2.91,3.49,3,0,3,1294,1926,0,1,0,0,"B"
"64179101","Basel","he04_3","loss",2,28,2,0.07,-3,0,0,0,0,1236,649,0,1,1,NA,"B"
"64179101","Basel","he04_6","gain",3,37,1,0.03,0,0,1.29,2.37,0,1367,993,0,1,0,1,"B"
"64179101","Basel","he04_6inv","loss",4,36,1,0.03,-0.21,0.64,0,0,0,1266,598,0,1,1,0,"B"
"64179101","Basel","he04_5","gain",5,21,3,0.15,2.46,78.77,3,0,1,1285,614,1,0,1,1,"A"
"64179101","Basel","he04_4","loss",6,20,2,0.11,-3,0,-2.67,4.27,2,1333,793,0,1,1,1,"B"
"64179101","Basel","he04_2","gain",7,27,2,0.08,1.07,3.35,0.75,1.84,4,1349,679,1,1,1,1,"A"
"64179101","Basel","he04_2inv","loss",8,27,1,0.04,-0.46,1.27,-1.14,3.52,4,1268,398,1,1,0,0,"A"
"64179301","Basel","he04_3","loss",1,49,4,0.08,-3,0,-5.33,150.59,3,1204,2364,0,0,1,1,"B"
"64179301","Basel","he04_4","loss",2,23,2,0.09,-3,0,-2,4.8,3,1163,569,0,1,1,1,"B"
"64179301","Basel","he04_5","gain",3,23,2,0.09,0,0,3,0,0,1096,459,0,1,0,NA,"B"
"64179301","Basel","he04_2inv","loss",4,13,2,0.17,0,0,-1.33,5.33,1,1110,558,1,1,0,0,"A"
"64179301","Basel","he04_1","gain",5,54,3,0.06,3.33,2.42,3,0,2,1104,631,0,0,0,0,"B"
"64179301","Basel","he04_6","gain",6,23,8,0.36,0,0,0.43,1.29,0,1141,596,0,1,0,1,"B"
"64179301","Basel","he04_6inv","loss",7,10,1,0.11,-1.5,4.5,0,0,0,1127,541,0,1,1,0,"B"
"64179301","Basel","he04_2","gain",8,28,6,0.22,0.19,0.76,0.43,1.29,1,1188,483,0,1,0,1,"B"
"64179701","Basel","he04_4","loss",1,17,8,0.5,-3,0,-3.11,3.11,2,2289,6458,1,1,0,0,"A"
"64179701","Basel","he04_2","gain",2,27,1,0.04,0.44,1.78,0.83,1.91,1,1452,6842,0,1,0,1,"B"
"64179701","Basel","he04_6","gain",3,35,11,0.32,2,64,1.42,2.37,1,1230,2623,1,1,1,1,"A"
"64179701","Basel","he04_1","gain",4,17,1,0.06,3,3.43,3,0,2,1182,665,1,NA,1,1,"A"
"64179701","Basel","he04_3","loss",5,18,2,0.12,-3,0,-3.2,102.4,1,1280,705,1,1,0,0,"A"
"64179701","Basel","he04_6inv","loss",6,13,2,0.17,-1,2.4,0,0,0,1298,872,0,1,1,0,"B"
"64179701","Basel","he04_5","gain",7,18,1,0.06,7.11,199.11,3,0,2,1220,602,0,0,0,0,"B"
"64179701","Basel","he04_2inv","loss",8,29,1,0.04,-0.6,1.54,-0.57,2.11,2,1185,858,1,0,0,0,"A"
"64180001","Basel","he04_2inv","loss",1,23,14,0.64,-1,2.18,0,0,0,1427,3413,0,1,1,0,"B"
"64180001","Basel","he04_3","loss",2,11,5,0.5,-3,0,0,0,0,1265,2438,0,1,1,NA,"B"
"64180001","Basel","he04_6inv","loss",3,19,10,0.56,-0.33,1,0,0,0,1231,3182,0,1,1,0,"B"
"64180001","Basel","he04_5","gain",4,7,4,0.67,0,0,3,0,0,1339,977,0,1,0,NA,"B"
"64180001","Basel","he04_4","loss",5,9,7,0.88,-3,0,-4,0,0,1269,636,1,1,0,NA,"A"
"64180001","Basel","he04_1","gain",6,7,4,0.67,4,0,3,0,0,1243,612,1,1,1,NA,"A"
"64180001","Basel","he04_2","gain",7,11,5,0.5,0,0,0,0,0,1180,855,0,NA,0,NA,"B"
"64180001","Basel","he04_6","gain",8,15,5,0.36,0,0,0.86,2.14,0,1339,548,0,1,0,1,"B"
"64180601","Basel","he04_6","gain",1,19,2,0.11,0,0,0.6,1.6,0,1512,646,0,1,0,1,"B"
"64180601","Basel","he04_3","loss",2,24,5,0.22,-3,0,-2.67,85.33,1,1854,523,0,1,1,1,"B"
"64180601","Basel","he04_5","gain",3,20,1,0.05,3.2,102.4,3,0,1,1374,544,0,0,0,0,"B"
"64180601","Basel","he04_1","gain",4,25,3,0.12,3.08,3.08,3,0,3,1424,454,0,0,0,0,"B"
"64180601","Basel","he04_2inv","loss",5,24,3,0.13,-0.5,1.36,-1,3.27,3,1539,506,1,1,0,0,"A"
"64180601","Basel","he04_2","gain",6,22,2,0.1,1,3.27,0.3,0.9,3,1609,627,1,1,1,1,"A"
"64180601","Basel","he04_6inv","loss",7,25,3,0.12,-0.82,1.96,0,0,0,1195,737,0,1,1,0,"B"
"64180601","Basel","he04_4","loss",8,29,5,0.18,-3,0,-2.93,3.35,4,1332,401,1,0,0,0,"A"
"64181101","Basel","he04_6","gain",1,29,27,0.96,0,0,1.29,2.37,0,1143,2129,0,1,0,1,"B"
"64181101","Basel","he04_5","gain",2,23,12,0.55,0,0,3,0,0,1182,550,0,1,0,NA,"B"
"64181101","Basel","he04_2inv","loss",3,32,30,0.97,-0.53,1.39,-0.53,1.98,2,1125,650,0,NA,1,1,"B"
"64181101","Basel","he04_3","loss",4,14,13,1,-3,0,0,0,0,997,1027,0,1,1,NA,"B"
"64181101","Basel","he04_1","gain",5,14,13,1,4,0,3,0,0,1001,485,1,1,1,NA,"A"
"64181101","Basel","he04_6inv","loss",6,23,10,0.45,-0.82,1.96,0,0,0,1148,505,0,1,1,0,"B"
"64181101","Basel","he04_2","gain",7,23,20,0.91,0,0,1.64,2.45,0,1082,748,0,1,0,1,"B"
"64181101","Basel","he04_4","loss",8,14,13,1,-3,0,-4,0,0,1060,404,1,1,0,NA,"A"
"64181301","Basel","he04_2","gain",1,34,33,1,0.71,2.47,0.71,1.72,3,1155,599,1,NA,1,1,"A"
"64181301","Basel","he04_5","gain",2,13,12,1,0,0,3,0,0,1102,489,0,1,0,NA,"B"
"64181301","Basel","he04_2inv","loss",3,5,4,1,0,0,0,0,0,1147,474,1,NA,0,NA,"A"
"64181301","Basel","he04_4","loss",4,5,4,1,-3,0,-4,0,0,1177,436,1,1,0,NA,"A"
"64181301","Basel","he04_1","gain",5,6,5,1,2.67,5.33,3,0,1,1263,414,1,0,1,1,"A"
"64181301","Basel","he04_3","loss",6,5,4,1,-3,0,0,0,0,943,425,0,1,1,NA,"B"
"64181301","Basel","he04_6inv","loss",7,6,5,1,0,0,0,0,0,1094,409,0,NA,1,NA,"B"
"64181301","Basel","he04_6","gain",8,8,6,0.86,0,0,0,0,0,1231,366,0,NA,0,NA,"B"
"64181801","Basel","he04_3","loss",1,14,3,0.23,-3,0,-9.14,243.81,2,1570,1383,1,1,0,0,"A"
"64181801","Basel","he04_4","loss",2,11,1,0.1,-3,0,-1.33,4.27,4,1355,1075,0,1,1,1,"B"
"64181801","Basel","he04_6inv","loss",3,11,1,0.1,0,0,-6.4,204.8,1,1272,1090,1,1,0,0,"A"
"64181801","Basel","he04_1","gain",4,12,1,0.09,4,0,3,0,0,1271,772,1,1,1,NA,"A"
"64181801","Basel","he04_5","gain",5,11,1,0.1,0,0,3,0,0,1244,1030,0,1,0,NA,"B"
"64181801","Basel","he04_2inv","loss",6,13,1,0.08,-0.38,1.12,0,0,0,1267,750,0,1,1,0,"B"
"64181801","Basel","he04_2","gain",7,15,1,0.07,0.5,2,0.86,2.14,1,2086,754,1,0,1,0,"A"
"64181801","Basel","he04_6","gain",8,13,1,0.08,4.57,146.29,1,2.4,1,1413,907,1,1,1,1,"A"
"64181901","Basel","he04_6","gain",1,21,2,0.1,0,0,0.69,1.73,0,1035,2291,0,1,0,1,"B"
"64181901","Basel","he04_3","loss",2,41,3,0.08,-3,0,-5.52,151.33,5,1608,791,1,1,0,0,"A"
"64181901","Basel","he04_5","gain",3,26,2,0.08,4.27,126.78,3,0,2,1044,563,0,0,0,0,"B"
"64181901","Basel","he04_2","gain",4,63,2,0.03,0.38,1.4,0.48,1.26,3,1510,878,0,1,0,0,"B"
"64181901","Basel","he04_4","loss",5,41,1,0.02,-3,0,-2.97,3.17,8,1168,581,1,0,0,0,"A"
"64181901","Basel","he04_6inv","loss",6,64,3,0.05,-0.45,1.19,0,0,0,976,690,0,1,1,0,"B"
"64181901","Basel","he04_1","gain",7,24,1,0.04,3.43,2.11,3,0,2,926,590,1,1,1,1,"A"
"64181901","Basel","he04_2inv","loss",8,70,1,0.01,-0.4,1.08,-0.7,2.37,7,1055,313,1,1,0,0,"A"
"64182001","Basel","he04_2","gain",1,67,21,0.32,0.11,0.42,0.83,1.86,1,2704,1186,0,1,0,1,"B"
"64182001","Basel","he04_6","gain",2,16,11,0.73,0,0,0,0,0,1080,556,0,NA,0,NA,"B"
"64182001","Basel","he04_5","gain",3,8,7,1,0,0,3,0,0,997,510,0,1,0,NA,"B"
"64182001","Basel","he04_4","loss",4,12,11,1,-3,0,-2,4.8,3,1948,631,0,1,1,1,"B"
"64182001","Basel","he04_2inv","loss",5,34,29,0.88,-0.6,1.54,-0.42,1.59,2,1019,306,0,1,1,1,"B"
"64182001","Basel","he04_1","gain",6,9,8,1,2.4,4.8,3,0,2,958,342,1,0,1,1,"A"
"64182001","Basel","he04_6inv","loss",7,4,3,1,-1.5,4.5,0,0,0,994,403,0,1,1,0,"B"
"64182001","Basel","he04_3","loss",8,3,2,1,-3,0,0,NA,0,1109,517,0,1,1,NA,"B"
"64182201","Basel","he04_6inv","loss",1,16,1,0.07,-1.29,2.57,0,0,0,1077,2023,0,1,1,0,"B"
"64182201","Basel","he04_6","gain",2,18,1,0.06,0,0,1.5,2.57,0,959,1150,0,1,0,1,"B"
"64182201","Basel","he04_1","gain",3,15,1,0.07,3.33,2.67,3,0,1,1051,842,0,0,0,0,"B"
"64182201","Basel","he04_4","loss",4,17,1,0.06,-3,0,-3,3.43,2,1023,528,0,NA,1,1,"B"
"64182201","Basel","he04_3","loss",5,10,1,0.11,-3,0,-10.67,341.33,1,1080,558,1,1,0,0,"A"
"64182201","Basel","he04_5","gain",6,7,1,0.17,12.8,307.2,3,0,2,1193,737,1,1,1,1,"A"
"64182201","Basel","he04_2","gain",7,22,2,0.1,0.62,2.26,1,2.25,2,1045,756,0,1,0,0,"B"
"64182201","Basel","he04_2inv","loss",8,14,1,0.08,0,0,-1.33,4.27,2,1012,630,1,1,0,0,"A"
"64182301","Basel","he04_3","loss",1,16,1,0.07,-3,0,0,0,0,1410,2474,0,1,1,NA,"B"
"64182301","Basel","he04_1","gain",2,22,1,0.05,3.43,2.11,3,0,2,1454,1958,1,1,1,1,"A"
"64182301","Basel","he04_4","loss",3,23,2,0.09,-3,0,-2.86,3.52,4,1256,1574,0,1,1,1,"B"
"64182301","Basel","he04_2inv","loss",4,27,3,0.12,-1,2.18,-0.8,2.74,3,1230,872,0,1,1,1,"B"
"64182301","Basel","he04_5","gain",5,15,1,0.07,5.33,170.67,3,0,1,1357,1381,0,0,0,0,"B"
"64182301","Basel","he04_2","gain",6,19,2,0.11,0.67,2.42,0.43,1.29,2,1279,934,1,1,1,1,"A"
"64182301","Basel","he04_6inv","loss",7,18,1,0.06,-0.75,1.93,0,0,0,1296,866,0,1,1,0,"B"
"64182301","Basel","he04_6","gain",8,12,1,0.09,0,0,1.2,2.7,0,1256,947,0,1,0,1,"B"
"64182501","Basel","he04_6","gain",1,32,2,0.06,0,0,0.4,1.11,0,1364,1726,0,1,0,1,"B"
"64182501","Basel","he04_3","loss",2,63,6,0.1,-3,0,-1.39,44.52,1,1373,1030,1,0,0,0,"A"
"64182501","Basel","he04_5","gain",3,70,1,0.01,4.36,126.34,3,0,3,1259,2056,0,0,0,0,"B"
"64182501","Basel","he04_1","gain",4,61,1,0.02,3.69,1.18,3,0,2,1383,783,0,0,0,0,"B"
"64182501","Basel","he04_6inv","loss",5,76,1,0.01,-0.84,1.89,0,0,0,1269,1555,0,1,1,0,"B"
"64182501","Basel","he04_2inv","loss",6,63,2,0.03,-0.87,1.92,-1,3.1,8,1411,891,1,1,0,0,"A"
"64182501","Basel","he04_2","gain",7,84,2,0.02,0.78,2.57,1.27,2.27,10,1282,514,1,0,1,1,"A"
"64182501","Basel","he04_4","loss",8,50,2,0.04,-3,0,-3.68,1.23,2,1305,996,1,1,0,0,"A"
"64182701","Basel","he04_6","gain",1,28,10,0.37,0,0,0.88,1.99,0,1146,1420,0,1,0,1,"B"
"64182701","Basel","he04_1","gain",2,6,2,0.4,2,5.33,3,0,2,1139,674,1,0,1,1,"A"
"64182701","Basel","he04_2","gain",3,14,2,0.15,1.14,3.81,0.43,1.29,2,1155,761,1,1,1,1,"A"
"64182701","Basel","he04_5","gain",4,3,0,0,21.33,341.33,NA,NA,2,1390,623,1,NA,1,NA,"A"
"64182701","Basel","he04_4","loss",5,8,2,0.29,-3,0,-4,0,0,1191,687,1,1,0,NA,"A"
"64182701","Basel","he04_6inv","loss",6,9,1,0.12,-0.6,1.8,0,0,0,1189,652,0,1,1,0,"B"
"64182701","Basel","he04_2inv","loss",7,9,1,0.12,-0.6,1.8,0,0,0,1192,607,0,1,1,0,"B"
"64182701","Basel","he04_3","loss",8,9,1,0.12,-3,0,0,0,0,1101,454,0,1,1,NA,"B"
"64182801","Basel","he04_5","gain",1,7,1,0.17,0,NA,3,0,0,1843,3798,1,0,1,NA,"A"
"64182801","Basel","he04_2inv","loss",2,6,2,0.4,0,0,0,0,0,1173,2232,0,NA,1,NA,"B"
"64182801","Basel","he04_2","gain",3,24,11,0.48,0.4,1.6,0.43,1.19,1,1203,1650,1,0,1,1,"A"
"64182801","Basel","he04_6","gain",4,28,2,0.07,0,0,0.33,1,0,903,638,0,1,0,1,"B"
"64182801","Basel","he04_6inv","loss",5,22,1,0.05,-0.55,1.47,-2.91,93.09,1,1020,450,0,0,1,1,"B"
"64182801","Basel","he04_4","loss",6,15,2,0.14,-3,0,-3.43,2.29,1,1017,677,0,0,1,1,"B"
"64182801","Basel","he04_3","loss",7,13,1,0.08,-3,0,-4.57,146.29,1,970,434,0,0,1,1,"B"
"64182801","Basel","he04_1","gain",8,15,1,0.07,4,0,3,0,0,1025,499,1,1,1,NA,"A"
"64183001","Basel","he04_2inv","loss",1,10,1,0.11,-1,3,-1.14,3.81,2,1366,2134,1,1,0,0,"A"
"64183001","Basel","he04_6inv","loss",2,11,1,0.1,0,0,-5.33,170.67,1,1225,615,1,1,0,0,"A"
"64183001","Basel","he04_2","gain",3,10,1,0.11,0,0,0.75,2.25,0,1329,490,0,1,0,1,"B"
"64183001","Basel","he04_1","gain",4,10,2,0.22,3.33,2.67,3,0,1,1196,622,1,1,1,1,"A"
"64183001","Basel","he04_3","loss",5,13,1,0.08,-3,0,-4,128,1,1267,579,1,1,0,0,"A"
"64183001","Basel","he04_6","gain",6,16,1,0.07,0,0,1.29,2.57,0,1173,477,0,1,0,1,"B"
"64183001","Basel","he04_4","loss",7,7,1,0.17,-3,0,-4,0,0,1144,377,1,1,0,NA,"A"
"64183001","Basel","he04_5","gain",8,4,1,0.33,16,512,3,0,1,1226,546,1,1,1,1,"A"
"64183101","Basel","he04_2","gain",1,33,2,0.06,0.75,2.6,0.88,1.99,3,1217,577,0,1,0,0,"B"
"64183101","Basel","he04_1","gain",2,23,2,0.09,2.86,3.81,3,0,2,1188,2339,0,1,0,0,"B"
"64183101","Basel","he04_4","loss",3,28,2,0.07,-3,0,-2.93,3.35,4,1192,450,0,1,1,1,"B"
"64183101","Basel","he04_3","loss",4,23,1,0.05,-3,0,-9.6,238.93,3,1144,1926,0,0,1,1,"B"
"64183101","Basel","he04_6","gain",5,34,2,0.06,0,0,0.67,1.75,0,1087,671,0,1,0,1,"B"
"64183101","Basel","he04_2inv","loss",6,23,1,0.05,-1.5,2.5,-0.92,3.08,3,1144,255,0,1,1,1,"B"
"64183101","Basel","he04_5","gain",7,16,1,0.07,6.4,182.04,3,0,2,1162,435,0,0,0,0,"B"
"64183101","Basel","he04_6inv","loss",8,16,1,0.07,-0.86,2.14,-3.56,113.78,1,1274,532,1,1,0,0,"A"
"64183201","Basel","he04_5","gain",1,21,15,0.75,2.91,93.09,3,0,1,995,1825,1,0,1,1,"A"
"64183201","Basel","he04_2","gain",2,18,16,0.94,1.6,4.27,0.75,1.93,4,1103,1036,1,1,1,1,"A"
"64183201","Basel","he04_2inv","loss",3,18,16,0.94,-1.2,2.4,-1,3.43,2,1072,649,1,0,0,0,"A"
"64183201","Basel","he04_4","loss",4,36,34,0.97,-3,0,-3.56,1.67,2,1677,984,0,0,1,1,"B"
"64183201","Basel","he04_1","gain",5,21,19,0.95,3.6,1.6,3,0,1,1106,459,0,0,0,0,"B"
"64183201","Basel","he04_6","gain",6,106,36,0.34,0.5,16,0.86,1.88,1,1305,659,0,1,0,0,"B"
"64183201","Basel","he04_3","loss",7,52,1,0.02,-3,0,-4.27,122.41,4,1337,646,1,1,0,0,"A"
"64183201","Basel","he04_6inv","loss",8,68,2,0.03,-0.68,1.63,-0.86,27.68,1,1212,660,1,1,0,0,"A"
"64183301","Basel","he04_1","gain",1,5,3,0.75,4,0,3,0,0,1433,819,1,1,1,NA,"A"
"64183301","Basel","he04_6","gain",2,2,1,1,0,NA,3,NA,0,1767,5968,0,1,0,NA,"B"
"64183301","Basel","he04_5","gain",3,10,9,1,6.4,204.8,3,0,1,1151,283,0,0,0,0,"B"
"64183301","Basel","he04_2inv","loss",4,20,18,0.95,-1.5,2.5,-1.2,3.73,3,1051,385,0,1,1,1,"B"
"64183301","Basel","he04_3","loss",5,14,13,1,-3,0,-4.57,146.29,1,1035,370,0,0,1,1,"B"
"64183301","Basel","he04_6inv","loss",6,6,5,1,0,0,0,0,0,961,310,1,NA,0,NA,"A"
"64183301","Basel","he04_4","loss",7,17,16,1,-3,0,-2.5,4.29,3,1108,398,0,1,1,1,"B"
"64183301","Basel","he04_2","gain",8,18,17,1,2.22,4.44,0,0,5,1082,370,1,1,1,1,"A"
"64183501","Basel","he04_1","gain",1,27,2,0.08,2.86,3.52,3,0,4,1079,611,0,1,0,0,"B"
"64183501","Basel","he04_5","gain",2,18,2,0.12,3.56,113.78,3,0,1,1172,492,0,0,0,0,"B"
"64183501","Basel","he04_6inv","loss",3,27,2,0.08,-0.69,1.73,0,0,0,1109,403,0,1,1,0,"B"
"64183501","Basel","he04_4","loss",4,36,2,0.06,-3,0,-3.5,1.83,3,1080,3273,0,0,1,1,"B"
"64183501","Basel","he04_6","gain",5,31,2,0.07,2.13,68.27,0.56,1.46,1,1068,428,1,1,1,1,"A"
"64183501","Basel","he04_2inv","loss",6,22,2,0.1,-1,2.4,-1,3.2,4,1057,458,1,NA,0,0,"A"
"64183501","Basel","he04_2","gain",7,12,1,0.09,2.4,4.8,0.43,1.29,3,1068,377,1,1,1,1,"A"
"64183501","Basel","he04_3","loss",8,26,1,0.04,-3,0,-2,64,1,1127,440,1,0,0,0,"A"
"64184101","Basel","he04_6inv","loss",1,29,1,0.04,-0.67,1.65,-2.91,93.09,1,1153,3854,1,1,0,0,"A"
"64184101","Basel","he04_2","gain",2,88,1,0.01,0.8,2.61,0.71,1.67,10,1043,1180,1,1,1,1,"A"
"64184101","Basel","he04_5","gain",3,80,2,0.03,4.8,133.91,3,0,6,1195,920,0,0,0,0,"B"
"64184101","Basel","he04_1","gain",4,62,1,0.02,3.07,2.96,3,0,7,1266,696,1,1,1,1,"A"
"64184101","Basel","he04_2inv","loss",5,84,1,0.01,-0.56,1.4,-0.59,2.05,6,1524,5054,1,1,0,0,"A"
"64184101","Basel","he04_3","loss",6,75,2,0.03,-3,0,-3.14,92.36,5,1879,963,0,0,1,1,"B"
"64184101","Basel","he04_6","gain",7,100,1,0.01,0,0,0.66,1.58,0,1352,829,0,1,0,1,"B"
"64184101","Basel","he04_4","loss",8,40,1,0.03,-3,0,-3,3.16,5,1675,694,0,NA,1,1,"B"
"64184701","Basel","he04_3","loss",1,31,3,0.1,-3,0,-2,64,1,1189,1387,1,0,0,0,"A"
"64184701","Basel","he04_4","loss",2,34,3,0.09,-3,0,-3.53,1.76,2,1443,940,1,1,0,0,"A"
"64184701","Basel","he04_2","gain",3,25,2,0.08,0.5,1.87,0.67,1.75,2,1317,628,0,1,0,0,"B"
"64184701","Basel","he04_6","gain",4,23,3,0.14,0,0,0.5,1.36,0,1566,2336,0,1,0,1,"B"
"64184701","Basel","he04_1","gain",5,18,1,0.06,2.67,4,3,0,3,1780,793,1,0,1,1,"A"
"64184701","Basel","he04_5","gain",6,17,3,0.19,6.4,204.8,3,0,1,2005,551,1,1,1,1,"A"
"64184701","Basel","he04_2inv","loss",7,36,4,0.11,-1.5,2.57,-0.43,1.59,3,1271,630,0,1,1,0,"B"
"64184701","Basel","he04_6inv","loss",8,23,1,0.05,-0.5,1.36,0,0,0,1328,2297,0,1,1,0,"B"
"64184901","Basel","he04_2inv","loss",1,18,1,0.06,-0.6,1.6,-1.5,4.29,3,1099,937,1,1,0,0,"A"
"64184901","Basel","he04_6","gain",2,23,2,0.09,0,0,0,0,0,1140,959,0,NA,0,NA,"B"
"64184901","Basel","he04_5","gain",3,20,1,0.05,2.91,93.09,3,0,1,1146,2398,0,1,0,0,"B"
"64184901","Basel","he04_3","loss",4,21,1,0.05,-3,0,-2.46,78.77,1,1179,1486,1,0,0,0,"A"
"64184901","Basel","he04_6inv","loss",5,24,1,0.04,-0.33,1,0,0,0,1098,485,0,1,1,0,"B"
"64184901","Basel","he04_4","loss",6,20,1,0.05,-3,0,-3.64,1.45,1,1119,577,1,1,0,0,"A"
"64184901","Basel","he04_2","gain",7,14,1,0.08,1.14,3.81,1.29,2.57,2,1095,787,0,1,0,0,"B"
"64184901","Basel","he04_1","gain",8,19,1,0.06,3.5,2,3,0,1,1085,1552,1,1,1,1,"A"
"64185101","Basel","he04_3","loss",1,5,2,0.5,-3,0,0,0,0,2139,2326,0,1,1,NA,"B"
"64185101","Basel","he04_2","gain",2,8,2,0.29,1.33,5.33,0,0,1,1587,913,0,0,0,0,"B"
"64185101","Basel","he04_1","gain",3,10,1,0.11,3.33,2.67,3,0,1,1425,973,1,1,1,1,"A"
"64185101","Basel","he04_2inv","loss",4,7,1,0.17,-2,3,-1,4,1,1128,815,0,1,1,1,"B"
"64185101","Basel","he04_6inv","loss",5,12,2,0.18,-1.2,2.7,-4.57,146.29,1,1190,856,0,0,1,1,"B"
"64185101","Basel","he04_5","gain",6,12,1,0.09,9.14,243.81,3,0,2,1102,669,0,0,0,0,"B"
"64185101","Basel","he04_4","loss",7,11,1,0.1,-3,0,-3.43,2.29,1,1208,751,1,1,0,0,"A"
"64185101","Basel","he04_6","gain",8,10,1,0.11,0,0,1,2.4,0,1177,680,0,1,0,1,"B"
"64186001","Basel","he04_3","loss",1,23,8,0.36,-3,0,-6.4,182.04,2,1250,1464,1,1,0,0,"A"
"64186001","Basel","he04_2inv","loss",2,21,5,0.25,-1,2.25,-1.33,3.88,4,1286,493,1,1,0,0,"A"
"64186001","Basel","he04_5","gain",3,20,4,0.21,0,0,3,0,0,1254,647,0,1,0,NA,"B"
"64186001","Basel","he04_4","loss",4,24,7,0.3,-3,0,-1.6,4.27,6,1335,547,0,1,1,1,"B"
"64186001","Basel","he04_1","gain",5,32,10,0.32,3.47,1.98,3,0,2,1418,1501,0,0,0,0,"B"
"64186001","Basel","he04_6inv","loss",6,25,13,0.54,-0.82,1.96,0,0,0,1438,447,0,1,1,0,"B"
"64186001","Basel","he04_2","gain",7,30,14,0.48,0.27,1.07,0.6,1.54,1,1267,494,1,0,1,0,"A"
"64186001","Basel","he04_6","gain",8,37,17,0.47,0,0,0.32,0.89,0,1263,446,0,1,0,1,"B"
"64186401","Basel","he04_1","gain",1,19,2,0.11,3.43,2.29,3,0,1,1112,766,0,0,0,0,"B"
"64186401","Basel","he04_3","loss",2,17,2,0.12,-3,0,-10.67,273.07,2,1173,568,1,1,0,0,"A"
"64186401","Basel","he04_5","gain",3,40,4,0.1,2.29,73.14,3,0,1,1090,721,1,0,1,1,"A"
"64186401","Basel","he04_6inv","loss",4,27,3,0.12,-0.6,1.8,0,0,0,1131,639,0,1,1,0,"B"
"64186401","Basel","he04_4","loss",5,27,2,0.08,-3,0,-1.6,4.8,3,1073,525,1,0,0,0,"A"
"64186401","Basel","he04_2","gain",6,12,1,0.09,1.71,4.57,0.6,1.8,3,1116,707,1,1,1,1,"A"
"64186401","Basel","he04_2inv","loss",7,10,1,0.11,-0.75,2.25,-1.33,4.27,2,1222,451,1,1,0,0,"A"
"64186401","Basel","he04_6","gain",8,21,1,0.05,2.67,85.33,1,2.25,1,1154,585,0,0,0,0,"B"
"64186801","Basel","he04_4","loss",1,3,2,1,-3,0,-4,NA,0,1210,2298,1,1,0,NA,"A"
"64186801","Basel","he04_2","gain",2,4,1,0.33,0,NA,0,0,0,1627,1325,0,NA,0,NA,"B"
"64186801","Basel","he04_1","gain",3,2,1,1,4,NA,3,NA,0,1648,616,1,1,1,NA,"A"
"64186801","Basel","he04_6inv","loss",4,2,1,1,0,NA,0,NA,0,1558,772,0,NA,1,NA,"B"
"64186801","Basel","he04_2inv","loss",5,2,1,1,0,NA,-4,NA,1,1336,786,1,1,0,NA,"A"
"64186801","Basel","he04_6","gain",6,2,1,1,0,NA,0,NA,0,1314,864,1,NA,1,NA,"A"
"64186801","Basel","he04_3","loss",7,2,1,1,-3,NA,0,NA,0,1572,691,0,1,1,NA,"B"
"64186801","Basel","he04_5","gain",8,3,2,1,0,NA,3,0,0,1333,775,0,1,0,NA,"B"
"64187001","Basel","he04_2","gain",1,38,1,0.03,0.6,2.15,0.83,1.91,3,1344,1457,1,0,1,1,"A"
"64187001","Basel","he04_3","loss",2,30,1,0.03,-3,0,-7.53,195.76,4,1337,835,0,0,1,1,"B"
