"partid","MUpc","OSpcLet","OSrtLet","OSpcOp","OSrtOp","SSpcLet","SSrtLet","SSpcOp","SSrtOp","SSTM","WMC"
64000401,0.572222222222222,0.67547619047619,1.44383277777778,0.720714285714286,1.67141071428571,0.656349206349206,1.44639714285714,0.813095238095238,2.31455849206349,0.723214285714286,-0.256768786616145
64004701,0.617777777777778,0.695555555555556,0.691717142857143,0.856507936507937,1.43175444444444,0.512698412698413,0.730418174603175,0.96547619047619,1.70437571428571,0.848214285714286,-0.145268804591121
64006401,0.81,0.895396825396825,0.560060317460317,0.991666666666667,1.25362658730159,0.868253968253968,0.548890952380952,0.991666666666667,1.59418952380952,0.964285714285714,1.28978471510276
64006901,0.312222222222222,0.473809523809524,1.17703388888889,0.468571428571429,1.6205096031746,0.62515873015873,1.26474261904762,0.97,2.08301746031746,0.875,-0.945479132243403
64007901,0.816666666666667,0.646746031746032,1.00093,0.867460317460317,1.3950746031746,0.616984126984127,0.645001984126984,0.918650793650794,2.28627444444444,0.901785714285714,0.523623182230777
64008701,0.681111111111111,0.748412698412698,0.874062301587302,0.971031746031746,1.45232682539683,0.541428571428571,0.745040873015873,0.897539682539683,2.61139761904762,0.830357142857143,0.0891560796636493
64011501,0.527777777777778,0.803015873015873,0.639221349206349,0.818571428571429,1.69085206349206,0.778730158730159,0.670151349206349,0.95,2.04400412698413,0.892857142857143,0.241285405518049
64015601,0.35,0.506269841269841,1.09919182539683,0.97,1.25446936507937,0.434285714285714,0.751205952380952,0.928333333333333,2.11151031746032,0.830357142857143,-1.17520251865798
64016901,0.926666666666667,0.909126984126984,0.551800317460317,0,0,0.797380952380952,0.604256031746032,0,0,0.678571428571429,1.03616961715242
64018301,0.0133333333333333,0.693492063492063,0.913892857142857,0.907936507936508,1.3832330952381,0.49452380952381,0.819594047619048,0.953174603174603,2.19232896825397,0.75,-1.80318874240822
64020401,0.417777777777778,0.876031746031746,0.755702380952381,0.93531746031746,1.53897238095238,0.71952380952381,0.675319444444444,0.918650793650794,2.2909319047619,0.875,-0.0568600700788864
64020501,0.657777777777778,0.831349206349206,1.17328555555556,0.895952380952381,1.62908126984127,0.801507936507937,1.38870976190476,0.728968253968254,2.73058325396825,0.946428571428571,0.711159873426074
64021901,0.552222222222222,0.832936507936508,1.11194452380952,0.951984126984127,1.38810420634921,0.808253968253968,1.16489420634921,0.971031746031746,2.06713333333333,0.857142857142857,0.326387640850696
64022901,0,0.888095238095238,0.60468246031746,0,0,0.90452380952381,0.696935873015873,0,0,0.803571428571429,-0.890375956851445
64025601,0.662222222222222,0.766904761904762,0.87407880952381,0.85484126984127,1.57567904761905,0.758333333333333,0.74010753968254,0.980555555555556,2.29545896825397,0.723214285714286,0.229148585872934
64026901,0.694444444444444,0.76031746031746,0.583260793650794,0.874920634920635,1.18060777777778,0.749444444444444,0.557271428571429,0.893650793650794,1.35048103174603,1.00892857142857,0.732768397866351
64027801,0.741111111111111,0.663650793650794,0.896052301587302,0.932142857142857,1.46798166666667,0.671746031746032,0.769403650793651,0.988888888888889,1.97662833333333,0.892857142857143,0.429471218985342
64029901,0.262222222222222,0.292619047619048,1.50056373015873,0.912460317460317,1.52298944444444,0.108015873015873,0.770157936507937,0.857698412698413,2.65323150793651,0.705357142857143,-2.3415011021057
