"partid","location","gamble_lab","domain","gamble_ind","rt_decision","H","R","decision"
64180601,"Basel","he04_4","loss",6,8101,0,1,"B"
64180601,"Basel","he04_6","gain",7,16528,1,1,"A"
64180601,"Basel","he04_3","loss",8,4255,0,1,"B"
64181101,"Basel","he04_2inv","loss",1,11553,0,1,"B"
64181101,"Basel","he04_6inv","loss",2,13934,1,0,"A"
64181101,"Basel","he04_2","gain",3,14416,1,1,"A"
64181101,"Basel","he04_6","gain",4,9244,1,1,"A"
64181101,"Basel","he04_4","loss",5,12327,0,1,"B"
64181101,"Basel","he04_5","gain",6,7161,1,1,"A"
64181101,"Basel","he04_1","gain",7,10583,0,0,"B"
64181101,"Basel","he04_3","loss",8,3997,1,0,"A"
64181301,"Basel","he04_2inv","loss",1,13893,1,0,"A"
64181301,"Basel","he04_1","gain",2,12793,0,0,"B"
64181301,"Basel","he04_3","loss",3,5548,1,0,"A"
64181301,"Basel","he04_2","gain",4,7241,1,1,"A"
64181301,"Basel","he04_6inv","loss",5,18647,1,0,"A"
64181301,"Basel","he04_6","gain",6,7283,0,0,"B"
64181301,"Basel","he04_5","gain",7,11699,1,1,"A"
64181301,"Basel","he04_4","loss",8,5109,0,1,"B"
64181801,"Basel","he04_6","gain",1,11757,0,0,"B"
64181801,"Basel","he04_3","loss",2,10988,1,0,"A"
64181801,"Basel","he04_2inv","loss",3,10345,1,0,"A"
64181801,"Basel","he04_1","gain",4,8510,0,0,"B"
64181801,"Basel","he04_5","gain",5,6150,0,0,"B"
64181801,"Basel","he04_6inv","loss",6,10778,1,0,"A"
64181801,"Basel","he04_2","gain",7,8380,1,1,"A"
64181801,"Basel","he04_4","loss",8,10744,1,0,"A"
64181901,"Basel","he04_6","gain",1,20432,0,0,"B"
64181901,"Basel","he04_5","gain",2,18605,0,0,"B"
64181901,"Basel","he04_4","loss",3,6403,0,1,"B"
64181901,"Basel","he04_2inv","loss",4,6273,0,1,"B"
64181901,"Basel","he04_3","loss",5,6782,0,1,"B"
64181901,"Basel","he04_6inv","loss",6,5930,0,1,"B"
64181901,"Basel","he04_2","gain",7,7819,1,1,"A"
64181901,"Basel","he04_1","gain",8,3792,1,1,"A"
64182001,"Basel","he04_1","gain",1,34638,1,1,"A"
64182001,"Basel","he04_2inv","loss",2,16581,1,0,"A"
64182001,"Basel","he04_6inv","loss",3,18851,1,0,"A"
64182001,"Basel","he04_3","loss",4,8718,1,0,"A"
64182001,"Basel","he04_4","loss",5,9208,1,0,"A"
64182001,"Basel","he04_5","gain",6,22245,0,0,"B"
64182001,"Basel","he04_2","gain",7,20480,1,1,"A"
64182001,"Basel","he04_6","gain",8,8274,1,1,"A"
64182201,"Basel","he04_2inv","loss",1,21943,0,1,"B"
64182201,"Basel","he04_1","gain",2,7456,0,0,"B"
64182201,"Basel","he04_2","gain",3,9308,0,0,"B"
64182201,"Basel","he04_6","gain",4,7951,0,0,"B"
64182201,"Basel","he04_4","loss",5,5696,0,1,"B"
64182201,"Basel","he04_3","loss",6,3770,1,0,"A"
64182201,"Basel","he04_5","gain",7,5932,1,1,"A"
64182201,"Basel","he04_6inv","loss",8,10448,0,1,"B"
64182301,"Basel","he04_4","loss",1,53393,1,0,"A"
64182301,"Basel","he04_6","gain",2,60711,0,0,"B"
64182301,"Basel","he04_3","loss",3,30514,1,0,"A"
64182301,"Basel","he04_5","gain",4,10444,1,1,"A"
64182301,"Basel","he04_6inv","loss",5,21530,1,0,"A"
64182301,"Basel","he04_1","gain",6,10924,1,1,"A"
64182301,"Basel","he04_2inv","loss",7,24369,1,0,"A"
64182301,"Basel","he04_2","gain",8,24463,1,1,"A"
64182501,"Basel","he04_6","gain",1,9647,0,0,"B"
64182501,"Basel","he04_3","loss",2,15815,1,0,"A"
64182501,"Basel","he04_5","gain",3,21308,0,0,"B"
64182501,"Basel","he04_1","gain",4,5573,1,1,"A"
64182501,"Basel","he04_6inv","loss",5,13811,1,0,"A"
64182501,"Basel","he04_2inv","loss",6,32986,0,1,"B"
64182501,"Basel","he04_2","gain",7,12674,0,0,"B"
64182501,"Basel","he04_4","loss",8,9234,0,1,"B"
64182701,"Basel","he04_6inv","loss",1,14048,1,0,"A"
64182701,"Basel","he04_6","gain",2,9943,1,1,"A"
64182701,"Basel","he04_1","gain",3,5086,0,0,"B"
64182701,"Basel","he04_4","loss",4,5990,0,1,"B"
64182701,"Basel","he04_3","loss",5,7585,1,0,"A"
64182701,"Basel","he04_2","gain",6,4753,0,0,"B"
64182701,"Basel","he04_5","gain",7,4210,1,1,"A"
64182701,"Basel","he04_2inv","loss",8,3612,1,0,"A"
64182801,"Basel","he04_6inv","loss",1,4697,0,1,"B"
64182801,"Basel","he04_1","gain",2,3926,0,0,"B"
64182801,"Basel","he04_4","loss",3,5628,0,1,"B"
64182801,"Basel","he04_5","gain",4,3427,0,0,"B"
64182801,"Basel","he04_2inv","loss",5,7974,0,1,"B"
64182801,"Basel","he04_2","gain",6,5008,0,0,"B"
64182801,"Basel","he04_3","loss",7,5364,0,1,"B"
64182801,"Basel","he04_6","gain",8,6734,0,0,"B"
64183001,"Basel","he04_4","loss",1,10824,1,0,"A"
64183001,"Basel","he04_2inv","loss",2,6804,0,1,"B"
64183001,"Basel","he04_3","loss",3,3657,0,1,"B"
64183001,"Basel","he04_1","gain",4,7855,0,0,"B"
64183001,"Basel","he04_2","gain",5,9557,1,1,"A"
64183001,"Basel","he04_6","gain",6,9912,1,1,"A"
64183001,"Basel","he04_6inv","loss",7,8806,1,0,"A"
64183001,"Basel","he04_5","gain",8,3906,0,0,"B"
64183101,"Basel","he04_2","gain",1,5889,0,0,"B"
64183101,"Basel","he04_1","gain",2,2806,0,0,"B"
64183101,"Basel","he04_4","loss",3,3967,1,0,"A"
64183101,"Basel","he04_3","loss",4,4339,1,0,"A"
64183101,"Basel","he04_2inv","loss",5,7499,0,1,"B"
64183101,"Basel","he04_6inv","loss",6,4039,0,1,"B"
64183101,"Basel","he04_5","gain",7,2973,1,1,"A"
64183101,"Basel","he04_6","gain",8,4907,0,0,"B"
64183201,"Basel","he04_5","gain",1,11472,0,0,"B"
64183201,"Basel","he04_3","loss",2,8058,0,1,"B"
64183201,"Basel","he04_6inv","loss",3,13741,0,1,"B"
64183201,"Basel","he04_2","gain",4,11572,0,0,"B"
64183201,"Basel","he04_2inv","loss",5,8981,0,1,"B"
64183201,"Basel","he04_1","gain",6,4087,0,0,"B"
64183201,"Basel","he04_4","loss",7,8169,0,1,"B"
64183201,"Basel","he04_6","gain",8,34811,1,1,"A"
64183301,"Basel","he04_6","gain",1,14088,0,0,"B"
64183301,"Basel","he04_6inv","loss",2,5103,1,0,"A"
64183301,"Basel","he04_1","gain",3,4939,1,1,"A"
64183301,"Basel","he04_3","loss",4,11410,0,1,"B"
64183301,"Basel","he04_4","loss",5,5683,0,1,"B"
64183301,"Basel","he04_2inv","loss",6,9588,1,0,"A"
64183301,"Basel","he04_2","gain",7,9693,0,0,"B"
64183301,"Basel","he04_5","gain",8,21222,1,1,"A"
64183501,"Basel","he04_2","gain",1,7528,1,1,"A"
64183501,"Basel","he04_3","loss",2,20788,0,1,"B"
64183501,"Basel","he04_5","gain",3,5479,0,0,"B"
64183501,"Basel","he04_6inv","loss",4,6533,0,1,"B"
64183501,"Basel","he04_6","gain",5,4744,0,0,"B"
64183501,"Basel","he04_1","gain",6,4085,0,0,"B"
64183501,"Basel","he04_2inv","loss",7,10283,1,0,"A"
64183501,"Basel","he04_4","loss",8,12067,1,0,"A"
64184101,"Basel","he04_6","gain",1,27329,0,0,"B"
64184101,"Basel","he04_5","gain",2,5577,0,0,"B"
64184101,"Basel","he04_2inv","loss",3,16627,1,0,"A"
64184101,"Basel","he04_4","loss",4,4274,1,0,"A"
64184101,"Basel","he04_6inv","loss",5,5949,0,1,"B"
64184101,"Basel","he04_3","loss",6,4044,1,0,"A"
64184101,"Basel","he04_2","gain",7,25400,0,0,"B"
64184101,"Basel","he04_1","gain",8,4226,1,1,"A"
64184701,"Basel","he04_4","loss",1,6697,1,0,"A"
64184701,"Basel","he04_6","gain",2,5198,0,0,"B"
64184701,"Basel","he04_6inv","loss",3,7254,1,0,"A"
64184701,"Basel","he04_1","gain",4,6656,0,0,"B"
64184701,"Basel","he04_5","gain",5,5232,1,1,"A"
64184701,"Basel","he04_3","loss",6,5599,1,0,"A"
64184701,"Basel","he04_2inv","loss",7,6729,1,0,"A"
64184701,"Basel","he04_2","gain",8,5320,1,1,"A"
64184901,"Basel","he04_2","gain",1,5970,1,1,"A"
64184901,"Basel","he04_4","loss",2,8933,0,1,"B"
64184901,"Basel","he04_6inv","loss",3,8132,1,0,"A"
64184901,"Basel","he04_6","gain",4,2087,1,1,"A"
64184901,"Basel","he04_3","loss",5,11208,0,1,"B"
64184901,"Basel","he04_1","gain",6,9135,1,1,"A"
64184901,"Basel","he04_2inv","loss",7,6784,0,1,"B"
64184901,"Basel","he04_5","gain",8,3071,1,1,"A"
64185101,"Basel","he04_3","loss",1,6235,0,1,"B"
64185101,"Basel","he04_4","loss",2,10008,0,1,"B"
64185101,"Basel","he04_6inv","loss",3,11184,0,1,"B"
64185101,"Basel","he04_1","gain",4,3753,0,0,"B"
64185101,"Basel","he04_2inv","loss",5,10367,0,1,"B"
64185101,"Basel","he04_5","gain",6,3749,0,0,"B"
64185101,"Basel","he04_2","gain",7,4518,0,0,"B"
64185101,"Basel","he04_6","gain",8,3627,0,0,"B"
64186001,"Basel","he04_4","loss",1,13771,0,1,"B"
64186001,"Basel","he04_2inv","loss",2,15657,1,0,"A"
64186001,"Basel","he04_2","gain",3,8403,1,1,"A"
64186001,"Basel","he04_3","loss",4,9703,1,0,"A"
64186001,"Basel","he04_1","gain",5,10015,0,0,"B"
64186001,"Basel","he04_5","gain",6,9320,1,1,"A"
64186001,"Basel","he04_6","gain",7,16958,1,1,"A"
64186001,"Basel","he04_6inv","loss",8,7679,1,0,"A"
64186401,"Basel","he04_6inv","loss",1,5842,1,0,"A"
64186401,"Basel","he04_5","gain",2,5682,0,0,"B"
64186401,"Basel","he04_3","loss",3,21932,1,0,"A"
64186401,"Basel","he04_1","gain",4,6428,1,1,"A"
64186401,"Basel","he04_2","gain",5,16233,0,0,"B"
64186401,"Basel","he04_2inv","loss",6,10124,1,0,"A"
64186401,"Basel","he04_4","loss",7,9155,1,0,"A"
64186401,"Basel","he04_6","gain",8,7738,0,0,"B"
64186801,"Basel","he04_6","gain",1,4547,0,0,"B"
64186801,"Basel","he04_2","gain",2,5665,0,0,"B"
64186801,"Basel","he04_5","gain",3,3644,0,0,"B"
64186801,"Basel","he04_1","gain",4,2475,0,0,"B"
64186801,"Basel","he04_3","loss",5,4167,1,0,"A"
64186801,"Basel","he04_2inv","loss",6,4518,0,1,"B"
64186801,"Basel","he04_6inv","loss",7,4765,0,1,"B"
64186801,"Basel","he04_4","loss",8,2815,1,0,"A"
64187001,"Basel","he04_2inv","loss",1,5248,0,1,"B"
64187001,"Basel","he04_6inv","loss",2,6204,0,1,"B"
64187001,"Basel","he04_5","gain",3,4618,0,0,"B"
64187001,"Basel","he04_6","gain",4,7228,1,1,"A"
64187001,"Basel","he04_4","loss",5,7920,0,1,"B"
64187001,"Basel","he04_3","loss",6,3835,0,1,"B"
64187001,"Basel","he04_1","gain",7,3566,1,1,"A"
64187001,"Basel","he04_2","gain",8,5489,1,1,"A"
64187101,"Basel","he04_2inv","loss",1,11324,1,0,"A"
64187101,"Basel","he04_3","loss",2,12235,0,1,"B"
64187101,"Basel","he04_5","gain",3,5918,0,0,"B"
64187101,"Basel","he04_6","gain",4,5692,0,0,"B"
64187101,"Basel","he04_1","gain",5,7369,0,0,"B"
64187101,"Basel","he04_6inv","loss",6,7742,0,1,"B"
64187101,"Basel","he04_2","gain",7,7170,1,1,"A"
64187101,"Basel","he04_4","loss",8,13099,0,1,"B"
64187301,"Basel","he04_2","gain",1,8668,1,1,"A"
64187301,"Basel","he04_1","gain",2,8672,0,0,"B"
64187301,"Basel","he04_6","gain",3,6333,1,1,"A"
64187301,"Basel","he04_6inv","loss",4,6285,0,1,"B"
64187301,"Basel","he04_2inv","loss",5,11924,1,0,"A"
64187301,"Basel","he04_3","loss",6,4519,0,1,"B"
64187301,"Basel","he04_4","loss",7,9824,0,1,"B"
64187301,"Basel","he04_5","gain",8,5912,1,1,"A"
64188401,"Basel","he04_4","loss",1,9775,0,1,"B"
64188401,"Basel","he04_3","loss",2,7090,0,1,"B"
64188401,"Basel","he04_5","gain",3,8862,0,0,"B"
64188401,"Basel","he04_6inv","loss",4,20872,1,0,"A"
64188401,"Basel","he04_2inv","loss",5,8090,0,1,"B"
64188401,"Basel","he04_6","gain",6,7219,1,1,"A"
64188401,"Basel","he04_1","gain",7,3790,0,0,"B"
64188401,"Basel","he04_2","gain",8,6855,1,1,"A"
64188901,"Basel","he04_2","gain",1,10601,0,0,"B"
64188901,"Basel","he04_6inv","loss",2,8165,1,0,"A"
64188901,"Basel","he04_4","loss",3,6282,0,1,"B"
64188901,"Basel","he04_1","gain",4,7891,0,0,"B"
64188901,"Basel","he04_2inv","loss",5,7795,0,1,"B"
64188901,"Basel","he04_3","loss",6,6532,0,1,"B"
64188901,"Basel","he04_5","gain",7,4414,1,1,"A"
64188901,"Basel","he04_6","gain",8,4681,0,0,"B"
64189101,"Basel","he04_5","gain",1,9706,0,0,"B"
64189101,"Basel","he04_1","gain",2,6014,0,0,"B"
64189101,"Basel","he04_2inv","loss",3,5309,0,1,"B"
64189101,"Basel","he04_2","gain",4,7109,1,1,"A"
64189101,"Basel","he04_4","loss",5,5745,0,1,"B"
64189101,"Basel","he04_6inv","loss",6,11002,1,0,"A"
64189101,"Basel","he04_3","loss",7,7627,1,0,"A"
64189101,"Basel","he04_6","gain",8,8975,1,1,"A"
64189201,"Basel","he04_3","loss",1,7446,0,1,"B"
64189201,"Basel","he04_4","loss",2,2574,1,0,"A"
64189201,"Basel","he04_6","gain",3,3064,1,1,"A"
64189201,"Basel","he04_1","gain",4,2590,0,0,"B"
64189201,"Basel","he04_2","gain",5,889,0,0,"B"
64189201,"Basel","he04_6inv","loss",6,2257,1,0,"A"
64189201,"Basel","he04_2inv","loss",7,1110,0,1,"B"
64189201,"Basel","he04_5","gain",8,3019,1,1,"A"
64190101,"Basel","he04_2","gain",1,4348,0,0,"B"
64190101,"Basel","he04_2inv","loss",2,5129,0,1,"B"
64190101,"Basel","he04_1","gain",3,4945,0,0,"B"
64190101,"Basel","he04_4","loss",4,4153,0,1,"B"
64190101,"Basel","he04_5","gain",5,2474,0,0,"B"
64190101,"Basel","he04_3","loss",6,3318,0,1,"B"
64190101,"Basel","he04_6inv","loss",7,3380,0,1,"B"
64190101,"Basel","he04_6","gain",8,2792,0,0,"B"
64190201,"Basel","he04_5","gain",1,12082,0,0,"B"
64190201,"Basel","he04_2inv","loss",2,12740,0,1,"B"
64190201,"Basel","he04_6","gain",3,8479,0,0,"B"
64190201,"Basel","he04_3","loss",4,5216,1,0,"A"
64190201,"Basel","he04_2","gain",5,12602,0,0,"B"
64190201,"Basel","he04_6inv","loss",6,39598,1,0,"A"
64190201,"Basel","he04_1","gain",7,5411,0,0,"B"
64190201,"Basel","he04_4","loss",8,6532,0,1,"B"
64190401,"Basel","he04_3","loss",1,10831,0,1,"B"
64190401,"Basel","he04_1","gain",2,5987,0,0,"B"
64190401,"Basel","he04_6","gain",3,6588,0,0,"B"
64190401,"Basel","he04_6inv","loss",4,6412,0,1,"B"
64190401,"Basel","he04_2","gain",5,22712,1,1,"A"
64190401,"Basel","he04_2inv","loss",6,12805,0,1,"B"
64190401,"Basel","he04_5","gain",7,3553,0,0,"B"
64190401,"Basel","he04_4","loss",8,4006,1,0,"A"
64190501,"Basel","he04_6","gain",1,12722,0,0,"B"
64190501,"Basel","he04_6inv","loss",2,9592,1,0,"A"
64190501,"Basel","he04_5","gain",3,8476,0,0,"B"
64190501,"Basel","he04_3","loss",4,10296,0,1,"B"
64190501,"Basel","he04_1","gain",5,6988,0,0,"B"
64190501,"Basel","he04_4","loss",6,4368,1,0,"A"
64190501,"Basel","he04_2","gain",7,8184,1,1,"A"
64190501,"Basel","he04_2inv","loss",8,6936,0,1,"B"
64191901,"Basel","he04_4","loss",1,9260,0,1,"B"
64191901,"Basel","he04_3","loss",2,5357,1,0,"A"
64191901,"Basel","he04_1","gain",3,4630,0,0,"B"
64191901,"Basel","he04_6","gain",4,7896,0,0,"B"
64191901,"Basel","he04_2inv","loss",5,8074,0,1,"B"
64191901,"Basel","he04_5","gain",6,4486,0,0,"B"
64191901,"Basel","he04_6inv","loss",7,10926,0,1,"B"
64191901,"Basel","he04_2","gain",8,8025,1,1,"A"
64192101,"Basel","he04_6inv","loss",1,68132,1,0,"A"
64192101,"Basel","he04_2","gain",2,24399,1,1,"A"
64192101,"Basel","he04_3","loss",3,45625,0,1,"B"
64192101,"Basel","he04_1","gain",4,6132,1,1,"A"
64192101,"Basel","he04_5","gain",5,23401,0,0,"B"
64192101,"Basel","he04_4","loss",6,16458,0,1,"B"
64192101,"Basel","he04_2inv","loss",7,14530,0,1,"B"
64192101,"Basel","he04_6","gain",8,30117,0,0,"B"
64192801,"Basel","he04_2","gain",1,12779,0,0,"B"
64192801,"Basel","he04_3","loss",2,10931,0,1,"B"
64192801,"Basel","he04_2inv","loss",3,19476,0,1,"B"
64192801,"Basel","he04_5","gain",4,8407,0,0,"B"
64192801,"Basel","he04_6inv","loss",5,8852,0,1,"B"
64192801,"Basel","he04_4","loss",6,7037,0,1,"B"
64192801,"Basel","he04_1","gain",7,5149,0,0,"B"
64192801,"Basel","he04_6","gain",8,12705,1,1,"A"
64193501,"Basel","he04_4","loss",1,24022,0,1,"B"
64193501,"Basel","he04_2inv","loss",2,10806,0,1,"B"
64193501,"Basel","he04_1","gain",3,8558,0,0,"B"
64193501,"Basel","he04_2","gain",4,7047,1,1,"A"
64193501,"Basel","he04_6","gain",5,9356,0,0,"B"
64193501,"Basel","he04_6inv","loss",6,9233,1,0,"A"
64193501,"Basel","he04_3","loss",7,9133,1,0,"A"
64193501,"Basel","he04_5","gain",8,26085,0,0,"B"
64193601,"Basel","he04_2","gain",1,8122,0,0,"B"
64193601,"Basel","he04_6inv","loss",2,8871,0,1,"B"
64193601,"Basel","he04_4","loss",3,4149,1,0,"A"
64193601,"Basel","he04_3","loss",4,6285,1,0,"A"
64193601,"Basel","he04_5","gain",5,3493,0,0,"B"
64193601,"Basel","he04_1","gain",6,4440,0,0,"B"
64193601,"Basel","he04_6","gain",7,4474,0,0,"B"
64193601,"Basel","he04_2inv","loss",8,7716,1,0,"A"
64194201,"Basel","he04_1","gain",1,18201,0,0,"B"
64194201,"Basel","he04_3","loss",2,36820,0,1,"B"
64194201,"Basel","he04_4","loss",3,8560,0,1,"B"
64194201,"Basel","he04_2","gain",4,25570,0,0,"B"
64194201,"Basel","he04_6","gain",5,13574,0,0,"B"
64194201,"Basel","he04_6inv","loss",6,8895,0,1,"B"
64194201,"Basel","he04_2inv","loss",7,26553,0,1,"B"
64194201,"Basel","he04_5","gain",8,16841,1,1,"A"
64194501,"Basel","he04_3","loss",1,15074,1,0,"A"
64194501,"Basel","he04_6inv","loss",2,10273,0,1,"B"
64194501,"Basel","he04_6","gain",3,12590,0,0,"B"
64194501,"Basel","he04_2inv","loss",4,6433,0,1,"B"
64194501,"Basel","he04_2","gain",5,3937,1,1,"A"
64194501,"Basel","he04_5","gain",6,3775,1,1,"A"
64194501,"Basel","he04_4","loss",7,4710,0,1,"B"
64194501,"Basel","he04_1","gain",8,6933,0,0,"B"
64194701,"Basel","he04_1","gain",1,3867,0,0,"B"
64194701,"Basel","he04_3","loss",2,5009,1,0,"A"
64194701,"Basel","he04_4","loss",3,6593,1,0,"A"
64194701,"Basel","he04_6","gain",4,10127,0,0,"B"
64194701,"Basel","he04_6inv","loss",5,11359,0,1,"B"
64194701,"Basel","he04_2inv","loss",6,16591,1,0,"A"
64194701,"Basel","he04_2","gain",7,8809,1,1,"A"
64194701,"Basel","he04_5","gain",8,7693,1,1,"A"
64195101,"Basel","he04_5","gain",1,13363,1,1,"A"
64195101,"Basel","he04_1","gain",2,6700,1,1,"A"
64195101,"Basel","he04_2inv","loss",3,8578,0,1,"B"
64195101,"Basel","he04_2","gain",4,7492,0,0,"B"
64195101,"Basel","he04_6","gain",5,10640,1,1,"A"
64195101,"Basel","he04_4","loss",6,7651,0,1,"B"
64195101,"Basel","he04_6inv","loss",7,19336,1,0,"A"
64195101,"Basel","he04_3","loss",8,10334,0,1,"B"
64195201,"Basel","he04_6inv","loss",1,17126,0,1,"B"
64195201,"Basel","he04_6","gain",2,7422,0,0,"B"
64195201,"Basel","he04_3","loss",3,10386,1,0,"A"
64195201,"Basel","he04_2","gain",4,5597,0,0,"B"
64195201,"Basel","he04_1","gain",5,4171,1,1,"A"
64195201,"Basel","he04_5","gain",6,7464,0,0,"B"
64195201,"Basel","he04_4","loss",7,3747,1,0,"A"
64195201,"Basel","he04_2inv","loss",8,9223,1,0,"A"
64195501,"Basel","he04_3","loss",1,11718,0,1,"B"
64195501,"Basel","he04_6","gain",2,6848,0,0,"B"
64195501,"Basel","he04_5","gain",3,8437,1,1,"A"
64195501,"Basel","he04_4","loss",4,10839,0,1,"B"
64195501,"Basel","he04_2","gain",5,8191,1,1,"A"
64195501,"Basel","he04_6inv","loss",6,9200,1,0,"A"
64195501,"Basel","he04_1","gain",7,2775,1,1,"A"
64195501,"Basel","he04_2inv","loss",8,15618,0,1,"B"
64195601,"Basel","he04_6","gain",1,18182,0,0,"B"
64195601,"Basel","he04_3","loss",2,21479,0,1,"B"
64195601,"Basel","he04_4","loss",3,8820,0,1,"B"
64195601,"Basel","he04_6inv","loss",4,17503,0,1,"B"
64195601,"Basel","he04_1","gain",5,14539,0,0,"B"
64195601,"Basel","he04_2","gain",6,12941,1,1,"A"
64195601,"Basel","he04_2inv","loss",7,10242,1,0,"A"
64195601,"Basel","he04_5","gain",8,15917,1,1,"A"
64196601,"Basel","he04_2inv","loss",1,14604,1,0,"A"
64196601,"Basel","he04_3","loss",2,7271,1,0,"A"
64196601,"Basel","he04_4","loss",3,11370,0,1,"B"
64196601,"Basel","he04_2","gain",4,8141,1,1,"A"
64196601,"Basel","he04_6inv","loss",5,13099,1,0,"A"
64196601,"Basel","he04_5","gain",6,10191,0,0,"B"
64196601,"Basel","he04_6","gain",7,10294,1,1,"A"
64196601,"Basel","he04_1","gain",8,7123,0,0,"B"
64196701,"Basel","he04_2inv","loss",1,7256,1,0,"A"
64196701,"Basel","he04_1","gain",2,6420,0,0,"B"
64196701,"Basel","he04_6","gain",3,6135,1,1,"A"
64196701,"Basel","he04_3","loss",4,10530,1,0,"A"
64196701,"Basel","he04_6inv","loss",5,7163,1,0,"A"
64196701,"Basel","he04_4","loss",6,10391,0,1,"B"
64196701,"Basel","he04_5","gain",7,3903,1,1,"A"
64196701,"Basel","he04_2","gain",8,5062,1,1,"A"
64197801,"Basel","he04_6inv","loss",1,22078,1,0,"A"
64197801,"Basel","he04_2","gain",2,6401,1,1,"A"
64197801,"Basel","he04_6","gain",3,7745,1,1,"A"
64197801,"Basel","he04_3","loss",4,11508,1,0,"A"
64197801,"Basel","he04_2inv","loss",5,10437,1,0,"A"
64197801,"Basel","he04_1","gain",6,29801,1,1,"A"
64197801,"Basel","he04_5","gain",7,6666,1,1,"A"
64197801,"Basel","he04_4","loss",8,5620,0,1,"B"
64198101,"Basel","he04_5","gain",1,16001,0,0,"B"
64198101,"Basel","he04_4","loss",2,16379,0,1,"B"
64198101,"Basel","he04_1","gain",3,11923,0,0,"B"
64198101,"Basel","he04_2inv","loss",4,37739,1,0,"A"
64198101,"Basel","he04_6","gain",5,26651,1,1,"A"
64198101,"Basel","he04_2","gain",6,24099,1,1,"A"
64198101,"Basel","he04_6inv","loss",7,7244,1,0,"A"
64198101,"Basel","he04_3","loss",8,9561,1,0,"A"
64198701,"Basel","he04_3","loss",1,8840,0,1,"B"
64198701,"Basel","he04_6","gain",2,16256,0,0,"B"
64198701,"Basel","he04_2inv","loss",3,9693,0,1,"B"
64198701,"Basel","he04_2","gain",4,5921,1,1,"A"
64198701,"Basel","he04_4","loss",5,4353,0,1,"B"
64198701,"Basel","he04_1","gain",6,4956,0,0,"B"
64198701,"Basel","he04_6inv","loss",7,10010,1,0,"A"
64198701,"Basel","he04_5","gain",8,3480,0,0,"B"
64199201,"Basel","he04_4","loss",1,9814,0,1,"B"
64199201,"Basel","he04_2inv","loss",2,28800,1,0,"A"
64199201,"Basel","he04_3","loss",3,15062,0,1,"B"
64199201,"Basel","he04_2","gain",4,6948,1,1,"A"
64199201,"Basel","he04_6inv","loss",5,9266,1,0,"A"
64199201,"Basel","he04_6","gain",6,9695,0,0,"B"
64199201,"Basel","he04_1","gain",7,7203,0,0,"B"
64199201,"Basel","he04_5","gain",8,12657,0,0,"B"
64199301,"Basel","he04_2inv","loss",1,13552,1,0,"A"
64199301,"Basel","he04_6","gain",2,16166,1,1,"A"
64199301,"Basel","he04_3","loss",3,9110,0,1,"B"
64199301,"Basel","he04_6inv","loss",4,13254,0,1,"B"
64199301,"Basel","he04_2","gain",5,6842,1,1,"A"
64199301,"Basel","he04_5","gain",6,18747,0,0,"B"
64199301,"Basel","he04_4","loss",7,5371,0,1,"B"
64199301,"Basel","he04_1","gain",8,5777,0,0,"B"
64199601,"Basel","he04_6","gain",1,13543,1,1,"A"
64199601,"Basel","he04_5","gain",2,9405,0,0,"B"
64199601,"Basel","he04_6inv","loss",3,5172,0,1,"B"
64199601,"Basel","he04_2","gain",4,6588,1,1,"A"
64199601,"Basel","he04_3","loss",5,5536,0,1,"B"
64199601,"Basel","he04_4","loss",6,7382,0,1,"B"
64199601,"Basel","he04_2inv","loss",7,8183,1,0,"A"
64199601,"Basel","he04_1","gain",8,3280,0,0,"B"
64200501,"Basel","he04_4","loss",1,6814,0,1,"B"
64200501,"Basel","he04_6inv","loss",2,2523,1,0,"A"
64200501,"Basel","he04_5","gain",3,3262,1,1,"A"
64200501,"Basel","he04_6","gain",4,533,0,0,"B"
64200501,"Basel","he04_1","gain",5,388,0,0,"B"
64200501,"Basel","he04_2inv","loss",6,440,0,1,"B"
64200501,"Basel","he04_2","gain",7,1208,1,1,"A"
64200501,"Basel","he04_3","loss",8,951,0,1,"B"
64200601,"Basel","he04_6","gain",1,10164,0,0,"B"
64200601,"Basel","he04_6inv","loss",2,31754,1,0,"A"
64200601,"Basel","he04_4","loss",3,5404,0,1,"B"
64200601,"Basel","he04_2","gain",4,17209,0,0,"B"
64200601,"Basel","he04_3","loss",5,10689,0,1,"B"
64200601,"Basel","he04_5","gain",6,19085,0,0,"B"
64200601,"Basel","he04_1","gain",7,3052,0,0,"B"
64200601,"Basel","he04_2inv","loss",8,15400,1,0,"A"
64200901,"Basel","he04_6","gain",1,8815,0,0,"B"
64200901,"Basel","he04_2inv","loss",2,17932,1,0,"A"
64200901,"Basel","he04_3","loss",3,9553,0,1,"B"
64200901,"Basel","he04_6inv","loss",4,14941,0,1,"B"
64200901,"Basel","he04_1","gain",5,15242,1,1,"A"
64200901,"Basel","he04_2","gain",6,11313,1,1,"A"
64200901,"Basel","he04_4","loss",7,7876,0,1,"B"
64200901,"Basel","he04_5","gain",8,4789,0,0,"B"
64202001,"Basel","he04_2","gain",1,10771,0,0,"B"
64202001,"Basel","he04_3","loss",2,12928,0,1,"B"
64202001,"Basel","he04_6","gain",3,30546,1,1,"A"
64202001,"Basel","he04_5","gain",4,6367,0,0,"B"
64202001,"Basel","he04_1","gain",5,5661,0,0,"B"
64202001,"Basel","he04_6inv","loss",6,12718,1,0,"A"
64202001,"Basel","he04_2inv","loss",7,10900,1,0,"A"
