"partid","location","gamble_lab","domain","gamble_ind","rt_decision","H","R","decision"
65060601,"Berlin","he04_5","gain",4,7537,0,0,"B"
65060601,"Berlin","he04_6inv","loss",5,14949,1,0,"A"
65060601,"Berlin","he04_3","loss",6,12371,0,1,"B"
65060601,"Berlin","he04_6","gain",7,12312,0,0,"B"
65060601,"Berlin","he04_1","gain",8,5091,0,0,"B"
65060701,"Berlin","he04_5","gain",1,8996,0,0,"B"
65060701,"Berlin","he04_6","gain",2,6313,1,1,"A"
65060701,"Berlin","he04_6inv","loss",3,10339,1,0,"A"
65060701,"Berlin","he04_2inv","loss",4,8549,1,0,"A"
65060701,"Berlin","he04_1","gain",5,3516,1,1,"A"
65060701,"Berlin","he04_2","gain",6,7911,1,1,"A"
65060701,"Berlin","he04_4","loss",7,8415,0,1,"B"
65060701,"Berlin","he04_3","loss",8,5830,0,1,"B"
65060801,"Berlin","he04_1","gain",1,7142,0,0,"B"
65060801,"Berlin","he04_6inv","loss",2,7567,1,0,"A"
65060801,"Berlin","he04_6","gain",3,8102,0,0,"B"
65060801,"Berlin","he04_4","loss",4,4379,0,1,"B"
65060801,"Berlin","he04_3","loss",5,12917,0,1,"B"
65060801,"Berlin","he04_2inv","loss",6,12326,1,0,"A"
65060801,"Berlin","he04_2","gain",7,10028,0,0,"B"
65060801,"Berlin","he04_5","gain",8,9191,1,1,"A"
65060901,"Berlin","he04_3","loss",1,18647,0,1,"B"
65060901,"Berlin","he04_6","gain",2,15036,0,0,"B"
65060901,"Berlin","he04_5","gain",3,6818,0,0,"B"
65060901,"Berlin","he04_2inv","loss",4,8803,0,1,"B"
65060901,"Berlin","he04_1","gain",5,11641,0,0,"B"
65060901,"Berlin","he04_4","loss",6,5090,0,1,"B"
65060901,"Berlin","he04_6inv","loss",7,9015,0,1,"B"
65060901,"Berlin","he04_2","gain",8,9065,1,1,"A"
65061001,"Berlin","he04_3","loss",1,12276,0,1,"B"
65061001,"Berlin","he04_5","gain",2,11265,1,1,"A"
65061001,"Berlin","he04_2inv","loss",3,8168,0,1,"B"
65061001,"Berlin","he04_2","gain",4,6269,1,1,"A"
65061001,"Berlin","he04_6inv","loss",5,8124,1,0,"A"
65061001,"Berlin","he04_6","gain",6,5950,0,0,"B"
65061001,"Berlin","he04_1","gain",7,7617,1,1,"A"
65061001,"Berlin","he04_4","loss",8,21379,0,1,"B"
65061101,"Berlin","he04_2","gain",1,11830,0,0,"B"
65061101,"Berlin","he04_5","gain",2,7046,0,0,"B"
65061101,"Berlin","he04_6inv","loss",3,14065,0,1,"B"
65061101,"Berlin","he04_3","loss",4,6043,1,0,"A"
65061101,"Berlin","he04_4","loss",5,10200,1,0,"A"
65061101,"Berlin","he04_6","gain",6,5559,1,1,"A"
65061101,"Berlin","he04_1","gain",7,3779,0,0,"B"
65061101,"Berlin","he04_2inv","loss",8,6268,1,0,"A"
65061201,"Berlin","he04_2inv","loss",1,15975,1,0,"A"
65061201,"Berlin","he04_4","loss",2,17479,0,1,"B"
65061201,"Berlin","he04_5","gain",3,5607,0,0,"B"
65061201,"Berlin","he04_1","gain",4,5630,0,0,"B"
65061201,"Berlin","he04_6","gain",5,24263,0,0,"B"
65061201,"Berlin","he04_2","gain",6,18724,0,0,"B"
65061201,"Berlin","he04_6inv","loss",7,12239,1,0,"A"
65061201,"Berlin","he04_3","loss",8,12353,1,0,"A"
65061301,"Berlin","he04_1","gain",1,8706,1,1,"A"
65061301,"Berlin","he04_6","gain",2,17586,0,0,"B"
65061301,"Berlin","he04_2inv","loss",3,10026,0,1,"B"
65061301,"Berlin","he04_5","gain",4,9775,0,0,"B"
65061301,"Berlin","he04_2","gain",5,9358,0,0,"B"
65061301,"Berlin","he04_4","loss",6,18607,1,0,"A"
65061301,"Berlin","he04_3","loss",7,5691,0,1,"B"
65061301,"Berlin","he04_6inv","loss",8,9126,0,1,"B"
65061401,"Berlin","he04_3","loss",1,29559,0,1,"B"
65061401,"Berlin","he04_1","gain",2,5337,1,1,"A"
65061401,"Berlin","he04_6","gain",3,29841,0,0,"B"
65061401,"Berlin","he04_4","loss",4,13473,1,0,"A"
65061401,"Berlin","he04_2","gain",5,12941,1,1,"A"
65061401,"Berlin","he04_5","gain",6,7695,0,0,"B"
65061401,"Berlin","he04_2inv","loss",7,25277,0,1,"B"
65061401,"Berlin","he04_6inv","loss",8,13299,1,0,"A"
65061501,"Berlin","he04_6","gain",1,12208,1,1,"A"
65061501,"Berlin","he04_4","loss",2,10329,0,1,"B"
65061501,"Berlin","he04_3","loss",3,5188,0,1,"B"
65061501,"Berlin","he04_6inv","loss",4,18440,0,1,"B"
65061501,"Berlin","he04_2inv","loss",5,6664,0,1,"B"
65061501,"Berlin","he04_2","gain",6,6646,1,1,"A"
65061501,"Berlin","he04_1","gain",7,4085,0,0,"B"
65061501,"Berlin","he04_5","gain",8,7289,0,0,"B"
65061601,"Berlin","he04_2inv","loss",1,15904,1,0,"A"
65061601,"Berlin","he04_6","gain",2,25942,1,1,"A"
65061601,"Berlin","he04_5","gain",3,13190,1,1,"A"
65061601,"Berlin","he04_6inv","loss",4,10232,1,0,"A"
65061601,"Berlin","he04_4","loss",5,4346,0,1,"B"
65061601,"Berlin","he04_3","loss",6,4413,1,0,"A"
65061601,"Berlin","he04_2","gain",7,5376,1,1,"A"
65061601,"Berlin","he04_1","gain",8,5173,0,0,"B"
65061701,"Berlin","he04_2inv","loss",1,26177,1,0,"A"
65061701,"Berlin","he04_1","gain",2,12976,0,0,"B"
65061701,"Berlin","he04_3","loss",3,20185,0,1,"B"
65061701,"Berlin","he04_6","gain",4,22598,0,0,"B"
65061701,"Berlin","he04_5","gain",5,22614,0,0,"B"
65061701,"Berlin","he04_2","gain",6,13605,0,0,"B"
65061701,"Berlin","he04_4","loss",7,10639,0,1,"B"
65061701,"Berlin","he04_6inv","loss",8,13714,1,0,"A"
65061801,"Berlin","he04_6inv","loss",1,13682,0,1,"B"
65061801,"Berlin","he04_5","gain",2,10410,0,0,"B"
65061801,"Berlin","he04_6","gain",3,9785,0,0,"B"
65061801,"Berlin","he04_3","loss",4,8141,0,1,"B"
65061801,"Berlin","he04_2","gain",5,10794,0,0,"B"
65061801,"Berlin","he04_4","loss",6,15627,0,1,"B"
65061801,"Berlin","he04_2inv","loss",7,16760,1,0,"A"
65061801,"Berlin","he04_1","gain",8,6230,0,0,"B"
65061901,"Berlin","he04_6inv","loss",1,19037,0,1,"B"
65061901,"Berlin","he04_2","gain",2,10797,1,1,"A"
65061901,"Berlin","he04_5","gain",3,7387,0,0,"B"
65061901,"Berlin","he04_6","gain",4,8669,0,0,"B"
65061901,"Berlin","he04_2inv","loss",5,13023,1,0,"A"
65061901,"Berlin","he04_1","gain",6,7004,0,0,"B"
65061901,"Berlin","he04_3","loss",7,6458,0,1,"B"
65061901,"Berlin","he04_4","loss",8,15435,1,0,"A"
65062001,"Berlin","he04_1","gain",1,8938,1,1,"A"
65062001,"Berlin","he04_5","gain",2,22057,0,0,"B"
65062001,"Berlin","he04_2inv","loss",3,15695,0,1,"B"
65062001,"Berlin","he04_4","loss",4,10255,1,0,"A"
65062001,"Berlin","he04_2","gain",5,3787,1,1,"A"
65062001,"Berlin","he04_3","loss",6,9507,1,0,"A"
65062001,"Berlin","he04_6inv","loss",7,28242,0,1,"B"
65062001,"Berlin","he04_6","gain",8,3644,1,1,"A"
65062101,"Berlin","he04_6","gain",1,22927,0,0,"B"
65062101,"Berlin","he04_5","gain",2,9938,0,0,"B"
65062101,"Berlin","he04_1","gain",3,5124,0,0,"B"
65062101,"Berlin","he04_3","loss",4,11106,1,0,"A"
65062101,"Berlin","he04_2inv","loss",5,15868,0,1,"B"
65062101,"Berlin","he04_6inv","loss",6,11390,1,0,"A"
65062101,"Berlin","he04_4","loss",7,9645,0,1,"B"
65062101,"Berlin","he04_2","gain",8,14174,0,0,"B"
65062201,"Berlin","he04_1","gain",1,8687,0,0,"B"
65062201,"Berlin","he04_6inv","loss",2,7716,0,1,"B"
65062201,"Berlin","he04_3","loss",3,12192,0,1,"B"
65062201,"Berlin","he04_6","gain",4,14514,0,0,"B"
65062201,"Berlin","he04_5","gain",5,18407,0,0,"B"
65062201,"Berlin","he04_2","gain",6,5304,0,0,"B"
65062201,"Berlin","he04_4","loss",7,6287,0,1,"B"
65062201,"Berlin","he04_2inv","loss",8,4945,1,0,"A"
65062301,"Berlin","he04_4","loss",1,13685,0,1,"B"
65062301,"Berlin","he04_2inv","loss",2,17183,1,0,"A"
65062301,"Berlin","he04_1","gain",3,8237,0,0,"B"
65062301,"Berlin","he04_6inv","loss",4,13041,0,1,"B"
65062301,"Berlin","he04_3","loss",5,7664,1,0,"A"
65062301,"Berlin","he04_2","gain",6,11444,1,1,"A"
65062301,"Berlin","he04_6","gain",7,5578,1,1,"A"
65062301,"Berlin","he04_5","gain",8,7395,1,1,"A"
65062401,"Berlin","he04_5","gain",1,7060,0,0,"B"
65062401,"Berlin","he04_6","gain",2,8178,0,0,"B"
65062401,"Berlin","he04_2inv","loss",3,31931,0,1,"B"
65062401,"Berlin","he04_2","gain",4,14257,0,0,"B"
65062401,"Berlin","he04_4","loss",5,8037,1,0,"A"
65062401,"Berlin","he04_1","gain",6,6548,1,1,"A"
65062401,"Berlin","he04_6inv","loss",7,10361,0,1,"B"
65062401,"Berlin","he04_3","loss",8,8883,0,1,"B"
65062501,"Berlin","he04_2inv","loss",1,7750,0,1,"B"
65062501,"Berlin","he04_3","loss",2,4328,0,1,"B"
65062501,"Berlin","he04_6inv","loss",3,12132,1,0,"A"
65062501,"Berlin","he04_5","gain",4,7186,0,0,"B"
65062501,"Berlin","he04_6","gain",5,6113,1,1,"A"
65062501,"Berlin","he04_4","loss",6,6884,0,1,"B"
65062501,"Berlin","he04_1","gain",7,3702,0,0,"B"
65062501,"Berlin","he04_2","gain",8,4832,1,1,"A"
65062601,"Berlin","he04_6","gain",1,9167,0,0,"B"
65062601,"Berlin","he04_5","gain",2,13724,0,0,"B"
65062601,"Berlin","he04_6inv","loss",3,14800,1,0,"A"
65062601,"Berlin","he04_3","loss",4,12837,1,0,"A"
65062601,"Berlin","he04_2","gain",5,14249,0,0,"B"
65062601,"Berlin","he04_2inv","loss",6,8021,1,0,"A"
65062601,"Berlin","he04_1","gain",7,2831,0,0,"B"
65062601,"Berlin","he04_4","loss",8,11419,0,1,"B"
65062701,"Berlin","he04_2","gain",1,15318,0,0,"B"
65062701,"Berlin","he04_1","gain",2,5413,0,0,"B"
65062701,"Berlin","he04_3","loss",3,21540,1,0,"A"
65062701,"Berlin","he04_4","loss",4,18074,0,1,"B"
65062701,"Berlin","he04_6inv","loss",5,12825,0,1,"B"
65062701,"Berlin","he04_5","gain",6,7296,1,1,"A"
65062701,"Berlin","he04_2inv","loss",7,19232,0,1,"B"
65062701,"Berlin","he04_6","gain",8,15772,1,1,"A"
65062801,"Berlin","he04_3","loss",1,46379,0,1,"B"
65062801,"Berlin","he04_1","gain",2,17563,1,1,"A"
65062801,"Berlin","he04_2inv","loss",3,16546,1,0,"A"
65062801,"Berlin","he04_4","loss",4,32723,0,1,"B"
65062801,"Berlin","he04_6inv","loss",5,18423,0,1,"B"
65062801,"Berlin","he04_6","gain",6,22374,1,1,"A"
65062801,"Berlin","he04_5","gain",7,5821,1,1,"A"
65062801,"Berlin","he04_2","gain",8,13136,1,1,"A"
65062901,"Berlin","he04_2","gain",1,11826,1,1,"A"
65062901,"Berlin","he04_1","gain",2,5928,0,0,"B"
65062901,"Berlin","he04_6inv","loss",3,11250,1,0,"A"
65062901,"Berlin","he04_2inv","loss",4,10371,0,1,"B"
65062901,"Berlin","he04_4","loss",5,6132,0,1,"B"
65062901,"Berlin","he04_5","gain",6,7309,0,0,"B"
65062901,"Berlin","he04_3","loss",7,14737,0,1,"B"
65062901,"Berlin","he04_6","gain",8,14536,1,1,"A"
65063001,"Berlin","he04_6inv","loss",1,12760,0,1,"B"
65063001,"Berlin","he04_2inv","loss",2,15978,1,0,"A"
65063001,"Berlin","he04_5","gain",3,11373,0,0,"B"
65063001,"Berlin","he04_2","gain",4,12504,1,1,"A"
65063001,"Berlin","he04_4","loss",5,20827,0,1,"B"
65063001,"Berlin","he04_3","loss",6,7957,0,1,"B"
65063001,"Berlin","he04_1","gain",7,3133,0,0,"B"
65063001,"Berlin","he04_6","gain",8,26788,0,0,"B"
65063101,"Berlin","he04_3","loss",1,6763,0,1,"B"
65063101,"Berlin","he04_6","gain",2,6709,0,0,"B"
65063101,"Berlin","he04_2inv","loss",3,6723,0,1,"B"
65063101,"Berlin","he04_2","gain",4,4351,1,1,"A"
65063101,"Berlin","he04_4","loss",5,5640,0,1,"B"
65063101,"Berlin","he04_5","gain",6,7906,0,0,"B"
65063101,"Berlin","he04_1","gain",7,3872,0,0,"B"
65063101,"Berlin","he04_6inv","loss",8,3481,1,0,"A"
65063201,"Berlin","he04_3","loss",1,9642,1,0,"A"
65063201,"Berlin","he04_6","gain",2,9197,1,1,"A"
65063201,"Berlin","he04_1","gain",3,5924,0,0,"B"
65063201,"Berlin","he04_2","gain",4,8861,1,1,"A"
65063201,"Berlin","he04_6inv","loss",5,11729,0,1,"B"
65063201,"Berlin","he04_4","loss",6,7555,0,1,"B"
65063201,"Berlin","he04_5","gain",7,4460,1,1,"A"
65063201,"Berlin","he04_2inv","loss",8,18210,0,1,"B"
65063301,"Berlin","he04_6","gain",1,13089,0,0,"B"
65063301,"Berlin","he04_3","loss",2,21055,0,1,"B"
65063301,"Berlin","he04_1","gain",3,5410,0,0,"B"
65063301,"Berlin","he04_4","loss",4,8292,1,0,"A"
65063301,"Berlin","he04_2","gain",5,10756,0,0,"B"
65063301,"Berlin","he04_6inv","loss",6,15211,1,0,"A"
65063301,"Berlin","he04_2inv","loss",7,12782,0,1,"B"
65063301,"Berlin","he04_5","gain",8,7976,0,0,"B"
65063401,"Berlin","he04_1","gain",1,4428,0,0,"B"
65063401,"Berlin","he04_6","gain",2,5199,0,0,"B"
65063401,"Berlin","he04_3","loss",3,17234,0,1,"B"
65063401,"Berlin","he04_6inv","loss",4,9355,1,0,"A"
65063401,"Berlin","he04_5","gain",5,6375,0,0,"B"
65063401,"Berlin","he04_4","loss",6,4335,0,1,"B"
65063401,"Berlin","he04_2","gain",7,6576,1,1,"A"
65063401,"Berlin","he04_2inv","loss",8,4794,1,0,"A"
65063501,"Berlin","he04_6","gain",1,10358,0,0,"B"
65063501,"Berlin","he04_6inv","loss",2,9922,1,0,"A"
65063501,"Berlin","he04_2inv","loss",3,8705,1,0,"A"
65063501,"Berlin","he04_3","loss",4,27101,0,1,"B"
65063501,"Berlin","he04_1","gain",5,15559,1,1,"A"
65063501,"Berlin","he04_5","gain",6,3957,0,0,"B"
65063501,"Berlin","he04_2","gain",7,18774,1,1,"A"
65063501,"Berlin","he04_4","loss",8,8538,1,0,"A"
65063601,"Berlin","he04_6","gain",1,9723,0,0,"B"
65063601,"Berlin","he04_4","loss",2,15240,1,0,"A"
65063601,"Berlin","he04_2","gain",3,15943,0,0,"B"
65063601,"Berlin","he04_1","gain",4,6688,0,0,"B"
65063601,"Berlin","he04_6inv","loss",5,29761,0,1,"B"
65063601,"Berlin","he04_3","loss",6,12449,0,1,"B"
65063601,"Berlin","he04_5","gain",7,5913,0,0,"B"
65063601,"Berlin","he04_2inv","loss",8,21046,0,1,"B"
65063701,"Berlin","he04_3","loss",1,10557,1,0,"A"
65063701,"Berlin","he04_2inv","loss",2,6653,0,1,"B"
65063701,"Berlin","he04_5","gain",3,5561,1,1,"A"
65063701,"Berlin","he04_1","gain",4,2044,0,0,"B"
65063701,"Berlin","he04_6","gain",5,7959,0,0,"B"
65063701,"Berlin","he04_6inv","loss",6,3694,1,0,"A"
65063701,"Berlin","he04_2","gain",7,4562,0,0,"B"
65063701,"Berlin","he04_4","loss",8,6355,0,1,"B"
65063801,"Berlin","he04_6inv","loss",1,12481,1,0,"A"
65063801,"Berlin","he04_5","gain",2,19133,1,1,"A"
65063801,"Berlin","he04_4","loss",3,5316,0,1,"B"
65063801,"Berlin","he04_2","gain",4,14255,1,1,"A"
65063801,"Berlin","he04_3","loss",5,8145,1,0,"A"
65063801,"Berlin","he04_1","gain",6,10500,1,1,"A"
65063801,"Berlin","he04_6","gain",7,5563,0,0,"B"
65063801,"Berlin","he04_2inv","loss",8,9563,0,1,"B"
65063901,"Berlin","he04_6","gain",1,13604,0,0,"B"
65063901,"Berlin","he04_6inv","loss",2,10321,0,1,"B"
65063901,"Berlin","he04_3","loss",3,13149,0,1,"B"
65063901,"Berlin","he04_2inv","loss",4,13547,1,0,"A"
65063901,"Berlin","he04_5","gain",5,6741,0,0,"B"
65063901,"Berlin","he04_2","gain",6,17327,0,0,"B"
65063901,"Berlin","he04_4","loss",7,5911,0,1,"B"
65063901,"Berlin","he04_1","gain",8,4946,0,0,"B"
65064001,"Berlin","he04_5","gain",1,7579,0,0,"B"
65064001,"Berlin","he04_1","gain",2,4680,1,1,"A"
65064001,"Berlin","he04_6","gain",3,6142,0,0,"B"
65064001,"Berlin","he04_2inv","loss",4,11446,0,1,"B"
65064001,"Berlin","he04_3","loss",5,5357,0,1,"B"
65064001,"Berlin","he04_2","gain",6,6449,0,0,"B"
65064001,"Berlin","he04_6inv","loss",7,4032,0,1,"B"
65064001,"Berlin","he04_4","loss",8,7983,1,0,"A"
65064101,"Berlin","he04_1","gain",1,11107,0,0,"B"
65064101,"Berlin","he04_4","loss",2,11494,0,1,"B"
65064101,"Berlin","he04_6inv","loss",3,18149,1,0,"A"
65064101,"Berlin","he04_3","loss",4,6941,0,1,"B"
65064101,"Berlin","he04_2","gain",5,13612,1,1,"A"
65064101,"Berlin","he04_5","gain",6,6862,0,0,"B"
65064101,"Berlin","he04_2inv","loss",7,7855,0,1,"B"
65064101,"Berlin","he04_6","gain",8,10232,0,0,"B"
65064201,"Berlin","he04_1","gain",1,20195,1,1,"A"
65064201,"Berlin","he04_5","gain",2,8735,0,0,"B"
65064201,"Berlin","he04_6inv","loss",3,5328,0,1,"B"
65064201,"Berlin","he04_2","gain",4,10151,1,1,"A"
65064201,"Berlin","he04_4","loss",5,5843,0,1,"B"
65064201,"Berlin","he04_2inv","loss",6,4142,0,1,"B"
65064201,"Berlin","he04_6","gain",7,6673,0,0,"B"
65064201,"Berlin","he04_3","loss",8,7206,0,1,"B"
65064301,"Berlin","he04_5","gain",1,4704,0,0,"B"
65064301,"Berlin","he04_2inv","loss",2,23459,0,1,"B"
65064301,"Berlin","he04_2","gain",3,8147,1,1,"A"
65064301,"Berlin","he04_4","loss",4,6243,0,1,"B"
65064301,"Berlin","he04_3","loss",5,7770,1,0,"A"
65064301,"Berlin","he04_1","gain",6,7212,0,0,"B"
65064301,"Berlin","he04_6inv","loss",7,5426,1,0,"A"
65064301,"Berlin","he04_6","gain",8,4584,1,1,"A"
65064401,"Berlin","he04_4","loss",1,8056,0,1,"B"
65064401,"Berlin","he04_3","loss",2,6592,1,0,"A"
65064401,"Berlin","he04_2inv","loss",3,8304,1,0,"A"
65064401,"Berlin","he04_6","gain",4,15863,1,1,"A"
65064401,"Berlin","he04_5","gain",5,4488,0,0,"B"
65064401,"Berlin","he04_1","gain",6,6221,0,0,"B"
65064401,"Berlin","he04_2","gain",7,5591,1,1,"A"
65064401,"Berlin","he04_6inv","loss",8,9753,1,0,"A"
65064501,"Berlin","he04_3","loss",1,8791,0,1,"B"
65064501,"Berlin","he04_6inv","loss",2,8182,0,1,"B"
65064501,"Berlin","he04_5","gain",3,3003,0,0,"B"
65064501,"Berlin","he04_4","loss",4,8358,0,1,"B"
65064501,"Berlin","he04_1","gain",5,4119,0,0,"B"
65064501,"Berlin","he04_2inv","loss",6,16605,1,0,"A"
65064501,"Berlin","he04_2","gain",7,4925,1,1,"A"
65064501,"Berlin","he04_6","gain",8,8413,0,0,"B"
65064601,"Berlin","he04_6","gain",1,14650,1,1,"A"
65064601,"Berlin","he04_1","gain",2,5851,0,0,"B"
65064601,"Berlin","he04_4","loss",3,11433,0,1,"B"
65064601,"Berlin","he04_5","gain",4,12663,1,1,"A"
65064601,"Berlin","he04_2","gain",5,11572,1,1,"A"
65064601,"Berlin","he04_6inv","loss",6,15320,0,1,"B"
65064601,"Berlin","he04_2inv","loss",7,12406,1,0,"A"
65064601,"Berlin","he04_3","loss",8,13722,1,0,"A"
65064701,"Berlin","he04_5","gain",1,14098,0,0,"B"
65064701,"Berlin","he04_1","gain",2,9390,1,1,"A"
65064701,"Berlin","he04_6","gain",3,27123,1,1,"A"
65064701,"Berlin","he04_4","loss",4,34303,0,1,"B"
65064701,"Berlin","he04_2inv","loss",5,34449,1,0,"A"
65064701,"Berlin","he04_2","gain",6,13185,1,1,"A"
65064701,"Berlin","he04_6inv","loss",7,14140,0,1,"B"
65064701,"Berlin","he04_3","loss",8,27818,1,0,"A"
65064801,"Berlin","he04_2","gain",1,12722,0,0,"B"
65064801,"Berlin","he04_3","loss",2,7427,1,0,"A"
65064801,"Berlin","he04_1","gain",3,3880,0,0,"B"
65064801,"Berlin","he04_4","loss",4,14643,0,1,"B"
65064801,"Berlin","he04_2inv","loss",5,24270,0,1,"B"
65064801,"Berlin","he04_6","gain",6,12604,1,1,"A"
65064801,"Berlin","he04_6inv","loss",7,12683,1,0,"A"
65064801,"Berlin","he04_5","gain",8,21736,1,1,"A"
65064901,"Berlin","he04_6","gain",1,7696,0,0,"B"
65064901,"Berlin","he04_3","loss",2,9831,0,1,"B"
65064901,"Berlin","he04_2inv","loss",3,12723,0,1,"B"
65064901,"Berlin","he04_4","loss",4,16875,0,1,"B"
65064901,"Berlin","he04_1","gain",5,7115,1,1,"A"
65064901,"Berlin","he04_2","gain",6,4836,1,1,"A"
65064901,"Berlin","he04_5","gain",7,12115,0,0,"B"
65064901,"Berlin","he04_6inv","loss",8,17386,0,1,"B"
65065001,"Berlin","he04_4","loss",1,6029,0,1,"B"
65065001,"Berlin","he04_1","gain",2,4043,0,0,"B"
65065001,"Berlin","he04_2","gain",3,8570,1,1,"A"
65065001,"Berlin","he04_5","gain",4,6826,0,0,"B"
65065001,"Berlin","he04_6","gain",5,14620,1,1,"A"
65065001,"Berlin","he04_2inv","loss",6,5762,0,1,"B"
65065001,"Berlin","he04_6inv","loss",7,6128,1,0,"A"
65065001,"Berlin","he04_3","loss",8,8774,1,0,"A"
65065101,"Berlin","he04_6","gain",1,15531,0,0,"B"
65065101,"Berlin","he04_3","loss",2,24551,0,1,"B"
65065101,"Berlin","he04_6inv","loss",3,21300,0,1,"B"
65065101,"Berlin","he04_4","loss",4,29610,0,1,"B"
65065101,"Berlin","he04_2inv","loss",5,45911,0,1,"B"
65065101,"Berlin","he04_2","gain",6,28454,1,1,"A"
65065101,"Berlin","he04_5","gain",7,32258,0,0,"B"
65065101,"Berlin","he04_1","gain",8,18108,0,0,"B"
65065201,"Berlin","he04_2","gain",1,9563,0,0,"B"
65065201,"Berlin","he04_6","gain",2,6911,0,0,"B"
65065201,"Berlin","he04_1","gain",3,8006,1,1,"A"
65065201,"Berlin","he04_4","loss",4,10865,1,0,"A"
65065201,"Berlin","he04_5","gain",5,8342,0,0,"B"
65065201,"Berlin","he04_6inv","loss",6,15435,0,1,"B"
65065201,"Berlin","he04_3","loss",7,10396,0,1,"B"
65065201,"Berlin","he04_2inv","loss",8,6900,1,0,"A"
65065301,"Berlin","he04_3","loss",1,8526,0,1,"B"
65065301,"Berlin","he04_2","gain",2,16949,1,1,"A"
65065301,"Berlin","he04_6","gain",3,9148,1,1,"A"
65065301,"Berlin","he04_6inv","loss",4,6002,1,0,"A"
65065301,"Berlin","he04_4","loss",5,8859,1,0,"A"
65065301,"Berlin","he04_5","gain",6,8075,0,0,"B"
65065301,"Berlin","he04_1","gain",7,3433,1,1,"A"
65065301,"Berlin","he04_2inv","loss",8,5470,0,1,"B"
65065401,"Berlin","he04_2","gain",1,13466,0,0,"B"
65065401,"Berlin","he04_4","loss",2,14812,0,1,"B"
65065401,"Berlin","he04_5","gain",3,6329,0,0,"B"
65065401,"Berlin","he04_3","loss",4,6158,0,1,"B"
65065401,"Berlin","he04_6","gain",5,9687,0,0,"B"
65065401,"Berlin","he04_1","gain",6,4032,0,0,"B"
65065401,"Berlin","he04_6inv","loss",7,10915,0,1,"B"
65065401,"Berlin","he04_2inv","loss",8,8353,1,0,"A"
65065501,"Berlin","he04_2","gain",1,9218,1,1,"A"
65065501,"Berlin","he04_6","gain",2,14561,0,0,"B"
65065501,"Berlin","he04_3","loss",3,11090,1,0,"A"
65065501,"Berlin","he04_4","loss",4,7477,0,1,"B"
65065501,"Berlin","he04_1","gain",5,9331,0,0,"B"
65065501,"Berlin","he04_2inv","loss",6,11311,0,1,"B"
65065501,"Berlin","he04_5","gain",7,6343,1,1,"A"
65065501,"Berlin","he04_6inv","loss",8,4787,0,1,"B"
65065601,"Berlin","he04_2","gain",1,16380,0,0,"B"
65065601,"Berlin","he04_1","gain",2,10029,0,0,"B"
65065601,"Berlin","he04_6","gain",3,10090,0,0,"B"
65065601,"Berlin","he04_3","loss",4,12036,0,1,"B"
65065601,"Berlin","he04_6inv","loss",5,10816,0,1,"B"
65065601,"Berlin","he04_4","loss",6,18481,0,1,"B"
65065601,"Berlin","he04_5","gain",7,4262,0,0,"B"
65065601,"Berlin","he04_2inv","loss",8,13808,1,0,"A"
65065701,"Berlin","he04_2inv","loss",1,28984,1,0,"A"
65065701,"Berlin","he04_3","loss",2,9076,0,1,"B"
65065701,"Berlin","he04_4","loss",3,10109,0,1,"B"
65065701,"Berlin","he04_5","gain",4,6549,0,0,"B"
65065701,"Berlin","he04_6inv","loss",5,50314,1,0,"A"
65065701,"Berlin","he04_1","gain",6,6371,0,0,"B"
65065701,"Berlin","he04_6","gain",7,11323,0,0,"B"
65065701,"Berlin","he04_2","gain",8,8267,1,1,"A"
65065801,"Berlin","he04_1","gain",1,9271,0,0,"B"
65065801,"Berlin","he04_6","gain",2,7380,0,0,"B"
65065801,"Berlin","he04_2","gain",3,10077,1,1,"A"
65065801,"Berlin","he04_6inv","loss",4,10062,1,0,"A"
65065801,"Berlin","he04_3","loss",5,7343,0,1,"B"
65065801,"Berlin","he04_2inv","loss",6,27254,1,0,"A"
65065801,"Berlin","he04_4","loss",7,6745,0,1,"B"
65065801,"Berlin","he04_5","gain",8,5708,0,0,"B"
65065901,"Berlin","he04_6","gain",1,19885,0,0,"B"
65065901,"Berlin","he04_2","gain",2,11587,1,1,"A"
65065901,"Berlin","he04_3","loss",3,10675,0,1,"B"
65065901,"Berlin","he04_2inv","loss",4,21588,0,1,"B"
65065901,"Berlin","he04_1","gain",5,7076,0,0,"B"
65065901,"Berlin","he04_5","gain",6,8895,0,0,"B"
65065901,"Berlin","he04_6inv","loss",7,10796,1,0,"A"
65065901,"Berlin","he04_4","loss",8,8478,0,1,"B"
65066001,"Berlin","he04_3","loss",1,11882,1,0,"A"
65066001,"Berlin","he04_2inv","loss",2,23181,1,0,"A"
65066001,"Berlin","he04_4","loss",3,22471,0,1,"B"
65066001,"Berlin","he04_6inv","loss",4,18533,1,0,"A"
65066001,"Berlin","he04_2","gain",5,37956,0,0,"B"
65066001,"Berlin","he04_5","gain",6,20381,1,1,"A"
65066001,"Berlin","he04_6","gain",7,13817,1,1,"A"
65066001,"Berlin","he04_1","gain",8,9883,0,0,"B"
65066101,"Berlin","he04_5","gain",1,8385,1,1,"A"
65066101,"Berlin","he04_6inv","loss",2,7683,0,1,"B"
65066101,"Berlin","he04_2inv","loss",3,13831,1,0,"A"
65066101,"Berlin","he04_6","gain",4,4409,1,1,"A"
65066101,"Berlin","he04_1","gain",5,4557,0,0,"B"
65066101,"Berlin","he04_3","loss",6,10195,1,0,"A"
