bibkey,paper,task,subject,choice,r,country
Brunner2014,Brunner et al 2014,HL,147,6,0.8684511882252991,Germany
Brunner2014,Brunner et al 2014,HL,148,5,0.8403129718499258,Germany
Brunner2014,Brunner et al 2014,HL,149,5,0.8039456077245996,Germany
Brunner2014,Brunner et al 2014,HL,150,5,0.7532239193050191,Germany
Brunner2014,Brunner et al 2014,HL,151,1,-0.37,Germany
Brunner2014,Brunner et al 2014,HL,152,6,0.9016337294131517,Germany
Brunner2014,Brunner et al 2014,HL,153,6,1.0502860136795789,Germany
Brunner2014,Brunner et al 2014,HL,154,4,0.41901695833774283,Germany
Brunner2014,Brunner et al 2014,HL,155,4,0.3969850248703733,Germany
Brunner2014,Brunner et al 2014,HL,156,6,0.9593841556692495,Germany
Brunner2014,Brunner et al 2014,HL,157,8,1.653299664654769,Germany
Brunner2014,Brunner et al 2014,HL,158,5,0.6309578093141317,Germany
Brunner2014,Brunner et al 2014,HL,159,8,1.9308490465674548,Germany
Brunner2014,Brunner et al 2014,HL,160,5,0.6510023315995931,Germany
Brunner2014,Brunner et al 2014,HL,161,6,1.0202897560317068,Germany
Brunner2014,Brunner et al 2014,HL,162,8,1.9103703273506834,Germany
Brunner2014,Brunner et al 2014,HL,163,8,1.6910803282167763,Germany
Brunner2014,Brunner et al 2014,HL,164,7,1.1879402381833641,Germany
Brunner2014,Brunner et al 2014,HL,165,3,0.20056287089828403,Germany
Brunner2014,Brunner et al 2014,HL,166,5,0.646005100691691,Germany
Brunner2014,Brunner et al 2014,HL,167,8,1.7251092204544693,Germany
Brunner2014,Brunner et al 2014,HL,168,6,0.9823940780945122,Germany
Brunner2014,Brunner et al 2014,HL,169,1,-0.37,Germany
Brunner2014,Brunner et al 2014,HL,170,7,1.160298497849144,Germany
Brunner2014,Brunner et al 2014,HL,171,8,1.9018726934632286,Germany
Brunner2014,Brunner et al 2014,HL,172,5,0.6923956588190049,Germany
Brunner2014,Brunner et al 2014,HL,173,5,0.7521435674931853,Germany
Brunner2014,Brunner et al 2014,HL,174,4,0.4129878995590843,Germany
Brunner2014,Brunner et al 2014,HL,175,6,1.0496141579700633,Germany
Brunner2014,Brunner et al 2014,HL,176,4,0.4224962673173286,Germany
Brunner2014,Brunner et al 2014,HL,177,7,1.3799368817312643,Germany
Brunner2014,Brunner et al 2014,HL,178,7,1.3246459214016795,Germany
Brunner2014,Brunner et al 2014,HL,179,5,0.8079047988587991,Germany
Brunner2014,Brunner et al 2014,HL,180,7,1.2706489221053197,Germany
Brunner2014,Brunner et al 2014,HL,181,4,0.3522553427354433,Germany
Brunner2014,Brunner et al 2014,HL,182,3,0.13430325022898615,Germany
Brunner2014,Brunner et al 2014,HL,183,6,0.891839617700316,Germany
Brunner2014,Brunner et al 2014,HL,184,6,0.9417601741151884,Germany
Brunner2014,Brunner et al 2014,HL,185,6,0.9633839758345857,Germany
Brunner2014,Brunner et al 2014,HL,186,8,1.6727113694930449,Germany
Brunner2014,Brunner et al 2014,HL,187,8,1.7564230534574017,Germany
Brunner2014,Brunner et al 2014,HL,188,8,1.717699776100926,Germany
Brunner2014,Brunner et al 2014,HL,189,10,2.71,Germany
Brunner2014,Brunner et al 2014,HL,190,2,-0.2850813120417297,Germany
Brunner2014,Brunner et al 2014,HL,191,4,0.40010248036356644,Germany
Brunner2014,Brunner et al 2014,HL,192,7,1.435252567254938,Germany
Brunner2014,Brunner et al 2014,HL,193,4,0.4872158774244599,Germany
Brunner2014,Brunner et al 2014,HL,194,5,0.7707983386982232,Germany
Brunner2014,Brunner et al 2014,HL,195,8,1.748577368557453,Germany
