bibkey,paper,task,subject,choice,r,gender,age,country,soep,dogamble,doinvest,dohealth,doall,treatment,city,longitude,latitude
Frey2017,Frey et al Science Advances 2017,BART,65017001,56.25,0.7839721254355401,0,27,Germany,6,1,1.5,2.375,3.0625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017101,38.1,0.42380422691879865,0,28,Germany,7,2.75,1,3.5,3.3541666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017201,39.59,0.4478000226218754,1,25,Germany,5,1,3.5,1.875,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017301,28,0.28,1,34,Germany,3,1.25,1.75,2.5,3.2708333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017401,41.18,0.47431467403824007,0,23,Germany,3,1.25,1.5,2.5,3.5833333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017501,32.05,0.3340281396560708,1,21,Germany,8,1,1,2.5,3.2291666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017601,55,0.7534246575342466,1,25,Germany,6,1.25,1,1.5,2.708333333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017701,51.6,0.675392670157068,1,31,Germany,5,1,3.25,3.625,4.25,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017801,41.94,0.48733441784801296,1,26,Germany,4,1,1,2.25,2.854166666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65017901,41.05,0.472110408280621,1,30,Germany,4,1,1.25,2.875,3.4375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018001,38.45,0.42936906756002235,0,25,Germany,7,1,1,4,3.6041666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018101,12.75,0.11062906724511931,0,30,Germany,5,2.75,2.75,2.25,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018201,31.14,0.3214949411521784,0,23,Germany,3,1,2,2.625,3.1875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018301,34,0.3617021276595745,1,25,Germany,5,1,4.75,3.5,4.25,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018401,54.15,0.7332430602572783,0,24,Germany,4,1,1,3.25,3.1875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018501,43.67,0.5178465551998103,0,26,Germany,8,2,1.5,2.875,3.2916666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018601,39.48,0.4460009037505648,1,31,Germany,3,1,1.25,1.875,2.916666666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018701,35,0.3763440860215054,0,25,Germany,6,1.5,1,2.125,2.583333333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018801,55.67,0.7696668049218859,1,24,Germany,6,1,3,2.5,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65018901,46.74,0.5751907457543688,0,20,Germany,4,2.5,3,3.5,4.020833333333334,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019001,37.26,0.4106237601939607,0,23,Germany,2,1.75,2,3.375,3.5833333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019101,42.36,0.49462867818776274,0,23,Germany,6,1,3,3.25,3.9583333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019201,28.82,0.29058277878604555,1,25,Germany,5,1.75,1.25,2.875,3.2291666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019301,47.33,0.58671129292178,0,26,Germany,3,1.5,1.25,2.75,3.4583333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019401,58.93,0.8531924134935573,0,23,Germany,5,1.25,1.5,1,2.375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019501,50,0.6410256410256411,0,26,Germany,6,1,2.25,3.875,3.7916666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019601,38.24,0.4260249554367202,1,24,Germany,5,1,1,1.5,2.9375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019701,51.81,0.6800105000656255,1,27,Germany,4,1,1.75,2.25,2.791666666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019801,43.45,0.5138971023063277,1,27,Germany,6,1.25,2.25,2.25,3.3125,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65019901,33.33,0.3520650681314038,1,25,Germany,6,1.25,2.5,3.5,3.7083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020001,41.36,0.4773776546629732,0,26,Germany,7,1.5,1.5,2.875,3.2083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020101,38.3,0.4269788182831661,0,27,Germany,6,1.25,1.75,2.5,3.4583333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020201,42.11,0.4902782628943998,0,25,Germany,7,1,4,3,3.9583333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020301,30.62,0.3144382830149928,0,26,Germany,3,1,3,2.25,3.4375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020401,42.5,0.49707602339181284,1,33,Germany,3,1,1.25,2.25,2.9375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020501,74.33,1.3849450344699086,0,25,Germany,8,1.25,1.75,4.125,3.9583333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020601,53.12,0.7094017094017094,0,23,Germany,4,1,1.5,2,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020701,33.33,0.3520650681314038,0,23,Germany,3,1.25,1,3.375,3.25,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020801,45.29,0.5475758674888163,0,26,Germany,6,1.5,1,3.75,3.75,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65020901,32.09,0.33458450630799713,1,26,Germany,4,1.5,2,3.5,3.5416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021001,55.56,0.76697956929873,1,24,Germany,7,1.75,1,3.25,3.5833333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021101,34.76,0.37280137280137277,0,26,Germany,3,1,3.75,2.625,3.3541666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021201,52.89,0.7041672214086008,1,24,Germany,2,1,1,2.75,3,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021301,47.67,0.5934271131582224,1,23,Germany,5,1.5,1.25,2.75,3.6041666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021401,53.06,0.7080330931411797,1,24,Germany,6,1.5,2.25,3.75,3.7708333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021501,55.33,0.761387092335214,0,28,Germany,6,2,2.75,2.75,3.6875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021601,35.57,0.3848317645786,0,29,Germany,7,2,3.5,3,3.7291666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021701,28.3,0.283851554663992,1,29,Germany,2,2.5,1.75,2.5,3.1666666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65021801,40.5,0.46285714285714286,1,23,Germany,2,1,2.25,3,3.625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022001,30.48,0.31255127153404433,0,24,Germany,5,1.75,3.25,3.25,4.166666666666666,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022101,41,0.47126436781609193,1,31,Germany,6,1.25,1.5,2.875,3.1041666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022201,44,0.5238095238095238,1,29,Germany,6,2,1.75,2.5,3.5416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022301,39.1,0.4398200224971878,1,22,Germany,5,1.5,1.5,2.875,3.6041666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022401,48.06,0.6012009006755067,0,36,Germany,8,1,1.5,2.375,3.2083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022501,43.42,0.5133601324190116,1,24,Germany,6,1,1,1.75,2.520833333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022601,41.86,0.4859530996052937,1,24,Germany,2,1.25,1.25,2,3.0416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022701,31.67,0.3287657012353369,1,22,Germany,7,1.25,1.25,3.75,3.4166666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022801,15.18,0.13455061159368906,0,25,Germany,4,1,1,2.75,2.708333333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65022901,50.5,0.6516129032258065,0,30,Germany,6,1,1,2.875,3.2708333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023001,37.76,0.4184397163120567,0,29,Germany,7,1.5,2,2.125,2.854166666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023101,21.86,0.2059543998492557,1,24,Germany,3,1,1,1.75,2.645833333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023201,34.76,0.37280137280137277,1,26,Germany,4,1,1,2,2.958333333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023301,43.95,0.5229030339083879,1,28,Germany,5,1,3,2.625,3.2083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023401,21.43,0.20108848644083702,1,28,Germany,6,2.75,2.25,3.25,4.291666666666666,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023501,28.67,0.28863384677338166,1,24,Germany,7,1,1,3.5,3.2083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023601,40,0.45454545454545453,1,23,Germany,6,1.5,1.5,2.5,3.4375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023701,35.76,0.38768430182133556,1,28,Germany,8,1,1.75,2.5,3.5416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023801,28.58,0.28746731040032186,1,28,Germany,6,1,1,3,3.0416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65023901,55.13,0.7565527651982983,1,24,Germany,2,1,1.25,2.125,2.770833333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024001,19.52,0.1799410029498525,0,25,Germany,6,1.5,2,3.25,3.5416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024101,24.67,0.23874963708506727,0,21,Germany,3,1,1,3.375,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024201,21.4,0.20075046904315197,1,26,Germany,3,1.75,1.75,2.75,3.4166666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024301,44.12,0.5259895088221268,0,29,Germany,3,1,2.75,2.5,3.4583333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024401,31.26,0.3231341740748398,1,20,Germany,4,1,1.75,2.25,2.895833333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024501,58.28,0.8359150889271372,0,20,Germany,6,1,1.5,3.25,3.2916666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024601,35.56,0.3846819558632627,0,25,Germany,7,1.25,1.5,2.625,3.6458333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024701,26.2,0.25736738703339884,1,25,Germany,2,1,1,2.625,3.1458333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024801,45,0.54216867469879515,1,28,Germany,3,1.75,1.5,3.625,3.9375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65024901,39.27,0.4425786092640596,0,22,Germany,6,2,3.5,2.875,3.8333333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025001,61.79,0.933242712581181,1,30,Germany,8,1.5,2,3.5,3.8333333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025101,57.93,0.8267446838875411,1,32,Germany,6,1.25,3.25,4,4.0625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025201,44.33,0.5298195291024261,0,22,Germany,4,2.75,2.5,4.25,4.395833333333334,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025301,19.54,0.1801585838096994,1,26,Germany,4,1,3.5,1.875,3.3541666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025401,34.84,0.3739802490339202,0,28,Germany,6,1,1,2.25,3.0625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025601,30.04,0.3066557778685177,0,26,Germany,3,1,1.5,3,3.7291666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025701,38.6,0.43176733780760623,1,25,Germany,4,1.75,1.5,2.625,3.2083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025801,55.88,0.7748197448696617,1,23,Germany,4,1,1.5,2.75,3.2708333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65025901,26.88,0.26582278481012656,1,26,Germany,8,1,1,2.875,3.3125,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026001,20.13,0.18661351626958375,1,27,Germany,8,1,1,2.25,3.0625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026101,44.56,0.5340364333652925,1,26,Germany,2,1.75,1.5,2,3,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026201,25.16,0.24465188642551536,0,24,Germany,4,1,1,2.5,3.3125,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026301,45.26,0.547014744984288,0,22,Germany,5,1.75,2.5,2.25,3.5625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026401,28.92,0.2918853451756157,0,22,Germany,3,1.75,2.25,3.25,3.7916666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026501,37.83,0.4195408672507486,0,23,Germany,7,4.5,1.75,3.25,4.25,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026601,48.82,0.6165698408689062,0,21,Germany,6,1,1,2.875,3.0625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026701,38.18,0.42507236695613454,1,20,Germany,6,1,1,1.5,2.645833333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026801,50.56,0.6528925619834711,0,24,Germany,6,1,1,2.5,3.2708333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65026901,38.95,0.43739472206625496,1,24,Germany,4,1,2.75,2.875,3.5416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027001,44.45,0.5320167564332735,1,21,Germany,6,1.75,2,4.125,4.145833333333334,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027101,51.94,0.6828819353142256,0,24,Germany,8,2,1.75,2,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027201,35.85,0.3890396093326099,1,24,Germany,4,1,2.5,1.625,3.0416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027301,39.47,0.4458375691855868,0,23,Germany,9,1,1,2.125,2.8125,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027401,37.47,0.413895946095217,1,25,Germany,7,1,1.75,3.375,3.6666666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027501,35,0.3763440860215054,0,25,Germany,6,1,2,3.125,3.5208333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027601,21.46,0.20142669419936177,1,33,Germany,3,1,2,2,2.9375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027701,38.65,0.43256855064353666,1,28,Germany,6,1.25,1,3.125,3.2916666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027801,55.86,0.774327696146382,0,21,Germany,7,2.25,3,3.125,3.9791666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65027901,36.95,0.4058209774848984,0,21,Germany,6,2.5,3.25,4.125,4.458333333333334,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028001,37.39,0.41264761063900235,0,30,Germany,7,1.75,3,3,3.8333333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028101,19.4,0.17863720073664824,1,26,Germany,7,2.75,2.25,2.75,3.7916666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028201,42.11,0.4902782628943998,1,30,Germany,6,1,3,2,3.3125,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028301,43.81,0.5203705903313933,0,24,Germany,6,1,2.75,3,3.6458333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028401,38,0.4222222222222222,0,25,Germany,2,1,2,2.375,2.833333333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028501,24.57,0.23755196751426083,0,25,Germany,4,1.25,1.25,2.5,2.979166666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028601,23.44,0.22417750573833206,1,21,Germany,5,1.25,2.5,2,3.0208333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028701,41,0.47126436781609193,0,36,Germany,6,1.75,2,2.75,3.6875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028801,52.21,0.6888771605752738,1,23,Germany,7,1.25,1,3,3.4583333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65028901,45.47,0.5509511692717799,1,26,Germany,3,1,2,2.5,3.2291666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029001,44.12,0.5259895088221268,0,26,Germany,8,2.5,1,3.25,3.7083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029101,47,0.5802469135802469,1,24,Germany,8,1.25,1.75,3.25,3.7291666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029201,46.5,0.5705521472392638,1,23,Germany,5,1,1,3,3.3125,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029301,57.81,0.8236215985183075,1,27,Germany,3,1,1,1.75,2.541666666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029401,30.57,0.3137637278045776,1,30,Germany,7,2.25,1.5,3.125,3.8333333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029501,43.89,0.5218166686481988,1,22,Germany,7,1,1,2.875,3.6875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029601,73.83,1.3629315119069596,1,28,Germany,5,1,1.5,2.625,3.2083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029701,49.5,0.6305732484076433,0,23,Germany,7,1.75,1.5,2.875,3.375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029801,24.62,0.23815051267169668,1,35,Germany,2,1,2.5,2,3.0416666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65029901,32.74,0.34369095108125136,0,24,Germany,4,1,1,1.75,2.833333333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030001,33.75,0.35809018567639256,0,26,Germany,2,1,3,2,2.916666666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030101,38.18,0.42507236695613454,1,24,Germany,9,1,1,2.75,2.770833333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030201,44.47,0.532383574763558,0,22,Germany,3,1,2.5,2.5,2.916666666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030301,33.33,0.3520650681314038,1,25,Germany,4,1,1.25,3.875,3.5833333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030401,40,0.45454545454545453,0,21,Germany,6,1,1,2.875,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030501,48.75,0.6151419558359621,1,25,Germany,3,1,1,1.75,2.8125,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030601,50.11,0.6433431762742329,1,26,Germany,6,1.25,1.25,3,3.6875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030701,54.61,0.7441068265431258,1,26,Germany,8,3.5,1,3.75,4.375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030801,20.6,0.19180633147113593,0,33,Germany,4,1,1.25,2,3.1666666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65030901,40.77,0.4673850739424511,1,23,Germany,2,1,1,2.75,2.6875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031001,24.68,0.2388695315524584,1,24,Germany,6,1.25,2.75,2.625,3.625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031101,21.92,0.20663650075414783,0,26,Germany,8,1,1,3.25,3.1458333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031201,45.41,0.5498244339508415,1,27,Germany,6,1.25,2.75,2.125,3.4375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031301,21.92,0.20663650075414783,0,24,Germany,3,1,1.25,2.875,3.1875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031401,25.83,0.25281393755505527,0,22,Germany,5,1.75,1,3.25,3.0833333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031501,21.79,0.2051595894925148,1,29,Germany,7,1,1,2.75,3.2916666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031601,38.71,0.43353119050285593,1,31,Germany,4,1.25,1.5,1.75,2.958333333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031701,50.06,0.6422889402104183,1,25,Germany,2,1.25,2.5,2.375,3.125,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031801,51.06,0.6636340005198856,0,31,Germany,5,1.75,2.5,2.625,3.5208333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65031901,55.62,0.768444321635811,0,28,Germany,6,1.5,1.25,1.625,2.625,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032001,41.9,0.48664343786295006,1,24,Germany,4,1,1.5,1.5,2.791666666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032101,33.32,0.35192226446979297,1,28,Germany,8,1,3.5,1.875,3.6458333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032201,29.1,0.2942366026289181,1,27,Germany,6,1,1,3,3.25,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032301,22.12,0.2089157536834152,1,31,Germany,3,1,1,2.25,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032401,22.08,0.20845921450151056,0,26,Germany,7,1,1,2.375,2.645833333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032501,50.06,0.6422889402104183,0,24,Germany,3,1.5,3.25,2.625,3.4791666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032601,52.07,0.6857632029500855,0,25,Germany,7,1.75,3,3.625,4.375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032701,38.75,0.4341736694677871,1,26,Germany,1,1,1.5,1.875,2.916666666666667,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032801,52.78,0.701675086413188,0,32,Germany,6,1,2,2.75,3.2083333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65032901,47.39,0.5878923210519786,0,31,Germany,7,1.5,2,2.75,3.6666666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033001,41.1,0.47295742232451093,0,24,Germany,8,2.25,2.5,2.5,3.6041666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033101,37.86,0.42001331262480585,1,25,Germany,7,1,1,4.125,3.8541666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033201,60.43,0.8943318040550541,1,27,Germany,6,1,1.75,2,3.6458333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033301,42.5,0.49707602339181284,1,26,Germany,1,1,1,2.625,2.875,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033401,50,0.6410256410256411,1,26,Germany,6,1,1.75,2.875,3.4375,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033501,26.28,0.2583562721195439,1,26,Germany,2,1,1.75,1.875,2.708333333333333,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033601,58.75,0.8483754512635379,1,22,Germany,7,2.5,3,2.75,4.291666666666666,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033701,42.78,0.5019948368927482,1,23,Germany,5,1,1,2.875,3.2291666666666665,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033801,36.84,0.40412461605967537,0,25,Germany,5,1.25,1.25,3.25,3.3958333333333335,,Berlin,13.404954,52.520008
Frey2017,Frey et al Science Advances 2017,BART,65033901,45.1,0.5440289505428226,1,22,Germany,6,1.25,1.25,2.25,3.2916666666666665,,Berlin,13.404954,52.520008
