1,1,50,0,1,5
1,2,50,0,2,5
1,3,28,0,3,5
1,4,50,0,4,5
1,5,9,0,5,5
1,6,21,0,6,5
1,7,7,0,7,5
1,8,12,0,8,5
1,9,10,0,9,5
1,10,100,0,1,10
1,11,100,0,2,10
1,12,86,0,3,10
1,13,47,0,4,10
1,14,19,0,5,10
1,15,32,0,6,10
1,16,13,0,7,10
1,17,12,0,8,10
1,18,10,0,9,10
1,19,150,0,1,15
1,20,72,0,2,15
1,21,96,0,3,15
1,22,26,0,4,15
1,23,27,0,5,15
1,24,24,0,6,15
1,25,21,0,7,15
1,26,18,0,8,15
1,27,16,0,9,15
1,28,100,5,1,10
1,29,100,5,2,10
1,30,90,5,3,10
1,31,89,5,4,10
1,32,81,5,5,10
1,33,86,5,6,10
1,34,71,5,7,10
1,35,62,5,8,10
1,36,72,5,9,10
1,37,150,5,1,15
1,38,145,5,2,15
1,39,133,5,3,15
1,40,99,5,4,15
1,41,99,5,5,15
1,42,150,5,6,15
1,43,126,5,7,15
1,44,66,5,8,15
1,45,83,5,9,15
1,46,150,10,1,15
1,47,100,10,2,15
1,48,145,10,3,15
1,49,138,10,4,15
1,50,150,10,5,15
1,51,136,10,6,15
1,52,147,10,7,15
1,53,100,10,8,15
1,54,100,10,9,15
2,1,50,0,1,5
2,2,24,0,2,5
2,3,16,0,3,5
2,4,11,0,4,5
2,5,1,0,5,5
2,6,8,0,6,5
2,7,0,0,7,5
2,8,0,0,8,5
2,9,0,0,9,5
2,10,6,0,1,10
2,11,4,0,2,10
2,12,33,0,3,10
2,13,24,0,4,10
2,14,10,0,5,10
2,15,9,0,6,10
2,16,14,0,7,10
2,17,37,0,8,10
2,18,5,0,9,10
2,19,150,0,1,15
2,20,71,0,2,15
2,21,49,0,3,15
2,22,36,0,4,15
2,23,22,0,5,15
2,24,0,0,6,15
2,25,21,0,7,15
2,26,18,0,8,15
2,27,16,0,9,15
2,28,100,5,1,10
2,29,100,5,2,10
2,30,100,5,3,10
2,31,92,5,4,10
2,32,80,5,5,10
2,33,59,5,6,10
2,34,78,5,7,10
2,35,69,5,8,10
2,36,61,5,9,10
2,37,150,5,1,15
2,38,150,5,2,15
2,39,150,5,3,15
2,40,75,5,4,15
2,41,150,5,5,15
2,42,116,5,6,15
2,43,64,5,7,15
2,44,52,5,8,15
2,45,72,5,9,15
2,46,150,10,1,15
2,47,150,10,2,15
2,48,150,10,3,15
2,49,150,10,4,15
2,50,150,10,5,15
2,51,133,10,6,15
2,52,150,10,7,15
2,53,126,10,8,15
2,54,105,10,9,15
3,1,18,0,1,5
3,2,10,0,2,5
3,3,13,0,3,5
3,4,11,0,4,5
3,5,9,0,5,5
3,6,0,0,6,5
3,7,13,0,7,5
3,8,0,0,8,5
3,9,0,0,9,5
3,10,35,0,1,10
3,11,19,0,2,10
3,12,39,0,3,10
3,13,20,0,4,10
3,14,37,0,5,10
3,15,16,0,6,10
3,16,0,0,7,10
3,17,18,0,8,10
3,18,9,0,9,10
3,19,49,0,1,15
3,20,22,0,2,15
3,21,18,0,3,15
3,22,21,0,4,15
3,23,19,0,5,15
3,24,25,0,6,15
3,25,19,0,7,15
3,26,17,0,8,15
3,27,15,0,9,15
3,28,86,5,1,10
3,29,69,5,2,10
3,30,76,5,3,10
3,31,81,5,4,10
3,32,62,5,5,10
3,33,83,5,6,10
3,34,72,5,7,10
3,35,50,5,8,10
3,36,55,5,9,10
3,37,98,5,1,15
3,38,87,5,2,15
3,39,81,5,3,15
3,40,81,5,4,15
3,41,69,5,5,15
3,42,83,5,6,15
3,43,79,5,7,15
3,44,86,5,8,15
3,45,50,5,9,15
3,46,130,10,1,15
3,47,140,10,2,15
3,48,125,10,3,15
3,49,123,10,4,15
3,50,129,10,5,15
3,51,117,10,6,15
3,52,124,10,7,15
3,53,130,10,8,15
3,54,104,10,9,15
4,1,50,0,1,5
4,2,10,0,2,5
4,3,16,0,3,5
4,4,20,0,4,5
4,5,10,0,5,5
4,6,20,0,6,5
4,7,10,0,7,5
4,8,18,0,8,5
4,9,15,0,9,5
4,10,30,0,1,10
4,11,20,0,2,10
4,12,21,0,3,10
4,13,21,0,4,10
4,14,21,0,5,10
4,15,20,0,6,10
4,16,20,0,7,10
4,17,11,0,8,10
4,18,21,0,9,10
4,19,150,0,1,15
4,20,70,0,2,15
4,21,90,0,3,15
4,22,21,0,4,15
4,23,20,0,5,15
4,24,23,0,6,15
4,25,19,0,7,15
4,26,19,0,8,15
4,27,20,0,9,15
4,28,90,5,1,10
4,29,69,5,2,10
4,30,80,5,3,10
4,31,74,5,4,10
4,32,69,5,5,10
4,33,67,5,6,10
4,34,72,5,7,10
4,35,62,5,8,10
4,36,58,5,9,10
4,37,100,5,1,15
4,38,100,5,2,15
4,39,82,5,3,15
4,40,90,5,4,15
4,41,70,5,5,15
4,42,66,5,6,15
4,43,65,5,7,15
4,44,73,5,8,15
